R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.87,39.3,6.6,0.0,32.75,0.0,32.75
1.74,54.6,5.6,11.53,62.91,0.0,63.957868945111045
2.61,65.5,6.7,13.36,83.12,0.0,84.18683982666175
3.5,83.9,5.2,15.73,93.77,0.0,95.08020719371618
4.37,94.3,6.3,19.72,97.55,0.0,99.52326813363797
5.24,104.0,5.7,22.31,98.14,0.0,100.64390542899257
6.11,115.0,5.1,25.86,98.57,0.0,101.9057628399886
6.98,127.0,5.1,29.63,99.07,0.0,103.40600466123811
7.85,129.0,5.1,33.19,99.28,0.0,104.68091755425151
8.72,127.0,5.1,36.53,96.65,0.0,103.32310196659797
9.6,124.0,5.1,35.56,93.39,0.0,99.93100469824168
10.47,122.0,3.9,33.73,90.22,0.0,96.31905989989728
