R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.36,21.45,1.99,2.75,5.37,0.0,6.033191526878622
0.73,31.3,1.58,6.05,10.22,0.0,11.87648517028502
1.09,41.7,1.16,9.4,11.44,0.0,14.806539095953518
1.45,48.35,0.44,12.81,11.24,0.0,17.042115479012576
1.81,50.6,0.37,16.05,11.43,0.0,19.703994518878655
2.17,54.05,0.59,18.46,11.43,0.0,21.712127947301713
2.54,55.8,0.76,20.04,11.39,0.0,23.05067677965226
2.9,54.55,0.71,20.71,11.38,0.0,23.63066863209757
3.26,50.0,2.65,20.29,11.12,0.0,23.137383170963822
3.62,49.9,2.77,19.63,11.17,0.0,22.585521911171323
