R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
1.17,123.0,6.2,2.58,183.66,0.0,183.67812063498474
1.56,142.0,6.2,3.43,210.66,0.0,210.68792205534706
1.96,205.0,6.2,4.28,232.37,0.0,232.4094131054076
2.73,228.0,6.2,5.96,264.64,0.0,264.70710455142677
3.52,238.0,6.2,7.61,281.54,0.0,281.64283001702705
10.59,229.0,4.2,23.2,269.17,0.0,270.16796423706495
17.65,225.0,6.9,37.46,243.6,0.0,246.46340823740957
24.61,220.0,4.0,47.21,226.69,0.0,231.55375229090976
31.67,222.0,2.4,59.26,219.45,0.0,227.31047072231408
38.74,219.0,4.1,61.77,202.4,0.0,211.61590890100868
45.8,214.0,4.7,58.45,183.36,0.0,192.45075240175083
52.86,216.0,2.6,58.96,169.7,0.0,179.65069329117546
59.82,216.0,8.8,66.89,158.21,0.0,171.7692527782548
