R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.34,38.8,3.69,0.91,27.87,0.0,27.88485251888559
0.68,50.1,3.69,7.1,39.52,0.0,40.152713482403655
1.02,60.2,3.69,10.23,44.52,0.0,45.68022876475117
1.36,68.2,3.69,12.18,46.26,0.0,47.83659686892453
1.69,72.8,3.69,14.42,45.8,0.0,48.01641802550457
2.03,75.3,3.69,15.29,45.05,0.0,47.5740118131738
2.37,76.6,3.69,18.41,43.11,0.0,46.876435444687985
2.7,77.6,3.69,20.65,41.2,0.0,46.08538271512997
3.05,78.5,3.69,21.24,39.62,0.0,44.954221158863376
3.38,78.2,3.69,22.11,38.18,0.0,44.11988780584103
3.72,78.8,3.69,23.77,36.93,0.0,43.91853595009743
4.06,79.2,3.69,25.04,35.68,0.0,43.58972355957307
4.39,79.2,3.69,24.74,34.2,0.0,42.21027836913659
4.74,79.2,3.69,24.74,32.41,0.0,40.773468088942344
5.08,78.8,3.69,23.87,31.05,0.0,39.16477243646387
5.41,78.5,3.69,22.31,29.85,0.0,37.26605157512666
5.75,80.1,3.69,22.6,28.79,0.0,36.600875672584664
6.09,80.1,3.69,23.18,27.84,0.0,36.22675806637961
6.42,80.1,3.69,22.99,26.98,0.0,35.44658657755355
6.77,80.1,3.69,22.99,26.18,0.0,34.84153412236608
7.11,79.8,3.69,22.8,25.47,0.0,34.18422004375703
7.44,79.8,3.69,23.87,24.82,0.0,34.435581888505965
7.78,79.5,3.69,24.06,24.22,0.0,34.13930286341535
8.12,79.5,3.69,22.89,23.66,0.0,32.92032350995354
8.46,78.8,3.69,23.09,23.15,0.0,32.696645087837375
8.8,77.9,3.69,23.38,22.65,0.0,32.5522180503879
9.13,77.2,3.69,22.8,22.21,0.0,31.829610428027546
9.47,77.6,3.69,22.21,21.79,0.0,31.114115767606187
9.77,76.6,3.69,22.21,21.43,0.0,30.863068544783424
10.15,77.6,3.69,22.5,21.0,0.0,30.777426793024787
