R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.34,35.5,2.1,-2.27,41.97,0.0,42.03134306681146
0.67,62.4,4.2,-3.73,62.26,0.0,62.37163217360918
1.0,90.7,3.8,-5.02,80.4,0.0,80.55656646108994
1.32,104.0,2.0,-6.13,86.74,0.0,86.95633674436843
1.65,105.0,2.4,-7.07,92.13,0.0,92.40087553697745
1.98,108.0,2.0,-7.85,97.94,0.0,98.25408948232129
2.31,116.0,2.3,-8.46,104.95,0.0,105.29042739014787
2.63,130.0,3.3,-8.8,112.27,0.0,112.61435476883042
2.96,141.0,2.2,-8.85,120.94,0.0,121.26337493241725
3.28,146.0,1.6,-8.55,129.34,0.0,129.622290135609
3.61,150.0,1.4,-7.82,137.29,0.0,137.51253215616384
3.94,152.0,1.1,-6.39,143.65,0.0,143.79205332701804
4.27,155.0,1.3,-3.64,148.22,0.0,148.26468898561112
4.6,152.0,1.8,4.74,149.97,0.0,150.04488828347334
4.94,150.0,2.4,8.31,149.81,0.0,150.04030191918437
5.3,147.0,5.5,11.17,147.82,0.0,148.24142909456856
5.63,145.0,3.8,13.71,145.9,0.0,146.54273813464795
5.96,152.0,4.1,15.93,145.72,0.0,146.58814174413973
6.27,149.0,1.4,18.03,145.22,0.0,146.33499000580824
8.24,149.0,4.0,27.98,136.77,0.0,139.60269803983016
10.3,146.0,4.0,36.61,123.8,0.0,129.0996982955421
11.13,149.0,3.2,39.92,119.88,0.0,126.35197188805563
11.95,152.0,2.8,43.13,116.47,0.0,124.19926650347014
12.72,153.0,2.4,45.67,112.55,0.0,121.46296307928603
13.58,156.0,2.2,47.33,108.33,0.0,118.21809421573332
14.43,158.0,2.8,48.11,104.74,0.0,115.26074657054758
15.29,158.0,3.1,48.44,101.4,0.0,112.37612557834515
16.02,159.0,3.8,48.44,98.71,0.0,109.95498033286168
16.88,161.0,3.6,48.11,95.6,0.0,107.02304471467815
17.73,163.0,4.0,47.66,92.8,0.0,104.3231307045566
18.59,162.0,4.8,47.0,90.22,0.0,101.7283067783987
19.32,164.0,5.7,46.67,88.2,0.0,99.78641641025095
20.18,165.0,7.0,46.56,85.97,0.0,97.7684739576107
21.04,166.0,6.3,46.12,83.92,0.0,95.75813699106725
21.89,163.0,7.0,45.56,82.02,0.0,93.82427191297569
22.63,159.0,8.5,45.34,80.48,0.0,92.37286398071677
23.48,155.0,9.1,45.12,78.82,0.0,90.8207399221125
24.34,154.0,8.0,44.68,77.25,0.0,89.24048912909431
25.19,149.0,5.4,44.57,75.79,0.0,87.9238818524296
25.93,153.0,3.1,46.56,74.58,0.0,87.92047543092565
26.78,156.0,3.0,42.58,73.28,0.0,84.75266839457034
27.64,151.0,9.4,40.7,72.03,0.0,82.73337234755996
28.37,158.0,7.7,39.26,71.03,0.0,81.15792321147701
29.23,152.0,3.4,38.26,69.88,0.0,79.66832494787373
