R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.47,22.2,2.81,-3.85,16.14,0.0,16.59283279009344
0.95,43.4,3.47,-1.38,24.37,0.0,24.409041357660897
1.42,60.2,3.04,-0.63,30.01,0.0,30.016612067320324
1.9,69.6,2.05,8.67,34.64,0.0,35.70852139195909
2.37,72.5,2.0,11.4,38.52,0.0,40.17151229416189
2.84,74.3,2.02,11.54,39.29,0.0,40.94967277036533
3.3,75.8,2.01,12.92,40.32,0.0,42.33944732752189
3.78,77.2,2.05,16.18,39.87,0.0,43.028005996095146
4.25,79.3,2.08,18.85,39.64,0.0,43.89364532594667
4.73,81.3,2.08,23.39,37.47,0.0,44.171178385911325
5.2,81.6,2.03,23.16,35.37,0.0,42.27791976907094
5.67,82.1,2.02,23.39,33.69,0.0,41.01351240749809
6.15,82.9,2.0,22.11,32.23,0.0,39.08484360976771
6.62,83.2,2.0,22.46,30.9,0.0,38.20028272146687
7.1,83.5,2.02,26.07,29.56,0.0,39.41368417187107
7.57,83.8,2.0,25.72,28.4,0.0,38.315511219348224
8.04,84.3,2.0,26.3,27.44,0.0,38.00846747765556
