system,cohort,candidate_id,carrier,arrival_smoothing_kpc,route_fraction_f,jensen_shannon,pearson,normalized_RMSE,centroid_offset_kpc
A2163,development,tidal_weighted__w20__f0.4,tidal_weighted,20.0,0.4,0.09164521187639556,0.45749958333332835,0.6580508943200237,54.4432687822708
A2163,development,tidal_weighted__w20__f0.6,tidal_weighted,20.0,0.6,0.09283633891701623,0.4476870202446611,0.6667505585337976,54.618937998691514
A2163,development,tidal_weighted__w20__f0.8,tidal_weighted,20.0,0.8,0.0947745943220008,0.4346300162469488,0.6791711895604314,54.840376367095715
A2163,development,tidal_weighted__w20__f1,tidal_weighted,20.0,1.0,0.09753024345897762,0.41963486523454163,0.6951133517540752,55.10703214325744
A2163,development,tidal_weighted__w50__f0.05,tidal_weighted,50.0,0.05,0.09078239465078486,0.4654560552255601,0.6506702120400017,53.90990012767618
A2163,development,tidal_weighted__w50__f0.1,tidal_weighted,50.0,0.1,0.09015871392944937,0.46895273837911944,0.6490290492372884,53.58963974579407
A2163,development,tidal_weighted__w50__f0.2,tidal_weighted,50.0,0.2,0.08893868560670924,0.4757352937405254,0.6458531105041133,52.95139434533333
A2163,development,tidal_weighted__w50__f0.4,tidal_weighted,50.0,0.4,0.08660452663013722,0.48842540596928896,0.6399340486099314,51.68439767316083
A2163,development,tidal_weighted__w50__f0.6,tidal_weighted,50.0,0.6,0.08440651198362502,0.49990283054818263,0.634605366748048,50.43085393659024
A2163,development,tidal_weighted__w50__f0.8,tidal_weighted,50.0,0.8,0.08234041940439837,0.5101347980984164,0.6298820486037184,49.1917916010778
A2163,development,tidal_weighted__w50__f1,tidal_weighted,50.0,1.0,0.08040381620447659,0.5191137113728076,0.6257778020301425,47.968332880013904
A2163,development,tidal_weighted__w100__f0.05,tidal_weighted,100.0,0.05,0.090211755298578,0.4673182372098546,0.6491394430338626,53.217741318414326
A2163,development,tidal_weighted__w100__f0.1,tidal_weighted,100.0,0.1,0.08905586966109957,0.4728429045643396,0.6459790048523448,52.20466776270386
A2163,development,tidal_weighted__w100__f0.2,tidal_weighted,100.0,0.2,0.08687349518609544,0.4841873146027369,0.6398006836162199,50.17880008365872
A2163,development,tidal_weighted__w100__f0.4,tidal_weighted,100.0,0.4,0.08295659743527989,0.5080694819716479,0.6280336689769295,46.12835425331988
A2163,development,tidal_weighted__w100__f0.6,tidal_weighted,100.0,0.6,0.07954494359242224,0.5335350719611185,0.6170899907441119,42.080041521585116
A2163,development,tidal_weighted__w100__f0.8,tidal_weighted,100.0,0.8,0.0765641480677274,0.5605052407335275,0.6070141816132608,38.03454302146268
A2163,development,tidal_weighted__w100__f1,tidal_weighted,100.0,1.0,0.07396355157521975,0.5887874160552079,0.597850122838299,33.99286353485514
A3192,development,local_control,local_control,0.0,0.0,0.030783643168385253,0.9353688062238732,0.3545249991879388,16.457039705610313
A3192,development,activation_only__w20__f0.05,activation_only,20.0,0.05,0.032487907498773304,0.9298310766903684,0.3650342093388295,16.999180128790222
A3192,development,activation_only__w20__f0.1,activation_only,20.0,0.1,0.03425779197172983,0.9229650068444119,0.37576950816330795,17.54779098627938
A3192,development,activation_only__w20__f0.2,activation_only,20.0,0.2,0.037995563229161367,0.9044734620515409,0.397844784857606,18.662134877782176
A3192,development,activation_only__w20__f0.4,activation_only,20.0,0.4,0.0462818310450357,0.8423472383073208,0.44398758547468214,20.94646482846677
A3192,development,activation_only__w20__f0.6,activation_only,20.0,0.6,0.055712487196063636,0.7357256069299193,0.4921600194052113,23.286723421576877
A3192,development,activation_only__w20__f0.8,activation_only,20.0,0.8,0.06641139194620169,0.5806075637306345,0.5418210025223223,25.667617242451858
A3192,development,activation_only__w20__f1,activation_only,20.0,1.0,0.07857610627654397,0.3930626533525612,0.5925964210790572,28.078811413344265
A3192,development,activation_only__w50__f0.05,activation_only,50.0,0.05,0.03220161532786202,0.9316701005719407,0.3626548953700977,16.90704032007684
A3192,development,activation_only__w50__f0.1,activation_only,50.0,0.1,0.03365481714547493,0.9274148071808661,0.37087837560698855,17.364649314918353
A3192,development,activation_only__w50__f0.2,activation_only,50.0,0.2,0.03666584365495234,0.9169693726838638,0.38758219388630677,18.30040009177778
A3192,development,activation_only__w50__f0.4,activation_only,50.0,0.4,0.04310266399252878,0.8860973281256924,0.4218738097001668,20.240601821343184
A3192,development,activation_only__w50__f0.6,activation_only,50.0,0.6,0.050093712340860005,0.8366195598856088,0.45712212583601497,22.252328228414537
A3192,development,activation_only__w50__f0.8,activation_only,50.0,0.8,0.057651544974311575,0.7611283911537968,0.49312203040569746,24.317834854360278
A3192,development,activation_only__w50__f1,activation_only,50.0,1.0,0.06580071005842442,0.6532801271928061,0.5297203112386129,26.424513303875763
A3192,development,activation_only__w100__f0.05,activation_only,100.0,0.05,0.032218183761762824,0.9333287901292288,0.36168471798962043,16.808596774002012
A3192,development,activation_only__w100__f0.1,activation_only,100.0,0.1,0.03368250689590434,0.9309517308351516,0.3689375874240135,17.167956475502685
A3192,development,activation_only__w100__f0.2,activation_only,100.0,0.2,0.036698257626832015,0.9250156902065808,0.38370158172111274,17.908194794471683
A3192,development,activation_only__w100__f0.4,activation_only,100.0,0.4,0.04306693273545161,0.9069087253420576,0.41413258834015193,19.463126060286225
A3192,development,activation_only__w100__f0.6,activation_only,100.0,0.6,0.049872474835889885,0.8765992256424538,0.44556106851844435,21.09890190501783
A3192,development,activation_only__w100__f0.8,activation_only,100.0,0.8,0.05710959875287497,0.8275606922829544,0.47779022486572104,22.798127060652615
A3192,development,activation_only__w100__f1,activation_only,100.0,1.0,0.06478183131767704,0.7513439654764876,0.5106684837731116,24.547628880747283
A3192,development,field_weighted__w20__f0.05,field_weighted,20.0,0.05,0.030752580056432027,0.9320791248575122,0.35549160640840705,16.700890781704246
A3192,development,field_weighted__w20__f0.1,field_weighted,20.0,0.1,0.030758056092077928,0.9279123224641423,0.3567650292782395,16.94661021792865
A3192,development,field_weighted__w20__f0.2,field_weighted,20.0,0.2,0.03087813880244094,0.9171064382559624,0.36021852260593745,17.443337744459463
A3192,development,field_weighted__w20__f0.4,field_weighted,20.0,0.4,0.03155413693122515,0.8869915964935139,0.3706183217149753,18.45594415337851
A3192,development,field_weighted__w20__f0.6,field_weighted,20.0,0.6,0.032817225817046075,0.8485409154990433,0.38534354041098173,19.490758955157066
A3192,development,field_weighted__w20__f0.8,field_weighted,20.0,0.8,0.03468693741965653,0.805321057654722,0.4039213973848616,20.54442653941816
A3192,development,field_weighted__w20__f1,field_weighted,20.0,1.0,0.03720077083841803,0.7603205176218653,0.4258479702633712,21.614189925813776
A3192,development,field_weighted__w50__f0.05,field_weighted,50.0,0.05,0.030870637589808528,0.9335600620813488,0.35531961734305045,16.631463406878648
A3192,development,field_weighted__w50__f0.1,field_weighted,50.0,0.1,0.030968224522884346,0.9315178612109393,0.35619181801921057,16.808237475682976
A3192,development,field_weighted__w50__f0.2,field_weighted,50.0,0.2,0.03119537435120334,0.9267477816235041,0.3581666493967747,17.168545349419844
A3192,development,field_weighted__w50__f0.4,field_weighted,50.0,0.4,0.03177921287565323,0.9145938076837581,0.3630194592548084,17.914278880129576
A3192,development,field_weighted__w50__f0.6,field_weighted,50.0,0.6,0.0325395841698118,0.8992586720834719,0.36903565169483565,18.690143686230435
A3192,development,field_weighted__w50__f0.8,field_weighted,50.0,0.8,0.033482269376508944,0.8811748588896084,0.37615941037364453,19.492542139642534
A3192,development,field_weighted__w50__f1,field_weighted,50.0,1.0,0.034614672329696144,0.8608212312328146,0.38432915212107055,20.318330934318112
A3192,development,field_weighted__w100__f0.05,field_weighted,100.0,0.05,0.03158670243736623,0.9339507137590425,0.35847906151991243,16.5948823675837
A3192,development,field_weighted__w100__f0.1,field_weighted,100.0,0.1,0.03240354866632829,0.9323162758015775,0.36249127255593355,16.7360228643335
A3192,development,field_weighted__w100__f0.2,field_weighted,100.0,0.2,0.034078044959951176,0.9283416725138989,0.370682560740814,17.02786742835455
A3192,development,field_weighted__w100__f0.4,field_weighted,100.0,0.4,0.037587207259606105,0.9171402903230186,0.38768274237843886,17.647560512373218
A3192,development,field_weighted__w100__f0.6,field_weighted,100.0,0.6,0.04130601602703134,0.9007115914420523,0.4054195589155844,18.31115846998219
A3192,development,field_weighted__w100__f0.8,field_weighted,100.0,0.8,0.045232194959045624,0.8779159160772205,0.4238005319452625,19.01406496734469
A3192,development,field_weighted__w100__f1,field_weighted,100.0,1.0,0.049365819178028965,0.8476302705655516,0.4427454405359904,19.752083896305056
A3192,development,tidal_weighted__w20__f0.05,tidal_weighted,20.0,0.05,0.029023814492693534,0.9433813216190449,0.341474241494888,15.937462059208606
A3192,development,tidal_weighted__w20__f0.1,tidal_weighted,20.0,0.1,0.027406931865876134,0.9483097459147045,0.32927467835581425,15.418928592682144
A3192,development,tidal_weighted__w20__f0.2,tidal_weighted,20.0,0.2,0.024585543966761075,0.9508217162123599,0.3078271384226888,14.385445637302848
A3192,development,tidal_weighted__w20__f0.4,tidal_weighted,20.0,0.4,0.020518074717338956,0.937418327723006,0.2797046613734419,12.33701232669677
A3192,development,tidal_weighted__w20__f0.6,tidal_weighted,20.0,0.6,0.01849903451000265,0.9133371017809755,0.27589749252720613,10.325533243752506
A3192,development,tidal_weighted__w20__f0.8,tidal_weighted,20.0,0.8,0.018595742887897636,0.8871861725523844,0.2973411063337948,8.377668950258979
A3192,development,tidal_weighted__w20__f1,tidal_weighted,20.0,1.0,0.021060338762490232,0.8623834149557742,0.3392810324687304,6.550417846666665
A3192,development,tidal_weighted__w50__f0.05,tidal_weighted,50.0,0.05,0.029541497846478047,0.9398021331414618,0.3462057540851207,15.96907319332937
A3192,development,tidal_weighted__w50__f0.1,tidal_weighted,50.0,0.1,0.02833913722016628,0.943522110205686,0.33803566030019666,15.481833483205849
A3192,development,tidal_weighted__w50__f0.2,tidal_weighted,50.0,0.2,0.02605204999269163,0.9491036779105622,0.32218810912568924,14.509827235194344
A3192,development,tidal_weighted__w50__f0.4,tidal_weighted,50.0,0.4,0.021939418329973974,0.9545002754754403,0.2928312313309944,12.578379942324158
A3192,development,tidal_weighted__w50__f0.6,tidal_weighted,50.0,0.6,0.018432781292177482,0.9546684222435797,0.26743752951245636,10.671261528370175
A3192,development,tidal_weighted__w50__f0.8,tidal_weighted,50.0,0.8,0.015532876971228276,0.9516758440912015,0.24723123611041942,8.804296013618083
A3192,development,tidal_weighted__w50__f1,tidal_weighted,50.0,1.0,0.013255718355915226,0.9468551572609439,0.23356259502263244,7.009640435791217
A3192,development,tidal_weighted__w100__f0.05,tidal_weighted,100.0,0.05,0.030950949427895738,0.9356418152066198,0.3551171771847972,16.112159963402647
A3192,development,tidal_weighted__w100__f0.1,tidal_weighted,100.0,0.1,0.031122009649674015,0.9358307211068879,0.35573901477924497,15.767304046027466
A3192,development,tidal_weighted__w100__f0.2,tidal_weighted,100.0,0.2,0.03147543327143307,0.9359501194055062,0.3570710415459119,15.077670224712246
A3192,development,tidal_weighted__w100__f0.4,tidal_weighted,100.0,0.4,0.032227822666665046,0.9351152674719658,0.3600837740343978,13.698769616579993
A3192,development,tidal_weighted__w100__f0.6,tidal_weighted,100.0,0.6,0.03304167044432435,0.932781131784486,0.36355159453057917,12.320495309886056
A3192,development,tidal_weighted__w100__f0.8,tidal_weighted,100.0,0.8,0.03391803007580467,0.9288815940020679,0.3674616189471992,10.943083953966141
A3192,development,tidal_weighted__w100__f1,tidal_weighted,100.0,1.0,0.03485816133128926,0.9233707742689736,0.37179989626621074,9.566908290351305
ACT-CL J0102-4915,development,local_control,local_control,0.0,0.0,0.1340612369060849,0.01779063861438237,0.7346806269374956,43.603418181740466
ACT-CL J0102-4915,development,activation_only__w20__f0.05,activation_only,20.0,0.05,0.1326423827340334,0.027577842191308724,0.7309256681592798,42.28953454386677
ACT-CL J0102-4915,development,activation_only__w20__f0.1,activation_only,20.0,0.1,0.13130016519694246,0.038108858566917266,0.7273540736048412,40.98413822782305
ACT-CL J0102-4915,development,activation_only__w20__f0.2,activation_only,20.0,0.2,0.12883748106955054,0.061341604228617015,0.7207717406616585,38.40226417236183
ACT-CL J0102-4915,development,activation_only__w20__f0.4,activation_only,20.0,0.4,0.12475952542157341,0.1138184024037849,0.7099202043145296,33.38533963523228
ACT-CL J0102-4915,development,activation_only__w20__f0.6,activation_only,20.0,0.6,0.12177506070727488,0.16269240258308776,0.7022677599533604,28.649591692022433
ACT-CL J0102-4915,development,activation_only__w20__f0.8,activation_only,20.0,0.8,0.11989670138673844,0.19342439986079638,0.697919646280443,24.35956687306248
ACT-CL J0102-4915,development,activation_only__w20__f1,activation_only,20.0,1.0,0.11921303951759431,0.20520003929595335,0.6969377120495831,20.793005673317992
ACT-CL J0102-4915,development,activation_only__w50__f0.05,activation_only,50.0,0.05,0.1319408671679514,0.038976324163943074,0.7289875314427604,42.313842937905534
ACT-CL J0102-4915,development,activation_only__w50__f0.1,activation_only,50.0,0.1,0.1298765017616683,0.06167984003131295,0.7234004788488689,41.03244814783249
ACT-CL J0102-4915,development,activation_only__w50__f0.2,activation_only,50.0,0.2,0.12591028765543769,0.11173153067984343,0.712554432722424,38.497462306401125
ACT-CL J0102-4915,development,activation_only__w50__f0.4,activation_only,50.0,0.4,0.11859751467187846,0.2282813116673286,0.692245452101987,33.56795268638391
ACT-CL J0102-4915,development,activation_only__w50__f0.6,activation_only,50.0,0.6,0.1120713852545934,0.3519104400459112,0.6739179940377008,28.905304144729516
ACT-CL J0102-4915,development,activation_only__w50__f0.8,activation_only,50.0,0.8,0.10631029716843453,0.45260371943512856,0.6577377211230309,24.66134798555858
ACT-CL J0102-4915,development,activation_only__w50__f1,activation_only,50.0,1.0,0.10132423792313683,0.5112159463122167,0.6438665290701501,21.09037405670506
ACT-CL J0102-4915,development,activation_only__w100__f0.05,activation_only,100.0,0.05,0.1314458562486851,0.048425615426829285,0.7272198565392847,42.33914165417065
ACT-CL J0102-4915,development,activation_only__w100__f0.1,activation_only,100.0,0.1,0.1288904376261554,0.08125264899337276,0.7198465773235593,41.08251318575454
ACT-CL J0102-4915,development,activation_only__w100__f0.2,activation_only,100.0,0.2,0.12395368411627782,0.1534761713215684,0.7053734345283574,38.59518417168017
ACT-CL J0102-4915,development,activation_only__w100__f0.4,activation_only,100.0,0.4,0.11474232891702041,0.3194185200367228,0.6776018038245304,33.75086016102813
ACT-CL J0102-4915,development,activation_only__w100__f0.6,activation_only,100.0,0.6,0.1063633288049407,0.48876063214752985,0.6515621158577671,29.152273294234927
ACT-CL J0102-4915,development,activation_only__w100__f0.8,activation_only,100.0,0.8,0.09877568320597496,0.6190075001003204,0.6274700319240037,24.93575086263543
ACT-CL J0102-4915,development,activation_only__w100__f1,activation_only,100.0,1.0,0.09195936332562796,0.6908923557578849,0.6055580525195227,21.32909890722642
ACT-CL J0102-4915,development,field_weighted__w20__f0.05,field_weighted,20.0,0.05,0.1333666280124685,0.026991596550916118,0.732769338556099,43.19359084237085
ACT-CL J0102-4915,development,field_weighted__w20__f0.1,field_weighted,20.0,0.1,0.13270436773150754,0.03616473419208739,0.7309753984161373,42.784530271920964
ACT-CL J0102-4915,development,field_weighted__w20__f0.2,field_weighted,20.0,0.2,0.13147738453785662,0.05417733167225627,0.7277429773663614,41.96879907816863
ACT-CL J0102-4915,development,field_weighted__w20__f0.4,field_weighted,20.0,0.4,0.1294198107435816,0.08733440767677197,0.7227210061366056,40.347571959981565
ACT-CL J0102-4915,development,field_weighted__w20__f0.6,field_weighted,20.0,0.6,0.12791103456499603,0.1147727445636985,0.7196548189322605,38.74141812244745
ACT-CL J0102-4915,development,field_weighted__w20__f0.8,field_weighted,20.0,0.8,0.1269915245909146,0.13591875855143343,0.7185694526001004,37.15229254408022
ACT-CL J0102-4915,development,field_weighted__w20__f1,field_weighted,20.0,1.0,0.12672864015566337,0.1515280534039523,0.719473871731182,35.58247676165577
ACT-CL J0102-4915,development,field_weighted__w50__f0.05,field_weighted,50.0,0.05,0.1326168642199816,0.03796742568914805,0.7305898530482705,43.147611730677376
ACT-CL J0102-4915,development,field_weighted__w50__f0.1,field_weighted,50.0,0.1,0.13119283160920822,0.05825097507344527,0.7265473970997334,42.692768726415224
ACT-CL J0102-4915,development,field_weighted__w50__f0.2,field_weighted,50.0,0.2,0.12840591950320504,0.09881515785251338,0.7186106909651795,41.78609883762837
ACT-CL J0102-4915,development,field_weighted__w50__f0.4,field_weighted,50.0,0.4,0.12307871402103612,0.17767312238172392,0.703353296679093,39.985779417015216
ACT-CL J0102-4915,development,field_weighted__w50__f0.6,field_weighted,50.0,0.6,0.11808738251800417,0.24974420481808696,0.688962428537985,38.20486324653038
ACT-CL J0102-4915,development,field_weighted__w50__f0.8,field_weighted,50.0,0.8,0.11344648278428307,0.3120465560372583,0.6754934708287582,36.44619481328267
ACT-CL J0102-4915,development,field_weighted__w50__f1,field_weighted,50.0,1.0,0.10918017367632893,0.3635965519817601,0.6630026120124424,34.713155685290296
ACT-CL J0102-4915,development,field_weighted__w100__f0.05,field_weighted,100.0,0.05,0.13193726637570136,0.04711823378598333,0.7283514838977941,42.97147638282119
ACT-CL J0102-4915,development,field_weighted__w100__f0.1,field_weighted,100.0,0.1,0.12984676425978797,0.07724800953624794,0.7220620986252188,42.34134032512388
ACT-CL J0102-4915,development,field_weighted__w100__f0.2,field_weighted,100.0,0.2,0.12576423564550138,0.13941161207104394,0.7096068232825808,41.086817525916864
ACT-CL J0102-4915,development,field_weighted__w100__f0.4,field_weighted,100.0,0.4,0.11798135398007553,0.26676344341320773,0.6852215251424524,38.603379044060524
ACT-CL J0102-4915,development,field_weighted__w100__f0.6,field_weighted,100.0,0.6,0.11069004424595064,0.38795339552057884,0.6616008677483195,36.15993604482754
ACT-CL J0102-4915,development,field_weighted__w100__f0.8,field_weighted,100.0,0.8,0.10387498170162728,0.4921277704989796,0.6388296742556175,33.76517255764891
ACT-CL J0102-4915,development,field_weighted__w100__f1,field_weighted,100.0,1.0,0.09752791182743363,0.5738318262562176,0.617002003263503,31.430217671290702
ACT-CL J0102-4915,development,tidal_weighted__w20__f0.05,tidal_weighted,20.0,0.05,0.13557089373097547,-0.0002984985958317729,0.7395578034126578,43.837388430947485
ACT-CL J0102-4915,development,tidal_weighted__w20__f0.1,tidal_weighted,20.0,0.1,0.1371428202176866,-0.017417072710690647,0.7446730303415449,44.072475815740155
ACT-CL J0102-4915,development,tidal_weighted__w20__f0.2,tidal_weighted,20.0,0.2,0.14047351227266625,-0.04837461156454287,0.7555980722525228,44.545931161028776
ACT-CL J0102-4915,development,tidal_weighted__w20__f0.4,tidal_weighted,20.0,0.4,0.1478925523220322,-0.09707215875549476,0.7800860046159729,45.50548464945607
ACT-CL J0102-4915,development,tidal_weighted__w20__f0.6,tidal_weighted,20.0,0.6,0.15636828914602646,-0.131111424299062,0.8078197862241431,46.481023307022824
ACT-CL J0102-4915,development,tidal_weighted__w20__f0.8,tidal_weighted,20.0,0.8,0.16600438114582478,-0.15492433386650303,0.8384773962631639,47.47156166023495
ACT-CL J0102-4915,development,tidal_weighted__w20__f1,tidal_weighted,20.0,1.0,0.17698399307400584,-0.17195848804540928,0.8717504147890123,48.476180228668426
ACT-CL J0102-4915,development,tidal_weighted__w50__f0.05,tidal_weighted,50.0,0.05,0.1345401933663312,0.013976848245452957,0.7363434283109465,43.777691241044806
ACT-CL J0102-4915,development,tidal_weighted__w50__f0.1,tidal_weighted,50.0,0.1,0.1350373890490494,0.010286044745542818,0.7380802944200396,43.95326807912578
ACT-CL J0102-4915,development,tidal_weighted__w50__f0.2,tidal_weighted,50.0,0.2,0.13608724912385067,0.0032917559940191894,0.7417741175891119,44.30827098001203
ACT-CL J0102-4915,development,tidal_weighted__w50__f0.4,tidal_weighted,50.0,0.4,0.13841539062430547,-0.009112698293012152,0.7500265007671858,45.03324656451415
ACT-CL J0102-4915,development,tidal_weighted__w50__f0.6,tidal_weighted,50.0,0.6,0.14106444849351457,-0.01950463792844788,0.7593999964321589,45.7773888927506
ACT-CL J0102-4915,development,tidal_weighted__w50__f0.8,tidal_weighted,50.0,0.8,0.14406141484055235,-0.028135497279644272,0.769853654735357,46.5397785806038
ACT-CL J0102-4915,development,tidal_weighted__w50__f1,tidal_weighted,50.0,1.0,0.147444865677964,-0.03529815890176964,0.7813441221624053,47.31953365810747
ACT-CL J0102-4915,development,tidal_weighted__w100__f0.05,tidal_weighted,100.0,0.05,0.13293261111547688,0.03554661813615928,0.7311796310172917,43.441453352574406
ACT-CL J0102-4915,development,tidal_weighted__w100__f0.1,tidal_weighted,100.0,0.1,0.13182245636390344,0.05331643693590468,0.7277140042736662,43.28194420159534
ACT-CL J0102-4915,development,tidal_weighted__w100__f0.2,tidal_weighted,100.0,0.2,0.12965731326987417,0.08869065973445842,0.7208908935277478,42.97040190112301
ACT-CL J0102-4915,development,tidal_weighted__w100__f0.4,tidal_weighted,100.0,0.4,0.1255465860971775,0.1573815997104114,0.7076917244755054,42.37798151988194
ACT-CL J0102-4915,development,tidal_weighted__w100__f0.6,tidal_weighted,100.0,0.6,0.12172817294434066,0.22103664265214862,0.6951167622471147,41.82788198795089
ACT-CL J0102-4915,development,tidal_weighted__w100__f0.8,tidal_weighted,100.0,0.8,0.11820429482160622,0.2777518933106745,0.6832004750939698,41.321793538514
ACT-CL J0102-4915,development,tidal_weighted__w100__f1,tidal_weighted,100.0,1.0,0.11498070718654961,0.326700890800895,0.6719779050878514,40.861351502664036
CL J0152.7-1357,development,local_control,local_control,0.0,0.0,0.029513990481277497,0.8549828666986669,0.3694329878151918,22.284001891337933
CL J0152.7-1357,development,activation_only__w20__f0.05,activation_only,20.0,0.05,0.030250505320288595,0.8539612832362985,0.37532243398208237,21.134487538475252
CL J0152.7-1357,development,activation_only__w20__f0.1,activation_only,20.0,0.1,0.03107970432559176,0.852083093389728,0.3817670522029031,19.98499909985913
CL J0152.7-1357,development,activation_only__w20__f0.2,activation_only,20.0,0.2,0.03301249359053829,0.8451164352268256,0.39621112395094016,17.686120176452857
CL J0152.7-1357,development,activation_only__w20__f0.4,activation_only,20.0,0.4,0.03796920325301294,0.8127609244739727,0.4305497285232329,13.08899499900618
CL J0152.7-1357,development,activation_only__w20__f0.6,activation_only,20.0,0.6,0.04441565013711203,0.7434657290714444,0.47079738152728334,8.49385482907619
CL J0152.7-1357,development,activation_only__w20__f0.8,activation_only,20.0,0.8,0.05247190613813014,0.6261697210814783,0.5155720821640928,3.9077085633574993
CL J0152.7-1357,development,activation_only__w20__f1,activation_only,20.0,1.0,0.06238295368525887,0.4671215030090687,0.5637962939694126,0.8340498547245255
CL J0152.7-1357,development,activation_only__w50__f0.05,activation_only,50.0,0.05,0.029989235997654646,0.8570491534778902,0.37269326357881183,21.141166010068556
CL J0152.7-1357,development,activation_only__w50__f0.1,activation_only,50.0,0.1,0.030521700918403283,0.8588296956209528,0.3763443217373981,19.99833232720586
CL J0152.7-1357,development,activation_only__w50__f0.2,activation_only,50.0,0.2,0.03175689284183836,0.8612804307179645,0.3847731003407936,17.71267325881196
CL J0152.7-1357,development,activation_only__w50__f0.4,activation_only,50.0,0.4,0.034904414436982216,0.8593853278914966,0.4057879272495918,13.141408515264878
CL J0152.7-1357,development,activation_only__w50__f0.6,activation_only,50.0,0.6,0.03896236346053899,0.842115353181243,0.431649443360026,8.570309893353222
CL J0152.7-1357,development,activation_only__w50__f0.8,activation_only,50.0,0.8,0.04396396671409565,0.7992300229406419,0.4615436478821556,3.9999469599622364
CL J0152.7-1357,development,activation_only__w50__f1,activation_only,50.0,1.0,0.049975327384483924,0.7202819323152091,0.494740065836153,0.5871199266703669
CL J0152.7-1357,development,activation_only__w100__f0.05,activation_only,100.0,0.05,0.030160859485815227,0.8580992918873492,0.3720969153353613,21.145949241721095
CL J0152.7-1357,development,activation_only__w100__f0.1,activation_only,100.0,0.1,0.03085247916344798,0.8611830562259274,0.3750923779696925,20.00808212613999
CL J0152.7-1357,development,activation_only__w100__f0.2,activation_only,100.0,0.2,0.03236877518428902,0.867153923625985,0.3820458536709992,17.73304735261386
CL J0152.7-1357,development,activation_only__w100__f0.4,activation_only,100.0,0.4,0.03593008725997336,0.8772859556498837,0.39955233351054875,13.187464821139457
CL J0152.7-1357,development,activation_only__w100__f0.6,activation_only,100.0,0.6,0.04020174334219849,0.881741757182714,0.42134289029913186,8.6557218237073
CL J0152.7-1357,development,activation_only__w100__f0.8,activation_only,100.0,0.8,0.04520910503126163,0.8734389127620373,0.4467911439172749,4.18304243964453
CL J0152.7-1357,development,activation_only__w100__f1,activation_only,100.0,1.0,0.051002922878125106,0.8400385886869263,0.4753099540779333,1.279921753931323
CL J0152.7-1357,development,field_weighted__w20__f0.05,field_weighted,20.0,0.05,0.029269594253087602,0.8531608568342666,0.3701694573830213,22.11806290802052
CL J0152.7-1357,development,field_weighted__w20__f0.1,field_weighted,20.0,0.1,0.029059222723000204,0.8507078555188442,0.3712000085534329,21.952180600316492
CL J0152.7-1357,development,field_weighted__w20__f0.2,field_weighted,20.0,0.2,0.028740737976585735,0.8439860228857662,0.37413294177961315,21.62059122937105
CL J0152.7-1357,development,field_weighted__w20__f0.4,field_weighted,20.0,0.4,0.02851652983221468,0.8239997979155282,0.3833788927492416,20.958152271932548
CL J0152.7-1357,development,field_weighted__w20__f0.6,field_weighted,20.0,0.6,0.028856643683368776,0.7969793079499669,0.3968532276912473,20.296780161665847
CL J0152.7-1357,development,field_weighted__w20__f0.8,field_weighted,20.0,0.8,0.029790002693134747,0.7651336269860669,0.4141434351702884,19.63658269506277
CL J0152.7-1357,development,field_weighted__w20__f1,field_weighted,20.0,1.0,0.031363457573072934,0.7305413899464516,0.43479452285268266,18.977682463373075
CL J0152.7-1357,development,field_weighted__w50__f0.05,field_weighted,50.0,0.05,0.029281619005284698,0.8562670468784047,0.3688200446400064,21.978932444396662
CL J0152.7-1357,development,field_weighted__w50__f0.1,field_weighted,50.0,0.1,0.029061469968002664,0.8572967879433522,0.36832267004119634,21.67401776395313
CL J0152.7-1357,development,field_weighted__w50__f0.2,field_weighted,50.0,0.2,0.0286580210557588,0.8585837283144673,0.36767639362595006,21.064679582412055
CL J0152.7-1357,development,field_weighted__w50__f0.4,field_weighted,50.0,0.4,0.028000242048856566,0.8580418450682544,0.3677839935433273,19.848178961312733
CL J0152.7-1357,development,field_weighted__w50__f0.6,field_weighted,50.0,0.6,0.02754588288473344,0.8533997911330986,0.36975416010741585,18.63505263756983
CL J0152.7-1357,development,field_weighted__w50__f0.8,field_weighted,50.0,0.8,0.027302825567315676,0.8448721848996761,0.3735574245815113,17.426005339255205
CL J0152.7-1357,development,field_weighted__w50__f1,field_weighted,50.0,1.0,0.027282381808235834,0.8328208652452673,0.3791386257510189,16.22194914048822
CL J0152.7-1357,development,field_weighted__w100__f0.05,field_weighted,100.0,0.05,0.02991794158745502,0.8561668934072495,0.37112048085505417,21.76208249621879
CL J0152.7-1357,development,field_weighted__w100__f0.1,field_weighted,100.0,0.1,0.030337087740355893,0.8572391246092513,0.3729391423329937,21.24058898356923
CL J0152.7-1357,development,field_weighted__w100__f0.2,field_weighted,100.0,0.2,0.03122125328139739,0.8589992939178481,0.37696223986216393,20.199011523215574
CL J0152.7-1357,development,field_weighted__w100__f0.4,field_weighted,100.0,0.4,0.03317595053098825,0.8605868832316838,0.3864926235738854,18.122628314294033
CL J0152.7-1357,development,field_weighted__w100__f0.6,field_weighted,100.0,0.6,0.03538701665706944,0.8586919984102463,0.3978803662804136,16.058191423766246
CL J0152.7-1357,development,field_weighted__w100__f0.8,field_weighted,100.0,0.8,0.03786812146817254,0.8519852493810701,0.41097109833312195,14.010982509010768
CL J0152.7-1357,development,field_weighted__w100__f1,field_weighted,100.0,1.0,0.04063896243033532,0.8388848011876923,0.425607708410121,11.989829615741277
