system,cohort,candidate_id,carrier,arrival_smoothing_kpc,route_fraction_f,jensen_shannon,pearson,normalized_RMSE,centroid_offset_kpc
A2163,development,activation_only__w100__f0.4,activation_only,100.0,0.4,0.08128484240909822,0.5261451219102754,0.621976132629716,38.02745405176565
A2163,development,activation_only__w100__f0.6,activation_only,100.0,0.6,0.07896506101057646,0.5650467132318873,0.6131950171307818,30.32568898939624
A2163,development,activation_only__w100__f0.8,activation_only,100.0,0.8,0.07794686327485507,0.6054147087942133,0.6089595245838306,23.249705095651706
A2163,development,activation_only__w100__f1,activation_only,100.0,1.0,0.07807791949131122,0.6391725129313922,0.6093644477675519,17.57246097502179
A2163,development,field_weighted__w20__f0.05,field_weighted,20.0,0.05,0.09135964164699878,0.46268499004157243,0.6521414769679112,54.378557422729095
A2163,development,field_weighted__w20__f0.1,field_weighted,20.0,0.1,0.09135686831385445,0.46305893526754477,0.6521884792217948,54.54438017010211
A2163,development,field_weighted__w20__f0.2,field_weighted,20.0,0.2,0.0915072336620526,0.4625842293191012,0.6530379967787865,54.92984870402148
A2163,development,field_weighted__w20__f0.4,field_weighted,20.0,0.4,0.09241761853277668,0.4571606248670362,0.657739348449017,55.91052043734146
A2163,development,field_weighted__w20__f0.6,field_weighted,20.0,0.6,0.09413077600935404,0.44683482945971753,0.666365671851354,57.15841740627038
A2163,development,field_weighted__w20__f0.8,field_weighted,20.0,0.8,0.09665930609520748,0.4330540315528787,0.6787673383480949,58.656486709416065
A2163,development,field_weighted__w20__f1,field_weighted,20.0,1.0,0.100047768546992,0.41719121751984484,0.6947421992774655,60.38611225838075
A2163,development,field_weighted__w50__f0.05,field_weighted,50.0,0.05,0.0909377708419264,0.4649677850361283,0.6508958420804235,54.05175025297445
A2163,development,field_weighted__w50__f0.1,field_weighted,50.0,0.1,0.09048125063877077,0.467907176806473,0.6495226604111566,53.8843591609303
A2163,development,field_weighted__w50__f0.2,field_weighted,50.0,0.2,0.08962980964450046,0.473364793493266,0.6470106173309569,53.58528919997233
A2163,development,field_weighted__w50__f0.4,field_weighted,50.0,0.4,0.0881638716021867,0.48255640104782643,0.6429360318471479,53.1326444214318
A2163,development,field_weighted__w50__f0.6,field_weighted,50.0,0.6,0.08700041872632414,0.48943107849980033,0.6401468106326532,52.877922456497224
A2163,development,field_weighted__w50__f0.8,field_weighted,50.0,0.8,0.08612868757040693,0.4940464126046507,0.6386597946374809,52.82398658704005
A2163,development,field_weighted__w50__f1,field_weighted,50.0,1.0,0.08554285647157842,0.4965390236830848,0.6384840823521374,52.97145014167214
A2163,development,field_weighted__w100__f0.05,field_weighted,100.0,0.05,0.09039925143524694,0.46681813888299906,0.6494125861471982,53.323688112347426
A2163,development,field_weighted__w100__f0.1,field_weighted,100.0,0.1,0.08943014880402021,0.4717862354175981,0.6465432986793396,52.42207112020515
A2163,development,field_weighted__w100__f0.2,field_weighted,100.0,0.2,0.08761887776271376,0.4818300493609748,0.6410020004227514,50.6368188257024
A2163,development,field_weighted__w100__f0.4,field_weighted,100.0,0.4,0.08443494624642346,0.5022200885715502,0.6307323435916813,47.14772623665554
A2163,development,field_weighted__w100__f0.6,field_weighted,100.0,0.6,0.08174753968361345,0.5226982840447477,0.6215907873819416,43.78872726062263
A2163,development,field_weighted__w100__f0.8,field_weighted,100.0,0.8,0.07948744691495127,0.5427653958914165,0.6136277517048195,40.59213049647403
A2163,development,field_weighted__w100__f1,field_weighted,100.0,1.0,0.07760913612115433,0.5617754506333975,0.6068896286519344,37.59937976482351
A2163,development,tidal_weighted__w20__f0.05,tidal_weighted,20.0,0.05,0.09128565057874613,0.46268734784527044,0.6521921436128032,54.24725176067685
A2163,development,tidal_weighted__w20__f0.1,tidal_weighted,20.0,0.1,0.09120205374775649,0.4630719915204995,0.6522865500641646,54.26652277223418
A2163,development,tidal_weighted__w20__f0.2,tidal_weighted,20.0,0.2,0.09117101620563758,0.46265106616647267,0.6532208825196021,54.31381281834108
