system_label,candidate_id,minimum_permittivity,anisotropy_tau,smoothing_r80_fraction,source_plane_RMS_arcsec,zero_source_plane_RMS_arcsec,improvement_fraction
MACS0329,e1d00_a2d4_n4_tm1d2_w0d80,1.0,-1.2,0.8,15.916491629088368,16.017662834650846,0.006316227692320764
MACS0429,e1d00_a2d4_n4_tp1d2_w0d50,1.0,1.2,0.5,8.989149403398741,9.180961422423024,0.020892367389303335
MACS1115,e1d00_a2d4_n4_tm1d2_w0d50,1.0,-1.2,0.5,11.35128083461738,12.23167736762921,0.07197676218486393
MACS1931,e1d00_a2d4_n4_tp1d2_w0d50,1.0,1.2,0.5,3.238932654981564,3.779313561766855,0.14298387735064233
