candidate_id,system_label,minimum_permittivity,anisotropy_tau,smoothing_r80_fraction,source_plane_RMS_arcsec,zero_source_plane_RMS_arcsec,improvement_fraction
e0d25_a2d4_n4_tm1d2_w0d20,MACS0329,0.25,-1.2,0.2,16.011608796118313,16.017662834650846,0.00037796016778657293
e0d25_a2d4_n4_tm1d2_w0d20,MACS0429,0.25,-1.2,0.2,9.238801560129662,9.180961422423024,-0.006300008794871248
e0d25_a2d4_n4_tm1d2_w0d20,MACS1115,0.25,-1.2,0.2,11.91890823715201,12.23167736762921,0.02557042023565259
e0d25_a2d4_n4_tm1d2_w0d20,MACS1931,0.25,-1.2,0.2,3.9372480354006405,3.779313561766855,-0.04178919559136829
e0d25_a2d4_n4_tm1d2_w0d50,MACS0329,0.25,-1.2,0.5,16.027515029662815,16.017662834650846,-0.0006150831812152813
e0d25_a2d4_n4_tm1d2_w0d50,MACS0429,0.25,-1.2,0.5,9.282229783610724,9.180961422423024,-0.011030256694072094
e0d25_a2d4_n4_tm1d2_w0d50,MACS1115,0.25,-1.2,0.5,11.870634969148199,12.23167736762921,0.02951699817038178
e0d25_a2d4_n4_tm1d2_w0d50,MACS1931,0.25,-1.2,0.5,3.9957956108642803,3.779313561766855,-0.05728078540173276
e0d25_a2d4_n4_tm1d2_w0d80,MACS0329,0.25,-1.2,0.8,15.974687368558712,16.017662834650846,0.0026830047888862785
e0d25_a2d4_n4_tm1d2_w0d80,MACS0429,0.25,-1.2,0.8,9.234547907029619,9.180961422423024,-0.005836696413484388
e0d25_a2d4_n4_tm1d2_w0d80,MACS1115,0.25,-1.2,0.8,11.903041171391305,12.23167736762921,0.02686763118095581
e0d25_a2d4_n4_tm1d2_w0d80,MACS1931,0.25,-1.2,0.8,3.8262568399380896,3.779313561766855,-0.012421112300956771
e0d25_a2d4_n4_tm0d9_w0d20,MACS0329,0.25,-0.9,0.2,16.008217568482184,16.017662834650846,0.000589678173786301
e0d25_a2d4_n4_tm0d9_w0d20,MACS0429,0.25,-0.9,0.2,9.238718551490757,9.180961422423024,-0.006290967406384018
e0d25_a2d4_n4_tm0d9_w0d20,MACS1115,0.25,-0.9,0.2,11.967950911265088,12.23167736762921,0.021560939553725178
e0d25_a2d4_n4_tm0d9_w0d20,MACS1931,0.25,-0.9,0.2,3.9144922214258107,3.779313561766855,-0.035768045558982164
e0d25_a2d4_n4_tm0d9_w0d50,MACS0329,0.25,-0.9,0.5,16.019779095949833,16.017662834650846,-0.00013212047979993535
e0d25_a2d4_n4_tm0d9_w0d50,MACS0429,0.25,-0.9,0.5,9.270731047261833,9.180961422423024,-0.009777802204849806
e0d25_a2d4_n4_tm0d9_w0d50,MACS1115,0.25,-0.9,0.5,11.934883814215832,12.23167736762921,0.024264337955711146
e0d25_a2d4_n4_tm0d9_w0d50,MACS1931,0.25,-0.9,0.5,3.954713730210005,3.779313561766855,-0.04641058900684314
e0d25_a2d4_n4_tm0d9_w0d80,MACS0329,0.25,-0.9,0.8,15.981366274652764,16.017662834650846,0.00226603346398091
