left_system,right_system,Spearman_response_correlation,two_sided_p
MACS0329,MACS0429,0.3953698851998285,2.2867791155951112e-05
MACS0329,MACS1115,-0.18952031629590818,0.049474788384929726
MACS0329,MACS1931,0.7396370218644311,6.109171761765986e-20
MACS0429,MACS1115,-0.5720668794360025,9.972184755217389e-11
MACS0429,MACS1931,0.7831658171771544,1.3177763822705785e-23
MACS1115,MACS1931,-0.6770256752250752,8.700327244728204e-16
