cohort,system_label,variant_id,family,epsilon,route_fraction_multiplier,return_length_over_R80,width_over_R80,gate_mode,contrast_mode,contrast_cap,travel_mode,variant,R50_kpc,R80_kpc,concentration_R50_over_R80,extent_gate,effective_route_fraction,return_length_kpc,endpoint_width_kpc,route_map_normalization_error,route_centroid_x_arcsec,route_centroid_y_arcsec,sources_crossing_center,source_weight_crossing_center,maximum_travel_arcsec,median_travel_arcsec,maximum_carrier_weighted_annular_mean_error,minimum_light_weight,maximum_light_weight,empty_annuli,contrast_strength,minimum_light_weight_after_strength,maximum_light_weight_after_strength,grid_spacing_arcsec,carrier_convergence_minimum,carrier_convergence_maximum,maximum_annular_convergence_mean_fraction,delta_convergence_minimum,delta_convergence_maximum,raw_correction_RMS_arcsec,raw_correction_maximum_arcsec,maximum_independent_circular_mean_deflection_arcsec,normalized_curl_RMS,maximum_edge_correction_arcsec,maximum_edge_delta_convergence,width_factor,return_factor
P0581_four,MACS0329,fixed_support,baseline,0.00943621290272878,0.878312221135469,0.36,0.23,none,tanh,20.0,constant,fixed_support,196.85047455638184,244.14229945401107,0.8062940137641427,1.0,0.878312221135469,87.89122780344398,56.15272887442255,2.220446049250313e-16,-5.784383691089486,-0.9285945012749977,18,0.20954906403913848,15.114300602838227,15.114300602838224,3.416043300096043e-16,0.0,648.3319643396092,114.0,1.0,0.0,648.3319643396092,1.0,0.005025401364310198,2.006153940456033,8.778498118777608e-17,-0.2851859469692026,9.498793648695539,0.7752100343732269,9.421791421471347,0.00013085017278324784,3.1806992625974454e-17,0.25729776337048793,0.0,1.0,1.0
P0581_four,MACS0329,width_minus_linear,width,0.00943621290272878,0.878312221135469,0.36,0.1659523470534626,none,tanh,20.0,constant,width_minus_linear,196.85047455638184,244.14229945401107,0.8062940137641427,1.0,0.878312221135469,87.89122780344398,40.51598760942244,0.0,-5.784383691089486,-0.9285945012749977,18,0.20954906403913848,15.114300602838227,15.114300602838224,3.451573156538802e-16,0.0,283.3262323800494,130.0,1.0,0.0,283.3262323800494,1.0,0.005025401364310198,2.006153940456033,1.7642155568193547e-16,-0.41094056031273185,5.180612211627651,0.808289654468073,11.537814177141508,0.00021140731878628582,3.2485162370156004e-17,0.21483143464469018,0.0,0.721531943710707,1.0
P0581_four,MACS0329,width_minus_rational,width,0.00943621290272878,0.878312221135469,0.36,0.17990281326822247,none,tanh,20.0,constant,width_minus_rational,196.85047455638184,244.14229945401107,0.8062940137641427,1.0,0.878312221135469,87.89122780344398,43.9218865095494,0.0,-5.784383691089486,-0.9285945012749977,18,0.20954906403913848,15.114300602838227,15.114300602838224,3.5242217435229936e-16,0.0,579.1219283297489,127.0,1.0,0.0,579.1219283297489,1.0,0.005025401364310198,2.006153940456033,1.6303455913048657e-16,-0.3787065754223814,10.148992661461136,0.8009001182418674,11.064021361816211,0.0001841495500521928,3.238624264884052e-17,0.22232199436409902,0.0,0.7821861446444455,1.0
P0581_four,MACS0329,width_minus_even,width,0.00943621290272878,0.878312221135469,0.36,0.22090246298319063,none,tanh,20.0,constant,width_minus_even,196.85047455638184,244.14229945401107,0.8062940137641427,1.0,0.878312221135469,87.89122780344398,53.93163526777072,0.0,-5.784383691089486,-0.9285945012749977,18,0.20954906403913848,15.114300602838227,15.114300602838224,5.233330917654426e-16,0.0,641.572090620743,117.0,1.0,0.0,641.572090620743,1.0,0.005025401364310198,2.006153940456033,1.1856883110942076e-16,-0.2981382868139122,9.769977179607677,0.7746817815709316,9.697607637019779,0.00012971074529338766,3.1016922344985815e-17,0.24922200174273207,0.0,0.9604454912312635,1.0
P0581_four,MACS0329,width_plus_even,width,0.00943621290272878,0.878312221135469,0.36,0.23875112952185193,none,tanh,20.0,constant,width_plus_even,196.85047455638184,244.14229945401107,0.8062940137641427,1.0,0.878312221135469,87.89122780344398,58.289249758707356,0.0,-5.784383691089486,-0.9285945012749977,18,0.20954906403913848,15.114300602838227,15.114300602838224,3.2069700363004035e-16,0.0,329.8118308884019,113.0,1.0,0.0,329.8118308884019,1.0,0.005025401364310198,2.006153940456033,2.2768726531701313e-16,-0.2729616292002139,4.740551910416872,0.7582983748840812,9.132537469425063,0.00012206202874143202,3.0306085752552604e-17,0.25504491081231895,0.0,1.038048389225443,1.0
P0581_four,MACS0329,width_plus_linear,width,0.00943621290272878,0.878312221135469,0.36,0.2940476529465374,none,tanh,20.0,constant,width_plus_linear,196.85047455638184,244.14229945401107,0.8062940137641427,1.0,0.878312221135469,87.89122780344398,71.78947013942265,0.0,-5.784383691089486,-0.9285945012749977,18,0.20954906403913848,15.114300602838227,15.114300602838224,3.4008075343267593e-16,0.0,728.4647489914353,100.0,1.0,0.0,728.4647489914353,1.0,0.005025401364310198,2.006153940456033,9.897872288017939e-17,-0.22145760438253828,8.961109488439414,0.7303307345388119,7.623862994761118,0.00011699663535136295,2.948784647679997e-17,0.28977886357659277,0.0,1.278468056289293,1.0
P0581_four,MACS0329,return_minus_linear,return_length,0.00943621290272878,0.878312221135469,0.2597514997358545,0.23,none,tanh,20.0,constant,return_minus_linear,196.85047455638184,244.14229945401107,0.8062940137641427,1.0,0.878312221135469,63.416328432139466,56.15272887442255,0.0,-5.784383691089486,-0.9285945012749977,11,0.18719653349666193,10.905450691793776,10.905450691793774,3.7161597770529296e-16,0.0,648.3319643396092,114.0,1.0,0.0,648.3319643396092,1.0,0.005025401364310198,2.006153940456033,9.063736762260726e-17,-0.3050723204268698,9.498793648695539,0.7302911452708536,8.592461994380244,0.0002065513489819537,2.8659206378536325e-17,0.2453675314051016,0.0,1.0,0.721531943710707
P0581_four,MACS0329,return_minus_rational,return_length,0.00943621290272878,0.878312221135469,0.2815870120720004,0.23,none,tanh,20.0,constant,return_minus_rational,196.85047455638184,244.14229945401107,0.8062940137641427,1.0,0.878312221135469,68.74730062364254,56.15272887442255,0.0,-5.784383691089486,-0.9285945012749977,15,0.19798095974271765,11.822196517531252,11.82219651753125,3.2262480379559195e-16,0.0,648.3319643396092,114.0,1.0,0.0,648.3319643396092,1.0,0.005025401364310198,2.006153940456033,8.778498118777608e-17,-0.30366208174905474,9.498793648695539,0.7429042816502198,8.805640755501443,0.00018689956669004637,3.479149578137272e-17,0.2494794380590087,0.0,1.0,0.7821861446444455
P0581_four,MACS0329,return_minus_even,return_length,0.00943621290272878,0.878312221135469,0.3457603768432549,0.23,none,tanh,20.0,constant,return_minus_even,196.85047455638184,244.14229945401107,0.8062940137641427,1.0,0.878312221135469,84.41473346259765,56.15272887442255,1.1102230246251565e-16,-5.784383691089486,-0.9285945012749977,18,0.20954906403913848,14.516461867109946,14.516461867109943,4.427555300203867e-16,0.0,648.3319643396092,114.0,1.0,0.0,648.3319643396092,1.0,0.005025401364310198,2.006153940456033,1.8153451644601336e-16,-0.27882472959549304,9.498793648695539,0.7710313308785395,9.27853262005214,0.000126700879238828,3.077168043495255e-17,0.2567019981197485,0.0,1.0,0.9604454912312637
P0581_four,MACS0329,return_plus_even,return_length,0.00943621290272878,0.878312221135469,0.3736974201211595,0.23,none,tanh,20.0,constant,return_plus_even,196.85047455638184,244.14229945401107,0.8062940137641427,1.0,0.878312221135469,91.2353474484115,56.15272887442255,0.0,-5.784383691089486,-0.9285945012749977,19,0.21184008159195553,15.689375395045365,15.689375395045362,3.8350180027455657e-16,0.0,648.3319643396092,114.0,1.0,0.0,648.3319643396092,1.0,0.005025401364310198,2.006153940456033,9.063736762260726e-17,-0.2781469075192736,9.498793648695539,0.782285346215176,9.496501561454759,0.00012169497576683397,2.977773556457389e-17,0.2607824494709857,0.0,1.0,1.038048389225443
