cohort,system_label,R80_kpc,parent_alpha_R80_arcsec,baryonic_alpha_R80_arcsec,Delta80,self_routed_fraction,quadrupole_Q,epsilon_scalar_control,epsilon_linear_Q_over_total,epsilon_quadratic_Q2_over_total,epsilon_quadratic_Q2_routed,epsilon_quadratic_Q2_strong_screen,epsilon_quartic_Q4_over_total
P0581_four,MACS0329,244.14229945401135,12.426952899283638,1.512208296367969,7.217752097466182,0.878312221135469,0.27846805628929305,0.0,0.03388615925456725,0.00943621290272878,0.008287941113702886,0.0011482717890258932,0.0007317260186394835
P0581_four,MACS0429,228.53855516930213,11.828173711638785,1.4767400426679058,7.009651915627471,0.8751506294488378,0.22234455758849056,0.0,0.027759578060399675,0.006172191102682734,0.0054015969285913104,0.0007705941740914229,0.0003051352428919498
P0581_four,MACS1115,235.841224203368,14.005814539310782,1.7244233176098056,7.122028040495305,0.8768780414184563,0.3736004344320205,0.0,0.04599841721418599,0.017185028654405216,0.015069174268194891,0.0021158543862103214,0.0023986396354890196
P0581_four,MACS1931,211.93048256927227,46.44345947844168,3.739392332807009,11.420055277692263,0.919485060441228,0.511758174814234,0.0,0.04120417851387553,0.02108657519098082,0.0193887908639775,0.0016977843270033226,0.005522498752673341
RXJ2129,RXJ2129,184.29674534678944,28.78262867318192,2.556539695435304,10.25843213957258,0.9111776855246947,0.29417095226193507,0.0,0.02612894483130962,0.007686376582625917,0.007003654824628295,0.0006827217579976217,0.0006651525049638942
