variant,system,iteration,maximum_relative_update,aqual
hybrid_picard20_newton,DDO53,1,0.96053141998935532,0.16843622130871022
hybrid_picard20_newton,DDO53,2,0.1797840834434653,0.14363153011271979
hybrid_picard20_newton,DDO53,3,0.15749073500206179,0.11589093496769345
hybrid_picard20_newton,DDO53,4,0.13238108108925181,0.087916215584157686
hybrid_picard20_newton,DDO53,5,0.10628915696040549,0.062793395562203577
hybrid_picard20_newton,DDO53,6,0.081413504270600068,0.042924222770272046
hybrid_picard20_newton,DDO53,7,0.059633654061883527,0.030236902965915701
hybrid_picard20_newton,DDO53,8,0.042000773665583316,0.026537279930730073
hybrid_picard20_newton,DDO53,9,0.028661476660211075,0.026160819927842281
hybrid_picard20_newton,DDO53,10,0.019105244211062161,0.023796501013173935
hybrid_picard20_newton,DDO53,11,0.01253082333421977,0.02280101064830857
hybrid_picard20_newton,DDO53,12,0.0081367084511678681,0.023427400983779254
hybrid_picard20_newton,DDO53,13,0.0052620473424379892,0.024881043947268873
hybrid_picard20_newton,DDO53,14,0.0034267950331818187,0.028060217593148213
hybrid_picard20_newton,DDO53,15,0.0022997398497018595,0.029656852220061498
hybrid_picard20_newton,DDO53,16,0.0016123650013631324,0.028300331438824808
hybrid_picard20_newton,DDO53,17,0.0012039382902570305,0.025373040260636977
hybrid_picard20_newton,DDO53,18,0.00090906335187202576,0.021881102673610951
hybrid_picard20_newton,DDO53,19,0.00079589137170489393,0.019770536579815902
hybrid_picard20_newton,DDO53,20,0.00073894574836392375,0.019690917233318946
hybrid_picard20_newton,DDO53,21,0.0029350737573449041,0.004577232632327964
hybrid_picard20_newton,DDO53,22,0.00041212686768341038,0.00022343926304055508
hybrid_picard20_newton,DDO53,23,0.00025438171266278282,5.8155246729159579e-06
hybrid_picard20_newton,DDO53,24,9.7823882286287542e-05,1.4983811029668345e-06
hybrid_picard20_newton,DDO53,25,2.8077872155749658e-05,5.4632828587582092e-07
hybrid_picard20_newton,DDO53,26,1.1610452085536044e-05,2.1025691478732682e-07
hybrid_picard20_newton,DDO53,27,4.1137941985603722e-06,8.2146330355654992e-08
hybrid_picard20_newton,DDO53,28,1.7599749491075174e-06,3.2445882885611824e-08
hybrid_picard20_newton,DDO53,29,6.432591032084595e-07,1.2833035300448007e-08
hybrid_picard20_newton,DDO53,30,2.7508966478594854e-07,5.1074499888334308e-09
hybrid_picard20_newton,DDO53,31,1.0260010233585744e-07,2.0283764449235327e-09
hybrid_picard20_newton,DDO53,32,4.3408546427438398e-08,8.0917217043905036e-10
hybrid_picard20_newton,DDO53,33,1.6414307197810234e-08,3.2253495429895778e-10
hybrid_picard20_newton,DDO53,34,6.8756594541348778e-09,1.2941890185360886e-10
hybrid_picard20_newton,DDO53,35,2.6594422611940871e-09,5.1812884142503287e-11
hybrid_picard20_newton,DDO53,36,1.0982754551567521e-09,2.086899336041033e-11
hybrid_picard20_newton,DDO101,1,0.91745931068281794,0.10368486087203828
hybrid_picard20_newton,DDO101,2,0.12033775999303928,0.080036124562417557
hybrid_picard20_newton,DDO101,3,0.095102004602941326,0.058206776818230298
hybrid_picard20_newton,DDO101,4,0.071818441904570263,0.040209572992823794
hybrid_picard20_newton,DDO101,5,0.051990165634104399,0.027023588002827961
hybrid_picard20_newton,DDO101,6,0.036285405294666444,0.01880402949380781
hybrid_picard20_newton,DDO101,7,0.024590275512448911,0.015099277691506477
hybrid_picard20_newton,DDO101,8,0.016303612858965311,0.014740936137844702
hybrid_picard20_newton,DDO101,9,0.010667481027059136,0.016123121065264159
hybrid_picard20_newton,DDO101,10,0.0070025816672202113,0.017014633001472802
hybrid_picard20_newton,DDO101,11,0.0045401791113990958,0.015892579632327989
hybrid_picard20_newton,DDO101,12,0.0028858135561167426,0.014835396616820399
hybrid_picard20_newton,DDO101,13,0.0023306871079416887,0.015653758722630778
hybrid_picard20_newton,DDO101,14,0.0041439714475353384,0.018389389134868771
hybrid_picard20_newton,DDO101,15,0.0043224173571298,0.016712247632795
hybrid_picard20_newton,DDO101,16,0.0011969858232873684,0.018362522549370028
hybrid_picard20_newton,DDO101,17,0.0014386535364251181,0.019740578443266175
hybrid_picard20_newton,DDO101,18,0.0013412992948851525,0.01971915619458274
hybrid_picard20_newton,DDO101,19,0.0011704055601138856,0.018795951561618673
hybrid_picard20_newton,DDO101,20,0.00099563983699620887,0.017509741024971628
hybrid_picard20_newton,DDO101,21,3.1358637514832828e-05,0.017484095285900253
hybrid_picard20_newton,DDO101,22,0.0014620895396175561,0.015431339769697943
hybrid_picard20_newton,DDO101,23,0.0035856494234179906,0.012671188447538059
hybrid_picard20_newton,DDO101,24,0.00095552133172520858,0.0066304157297003537
hybrid_picard20_newton,DDO101,25,1.9656314022365897e-05,0.0066134804181965387
hybrid_picard20_newton,DDO101,26,0.00035701758334422796,0.0059393650599523732
hybrid_picard20_newton,DDO101,27,7.1806447655094107e-06,0.0059368452970057
hybrid_picard20_newton,DDO101,28,0.0002222445119038171,0.0058747851783229645
hybrid_picard20_newton,DDO101,29,2.5906035768830893e-05,0.0058664803274000657
hybrid_picard20_newton,DDO101,30,2.6928905231093044e-05,0.0058578273032985038
hybrid_picard20_newton,DDO101,31,2.8088568235918615e-05,0.0058487612773326586
hybrid_picard20_newton,DDO101,32,2.9388662527891724e-05,0.0058392090693387376
hybrid_picard20_newton,DDO101,33,3.0852653208072507e-05,0.0058290812695142051
hybrid_picard20_newton,DDO101,34,3.249901578257705e-05,0.0058182741047165479
hybrid_picard20_newton,DDO101,35,3.4388194046820506e-05,0.0058066515853234793
hybrid_picard20_newton,DDO101,36,3.6561883373970237e-05,0.0057940445520950909
hybrid_picard20_newton,DDO101,37,3.9092695735952226e-05,0.0057802340084588625
hybrid_picard20_newton,DDO101,38,4.2085504676981583e-05,0.0057649287216825088
hybrid_picard20_newton,DDO101,39,4.5697434081454856e-05,0.0057477285914204982
hybrid_picard20_newton,DDO101,40,5.0172213409537614e-05,0.005728062513706487
hybrid_picard20_newton,DDO101,41,5.5919296551763937e-05,0.0057050709606024366
hybrid_picard20_newton,DDO101,42,6.3632636007873256e-05,0.0056773918696666507
hybrid_picard20_newton,DDO101,43,7.4695221255842981e-05,0.0056426549409783998
hybrid_picard20_newton,DDO101,44,9.1989056769051485e-05,0.005596273364863763
hybrid_picard20_newton,DDO101,45,0.00012288887806836856,0.0055277495509160049
hybrid_picard20_newton,DDO101,46,0.0001927132814771239,0.0054050899618468887
hybrid_picard20_newton,DDO101,47,0.00042657036249184354,0.0050783271994556652
hybrid_picard20_newton,DDO101,48,0.00077652667243833303,0.0043048574994153368
hybrid_picard20_newton,DDO101,49,0.00064283438846664861,0.0034763333063377506
hybrid_picard20_newton,DDO101,50,7.1491235148507718e-05,0.0034145862468183434
hybrid_picard20_newton,DDO101,51,0.00054673238873420614,0.0027361996830944169
hybrid_picard20_newton,DDO101,52,1.6794761073961708e-05,0.0027253358116727045
hybrid_picard20_newton,DDO101,53,1.917914628101139e-05,0.0027126938088445746
hybrid_picard20_newton,DDO101,54,1.8160960230881027e-05,0.0027008517256245906
hybrid_picard20_newton,DDO101,55,1.7234785149930095e-05,0.0026897407322168617
hybrid_picard20_newton,DDO101,56,1.6395171620378605e-05,0.0026792961800523279
hybrid_picard20_newton,DDO101,57,1.5636883521111027e-05,0.0026694575246957253
hybrid_picard20_newton,DDO101,58,1.1096342468230295e-05,0.0026627459763469653
hybrid_picard20_newton,DDO101,59,1.0567057656499542e-05,0.0026564167977370821
