variant,system,state,converged,iterations,maximumRelativeUpdate,maximumEquationResidual,wallSeconds,cpuSeconds,peakPythonHeapBytes,requestedMaximumIterations,executedMaximumIterations,iterationLimitAdjusted,nonlinearMethod,krylovMethod,lineSearch,modelDocumentSha256,modelPhysicsSha256,inputBundleSha256,scientificResultSha256,output,picardWarmupIterations,picardWarmupDamping
hybrid_picard20_newton,DDO53,succeeded,True,36,1.0982754551567521e-09,2.086899336041033e-11,124.64891109999735,123.71875,27471851,160,160,False,newton_krylov,gmres,armijo,baa9c92e27a3e8a5ce03c797a5445fd678370eec497335affc59344ae6e84f57,033a1c91c3ad93fb441fe27b05e12753b06a4fa91018238a953712c318bece5a,d7ba34c267abf391cae39650bdf1452a4261723d8a94ad077519ed103fc0d955,e1df358b92dcc200730502389b230c4946f1727a47b9f82f9793732718be0c15,C:\Users\henry\Documents\Codex\2026-07-18\sigmagravity-frontiers-main\research\galaxy-cluster-unification\tmp\p0727-worker-cache\runs\hybrid_picard20_newton\DDO53,20,0.2
hybrid_picard20_newton,DDO101,failed_nonconvergence,False,160,7.255967624319892e-07,0.0025372283486444283,141.0187313000206,141.640625,27471961,160,160,False,newton_krylov,gmres,armijo,baa9c92e27a3e8a5ce03c797a5445fd678370eec497335affc59344ae6e84f57,033a1c91c3ad93fb441fe27b05e12753b06a4fa91018238a953712c318bece5a,7457c0dd034be9bc8f2ba2a9bbf06fceb236921e60b94400b9570e35f69abdb8,9e271400f9a887310b34c84daed3243976c2f4f8bb5d70b644a20e2930385f95,C:\Users\henry\Documents\Codex\2026-07-18\sigmagravity-frontiers-main\research\galaxy-cluster-unification\tmp\p0727-worker-cache\runs\hybrid_picard20_newton\DDO101,20,0.2
hybrid_picard40_newton,DDO53,succeeded,True,49,1.053705203943121e-09,2.1980165365234158e-11,236.67746849998366,234.40625,27479105,160,160,False,newton_krylov,gmres,armijo,69419619b8e8fa1a8d5ea57042e5a38377be775da2c6ddd5563c490dbb644ed3,033a1c91c3ad93fb441fe27b05e12753b06a4fa91018238a953712c318bece5a,d7ba34c267abf391cae39650bdf1452a4261723d8a94ad077519ed103fc0d955,0be28973f2be21a99dbfa93eac6e9d136f79481750fad778177bce7c84b34a82,C:\Users\henry\Documents\Codex\2026-07-18\sigmagravity-frontiers-main\research\galaxy-cluster-unification\tmp\p0727-worker-cache\runs\hybrid_picard40_newton\DDO53,40,0.2
hybrid_picard40_newton,DDO101,succeeded,True,52,1.3811907339122568e-10,4.602660921185601e-12,241.8998921000166,239.5,27479151,160,160,False,newton_krylov,gmres,armijo,69419619b8e8fa1a8d5ea57042e5a38377be775da2c6ddd5563c490dbb644ed3,033a1c91c3ad93fb441fe27b05e12753b06a4fa91018238a953712c318bece5a,7457c0dd034be9bc8f2ba2a9bbf06fceb236921e60b94400b9570e35f69abdb8,257f9fde0f0da488d323115c01c7b079e2448569ff5c2365d9b2ba7c602b4932,C:\Users\henry\Documents\Codex\2026-07-18\sigmagravity-frontiers-main\research\galaxy-cluster-unification\tmp\p0727-worker-cache\runs\hybrid_picard40_newton\DDO101,40,0.2
hybrid_picard80_newton,DDO53,succeeded,True,83,2.828615399500284e-09,4.076435908662933e-11,460.39711630006786,457.0,27503009,160,160,False,newton_krylov,gmres,armijo,4797a072f0b7d40d883a2308babea076b8ba367ebd01eebe5314f19091f43fba,033a1c91c3ad93fb441fe27b05e12753b06a4fa91018238a953712c318bece5a,d7ba34c267abf391cae39650bdf1452a4261723d8a94ad077519ed103fc0d955,4d392d4eaf1dd77e5bf7dea555ef8c1e9b2bce1b913707a83717d0524f83aacf,C:\Users\henry\Documents\Codex\2026-07-18\sigmagravity-frontiers-main\research\galaxy-cluster-unification\tmp\p0727-worker-cache\runs\hybrid_picard80_newton\DDO53,80,0.2
hybrid_picard80_newton,DDO101,succeeded,True,87,1.403434291637206e-10,3.3472086286573583e-12,470.1351940999739,466.40625,27502945,160,160,False,newton_krylov,gmres,armijo,4797a072f0b7d40d883a2308babea076b8ba367ebd01eebe5314f19091f43fba,033a1c91c3ad93fb441fe27b05e12753b06a4fa91018238a953712c318bece5a,7457c0dd034be9bc8f2ba2a9bbf06fceb236921e60b94400b9570e35f69abdb8,3216b47c6fddf32d46d1dde0c3e0262be0fda0594a4831580fe00b8b17c83032,C:\Users\henry\Documents\Codex\2026-07-18\sigmagravity-frontiers-main\research\galaxy-cluster-unification\tmp\p0727-worker-cache\runs\hybrid_picard80_newton\DDO101,80,0.2
