system_label,variant_id,source_family,source_redshift,root_index,root_x_arcsec,root_y_arcsec,root_radius_arcsec,closure_arcsec,signed_jacobian_determinant,signed_magnification,parity,assigned,assigned_image_id,relative_to_faintest_assigned_abs_magnification,potentially_observable_surplus
RXJ2129,two_potential_rar_metric_P0707,1,0.6786,0,-4.058112038655296,-0.8867520768218634,4.153865978101235,1.7554167342883506e-16,-0.11034341092260855,-9.062616350525625,negative,True,1b,2.306466322015475,False
RXJ2129,two_potential_rar_metric_P0707,1,0.6786,1,1.1478834453868847,-7.6230466927401865,7.708986787113489,1.7554167342883506e-16,0.2545033611493111,3.9292211917520556,positive,True,1c,1.0,False
RXJ2129,two_potential_rar_metric_P0707,1,0.6786,2,-5.539314637224334,3.329699313399284,6.463041402298102,2.3551386880256624e-16,0.0968462787585847,10.325641963928918,positive,True,1a,2.6279105858442833,False
RXJ2129,two_potential_rar_metric_P0707,2,0.916,0,-0.7272418523419779,-4.196648031136107,4.2591942206286335,0.0,-0.12496795947671413,-8.002051119241766,negative,True,2b,2.4442238507073233,False
RXJ2129,two_potential_rar_metric_P0707,2,0.916,1,1.1216681092957834,-6.192975304707243,6.293733587635002,1.1102230246251565e-16,0.11233941638723724,8.901595113802006,positive,True,2c,2.71898926441203,False
RXJ2129,two_potential_rar_metric_P0707,2,0.916,2,-6.63500515252347,11.159496026441818,12.98297519593193,8.95090418262362e-16,0.30544966712721094,3.27386180972176,positive,True,2a,1.0,False
RXJ2129,two_potential_rar_metric_P0707,3,1.5194,0,-2.5428132414557183,3.5168452808824284,4.339827175198057,2.220446049250313e-16,-0.06349374584266225,-15.749582682962254,negative,False,,6.5780898496901,True
RXJ2129,two_potential_rar_metric_P0707,3,1.5194,1,-2.4201990718191286,8.207986647731564,8.557359894066266,2.220446049250313e-16,0.07571709402706929,13.207057307858307,positive,True,3a,5.5161594672017,False
RXJ2129,two_potential_rar_metric_P0707,3,1.5194,2,1.301314325779645,4.216467955857724,4.412711297745905,2.220446049250313e-16,0.012901327937768652,77.51140075065443,positive,True,3c,32.37399801486305,False
RXJ2129,two_potential_rar_metric_P0707,3,1.5194,3,1.5950142705659844,4.382697881531977,4.663915870177551,2.220446049250313e-16,-0.014069860806060073,-71.07390853286103,negative,True,3b,29.685266315252004,False
RXJ2129,two_potential_rar_metric_P0707,3,1.5194,4,8.072635269754493,-13.88066912027978,16.057409984962483,2.220446049250313e-16,0.4176675650464195,2.3942486409948067,positive,True,3d,1.0,False
RXJ2129,two_potential_rar_metric_P0707,4,1.5202,0,-3.6219110897912494,10.650041155561933,11.249071808710077,2.220446049250313e-16,0.17942319547144517,5.573415395776673,positive,True,4a,2.0509425297705928,False
RXJ2129,two_potential_rar_metric_P0707,4,1.5202,1,1.5595759666470679,2.8212597628568425,3.223628986911829,2.220446049250313e-16,0.11109170378648472,9.001572267916362,positive,False,,3.3124585354005354,True
RXJ2129,two_potential_rar_metric_P0707,4,1.5202,2,3.2273613980096725,3.8525874177802115,5.025762768476179,2.220446049250313e-16,-0.13474424979898358,-7.421466975339109,negative,True,4b,2.731000862513282,False
RXJ2129,two_potential_rar_metric_P0707,4,1.5202,3,-2.702814846059731,0.986138191262638,2.8770951712356743,3.3306690738754696e-16,-0.20850295042016584,-4.796095201458035,negative,False,,1.7648990658318215,True
RXJ2129,two_potential_rar_metric_P0707,4,1.5202,4,7.408522252633627,-12.495039515857835,14.526259479667036,4.965068306494546e-16,0.36798666241972927,2.7174897954844623,positive,True,4c,1.0,False
RXJ2129,two_potential_rar_metric_P0707,5,1.521,0,13.035497199668432,2.8601365596132684,13.345582354554631,0.0,-0.02070188868581201,-48.30477137505563,negative,True,5b,8.066288357128897,False
RXJ2129,two_potential_rar_metric_P0707,5,1.521,1,13.339996333892506,1.9364283490173846,13.4798092322979,0.0,0.02049883526828132,48.78325948339809,positive,True,5c,8.146189844031296,False
RXJ2129,two_potential_rar_metric_P0707,5,1.521,2,5.2406812437295685,14.645423157780305,15.554843598340247,4.440892098500626e-16,0.16698740367694387,5.988475645352351,positive,True,5a,1.0,False
RXJ2129,two_potential_rar_metric_P0707,6,3.0815,0,0.4928383235852056,-5.638951230559925,5.660447031271256,0.0,-0.08140335663550256,-12.284505717346164,negative,True,6b,5.931927839449293,False
RXJ2129,two_potential_rar_metric_P0707,6,3.0815,1,1.915516525599878,-6.943318835562357,7.202699494781192,0.0,0.06596334620550928,15.159934380595137,positive,True,6c,7.3204114895315415,False
RXJ2129,two_potential_rar_metric_P0707,6,3.0815,2,-9.326649924953076,18.215182828404913,20.464097446377753,4.440892098500626e-16,0.48287883745075694,2.0709128718070566,positive,True,6a,1.0,False
RXJ2129,two_potential_rar_metric_P0707,7,3.427,0,3.710693726970246,-15.782781171159838,16.21312522100825,3.3306690738754696e-16,0.38280039813585975,2.612327481553689,positive,True,7c,1.0,False
RXJ2129,two_potential_rar_metric_P0707,7,3.427,1,-7.147186809727379,-2.0600760263990106,7.438157871925345,4.002966042486721e-16,-0.2824221738307725,-3.5407984664801866,negative,True,7b,1.3554190626874572,False
RXJ2129,two_potential_rar_metric_P0707,7,3.427,2,-10.217165134556895,10.134218716118143,14.390721051181703,5.551115123125783e-16,0.2439162719169161,4.099767482263851,positive,True,7a,1.5693926244750536,False
