impact_parameter,measured_deflection_radian,expected_GR_deflection_radian,relative_error
2.5,1.6275822302609448,1.6,0.017238893913090525
3.125,1.287683561777371,1.28,0.006002782638571125
3.75,1.0623176937380987,1.0666666666666667,0.00407716212053244
4.375,0.9021051184773226,0.9142857142857143,0.013322526665428436
5.0,0.7821557765585685,0.8,0.022305279301789382
5.625,0.6888089272298246,0.7111111111111111,0.03136244608305927
