case,domain,scenario,mode,activation_weighted_mean,activation_median,activation_p90,activation_maximum,activation_r80_kpc,activation_active_pixels,activation_global_minimum,activation_global_maximum,mismatch_weighted_mean,trace_length_weighted_mean_kpc
DDO101,sealed_galaxy_baryons_only,low,linear_chord_mix,0.011423065501360578,0.007994317463563858,0.02527914043116722,0.10226087463159653,2.4686239545754516,1258,1.4381878928464245e-06,0.10226087463159653,0.11263342987962768,1.421446956712804
DDO101,sealed_galaxy_baryons_only,low,oriented_cross_mix,0.01051309191286676,0.0071678259641834614,0.02192835290081732,0.0988253140938977,2.4686239545754516,1258,1.433470106390323e-06,0.0988253140938977,0.0978128380765719,1.421446956712804
DDO101,sealed_galaxy_baryons_only,nominal,quadratic_cancellation,0.0010702300654930608,0.0002746302922618189,0.003201687108838254,0.015697118861381105,2.4837681943627357,1267,6.347842705927244e-12,0.01900771775416041,0.014199934476890802,1.457203580882073
DDO101,sealed_galaxy_baryons_only,nominal,linear_chord_mix,0.011122986341895763,0.007809007515573264,0.024282570048499447,0.10588413097792956,2.4837681943627357,1267,1.3943426074350713e-06,0.11643229609125526,0.10832746775503799,1.457203580882073
DDO101,sealed_galaxy_baryons_only,nominal,oriented_cross_mix,0.009483198171786306,0.0066723882792868025,0.01959579742496339,0.10110699804410594,2.4837681943627357,1267,1.3466144826422782e-06,0.10858270387202279,0.0850825951377738,1.457203580882073
DDO101,sealed_galaxy_baryons_only,high,quadratic_cancellation,0.0007302781411231712,0.00019974556014885892,0.0019878577420179002,0.008465301944080551,2.5017758715337775,1291,4.768406093230943e-12,0.008517692721163213,0.009829325538316926,1.4228194303095139
DDO101,sealed_galaxy_baryons_only,high,linear_chord_mix,0.009288152256007837,0.006716182267887772,0.019304607139417028,0.07175438597556245,2.5017758715337775,1291,1.2070050460442716e-06,0.07175438597556245,0.09321305628275162,1.4228194303095139
DDO101,sealed_galaxy_baryons_only,high,oriented_cross_mix,0.00664678515365783,0.004868251061543305,0.013234431714592671,0.059961078661319805,2.5017758715337775,1291,1.0115568451575816e-06,0.059961078661319805,0.06080737091590245,1.4228194303095139
DDO126,sealed_galaxy_baryons_only,low,quadratic_cancellation,0.0007430742402614759,0.00019491116280886356,0.002432759194415942,0.021635088481618818,3.426718341915738,1027,7.027183646418052e-12,0.10931023585457626,0.009058684585974667,1.6976147426413002
DDO126,sealed_galaxy_baryons_only,low,linear_chord_mix,0.00972434849932011,0.006915460281418446,0.023609565167124202,0.07753588749893918,3.426718341915738,1027,1.787392486086956e-06,0.2713790886514406,0.08337511551254845,1.6976147426413002
DDO126,sealed_galaxy_baryons_only,low,oriented_cross_mix,0.006712605256700791,0.00448808459732796,0.016712095689735404,0.06566296621804767,3.426718341915738,1027,1.1141837645292455e-06,0.16880316933628223,0.06096579444316953,1.6976147426413002
DDO126,sealed_galaxy_baryons_only,nominal,quadratic_cancellation,0.001126900727002061,0.0003233166729783991,0.003538728902919664,0.029025057209023108,3.37119138389492,1000,1.1247693187344779e-11,0.11886216072584928,0.012252249727582896,1.6795166221518256
DDO126,sealed_galaxy_baryons_only,nominal,linear_chord_mix,0.012416805316582926,0.008996922124244962,0.029344713224567415,0.11298774391448713,3.37119138389492,1000,2.2435178472100157e-06,0.2666200742435368,0.10323996695682058,1.6795166221518256
DDO126,sealed_galaxy_baryons_only,nominal,oriented_cross_mix,0.010273212511763146,0.007160835242310331,0.024151800180430862,0.10693978330210602,3.37119138389492,1000,1.7833541732344206e-06,0.17796436145214523,0.08667427911498696,1.6795166221518256
DDO126,sealed_galaxy_baryons_only,high,quadratic_cancellation,0.0014461000763159588,0.00045463426389367583,0.0039239832417689,0.03602110517599147,3.3011811530953197,950,1.5333346367060637e-11,0.049851209696176374,0.013895867099121124,1.6364318439419223
DDO126,sealed_galaxy_baryons_only,high,linear_chord_mix,0.014515186961383944,0.010338024778473589,0.0334581250603216,0.1353881283676395,3.3011811530953197,950,2.5879011348430416e-06,0.14297782132871387,0.11732026024963038,1.6364318439419223
DDO126,sealed_galaxy_baryons_only,high,oriented_cross_mix,0.013097710801575303,0.009483568813616793,0.029376236355843046,0.1206992966518713,3.3011811530953197,950,2.4311562670494515e-06,0.1206992966518713,0.10339626279046915,1.6364318439419223
DDO133,sealed_galaxy_baryons_only,low,quadratic_cancellation,0.0016619242037895713,0.0005940903104561885,0.00599816364622413,0.04564187392444956,4.849337774257565,1294,1.722535255766969e-14,0.04564187392444956,0.015374341193921188,2.3710858969518753
DDO133,sealed_galaxy_baryons_only,low,linear_chord_mix,0.01728609089401675,0.013654106560234709,0.038073081243032963,0.13095655447992158,4.849337774257565,1294,7.608678994309804e-08,0.13095655447992158,0.11321008943695385,2.3710858969518753
DDO133,sealed_galaxy_baryons_only,low,oriented_cross_mix,0.012371753016839732,0.009614894287059361,0.027779416161851343,0.09068150679566325,4.849337774257565,1294,4.180517273302129e-08,0.09068150679566325,0.08228135326385295,2.3710858969518753
DDO133,sealed_galaxy_baryons_only,nominal,quadratic_cancellation,0.0022833187175693255,0.0009130544010333311,0.007825079644822154,0.041190980586233265,4.7705035317132,1268,3.065832324845411e-14,0.041190980586233265,0.020708821566900668,2.332656432990508
DDO133,sealed_galaxy_baryons_only,nominal,linear_chord_mix,0.02088450258618691,0.016615927201582843,0.04569374378330689,0.14813454904837667,4.7705035317132,1268,1.0350902597731199e-07,0.14813454904837667,0.13599002735173032,2.332656432990508
DDO133,sealed_galaxy_baryons_only,nominal,oriented_cross_mix,0.01783801459237582,0.01372041613916862,0.03883641643342122,0.12772152721445626,4.7705035317132,1268,7.431781981462563e-08,0.12772152721445626,0.1144054813291775,2.332656432990508
DDO133,sealed_galaxy_baryons_only,high,quadratic_cancellation,0.0026763115954182505,0.0011485239980271217,0.008373482180703027,0.049338171102340116,4.646442774132567,1196,4.933146053923952e-14,0.049338171102340116,0.024183798503888028,2.131158873973283
DDO133,sealed_galaxy_baryons_only,high,linear_chord_mix,0.022410208404327406,0.018035032404810337,0.04926746887810583,0.173283831693962,4.646442774132567,1196,1.3591076098042892e-07,0.173283831693962,0.15245612403488124,2.131158873973283
DDO133,sealed_galaxy_baryons_only,high,oriented_cross_mix,0.020554830359711146,0.016163635072208103,0.0447020914401451,0.16619182915423314,4.646442774132567,1196,1.1979600802730982e-07,0.16619182915423314,0.13333151476068456,2.131158873973283
DDO210,sealed_galaxy_baryons_only,low,quadratic_cancellation,0.0005800897235684253,0.00011202879774904348,0.0016281646690046747,0.01905818332948009,0.6547658655966685,1026,5.89145563264785e-11,0.02457433734295402,0.029115490888741186,0.2911490633459505
DDO210,sealed_galaxy_baryons_only,low,linear_chord_mix,0.003864384175336022,0.0022964168042805154,0.008474159991725974,0.043817449909698776,0.6547658655966685,1026,2.2602668013883726e-06,0.07264692755217209,0.15808986687357945,0.2911490633459505
DDO210,sealed_galaxy_baryons_only,low,oriented_cross_mix,0.0018857503026510768,0.0012136574711449199,0.004028498828574417,0.027155821731282618,0.6547658655966685,1026,1.2574935226852154e-06,0.053840944859285804,0.07591043259992085,0.2911490633459505
DDO210,sealed_galaxy_baryons_only,nominal,quadratic_cancellation,0.0007251374336359555,0.00018352074654914168,0.0023495493566479462,0.013910062618226617,0.716505744129723,1233,4.1066490278137616e-11,0.013910062618226617,0.044404763048189,0.2715929146708713
DDO210,sealed_galaxy_baryons_only,nominal,linear_chord_mix,0.004202826967124677,0.0028324417420819434,0.009435626995946498,0.03728893365107238,0.716505744129723,1233,2.001873954872225e-06,0.039892870453538905,0.19589370538586615,0.2715929146708713
DDO210,sealed_galaxy_baryons_only,nominal,oriented_cross_mix,0.0026780772745333206,0.0018695975737138798,0.005920281480859423,0.032174214382102724,0.716505744129723,1233,1.9973873585542825e-06,0.03384316190118817,0.11899721508578766,0.2715929146708713
DDO210,sealed_galaxy_baryons_only,high,quadratic_cancellation,0.0007417789060538515,0.00022648416158201873,0.0023079755619544117,0.010114715945243805,0.8122091716294675,1579,2.3856890455679666e-11,0.014314722856664288,0.057660305387545394,0.23463287195899965
DDO210,sealed_galaxy_baryons_only,high,linear_chord_mix,0.003946730355239875,0.0029012575948021463,0.009159461724997028,0.03855050008456659,0.8122091716294675,1579,1.2059876670655862e-06,0.03855050008456659,0.23089414997477348,0.23463287195899965
DDO210,sealed_galaxy_baryons_only,high,oriented_cross_mix,0.0029991813676080266,0.002141926157484235,0.006854006274224607,0.035405082199901,0.8122091716294675,1579,1.1603486706919646e-06,0.035405082199901,0.15864292473129252,0.23463287195899965
DDO216,sealed_galaxy_baryons_only,low,quadratic_cancellation,0.0008290858784195043,0.00030574051226771526,0.002311126010187463,0.024257857080462714,1.34575390409617,1192,6.243136445898931e-12,0.024257857080462714,0.024980129789320307,0.4640409810766352
DDO216,sealed_galaxy_baryons_only,low,linear_chord_mix,0.006335077365852268,0.004813925727944327,0.013393832385130443,0.08993474305702304,1.34575390409617,1192,8.380073781906051e-07,0.08993474305702304,0.16140878754918697,0.4640409810766352
DDO216,sealed_galaxy_baryons_only,low,oriented_cross_mix,0.005547758088176704,0.004293284970538422,0.011823645435601814,0.0771471870935533,1.34575390409617,1192,8.351439496295259e-07,0.0771471870935533,0.13701422024004717,0.4640409810766352
DDO216,sealed_galaxy_baryons_only,nominal,quadratic_cancellation,0.0008108542548621942,0.0002941397998277057,0.002101845328432262,0.014486010848761641,1.483225777087622,1449,5.089269377421203e-12,0.017743019546409253,0.026840549897244596,0.4640618238085593
DDO216,sealed_galaxy_baryons_only,nominal,linear_chord_mix,0.006244136563002807,0.0045750049363180055,0.012810609232456117,0.051467900687942776,1.483225777087622,1449,7.046151283368273e-07,0.0781203073319997,0.16629368075268147,0.4640618238085593
DDO216,sealed_galaxy_baryons_only,nominal,oriented_cross_mix,0.005760990367693897,0.004106375383017327,0.011578259223577194,0.048540229988122845,1.483225777087622,1449,6.807912900872732e-07,0.06953000593409245,0.14679170813518821,0.4640618238085593
DDO216,sealed_galaxy_baryons_only,high,quadratic_cancellation,0.0006473726180436018,0.00019985289217608164,0.0016793323973056818,0.00904598595274737,1.6095936829390605,1710,3.4338606221735614e-12,0.012291154508554506,0.023085264229800395,0.45273666806431173
DDO216,sealed_galaxy_baryons_only,high,linear_chord_mix,0.00542753377213883,0.003859366896099813,0.011409190813517213,0.0574981670021526,1.6095936829390605,1710,5.476007061638658e-07,0.0574981670021526,0.15317539980609857,0.45273666806431173
DDO216,sealed_galaxy_baryons_only,high,oriented_cross_mix,0.004651892603685258,0.003105731169763204,0.009944067766061417,0.05002579494961532,1.6095936829390605,1710,4.5934805929017215e-07,0.05002579494961532,0.12354370229751246,0.45273666806431173
DDO47,sealed_galaxy_baryons_only,low,quadratic_cancellation,0.0024322482071996747,0.00031033877963020215,0.007762356367767865,0.10313792524628253,8.180505048011302,1973,9.608371232547744e-13,0.11498573398247867,0.01985681983613173,2.579749128926659
DDO47,sealed_galaxy_baryons_only,low,linear_chord_mix,0.019190759278877534,0.010216712442781039,0.04310508369273916,0.29835869744700394,8.180505048011302,1973,1.0460701725912674e-06,0.31980433092436866,0.11920122083993356,2.579749128926659
DDO47,sealed_galaxy_baryons_only,low,oriented_cross_mix,0.009058111045809069,0.004773069743698756,0.01957880492306577,0.1042116365596438,8.180505048011302,1973,5.172149689064116e-07,0.22235402162406506,0.056779139732772294,2.579749128926659
DDO47,sealed_galaxy_baryons_only,nominal,quadratic_cancellation,0.003466353300135944,0.0005344458581521688,0.011333829970741283,0.19103438457161906,8.194402482146042,1980,1.6781544366368197e-12,0.19103438457161906,0.029686927631162086,2.487949013620657
DDO47,sealed_galaxy_baryons_only,nominal,linear_chord_mix,0.02293781466220006,0.01339013809503434,0.04845381391305822,0.4500317862477913,8.194402482146042,1980,1.3763858439477937e-06,0.4500317862477913,0.14934426158641378,2.487949013620657
DDO47,sealed_galaxy_baryons_only,nominal,oriented_cross_mix,0.014040960055983489,0.008068034898752827,0.03043017019031875,0.2058553020498879,8.194402482146042,1980,9.033490790601811e-07,0.2058553020498879,0.09033059698284664,2.487949013620657
DDO47,sealed_galaxy_baryons_only,high,quadratic_cancellation,0.004112225639172237,0.0007878147255475794,0.014280528971992898,0.19999977729655538,8.228914801053794,1998,2.5916327622098017e-12,0.19999977729655538,0.04001611937380967,2.332481057710143
DDO47,sealed_galaxy_baryons_only,high,linear_chord_mix,0.024895142623818305,0.016036532045486347,0.05293108230614553,0.3824072499609846,8.228914801053794,1998,1.687638109384729e-06,0.3824072499609846,0.17732795288500466,2.332481057710143
DDO47,sealed_galaxy_baryons_only,high,oriented_cross_mix,0.018705864401040165,0.011965001045661335,0.037613586665612306,0.19972080325110386,8.228914801053794,1998,1.395157917852166e-06,0.19972080325110386,0.12643904728485197,2.332481057710143
DDO50,sealed_galaxy_baryons_only,low,quadratic_cancellation,0.0018454444334458093,0.00039283508395166893,0.006957622897546486,0.06096433145532901,5.845911355719435,3315,7.338390356769429e-16,0.06096433145532901,0.030690361174999164,1.3395517952645624
DDO50,sealed_galaxy_baryons_only,low,linear_chord_mix,0.012418885129264465,0.008474547327235127,0.026095008563036013,0.2021598659019826,5.845911355719435,3315,2.1798904595109263e-08,0.2021598659019826,0.1499451659819312,1.3395517952645624
DDO50,sealed_galaxy_baryons_only,low,oriented_cross_mix,0.007778134633128227,0.005239244053349501,0.01634726225445929,0.07263101190930613,5.845911355719435,3315,1.258881086638431e-08,0.07263101190930613,0.09513014543709974,1.3395517952645624
DDO50,sealed_galaxy_baryons_only,nominal,quadratic_cancellation,0.0024481412055019787,0.0006537931784382913,0.008779898913305368,0.09170198842371372,5.744909487872629,3207,1.1799360316608438e-15,0.09170198842371372,0.04010576965587692,1.315957956758624
DDO50,sealed_galaxy_baryons_only,nominal,linear_chord_mix,0.014887919363999108,0.011014158499472819,0.031292690029568464,0.1789506788638825,5.744909487872629,3207,2.751558812995408e-08,0.1789506788638825,0.17991404961483282,1.315957956758624
DDO50,sealed_galaxy_baryons_only,nominal,oriented_cross_mix,0.011359714783545555,0.007989618209336535,0.023647239536697,0.12778015576584992,5.744909487872629,3207,2.058255374909767e-08,0.12778015576584992,0.13274244635318574,1.315957956758624
DDO50,sealed_galaxy_baryons_only,high,quadratic_cancellation,0.002903248006509365,0.0009299571763200083,0.009476723759843306,0.05902101431254765,5.604131764946258,3044,1.6101699357921356e-15,0.05902101431254765,0.04612877704136539,1.2784014952238596
DDO50,sealed_galaxy_baryons_only,high,linear_chord_mix,0.01671852161993049,0.012881822288679599,0.03607480613589371,0.21612769004116741,5.604131764946258,3044,3.191666271432408e-08,0.21612769004116741,0.20335346843094027,1.2784014952238596
DDO50,sealed_galaxy_baryons_only,high,oriented_cross_mix,0.01377447029142219,0.010146567296404707,0.027957429701530912,0.18443020726840997,5.604131764946258,3044,2.8903289597819976e-08,0.18443020726840997,0.1556018290529141,1.2784014952238596
DDO52,sealed_galaxy_baryons_only,low,quadratic_cancellation,0.000999441572992834,0.00020154496445117735,0.003336888576829975,0.02332790440498695,2.9736671914550863,1358,8.106247206735779e-15,0.02332790440498695,0.018413021154107315,1.0834197284028844
DDO52,sealed_galaxy_baryons_only,low,linear_chord_mix,0.008773569879708903,0.005786720631955287,0.019830615014472548,0.0848307457387889,2.9736671914550863,1358,5.71814490721061e-08,0.0848307457387889,0.11647087236223147,1.0834197284028844
DDO52,sealed_galaxy_baryons_only,low,oriented_cross_mix,0.006013885791839082,0.0035602883091816976,0.01462333126017547,0.06899323955759801,2.9736671914550863,1358,3.077794294919568e-08,0.06899323955759801,0.0828410267825356,1.0834197284028844
DDO52,sealed_galaxy_baryons_only,nominal,quadratic_cancellation,0.0013317169313511955,0.0003547598784566097,0.004304218201081348,0.024069370396312073,2.922033650843861,1309,1.3929510145203182e-14,0.024069370396312073,0.02443544356382339,1.0835040251608592
DDO52,sealed_galaxy_baryons_only,nominal,linear_chord_mix,0.010839019492230147,0.008087846824716652,0.024275947653620913,0.09089440706807791,2.922033650843861,1309,7.525605156310156e-08,0.09089440706807791,0.1441984071531714,1.0835040251608592
DDO52,sealed_galaxy_baryons_only,nominal,oriented_cross_mix,0.008693448980533529,0.005816134402615278,0.019478831074522644,0.07366954075549736,2.922033650843861,1309,5.311013515680597e-08,0.07366954075549736,0.11235425000759607,1.0835040251608592
DDO52,sealed_galaxy_baryons_only,high,quadratic_cancellation,0.0015370405072295378,0.0005290900715040252,0.004660561131154418,0.02548545264900927,2.8367694155398944,1236,2.1381831779629483e-14,0.02548545264900927,0.026767544610322998,1.0863297631071207
DDO52,sealed_galaxy_baryons_only,high,linear_chord_mix,0.012389255726163124,0.009516787472514356,0.026617621719874467,0.09751412334955332,2.8367694155398944,1236,9.344360457075189e-08,0.09751412334955332,0.16203646532724894,1.0863297631071207
DDO52,sealed_galaxy_baryons_only,high,oriented_cross_mix,0.010615965290519582,0.007776546034107506,0.02331166216845182,0.08329727522363922,2.8367694155398944,1236,8.139690064057557e-08,0.08329727522363922,0.12634782284011187,1.0863297631071207
DDO53,sealed_galaxy_baryons_only,low,quadratic_cancellation,0.0009468329859656118,0.00019721496325379994,0.003108755490243296,0.027566159261875195,2.268822204676157,706,6.765132798568808e-16,0.09272474372205522,0.017419471588563804,1.0692580664892497
DDO53,sealed_galaxy_baryons_only,low,linear_chord_mix,0.008642424734293316,0.005871890820859461,0.019247996642131032,0.07511311578535058,2.268822204676157,706,5.469817337820333e-09,0.1867894111128421,0.11174733805949857,1.0692580664892497
DDO53,sealed_galaxy_baryons_only,low,oriented_cross_mix,0.004400899386333386,0.0032042061764272814,0.009932732911952586,0.05369859391258228,2.268822204676157,706,3.2198460960556945e-09,0.10793960464013687,0.05684266892819885,1.0692580664892497
DDO53,sealed_galaxy_baryons_only,nominal,quadratic_cancellation,0.0013045759171692547,0.0003228621658505984,0.004190187666737283,0.039502134813521696,2.313382873858873,735,1.0710878244993025e-15,0.042717422116156006,0.024691028383931994,1.0523099097458521
DDO53,sealed_galaxy_baryons_only,nominal,linear_chord_mix,0.010429393399255686,0.007478876823793687,0.022203365220401415,0.08836771718914878,2.313382873858873,735,6.6912931498547886e-09,0.13296916686369062,0.13907576851026043,1.0523099097458521
DDO53,sealed_galaxy_baryons_only,nominal,oriented_cross_mix,0.006834746893418144,0.0050771684769515685,0.013825994208432703,0.07345582920575484,2.313382873858873,735,5.0833810723979315e-09,0.10229566009411684,0.08888210011659928,1.0523099097458521
DDO53,sealed_galaxy_baryons_only,high,quadratic_cancellation,0.001589179325148711,0.0004509431524319316,0.0049182852642785215,0.04396383372500828,2.4116842903714777,798,1.4294904038785072e-15,0.04396383372500828,0.031402937348650156,1.0154974068114386
DDO53,sealed_galaxy_baryons_only,high,linear_chord_mix,0.011626349270987012,0.008805010981369626,0.025304191828018897,0.10689059195754363,2.4116842903714777,798,7.41853616207246e-09,0.10833510956048355,0.16324353239334624,1.0154974068114386
DDO53,sealed_galaxy_baryons_only,high,oriented_cross_mix,0.009137507768033761,0.006720529192398898,0.019495673956228247,0.10087607699572121,2.4116842903714777,798,6.784039452001498e-09,0.10087607699572121,0.12053244026224393,1.0154974068114386
DDO87,sealed_galaxy_baryons_only,low,quadratic_cancellation,0.0021607432522993643,0.0004532536473763623,0.00658333211067551,0.054815327988586696,5.655701953574551,1164,1.2594900154652304e-10,0.054815327988586696,0.024417860180209812,1.9575102596811655
DDO87,sealed_galaxy_baryons_only,low,linear_chord_mix,0.01670954763470546,0.01037415081397611,0.03359288197192463,0.1252382426197172,5.655701953574551,1164,6.5556670943672735e-06,0.1252382426197172,0.13506606222337442,1.9575102596811655
DDO87,sealed_galaxy_baryons_only,low,oriented_cross_mix,0.009213800661730278,0.005701659090873853,0.018428066307931465,0.07930097768651108,5.655701953574551,1164,3.2178899896197945e-06,0.07930097768651108,0.0785661785783103,1.9575102596811655
DDO87,sealed_galaxy_baryons_only,nominal,quadratic_cancellation,0.0028852165457611896,0.0007729712688404525,0.009042179718040107,0.05914701888616057,5.5923596903949075,1145,2.3681531561073503e-10,0.05914701888616057,0.033732518020606596,1.871258459048912
DDO87,sealed_galaxy_baryons_only,nominal,linear_chord_mix,0.019839977766673636,0.013372513844839463,0.039379654006122325,0.1620569470799503,5.5923596903949075,1145,9.277130206269426e-06,0.1620569470799503,0.16729780394829627,1.871258459048912
DDO87,sealed_galaxy_baryons_only,nominal,oriented_cross_mix,0.013526153801855824,0.009218015118590194,0.026601432092079245,0.11960554757163246,5.5923596903949075,1145,6.050431749238466e-06,0.11960554757163246,0.11466428936557357,1.871258459048912
DDO87,sealed_galaxy_baryons_only,high,quadratic_cancellation,0.0033844252271635444,0.0010701170166677362,0.010631673121716697,0.07221241932377392,5.503220003976609,1110,4.222627269598876e-10,0.07221241932377392,0.040465611565281535,1.7568824980727538
DDO87,sealed_galaxy_baryons_only,high,linear_chord_mix,0.021828487739671845,0.015855754698284638,0.04477634458280524,0.17456729748357872,5.503220003976609,1110,1.3111914546175773e-05,0.18488338318752628,0.19340003426690344,1.7568824980727538
DDO87,sealed_galaxy_baryons_only,high,oriented_cross_mix,0.0171541020295278,0.012699544692052846,0.036122175212204705,0.12349044843813065,5.503220003976609,1110,1.0788456731419279e-05,0.13660882244316808,0.14304752870571158,1.7568824980727538
NGC1569,sealed_galaxy_baryons_only,low,quadratic_cancellation,0.0011578214096341216,0.0005200281759967872,0.0031588110202433145,0.027114918999124056,2.0071475179430105,2268,0.0,0.05065237430424704,0.03514172721615762,0.6019199431567004
NGC1569,sealed_galaxy_baryons_only,low,linear_chord_mix,0.008009356427068933,0.006261708143528163,0.01805770077437223,0.09998597537159677,2.0071475179430105,2268,3.646456661099558e-09,0.12250028344728535,0.20092967256624733,0.6019199431567004
NGC1569,sealed_galaxy_baryons_only,low,oriented_cross_mix,0.006357134288087532,0.005058364537422292,0.015452978501950461,0.08443291685106331,2.0071475179430105,2268,3.6115518133439082e-09,0.11196476966751735,0.14308504201136857,0.6019199431567004
NGC1569,sealed_galaxy_baryons_only,nominal,quadratic_cancellation,0.0006444368942447909,0.0003267918555292762,0.001873512462896957,0.014300399234039122,1.6940146692636127,1619,3.8782405583055295e-17,0.07214540864547365,0.02522449932660353,0.5386813217172997
NGC1569,sealed_galaxy_baryons_only,nominal,linear_chord_mix,0.005303806268761517,0.004382501252389011,0.01259505892676306,0.058726616154268066,1.6940146692636127,1619,3.2857915931368996e-09,0.17396653250619606,0.17518965377319667,0.5386813217172997
NGC1569,sealed_galaxy_baryons_only,nominal,oriented_cross_mix,0.0033738792804981262,0.0028102942675994236,0.00896379495154114,0.03213072764586531,1.6940146692636127,1619,2.933258914874422e-09,0.12434077547546159,0.0975311324799316,0.5386813217172997
NGC1569,sealed_galaxy_baryons_only,high,quadratic_cancellation,0.0002804190873652129,0.00015054596525116725,0.0008685709916176559,0.006319973141865707,1.514993445711281,1291,0.0,0.06691078604014823,0.015179836294313095,0.5070667659823331
NGC1569,sealed_galaxy_baryons_only,high,linear_chord_mix,0.0029901624193595885,0.002559946644351133,0.007498599653878396,0.028212396514515712,1.514993445711281,1291,2.6918399388420036e-09,0.19074790423933055,0.1381989314434737,0.5070667659823331
NGC1569,sealed_galaxy_baryons_only,high,oriented_cross_mix,0.0014502080886579273,0.001262303849577947,0.004229251349138192,0.01459054145752024,1.514993445711281,1291,1.9697268553271914e-09,0.10432943457127451,0.05714890315469976,0.5070667659823331
UGC8508,sealed_galaxy_baryons_only,low,quadratic_cancellation,0.0003086509497977299,8.04670148338793e-05,0.0008211186696006757,0.012133653537259911,1.0939920838006556,607,7.016084908203051e-14,0.016063246674526747,0.00878444267820832,0.5109382664233819
UGC8508,sealed_galaxy_baryons_only,low,linear_chord_mix,0.003883772781984642,0.0026317086100528546,0.008370075753776417,0.03921583544583278,1.0939920838006556,607,1.1070986574872821e-07,0.06065219183481211,0.08778732890882804,0.5109382664233819
UGC8508,sealed_galaxy_baryons_only,low,oriented_cross_mix,0.003106457587026775,0.002033037057902257,0.006733068665998258,0.02994357886597936,1.0939920838006556,607,8.301956848450603e-08,0.0505970112550619,0.06994678997757084,0.5109382664233819
UGC8508,sealed_galaxy_baryons_only,nominal,quadratic_cancellation,0.00037398817618695425,0.00011549021743126735,0.0010691711967259828,0.00889471340712775,1.0736076929030387,581,1.0661475220344974e-13,0.013104494467444985,0.01091997494893536,0.50173412899345
UGC8508,sealed_galaxy_baryons_only,nominal,linear_chord_mix,0.004338942011635719,0.0030798869629427936,0.009506128876071798,0.04559634215953215,1.0736076929030387,581,1.3909706565658576e-07,0.05440771148531255,0.10085066735089104,0.50173412899345
UGC8508,sealed_galaxy_baryons_only,nominal,oriented_cross_mix,0.004013067024347864,0.002741087092852761,0.008564395375855134,0.03962407210133301,1.0736076929030387,581,1.2616316930597254e-07,0.04901866323846535,0.09155389200662747,0.50173412899345
UGC8508,sealed_galaxy_baryons_only,high,quadratic_cancellation,0.0003728262969219479,0.00012957695704930762,0.0011332457679409935,0.006876349093171378,1.053101583557195,564,1.3513218855892255e-13,0.012251173844304993,0.011987132641677223,0.481588747669678
