domain,scenario,systems,median_activation,minimum_activation,maximum_activation,median_trace_length_kpc
sealed_cluster_baryons_only,high,4,0.02161848449364008,0.009357756375357703,0.047171416852087686,168.02364323119468
sealed_cluster_baryons_only,low,4,0.01902316226110344,0.006517159754694462,0.040350771894505894,191.49057053241842
sealed_cluster_baryons_only,nominal,4,0.021022386822975084,0.00825713988205149,0.04554622151670161,176.91366515467993
sealed_galaxy_baryons_only,high,13,0.0014461000763159588,0.00028041908736521295,0.004112225639172237,1.0863297631071207
sealed_galaxy_baryons_only,low,13,0.0009994415729928337,0.0003086509497977299,0.0024322482071996747,1.0834197284028844
sealed_galaxy_baryons_only,nominal,13,0.001126900727002061,0.00037398817618695425,0.0034663533001359445,1.0835040251608592
