R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.78,14.5,8.1,3.09,15.78,0.0,16.07969216123244
2.34,32.6,26.8,8.01,29.57,0.0,30.635681810594654
3.91,48.6,11.3,11.69,39.92,0.0,41.59642412515768
5.47,58.1,6.1,14.84,44.43,0.0,46.84282762600909
7.04,65.9,8.71,17.28,44.27,0.0,47.52295550573428
8.6,72.5,12.2,20.43,44.23,0.0,48.72040434971778
10.17,78.6,28.4,23.88,42.94,0.0,49.13347127977016
17.97,97.1,10.0,35.26,33.89,0.0,48.90602928065209
21.07,99.4,10.0,36.58,30.93,0.0,47.90366687425922
22.72,100.0,10.0,37.09,29.59,0.0,47.447193805324254
28.61,99.1,10.0,39.02,25.82,0.0,46.78923807885741
