R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.67,43.8,10.9,-1.86,59.04,0.0,59.06929151428854
1.32,64.2,7.71,-3.8,76.34,0.0,76.4345183801141
1.97,73.3,8.62,-4.48,88.63,0.0,88.74315353873784
2.62,84.2,8.4,7.23,96.45,0.0,96.72060483681851
3.28,96.2,5.67,12.91,105.73,0.0,106.51526181726261
3.93,102.0,4.79,15.03,114.11,0.0,115.09558201772994
4.58,104.0,5.67,16.47,116.44,0.0,117.59904123758832
5.22,106.0,5.37,19.07,115.33,0.0,116.8959956542567
5.9,106.0,5.24,21.96,114.16,0.0,116.25294490893552
6.54,108.0,5.22,24.08,111.48,0.0,114.05102717643538
7.19,111.0,4.68,26.59,108.69,0.0,111.89523761090102
7.87,114.0,4.61,28.42,108.61,0.0,112.26677380240336
8.51,116.0,4.47,29.67,108.62,0.0,112.59934857715652
9.16,117.0,5.22,30.73,106.75,0.0,111.08508180669446
9.84,118.0,5.22,33.62,102.47,0.0,107.84435682964593
10.48,120.0,4.5,36.6,98.04,0.0,104.6489445718398
11.13,121.0,3.62,38.63,94.48,0.0,102.07226508704507
11.78,122.0,3.17,39.4,91.23,0.0,99.37440767119068
12.43,122.0,2.74,39.69,88.36,0.0,96.86478049322159
13.08,122.0,3.18,40.46,85.84,0.0,94.89740354719933
13.73,123.0,3.56,42.0,83.43,0.0,93.40537939540742
14.38,124.0,4.31,43.44,80.87,0.0,91.79864105747971
15.03,124.0,4.76,44.21,78.55,0.0,90.1367106122694
15.68,123.0,5.23,45.27,76.81,0.0,89.15800020188878
16.33,123.0,5.66,46.72,75.17,0.0,88.50586025795128
16.98,123.0,5.62,48.07,73.49,0.0,87.81517522615324
17.72,121.0,5.67,49.41,71.61,0.0,87.00195515044474
18.28,122.0,6.32,50.57,70.3,0.0,86.59916223613251
19.02,122.0,6.35,51.53,68.7,0.0,85.8780000931554
19.67,121.0,5.86,52.02,67.38,0.0,85.12429030541165
20.32,120.0,5.94,52.11,66.16,0.0,84.21756170775784
20.97,119.0,6.13,51.82,65.01,0.0,83.1361082803375
