R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.16,24.5,2.83,0.0,23.21,0.0,23.21
0.26,35.3,2.46,0.0,35.33,0.0,35.33
0.36,43.2,1.12,1.92,46.97,0.0,47.00922569028339
0.46,52.0,1.25,2.29,56.68,0.0,56.726241722856976
0.56,60.9,2.93,2.64,63.77,0.0,63.8246229914443
0.66,65.8,1.25,3.0,67.56,0.0,67.62657465819188
0.76,71.7,1.25,3.34,70.83,0.0,70.9087053893949
0.86,74.6,1.6,3.68,72.8,0.0,72.89295164829038
0.96,74.6,1.03,4.02,74.87,0.0,74.9778453944897
1.06,76.6,1.12,4.37,77.12,0.0,77.24371366007722
1.16,78.5,1.6,4.75,79.47,0.0,79.61182952300493
1.27,83.4,1.8,5.15,82.18,0.0,82.34121021699889
1.36,86.4,1.6,5.51,85.19,0.0,85.36800454502846
1.47,87.4,1.41,5.76,87.94,0.0,88.12843581954691
1.57,90.3,1.41,5.98,90.77,0.0,90.96677030652457
1.67,93.3,1.6,6.21,93.98,0.0,94.184948372869
1.77,93.3,1.41,6.42,96.86,0.0,97.07252958484186
1.87,95.2,1.25,6.61,99.21,0.0,99.42995625061896
1.97,97.2,1.6,6.81,101.42,0.0,101.64837677011866
2.08,99.1,2.02,7.01,103.79,0.0,104.02645913420298
2.18,98.2,2.02,7.27,106.07,0.0,106.31884969279906
2.28,98.2,1.6,7.54,106.73,0.0,106.99600226176678
2.37,98.2,1.0,7.81,106.19,0.0,106.47681531676274
2.47,97.2,1.12,8.25,105.57,0.0,105.8918665431864
2.57,98.2,1.41,8.77,105.08,0.0,105.44533797186104
2.68,98.2,1.12,9.31,104.39,0.0,104.8043329256954
2.78,98.2,1.6,9.95,103.8,0.0,104.27580016475538
2.88,99.1,2.69,10.97,103.16,0.0,103.74163339759018
2.98,100.0,2.69,11.96,102.68,0.0,103.37419407182821
3.08,102.0,3.16,13.06,102.46,0.0,103.28898876453384
3.19,101.0,3.4,14.06,102.29,0.0,103.25176850785657
3.29,101.0,3.4,15.05,102.51,0.0,103.60889247550135
3.39,103.0,2.93,16.15,102.82,0.0,104.08061731177423
3.49,107.0,2.46,17.15,103.06,0.0,104.47720373363751
3.59,110.0,2.46,18.14,102.95,0.0,104.53593688296863
3.69,112.0,3.4,19.24,103.12,0.0,104.8995328874252
3.79,114.0,5.1,20.24,102.93,0.0,104.90110819243047
3.9,118.0,5.1,21.03,102.5,0.0,104.635132245341
3.99,118.0,4.85,21.83,101.99,0.0,104.30009108337345
4.47,118.0,5.36,25.72,99.49,0.0,102.76078288919368
4.97,121.0,2.57,27.81,97.06,0.0,100.96553718967677
5.47,124.0,0.22,29.41,94.4,0.0,98.87521479116998
5.96,125.0,0.88,30.7,91.13,0.0,96.16219059484865
6.46,126.0,0.45,31.7,87.9,0.0,93.44142550282504
6.96,126.0,0.55,33.29,84.95,0.0,91.23993971940139
7.45,126.0,0.45,34.99,81.98,0.0,89.13484447734231
7.95,126.0,0.24,36.58,79.11,0.0,87.15783671018917
8.45,127.0,1.45,38.38,76.42,0.0,85.51631891048632
8.94,128.0,1.12,39.97,74.09,0.0,84.18389988590455
9.44,128.0,1.68,41.47,71.75,0.0,82.87233193291956
9.94,127.0,2.56,42.57,69.58,0.0,81.5694875550901
10.43,127.0,1.24,43.96,67.61,0.0,80.64486158460439
10.93,128.0,0.21,45.06,65.75,0.0,79.70863253123842
11.43,130.0,1.13,45.76,64.12,0.0,78.77405664303446
11.92,130.0,2.23,46.15,62.55,0.0,77.73239350489601
12.42,132.0,2.68,46.65,61.06,0.0,76.84104437083087
12.92,133.0,2.68,46.95,59.67,0.0,75.92635510809143
13.42,133.0,3.37,46.75,58.37,0.0,74.7838177682846
13.91,133.0,3.81,46.25,57.26,0.0,73.60550319099788
14.41,133.0,2.56,45.95,56.12,0.0,72.53176476551498
14.91,134.0,0.56,45.66,55.05,0.0,71.52159184470099
15.4,134.0,0.79,45.26,54.06,0.0,70.50497287425901
15.9,133.0,0.67,44.76,53.11,0.0,69.45595510825547
16.4,134.0,2.35,44.16,52.26,0.0,68.41939198794446
16.89,134.0,4.13,43.36,51.43,0.0,67.26911995856642
17.39,136.0,3.91,42.67,50.61,0.0,66.19743952752252
17.89,136.0,6.38,41.87,49.84,0.0,65.09318320684586
18.38,135.0,8.39,41.07,49.16,0.0,64.05818058608908
18.88,133.0,7.83,40.27,48.46,0.0,63.00828913722384
19.38,134.0,6.26,39.87,47.78,0.0,62.22977824161034
19.87,136.0,5.6,39.87,47.15,0.0,61.74738375024483
20.37,135.0,5.24,39.87,46.52,0.0,61.267669288132716
20.87,134.0,3.12,39.87,45.97,0.0,60.85111174004958
