R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.22,50.2,7.5,5.62,33.24,0.0,33.71174869389009
0.66,62.2,7.51,13.36,44.88,0.0,46.8263173867004
1.11,72.4,5.35,17.38,43.65,0.0,46.98283622771192
1.55,73.2,3.31,17.38,39.37,0.0,43.03558178995608
2.0,72.9,3.21,17.17,35.3,0.0,39.2542851164048
2.45,72.6,2.73,16.22,31.81,0.0,35.70664503982417
2.89,71.5,3.41,15.26,28.94,0.0,32.71683358761969
3.34,71.1,4.38,14.31,26.66,0.0,30.257754378010276
3.78,71.4,4.6,13.46,24.88,0.0,28.287559102898925
4.22,71.5,5.68,13.36,23.42,0.0,26.962677908546105
4.66,71.5,6.2,13.36,22.2,0.0,25.910028946336592
5.11,71.3,6.43,13.46,21.14,0.0,25.06134872667471
5.56,71.8,9.68,13.46,20.22,0.0,24.290327292978166
6.0,71.5,10.5,14.31,19.44,0.0,24.13896642360646
