R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.63,14.8,5.06,-2.24,7.48,0.0,7.808200817089684
1.26,27.2,5.06,-3.7,13.07,0.0,13.5836261727125
1.88,34.1,5.06,3.88,16.73,0.0,17.1740298124814
2.52,38.8,5.06,-2.84,19.07,0.0,19.2803137941269
3.14,42.8,5.06,11.17,20.36,0.0,23.222801295278742
3.77,47.9,5.06,17.24,21.25,0.0,27.36384658632627
4.4,51.9,5.06,20.77,21.39,0.0,29.814845295590583
5.03,57.6,5.06,26.16,21.32,0.0,33.74741471579712
5.65,60.7,5.06,31.16,20.9,0.0,37.52006929631128
6.29,65.6,5.06,33.7,20.41,0.0,39.398706831569996
6.91,68.6,5.06,34.59,20.24,0.0,40.076498100507735
