R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.33,20.5,4.17,5.04,10.8,0.0,11.918120657217731
0.99,19.9,1.82,10.8,19.85,0.0,22.59784281740184
1.65,19.3,1.69,12.3,20.13,0.0,23.590398470564246
2.31,18.8,1.9,12.7,18.24,0.0,22.22583181795453
2.97,18.2,1.74,13.3,16.21,0.0,20.967930274588383
3.63,18.3,2.22,14.2,14.5,0.0,20.29507329378241
