R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.35,20.9,9.81,-0.82,48.76,0.0,48.76689450846752
1.07,61.7,8.19,-2.5,98.26,0.0,98.2917982336268
1.6,81.3,4.32,-3.73,114.22,0.0,114.28088772843864
3.7,124.0,3.41,-7.4,144.04,0.0,144.2299608264524
5.09,156.0,7.02,-9.39,154.24,0.0,154.52556325734588
6.61,166.0,6.34,-10.89,166.19,0.0,166.54641455161982
8.17,165.0,12.1,-5.79,171.87,0.0,171.96749983645165
9.11,174.0,4.84,9.64,169.05,0.0,169.32463524248325
10.37,164.0,5.86,17.85,166.21,0.0,167.16574589311054
11.28,176.0,7.35,22.68,167.76,0.0,169.28614828154133
13.62,174.0,3.28,31.86,164.88,0.0,167.92996754599818
15.04,168.0,2.23,35.59,159.31,0.0,163.23701847313924
16.37,166.0,2.23,38.11,153.0,0.0,157.67489368951544
17.59,167.0,4.59,40.13,146.12,0.0,151.53043027722188
18.8,167.0,5.3,41.74,140.2,0.0,146.28146704213765
20.13,165.0,3.48,42.85,134.43,0.0,141.09410831072998
21.35,165.0,3.12,43.55,129.7,0.0,136.81627278946024
22.57,165.0,2.39,44.16,125.69,0.0,133.22192649860608
23.89,165.0,2.23,45.07,121.68,0.0,129.75872725947954
25.11,163.0,2.23,46.68,118.15,0.0,127.03717920357016
26.33,162.0,2.23,48.39,114.89,0.0,124.66476727608327
27.65,162.0,2.23,50.01,111.67,0.0,122.35681019052434
28.87,162.0,2.23,51.42,108.99,0.0,120.51073188724729
30.09,160.0,2.23,52.53,106.1,0.0,118.391768717255
