R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.96,34.2,3.32,1.81,20.68,0.0,20.75905826380378
1.92,49.5,4.6,-7.24,30.32,0.0,31.172423710709438
2.88,59.9,4.38,-2.56,33.18,0.0,33.27861174989125
3.84,65.3,4.31,8.12,35.24,0.0,36.16340691914964
4.8,69.8,3.83,11.3,34.72,0.0,36.51257865448564
5.76,73.8,3.45,16.0,34.11,0.0,37.67614762684741
6.72,76.2,3.24,18.2,34.88,0.0,39.342780786314535
7.68,79.3,3.19,19.2,33.08,0.0,38.24822087365633
8.64,80.3,3.31,23.3,31.11,0.0,38.86800869609865
9.6,81.9,3.69,25.5,29.68,0.0,39.12994249931886
10.6,84.0,3.89,27.8,28.19,0.0,39.59186911475638
11.5,85.6,3.67,31.1,26.95,0.0,41.15230856221799
12.5,87.9,3.43,35.1,25.7,0.0,43.502873468312416
13.4,90.8,3.36,38.3,24.69,0.0,45.56847704279791
14.4,95.5,3.18,41.4,23.69,0.0,47.69880606472241
15.4,98.0,3.18,43.4,22.77,0.0,49.010538662618266
