R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
1.08,34.6,0.9,2.87,22.18,0.0,22.36491225111335
1.61,47.0,0.8,4.22,29.63,0.0,29.9290043269067
2.15,59.1,3.1,5.53,34.54,0.0,34.97988707814821
2.7,64.4,1.4,7.02,38.17,0.0,38.81017005889049
3.22,67.4,2.3,8.74,41.49,0.0,42.40056249626885
3.77,69.8,0.7,10.74,44.33,0.0,45.61245992050856
4.31,71.3,1.1,12.87,46.65,0.0,48.3927618554676
4.85,73.2,1.7,14.02,48.71,0.0,50.68751818741967
5.38,75.1,3.0,14.25,50.36,0.0,52.3372916762035
5.92,78.5,3.8,15.4,51.67,0.0,53.916128384742166
6.46,81.4,5.0,17.47,52.6,0.0,55.42527311615162
6.99,83.5,7.0,20.12,53.23,0.0,56.90559990018557
7.53,87.1,7.2,23.34,53.67,0.0,58.525417555110195
8.07,90.7,4.8,25.63,54.09,0.0,59.8550332052368
8.62,93.1,1.4,27.36,54.75,0.0,61.20565415057664
9.14,95.9,2.1,29.31,55.29,0.0,62.578432386885495
9.69,98.4,5.2,31.5,55.46,0.0,63.78135777795892
10.23,101.0,8.2,33.45,55.35,0.0,64.67244390001045
10.76,103.0,9.4,35.18,54.98,0.0,65.27199093026043
11.3,104.0,9.4,36.44,54.45,0.0,65.51851722986412
11.84,105.0,8.9,37.01,53.82,0.0,65.3171684934367
12.38,105.0,8.4,37.01,53.2,0.0,64.80725345206352
12.91,105.0,9.0,36.33,52.54,0.0,63.8773864524841
13.48,106.0,8.4,35.29,51.7,0.0,62.596118889273
14.01,108.0,7.7,34.03,50.9,0.0,61.22786048850637
14.54,107.0,9.2,32.65,50.18,0.0,59.86697670669532
