R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.14,5.23,5.31,-0.97,4.32,0.0,4.427561405559499
0.42,15.4,7.78,0.23,11.34,0.0,11.342332211674986
0.69,24.4,4.0,3.77,17.59,0.0,17.989469141695093
0.97,32.1,4.0,5.25,23.49,0.0,24.06953676330311
1.25,34.6,4.0,5.18,27.96,0.0,28.4357873110628
1.52,37.9,4.0,-5.25,30.3,0.0,30.751463379813327
1.8,40.5,4.0,-9.36,30.65,0.0,32.047341543410425
2.07,43.0,4.0,-9.36,30.82,0.0,32.20996740141163
2.35,45.1,4.0,-7.81,31.07,0.0,32.03655724324947
2.63,45.6,4.0,-5.6,31.29,0.0,31.787168794971343
2.91,49.2,13.0,-4.88,31.96,0.0,32.33041911265612
3.19,50.3,4.0,-6.06,32.66,0.0,33.2174532437392
3.46,53.7,4.19,-7.65,33.34,0.0,34.20640437111156
3.74,58.0,7.53,-8.9,33.79,0.0,34.94243981178189
4.01,64.4,4.0,-9.52,33.93,0.0,35.24025113417894
4.29,67.5,4.0,-10.37,34.12,0.0,35.66106139755237
4.57,71.3,4.0,-8.76,34.51,0.0,35.604461799049844
4.85,75.6,4.0,1.41,34.99,0.0,35.01839802161144
5.13,80.0,4.0,9.52,35.27,0.0,36.532222762925336
5.4,82.8,4.0,17.13,35.21,0.0,39.15585524541636
5.68,84.8,15.7,23.98,35.26,0.0,42.6416228584232
5.86,86.3,16.8,27.31,35.38,0.0,44.694300531499536
6.36,90.2,8.07,36.83,34.91,0.0,50.74600476884855
6.51,91.3,4.0,39.02,34.54,0.0,52.11115043826993
6.69,92.8,8.75,38.64,34.02,0.0,51.48213282295131
