R_kpc,V_obs,eV_obs,V_gas,V_disk,V_bul,V_bar
0.26,18.3,1.8,4.59,8.31,0.0,9.493376638478008
0.77,35.3,3.0,11.55,14.79,0.0,18.765569535721532
1.29,47.8,4.63,16.45,14.54,0.0,21.954819516452417
1.81,52.8,1.26,19.03,13.66,0.0,23.4251253998778
2.32,58.0,3.11,20.09,12.28,0.0,23.545838273461406
3.39,63.1,1.35,17.39,9.97,0.0,20.045273757172787
4.44,62.7,7.36,14.45,8.53,0.0,16.779851012449424
