routing_fraction,radius_kpc,inward_acceleration_km2_s2_kpc,circular_speed_km_s,azimuthal_scatter_fraction,ring_cells
0.05,4.875,491.2990560292363,48.939584163972285,0.14217815931577205,88
0.05,5.25,488.8890262435682,50.66228762875531,0.16755095360103128,88
0.05,5.625,481.39183092815966,52.03680475366352,0.16657598248526917,84
0.05,6.0,474.7061546092115,53.36887602016056,0.16284761824968447,112
0.05,6.375,456.03935748810557,53.91892899517453,0.14836180589548217,112
0.05,6.75,444.5380662897614,54.778024311359474,0.1453818713426445,112
0.05,7.125,434.7234753648183,55.65433282300966,0.1548150411700065,116
0.05,7.5,429.23778923871686,56.73872944726888,0.15797312339517133,112
0.05,7.875,418.0012907087615,57.37386307659174,0.15269988523367778,144
0.05,8.25,405.17697808460423,57.81617480600031,0.1307952199142283,140
0.05,8.625,385.07930344100777,57.630798989591426,0.10953370098505459,144
0.05,9.0,364.7069032664642,57.291902825776155,0.10018519600484013,144
0.05,9.375,346.1223431347421,56.963997111229894,0.08877120902582532,168
0.05,9.75,333.64217647476926,57.0351752923492,0.07536817808828646,164
0.05,10.125,321.2576946187977,57.03274636570929,0.06645239803019298,160
0.05,10.5,310.01197970498913,57.053709668192354,0.05692719009616001,184
0.05,10.875,300.6816515508838,57.18315276911428,0.050994596214030324,172
0.05,11.25,290.5716365814335,57.17456525012785,0.06893315154265926,200
0.05,11.625,282.6312819089855,57.320054537587076,0.08854986126206156,192
0.08352413225178856,0.375,243.23087502088455,9.550475283085744,0.30788087926687285,8
0.08352413225178856,0.75,313.3169383501185,15.329308652466649,0.2192127412801946,12
0.08352413225178856,1.125,339.7707403128346,19.55101232294479,0.2524327889295384,16
0.08352413225178856,1.5,389.5896397209442,24.174045163799466,0.24955058055777432,32
0.08352413225178856,1.875,448.2787938717014,28.99177018585516,0.2250800363885828,28
0.08352413225178856,2.25,466.0219024485268,32.38131066694468,0.20163140721391826,40
0.08352413225178856,2.625,475.70739028610376,35.33740085944384,0.18043352586624395,40
0.08352413225178856,3.0,482.2248630000616,38.03517567989117,0.20561652480667514,48
0.08352413225178856,3.375,491.78570745885435,40.740357910475375,0.21750564860476052,68
0.08352413225178856,3.75,502.6180935186985,43.41448894891105,0.20701911217835717,56
0.08352413225178856,4.125,497.00006535036806,45.278309040535824,0.18554278271403465,72
0.08352413225178856,4.5,495.0386403421409,47.198240237742276,0.14074329478269082,68
0.08352413225178856,4.875,491.2990560026858,48.9395841626499,0.1421781593149697,88
0.08352413225178856,5.25,488.8890262228266,50.662287627680605,0.16755095359939567,88
0.08352413225178856,5.625,481.3918309125316,52.036804752818846,0.16657598248533664,84
0.08352413225178856,6.0,474.7061545979863,53.368876019529566,0.16284761825121216,112
0.08352413225178856,6.375,456.0393574802144,53.91892899470803,0.14836180589782422,112
0.08352413225178856,6.75,444.53806628448143,54.77802431103416,0.14538187134559852,112
0.08352413225178856,7.125,434.7234753615806,55.65433282280241,0.15481504117432818,116
0.08352413225178856,7.5,429.23778923723836,56.73872944717116,0.157973123400348,112
0.08352413225178856,7.875,418.0012907085033,57.37386307657402,0.15269988523863767,144
0.08352413225178856,8.25,405.17697808518653,57.81617480604186,0.13079521991831441,140
0.08352413225178856,8.625,385.07930344176464,57.63079898964806,0.10953370098804015,144
0.08352413225178856,9.0,364.706903267173,57.291902825831826,0.10018519600735817,144
0.08352413225178856,9.375,346.1223431354106,56.9639971112849,0.08877120902793953,168
0.08352413225178856,9.75,333.642176475597,57.03517529241995,0.07536817809015721,164
0.08352413225178856,10.125,321.2576946196608,57.03274636578591,0.06645239803186287,160
0.08352413225178856,10.5,310.01197970589715,57.05370966827591,0.0569271900977566,184
0.08352413225178856,10.875,300.6816515518459,57.183152769205755,0.05099459621564956,172
0.08352413225178856,11.25,290.57163658242024,57.17456525022493,0.06893315154502762,200
0.08352413225178856,11.625,282.63128191002875,57.32005453769286,0.0885498612654072,192
0.1,0.375,243.2308750201767,9.550475283071847,0.3078808792378319,8
0.1,0.75,313.316938339729,15.329308652212491,0.2192127412689029,12
0.1,1.125,339.7707402942743,19.55101232241079,0.25243278892426935,16
0.1,1.5,389.589639694953,24.17404516299309,0.24955058055768495,32
0.1,1.875,448.27879383981195,28.991770184823956,0.22508003639146015,28
0.1,2.25,466.0219024154744,32.38131066579636,0.20163140722039896,40
0.1,2.625,475.7073902542941,35.33740085826237,0.1804335258748559,40
0.1,3.0,482.2248629707171,38.03517567873391,0.20561652481541434,48
0.1,3.375,491.78570743310024,40.740357909408615,0.21750564861336508,68
0.1,3.75,502.61809349678396,43.41448894796459,0.20701911218660665,56
0.1,4.125,497.0000653317792,45.27830903968907,0.18554278272111643,72
0.1,4.5,495.0386403264333,47.19824023699347,0.14074329478598935,68
0.1,4.875,491.2990559896374,48.93958416200001,0.14217815931457528,88
0.1,5.25,488.88902621263276,50.66228762715242,0.16755095359859185,88
0.1,5.625,481.39183090485085,52.03680475240372,0.1665759824853701,84
0.1,6.0,474.7061545924698,53.368876019219464,0.16284761825196264,112
0.1,6.375,456.0393574763362,53.91892899447877,0.1483618058989755,112
0.1,6.75,444.53806628188624,54.778024310874265,0.14538187134705038,112
0.1,7.125,434.72347535998966,55.654332822700574,0.15481504117645206,116
0.1,7.5,429.2377892365122,56.73872944712316,0.1579731234028922,112
0.1,7.875,418.0012907083766,57.37386307656532,0.15269988524107553,144
0.1,8.25,405.17697808547274,57.81617480606227,0.13079521992032253,140
0.1,8.625,385.0793034421367,57.6307989896759,0.10953370098950709,144
0.1,9.0,364.70690326752157,57.29190282585921,0.1001851960085957,144
0.1,9.375,346.1223431357392,56.96399711131193,0.08877120902897845,168
0.1,9.75,333.64217647600384,57.035175292454724,0.07536817809107613,164
0.1,10.125,321.25769462008503,57.03274636582356,0.0664523980326836,160
0.1,10.5,310.01197970634354,57.05370966831698,0.05692719009854154,184
0.1,10.875,300.6816515523188,57.183152769250725,0.0509945962164453,172
0.1,11.25,290.5716365829053,57.17456525027264,0.06893315154619166,200
0.1,11.625,282.6312819105413,57.32005453774484,0.08854986126705151,192
0.2,0.375,243.2308750158782,9.550475282987456,0.30788087906154954,8
0.2,0.75,313.3169382766743,15.329308650669988,0.2192127412003614,12
0.2,1.125,339.7707401816305,19.551012319169928,0.25243278889229886,16
0.2,1.5,389.5896395371954,24.174045158098657,0.2495505805571418,32
0.2,1.875,448.2787936462574,28.99177017856503,0.22508003640892738,28
0.2,2.25,466.0219022148648,32.381310658826735,0.20163140725972542,40
0.2,2.625,475.70739006122375,35.33740085109136,0.18043352592713127,40
0.2,3.0,482.22486279261074,38.035175671709894,0.2056165248684616,48
0.2,3.375,491.7857072767849,40.7403579029339,0.2175056486655895,68
0.2,3.75,502.6180933637743,43.414488942220125,0.20701911223667563,56
0.2,4.125,497.0000652189544,45.27830903454972,0.1855427827640971,72
0.2,4.5,495.0386402310961,47.198240232448626,0.14074329480601028,68
0.2,4.875,491.29905591043956,48.93958415805546,0.14217815931218178,88
0.2,5.25,488.88902615076137,50.66228762394664,0.16755095359371305,88
0.2,5.625,481.39183085823277,52.03680474988409,0.1665759824855715,84
0.2,6.0,474.706154558986,53.36887601733726,0.16284761825651947,112
0.2,6.375,456.03935745279745,53.91892899308724,0.14836180590596218,112
0.2,6.75,444.5380662661359,54.77802430990385,0.14538187135586206,112
0.2,7.125,434.7234753503318,55.65433282208237,0.15481504118934283,116
0.2,7.5,429.23778923210205,56.73872944683169,0.15797312341833317,112
0.2,7.875,418.00129070760653,57.37386307651248,0.15269988525587064,144
0.2,8.25,405.17697808720976,57.816174806186204,0.13079521993251061,140
0.2,8.625,385.0793034443948,57.63079898984487,0.10953370099841235,144
0.2,9.0,364.7069032696363,57.29190282602531,0.10018519601610731,144
0.2,9.375,346.1223431377336,56.963997111476054,0.0887712090352854,168
0.2,9.75,333.6421764784733,57.0351752926658,0.07536817809665572,164
0.2,10.125,321.25769462265964,57.0327463660521,0.06645239803766512,160
0.2,10.5,310.0119797090522,57.05370966856623,0.05692719010330378,184
0.2,10.875,300.68165155518886,57.18315276952364,0.05099459622127569,172
0.2,11.25,290.5716365858489,57.17456525056225,0.06893315155325665,200
0.2,11.625,282.631281913653,57.32005453806038,0.0885498612770315,192
0.3,0.375,243.23087501158022,9.550475282903076,0.30788087888526616,8
0.3,0.75,313.3169382136191,15.329308649127473,0.21921274113182368,12
0.3,1.125,339.7707400689849,19.551012315929015,0.25243278886032633,16
0.3,1.5,389.5896393794379,24.17404515320423,0.2495505805565995,32
0.3,1.875,448.27879345270304,28.991770172306108,0.22508003642639543,28
0.3,2.25,466.0219020142549,32.38131065185709,0.20163140729905277,40
0.3,2.625,475.7073898681541,35.33740084392038,0.1804335259794042,40
0.3,3.0,482.22486261450354,38.03517566468585,0.2056165249215083,48
0.3,3.375,491.7857071204681,40.74035789645913,0.21750564871781636,68
0.3,3.75,502.6180932307648,43.414488936475664,0.20701911228674472,56
0.3,4.125,497.00006510612934,45.27830902941036,0.1855427828070781,72
0.3,4.5,495.03864013575867,47.198240227903774,0.14074329482603135,68
0.3,4.875,491.29905583124184,48.93958415411091,0.14217815930978825,88
0.3,5.25,488.88902608888964,50.66228762074084,0.1675509535888346,88
0.3,5.625,481.3918308116144,52.03680474736445,0.16657598248577307,84
0.3,6.0,474.70615452550226,53.36887601545505,0.16284761826107563,112
0.3,6.375,456.0393574292586,53.9189289916957,0.14836180591294906,112
0.3,6.75,444.5380662503852,54.77802430893342,0.14538187136467395,112
0.3,7.125,434.723475340674,55.65433282146415,0.1548150412022338,116
0.3,7.5,429.2377892276921,56.738729446540226,0.15797312343377445,112
0.3,7.875,418.0012907068364,57.37386307645962,0.15269988527066558,144
0.3,8.25,405.17697808894656,57.81617480631012,0.13079521994469884,140
0.3,8.625,385.0793034466528,57.63079899001384,0.10953370100731763,144
0.3,9.0,364.706903271751,57.291902826191404,0.10018519602361903,144
0.3,9.375,346.12234313972755,56.96399711164014,0.08877120904159184,168
0.3,9.75,333.6421764809426,57.03517529287686,0.07536817810223478,164
0.3,10.125,321.2576946252342,57.03274636628063,0.06645239804264667,160
0.3,10.5,310.0119797117609,57.05370966881548,0.0569271901080663,184
0.3,10.875,300.68165155805895,57.18315276979655,0.050994596226105554,172
0.3,11.25,290.57163658879256,57.174565250851856,0.06893315156032127,200
0.3,11.625,282.6312819167645,57.3200545383759,0.08854986128701127,192
0.4,0.375,243.2308750072807,9.550475282818665,0.30788087870898756,8
0.4,0.75,313.3169381505645,15.329308647584972,0.21921274106328062,12
0.4,1.125,339.7707399563403,19.55101231268813,0.2524327888283552,16
0.4,1.5,389.5896392216807,24.174045148309812,0.24955058055605597,32
0.4,1.875,448.2787932591488,28.991770166047193,0.22508003644386332,28
0.4,2.25,466.02190181364585,32.38131064488748,0.2016314073383793,40
0.4,2.625,475.7073896750846,35.337400836749396,0.18043352603167861,40
0.4,3.0,482.22486243639713,38.03517565766183,0.2056165249745549,48
0.4,3.375,491.78570696415204,40.74035788998439,0.21750564877004208,68
0.4,3.75,502.6180930977559,43.41448893073123,0.20701911233681397,56
0.4,4.125,497.0000649933045,45.278309024271,0.18554278285005876,72
0.4,4.5,495.03864004042174,47.198240223358944,0.14074329484605191,68
0.4,4.875,491.29905575204424,48.939584150166375,0.14217815930739477,88
0.4,5.25,488.8890260270182,50.66228761753505,0.16755095358395608,88
0.4,5.625,481.39183076499614,52.03680474484481,0.16657598248597463,84
0.4,6.0,474.7061544920187,53.36887601357286,0.16284761826563224,112
0.4,6.375,456.0393574057199,53.91892899030418,0.14836180591993564,112
0.4,6.75,444.53806623463475,54.778024307962994,0.1453818713734857,112
0.4,7.125,434.7234753310161,55.654332820845944,0.15481504121512452,116
0.4,7.5,429.2377892232821,56.73872944624876,0.15797312344921557,112
0.4,7.875,418.00129070606636,57.37386307640677,0.15269988528546105,144
0.4,8.25,405.17697809068363,57.816174806434056,0.130795219956887,140
0.4,8.625,385.0793034489108,57.63079899018281,0.10953370101622274,144
0.4,9.0,364.70690327386575,57.291902826357514,0.10018519603113044,144
0.4,9.375,346.1223431417219,56.96399711180425,0.08877120904789869,168
0.4,9.75,333.642176483412,57.035175293087924,0.07536817810781421,164
0.4,10.125,321.25769462780875,57.03274636650916,0.06645239804762812,160
0.4,10.5,310.01197971446965,57.05370966906474,0.05692719011282877,184
0.4,10.875,300.6816515609289,57.183152770069455,0.0509945962309361,172
0.4,11.25,290.5716365917362,57.17456525114146,0.0689331515673862,200
0.4,11.625,282.63128191987624,57.320054538691444,0.08854986129699124,192
0.5,0.375,243.2308750029823,9.550475282734276,0.3078808785327077,8
0.5,0.75,313.3169380875092,15.329308646042453,0.21921274099474355,12
0.5,1.125,339.77073984369576,19.55101230944725,0.25243278879638265,16
0.5,1.5,389.5896390639241,24.17404514341541,0.24955058055551071,32
0.5,1.875,448.2787930655941,28.99177015978826,0.22508003646133093,28
0.5,2.25,466.02190161303577,32.38131063791783,0.20163140737770735,40
0.5,2.625,475.70738948201387,35.33740082957837,0.18043352608395338,40
0.5,3.0,482.2248622582901,38.0351756506378,0.20561652502760133,48
0.5,3.375,491.7857068078368,40.74035788350968,0.21750564882226736,68
0.5,3.75,502.61809296474627,43.41448892498676,0.20701911238688325,56
0.5,4.125,497.00006488047956,45.27830901913165,0.18554278289303966,72
0.5,4.5,495.0386399450843,47.198240218814085,0.1407432948660731,68
0.5,4.875,491.2990556728468,48.93958414622184,0.14217815930500108,88
0.5,5.25,488.8890259651469,50.66228761432927,0.16755095357907737,88
0.5,5.625,481.3918307183778,52.03680474232517,0.16657598248617642,84
0.5,6.0,474.70615445853497,53.36887601169065,0.16284761827018865,112
0.5,6.375,456.0393573821811,53.91892898891265,0.14836180592692258,112
0.5,6.75,444.53806621888424,54.77802430699257,0.14538187138229736,112
0.5,7.125,434.72347532135825,55.65433282022773,0.154815041228015,116
0.5,7.5,429.2377892188724,56.73872944595731,0.1579731234646572,112
0.5,7.875,418.00129070529664,57.37386307635395,0.15269988530025663,144
0.5,8.25,405.1769780924206,57.81617480655798,0.13079521996907523,140
0.5,8.625,385.0793034511685,57.63079899035175,0.10953370102512787,144
0.5,9.0,364.7069032759805,57.29190282652361,0.10018519603864216,144
0.5,9.375,346.12234314371614,56.963997111968354,0.08877120905420541,168
0.5,9.75,333.64217648588124,57.03517529329898,0.07536817811339368,164
0.5,10.125,321.2576946303833,57.03274636673769,0.0664523980526097,160
0.5,10.5,310.0119797171784,57.053709669313996,0.05692719011759125,184
0.5,10.875,300.68165156379894,57.18315277034237,0.05099459623576642,172
0.5,11.25,290.5716365946798,57.174565251431055,0.06893315157445108,200
0.5,11.625,282.63128192298785,57.320054539006975,0.08854986130697093,192
0.6,0.375,243.23087499868447,9.550475282649899,0.3078808783564224,8
0.6,0.75,313.3169380244536,15.329308644499926,0.21921274092620427,12
0.6,1.125,339.77073973105064,19.551012306206346,0.25243278876441033,16
0.6,1.5,389.58963890616656,24.17404513852098,0.2495505805549679,32
0.6,1.875,448.2787928720395,28.99177015352933,0.22508003647879818,28
0.6,2.25,466.02190141242664,32.381310630948214,0.20163140741703542,40
0.6,2.625,475.70738928894446,35.3374008224074,0.18043352613622762,40
0.6,3.0,482.2248620801829,38.03517564361375,0.20561652508064837,48
0.6,3.375,491.7857066515203,40.74035787703492,0.21750564887449347,68
0.6,3.75,502.6180928317373,43.414488919242324,0.20701911243695223,56
0.6,4.125,497.0000647676548,45.2783090139923,0.18554278293602022,72
0.6,4.5,495.038639849747,47.198240214269234,0.14074329488609372,68
0.6,4.875,491.29905559364886,48.93958414227728,0.14217815930260763,88
0.6,5.25,488.8890259032753,50.662287611123475,0.1675509535741984,88
0.6,5.625,481.39183067175975,52.03680473980554,0.16657598248637803,84
0.6,6.0,474.70615442505124,53.368876009808446,0.1628476182747453,112
0.6,6.375,456.03935735864235,53.91892898752111,0.1483618059339093,112
0.6,6.75,444.5380662031339,54.778024306022154,0.145381871391109,112
0.6,7.125,434.7234753117004,55.65433281960952,0.1548150412409061,116
0.6,7.5,429.23778921446257,56.738729445665854,0.15797312348009843,112
0.6,7.875,418.0012907045267,57.373863076301106,0.15269988531505155,144
0.6,8.25,405.17697809415756,57.81617480668191,0.13079521998126337,140
0.6,8.625,385.0793034534267,57.63079899052073,0.10953370103403293,144
0.6,9.0,364.7069032780953,57.29190282668972,0.10018519604615375,144
0.6,9.375,346.1223431457103,56.96399711213245,0.08877120906051225,168
0.6,9.75,333.64217648835074,57.03517529351006,0.07536817811897294,164
0.6,10.125,321.2576946329579,57.03274636696622,0.06645239805759096,160
0.6,10.5,310.0119797198871,57.05370966956325,0.056927190122353796,184
0.6,10.875,300.68165156666896,57.18315277061527,0.05099459624059658,172
0.6,11.25,290.57163659762335,57.17456525172065,0.06893315158151614,200
0.6,11.625,282.63128192609946,57.320054539322506,0.0885498613169512,192
0.7,0.375,243.23087499438418,9.550475282565474,0.30788087818013987,8
0.7,0.75,313.316937961398,15.329308642957402,0.21921274085766493,12
0.7,1.125,339.77073961840637,19.55101230296547,0.25243278873243963,16
0.7,1.5,389.58963874840924,24.174045133626556,0.249550580554425,32
0.7,1.875,448.2787926784857,28.991770147270426,0.22508003649626618,28
0.7,2.25,466.0219012118171,32.381310623978585,0.20163140745636168,40
0.7,2.625,475.70738909587425,35.3374008152364,0.18043352618850148,40
0.7,3.0,482.2248619020761,38.03517563658972,0.20561652513369508,48
0.7,3.375,491.7857064952043,40.740357870560175,0.21750564892671845,68
0.7,3.75,502.6180926987275,43.414488913497856,0.2070191124870215,56
0.7,4.125,497.0000646548299,45.278309008852936,0.1855427829790014,72
0.7,4.5,495.0386397544097,47.19824020972438,0.14074329490611487,68
0.7,4.875,491.299055514451,48.939584138332734,0.14217815930021432,88
0.7,5.25,488.88902584140374,50.66228760791768,0.16755095356931993,88
0.7,5.625,481.39183062514167,52.03680473728592,0.16657598248657957,84
0.7,6.0,474.7061543915674,53.36887600792623,0.1628476182793017,112
0.7,6.375,456.0393573351035,53.91892898612958,0.14836180594089618,112
0.7,6.75,444.5380661873832,54.778024305051716,0.1453818713999208,112
0.7,7.125,434.7234753020426,55.654332818991314,0.15481504125379686,116
0.7,7.5,429.23778921005254,56.73872944537438,0.1579731234955398,112
0.7,7.875,418.0012907037565,57.373863076248256,0.15269988532984705,144
0.7,8.25,405.17697809589447,57.81617480680583,0.13079521999345137,140
0.7,8.625,385.07930345568457,57.630798990689684,0.10953370104293779,144
0.7,9.0,364.70690328021,57.29190282685582,0.10018519605366524,144
0.7,9.375,346.1223431477045,56.963997112296546,0.08877120906681886,168
0.7,9.75,333.64217649082,57.03517529372112,0.0753681781245521,164
0.7,10.125,321.2576946355325,57.032746367194754,0.06645239806257247,160
0.7,10.5,310.011979722596,57.05370966981251,0.05692719012711628,184
0.7,10.875,300.6816515695391,57.18315277088819,0.050994596245426814,172
0.7,11.25,290.57163660056693,57.174565252010254,0.06893315158858089,200
0.7,11.625,282.6312819292111,57.32005453963804,0.08854986132693095,192
0.8,0.375,243.23087499008673,9.550475282481104,0.30788087800385794,8
0.8,0.75,313.31693789834435,15.329308641414924,0.21921274078912353,12
0.8,1.125,339.7707395057614,19.551012299724576,0.25243278870046815,16
0.8,1.5,389.58963859065176,24.174045128732132,0.24955058055388135,32
0.8,1.875,448.278792484931,28.991770141011493,0.22508003651373293,28
0.8,2.25,466.02190101120704,32.38131061700894,0.20163140749568917,40
0.8,2.625,475.70738890280455,35.33740080806541,0.18043352624077572,40
0.8,3.0,482.2248617239696,38.03517562956571,0.2056165251867418,48
0.8,3.375,491.78570633888825,40.74035786408543,0.21750564897894417,68
0.8,3.75,502.6180925657185,43.414488907753416,0.20701911253709035,56
0.8,4.125,497.00006454200513,45.27830900371359,0.1855427830219822,72
0.8,4.5,495.0386396590725,47.19824020517954,0.1407432949261355,68
0.8,4.875,491.29905543525325,48.939584134388184,0.14217815929782107,88
0.8,5.25,488.8890257795322,50.66228760471189,0.16755095356444158,88
0.8,5.625,481.39183057852324,52.03680473476627,0.16657598248678104,84
0.8,6.0,474.7061543580838,53.36887600604403,0.16284761828385813,112
0.8,6.375,456.0393573115649,53.91892898473806,0.1483618059478827,112
0.8,6.75,444.5380661716329,54.778024304081306,0.1453818714087328,112
0.8,7.125,434.72347529238465,55.65433281837309,0.1548150412666877,116
0.8,7.5,429.2377892056426,56.73872944508292,0.1579731235109805,112
0.8,7.875,418.0012907029867,57.37386307619542,0.15269988534464224,144
0.8,8.25,405.1769780976314,57.81617480692976,0.13079522000563978,140
0.8,8.625,385.07930345794256,57.63079899085865,0.10953370105184315,144
0.8,9.0,364.7069032823248,57.29190282702193,0.10018519606117675,144
0.8,9.375,346.12234314969874,56.96399711246065,0.08877120907312562,168
0.8,9.75,333.6421764932894,57.03517529393218,0.07536817813013168,164
0.8,10.125,321.2576946381071,57.03274636742329,0.06645239806755393,160
0.8,10.5,310.01197972530457,57.05370967006176,0.05692719013187877,184
0.8,10.875,300.68165157240895,57.18315277116108,0.05099459625025717,172
0.8,11.25,290.5716366035105,57.17456525229985,0.0689331515956457,200
0.8,11.625,282.6312819323226,57.32005453995356,0.08854986133691083,192
0.9,0.375,243.23087498578772,9.550475282396704,0.3078808778275785,8
0.9,0.75,313.31693783528823,15.329308639872385,0.21921274072058328,12
0.9,1.125,339.7707393931166,19.551012296483684,0.2524327886684963,16
0.9,1.5,389.5896384328944,24.174045123837708,0.24955058055333937,32
0.9,1.875,448.2787922913768,28.991770134752578,0.22508003653119976,28
0.9,2.25,466.02190081059706,32.38131061003929,0.20163140753501638,40
0.9,2.625,475.7073887097343,35.3374008008944,0.18043352629304926,40
0.9,3.0,482.2248615458628,38.03517562254167,0.20561652523978882,48
0.9,3.375,491.78570618257254,40.740357857610704,0.21750564903117023,68
0.9,3.75,502.61809243270943,43.414488902008976,0.2070191125871592,56
0.9,4.125,497.0000644291799,45.27830899857422,0.18554278306496347,72
0.9,4.5,495.03863956373533,47.19824020063469,0.14074329494615645,68
0.9,4.875,491.2990553560557,48.93958413044364,0.14217815929542724,88
0.9,5.25,488.8890257176605,50.66228760150609,0.1675509535595628,88
0.9,5.625,481.39183053190493,52.03680473224663,0.16657598248698247,84
0.9,6.0,474.7061543246003,53.36887600416184,0.16284761828841465,112
0.9,6.375,456.03935728802617,53.91892898334653,0.14836180595486964,112
0.9,6.75,444.5380661558823,54.778024303110875,0.1453818714175444,112
0.9,7.125,434.7234752827269,55.65433281775489,0.15481504127957854,116
0.9,7.5,429.2377892012328,56.73872944479146,0.1579731235264218,112
0.9,7.875,418.0012907022167,57.37386307614258,0.15269988535943754,144
0.9,8.25,405.1769780993684,57.816174807053685,0.13079522001782812,140
0.9,8.625,385.07930346020055,57.63079899102762,0.10953370106074826,144
0.9,9.0,364.7069032844395,57.291902827188025,0.10018519606868866,144
0.9,9.375,346.1223431516929,56.96399711262475,0.0887712090794325,168
0.9,9.75,333.6421764957588,57.035175294143244,0.075368178135711,164
0.9,10.125,321.25769464068173,57.032746367651825,0.06645239807253558,160
0.9,10.5,310.0119797280133,57.053709670311,0.056927190136641166,184
0.9,10.875,300.681651575279,57.183152771433996,0.05099459625508727,172
0.9,11.25,290.57163660645415,57.17456525258945,0.0689331516027107,200
0.9,11.625,282.6312819354343,57.32005454026909,0.08854986134689065,192
1.0,0.375,243.23087498148956,9.55047528231232,0.3078808776512962,8
1.0,0.75,313.31693777223376,15.329308638329888,0.21921274065204377,12
1.0,1.125,339.77073928047173,19.551012293242792,0.252432788636524,16
1.0,1.5,389.58963827513674,24.174045118943276,0.24955058055279467,32
1.0,1.875,448.27879209782157,28.991770128493627,0.22508003654866826,28
1.0,2.25,466.0219006099884,32.3813106030697,0.2016314075743436,40
1.0,2.625,475.707388516665,35.33740079372343,0.18043352634532334,40
1.0,3.0,482.2248613677561,38.035175615517645,0.2056165252928355,48
1.0,3.375,491.7857060262565,40.74035785113596,0.21750564908339654,68
1.0,3.75,502.6180922996995,43.414488896264494,0.20701911263722853,56
1.0,4.125,497.00006431635524,45.27830899343488,0.18554278310794414,72
1.0,4.5,495.038639468398,47.19824019608984,0.14074329496617746,68
1.0,4.875,491.2990552768578,48.93958412649909,0.14217815929303354,88
1.0,5.25,488.8890256557892,50.66228759830031,0.16755095355468438,88
1.0,5.625,481.3918304852867,52.03680472972699,0.16657598248718422,84
1.0,6.0,474.7061542911165,53.368876002279634,0.16284761829297104,112
1.0,6.375,456.03935726448736,53.918928981955005,0.14836180596185625,112
1.0,6.75,444.5380661401318,54.778024302140444,0.1453818714263562,112
1.0,7.125,434.72347527306897,55.65433281713668,0.15481504129246937,116
1.0,7.5,429.2377891968228,56.738729444499995,0.15797312354186327,112
1.0,7.875,418.00129070144664,57.37386307608973,0.15269988537423293,144
