cluster,absolute_full_source_mean_over_RMS,positive_cropped_source_pixel_fraction,negative_cropped_source_pixel_fraction,cropped_source_RMS_per_kpc2,potential_maximum
AS295,3.8240838429903923e-19,0.5526054390721898,0.44739456092781016,9.113758894299953e-05,0.017564821869530883
PLCKG287,3.1516731455790358e-18,0.5535719079706838,0.4464280920293162,0.00010063058863767779,0.024658067090559507
