cluster,channel,AQUAL_baseline_normalized_RMSE,prediction_normalized_RMSE,improved
AS295,convergence,0.8994374970022173,0.861950350383119,True
AS295,shear_1,0.953889540426961,0.9020371172468064,True
AS295,shear_2,0.8415130697001787,0.8087274883239706,True
PLCKG287,convergence,0.9180688488874194,0.9077370026877062,True
PLCKG287,shear_1,0.9444782715588886,0.9481121390743047,False
PLCKG287,shear_2,0.8833488218015043,0.8621077923575692,True
