cluster,AQUAL_baseline_normalized_RMSE,prediction_normalized_RMSE,fraction_of_AQUAL_baseline
AS295,0.8994511868959854,0.8584228790418136,0.9543851757027962
PLCKG287,0.9156408971721106,0.9066665943539474,0.9901988838136438
