system,label,radial_bin,radius_midpoint_arcsec,radius_midpoint_kpc,mean_halo_radial_deflection_arcsec,mean_baryon_radial_deflection_arcsec,median_halo_to_baryon_radial_ratio
MACS J0329.7-0211,MACS0329,0,5.3042003285927155,30.844475814375507,9.580038467126982,1.200988685417191,7.864290888526364
MACS J0329.7-0211,MACS0329,1,6.373519352043108,37.06267699710083,10.93780569867068,1.2603938483880324,8.617447707259913
MACS J0329.7-0211,MACS0329,2,7.658411525653214,44.53445843781279,12.330083497043978,1.317401838139331,9.33582928827558
MACS J0329.7-0211,MACS0329,3,9.202336080999991,53.51254008188388,13.716508022930745,1.3702251925027615,10.018423266566032
MACS J0329.7-0211,MACS0329,4,11.057513567142937,64.30058984581349,15.058816282885784,1.4164526238857755,10.65132767982018
MACS J0329.7-0211,MACS0329,5,13.286692119406226,77.2634946536438,16.325337178885057,1.452681782137653,11.266094106096592
MACS J0329.7-0211,MACS0329,6,15.965269805362336,92.83970209928516,17.49348612556489,1.4735126782145918,11.895738889304106
MACS J0329.7-0211,MACS0329,7,19.183844832659908,111.55605016990415,18.550156300557994,1.4696620034404768,12.664087015245235
MACS J0329.7-0211,MACS0329,8,23.051279875017432,134.04558661984328,19.490579954701744,1.4410700950957542,13.549626424859623
MACS J0329.7-0211,MACS0329,9,27.698384161852527,161.06898070424344,20.316436432009013,1.3798325504994438,14.755213865793714
MACS J0329.7-0211,MACS0329,10,33.282337871791725,193.54025148682877,21.033839168597638,1.2546985572983913,16.79114438373454
MACS J0329.7-0211,MACS0329,11,39.9920084774366,232.5576829368864,21.651572036473247,1.0517145510489776,20.565058669112844
MACS J0429.6-0253,MACS0429,0,2.981363077121446,16.132764178808575,5.889291167461193,1.115312859770147,5.29593097838288
MACS J0429.6-0253,MACS0429,1,3.6188748761230434,19.582470654824554,6.861698266673693,1.1644062188216986,5.9098957056784
MACS J0429.6-0253,MACS0429,2,4.392707305438027,23.769835887812796,7.894367559164032,1.213091720728298,6.528325771673783
MACS J0429.6-0253,MACS0429,3,5.3320101224169925,28.852595164969756,8.957257794708848,1.260623319128138,7.13182349048561
MACS J0429.6-0253,MACS0429,4,6.472166244803395,35.02221267671684,10.01700337469048,1.3060422348759804,7.712896689978699
MACS J0429.6-0253,MACS0429,5,7.856124601913601,42.511093846502924,11.041703668874268,1.3481136978455477,8.234079726161646
MACS J0429.6-0253,MACS0429,6,9.536017992483899,51.60133988985855,12.00499956277006,1.3852291536149002,8.705960889779025
MACS J0429.6-0253,MACS0429,7,11.575126892822762,62.63537438116869,12.88837993128725,1.4152620662444653,9.14186045064136
MACS J0429.6-0253,MACS0429,8,14.050263190626524,76.02884212392722,13.68154224631899,1.435350522284299,9.56997820919052
MACS J0429.6-0253,MACS0429,9,17.054663638139466,92.28626621641016,14.38132697327686,1.4411472382486061,10.01034129471893
MACS J0429.6-0253,MACS0429,10,20.701502019130967,112.0200531041074,14.989971427552986,1.4259959025341111,10.54642525996493
MACS J0429.6-0253,MACS0429,11,25.1281523307038,135.97356152670633,15.513289151673526,1.386182703922013,11.229020000963217
MACS J1115.9+0129,MACS1115,0,28.871325431147305,145.05148161198832,18.98693367396021,1.6913996459765992,11.299139701058238
MACS J1115.9+0129,MACS1115,1,29.13803086794616,146.39142767209927,18.994012854491693,1.6888828156259301,11.320006443170733
MACS J1115.9+0129,MACS1115,2,29.407200056892016,147.7437517887736,19.001028644026015,1.686230762502238,11.341928068966538
