system,label,radial_bin,radius_midpoint_arcsec,radius_midpoint_kpc,mean_halo_radial_deflection_arcsec,mean_baryon_radial_deflection_arcsec,median_halo_to_baryon_radial_ratio
MACS J1115.9+0129,MACS1115,3,29.678855757455842,149.1085683071249,19.007981583523254,1.6835828738982541,11.363854075063504
MACS J1115.9+0129,MACS1115,4,29.95302093935438,150.4859926285556,19.014872209841418,1.6809347770422622,11.385843856591276
MACS J1115.9+0129,MACS1115,5,30.22971878449235,151.87614122051485,19.021701055757205,1.6779191844813122,11.409066592601981
MACS J1115.9+0129,MACS1115,6,30.508972688922604,153.27913162634644,19.028468649986884,1.6747046050525247,11.435016510476892
MACS J1115.9+0129,MACS1115,7,30.790806264824354,154.69508247522748,19.035175517207335,1.6714961841568776,11.46098762658194
MACS J1115.9+0129,MACS1115,8,31.075243342499682,156.1241134921991,19.041822178077165,1.6682939099957725,11.486980168788513
MACS J1115.9+0129,MACS1115,9,31.362307972388503,157.56634550828966,19.048409149257935,1.6647371632908738,11.51377459726815
MACS J1115.9+0129,MACS1115,10,31.65202442710215,159.02190047073174,19.05493694343552,1.660888268141264,11.544395114484283
MACS J1115.9+0129,MACS1115,11,31.944417203475716,160.49090145327318,19.061406069341498,1.65704827169002,11.575060261531394
MACS J1931.8-2635,MACS1931,0,7.372871569459466,36.836855214269725,9.738190043071711,1.5786804070582474,6.060411271368066
MACS J1931.8-2635,MACS1931,1,8.453458027689106,42.235756650881086,10.755183734952173,1.7010176465387994,6.272965559212018
MACS J1931.8-2635,MACS1931,2,9.692417934134784,48.425934556471624,11.796352934244586,1.8277245079446713,6.451019368296672
MACS J1931.8-2635,MACS1931,3,11.112962896631128,55.523360385180915,12.84552525578654,1.957582964323425,6.587940506269668
MACS J1931.8-2635,MACS1931,4,12.741706474187897,63.66100265690559,13.88641826781966,2.0886807240235417,6.689887675535172
MACS J1931.8-2635,MACS1931,5,14.609162775444725,72.99131808967758,14.903741675594846,2.217887286679444,6.792662407852838
MACS J1931.8-2635,MACS1931,6,16.75031813295972,83.68910783862071,15.884100442873837,2.340531261477285,6.833692644898585
MACS J1931.8-2635,MACS1931,7,19.205286563508643,95.95479235241778,16.816604428599575,2.4455741004068967,6.938577736016218
MACS J1931.8-2635,MACS1931,8,22.020061294281362,110.0181662009143,17.69315446063202,2.5161449932312374,7.091244958749472
MACS J1931.8-2635,MACS1931,9,25.247376434633324,126.14270321962731,18.508433621915696,2.5764459197372602,7.244815994128075
MACS J1931.8-2635,MACS1931,10,28.947694936599447,144.63049262697797,19.259672770467667,2.6330204824686962,7.371475126394751
MACS J1931.8-2635,MACS1931,11,33.19034135336667,165.82789859118523,19.946275214887862,2.6849975691002848,7.485572715012196
RX J1347.5-1145,RXJ1347,0,13.112176861827638,76.34663706903527,17.200232336776352,3.2055145175385666,4.935390472978928
RX J1347.5-1145,RXJ1347,1,14.701438868275542,85.60023476623508,18.682252057778594,3.3727190421805573,5.228527993630821
RX J1347.5-1145,RXJ1347,2,16.483327450139143,95.9754152027531,20.162795058825964,3.523980794931858,5.534806282505487
RX J1347.5-1145,RXJ1347,3,18.48118992045169,107.60811986667859,21.620230162652167,3.639020815416368,5.829791887894004
RX J1347.5-1145,RXJ1347,4,20.721203404408612,120.65076704048792,23.035730042424326,3.7384203747276974,6.105017886976737
RX J1347.5-1145,RXJ1347,5,23.23271782688228,135.27424887167476,24.394090809578472,3.8334252670103868,6.342842230956492
RX J1347.5-1145,RXJ1347,6,26.04864047175442,151.67017049841868,25.68398109550116,3.922503447752133,6.546527061384788
RX J1347.5-1145,RXJ1347,7,29.205867151780325,170.05336056858488,26.897764893672438,4.003620446648288,6.74482574826031
RX J1347.5-1145,RXJ1347,8,32.745765638416486,190.6646860462957,28.03106426477571,4.0736479713359275,6.914443802815712
RX J1347.5-1145,RXJ1347,9,36.714717685783,213.77420818726384,29.082203985914745,4.127879361056493,7.077143388508365
RX J1347.5-1145,RXJ1347,10,41.16472675066552,239.68472103426242,30.051638941976762,4.168476822028088,7.252212504130788
RX J1347.5-1145,RXJ1347,11,46.15409937124835,268.73571879610347,30.94142471411078,4.194537767844434,7.42327861311618
RX J2129.7+0005,RXJ2129,0,4.460633356224301,16.69050328538019,4.829119700006141,0.7488756413522601,6.554783446888866
RX J2129.7+0005,RXJ2129,1,5.093533385960214,19.058646816137863,5.260129088243939,0.8085000983310658,6.594378789762616
RX J2129.7+0005,RXJ2129,2,5.816232871435027,21.76279601948552,5.690085005792863,0.8719234332041265,6.6036017511693395
RX J2129.7+0005,RXJ2129,3,6.641473070149337,24.850625291229953,6.112605684185995,0.9391852686350517,6.564917827436394
RX J2129.7+0005,RXJ2129,4,7.583803041681842,28.376573341595698,6.52195320179444,1.010326772632077,6.507005446950776
RX J2129.7+0005,RXJ2129,5,8.65983614892976,32.4028029546256,6.91334196782266,1.0852886758781954,6.411831654599018
RX J2129.7+0005,RXJ2129,6,9.888542953204077,37.00029692370362,7.283104210279794,1.1639864547496914,6.287925251129633
RX J2129.7+0005,RXJ2129,7,11.29158566694668,42.250109484642586,7.62871911691382,1.2461663861284056,6.152676088301227
RX J2129.7+0005,RXJ2129,8,12.89370006050116,48.244795309215725,7.948735633948865,1.3315345291879426,5.998587261089904
RX J2129.7+0005,RXJ2129,9,14.723131555988273,55.09004125241766,8.24262793629411,1.4195210521281996,5.832273698547299
RX J2129.7+0005,RXJ2129,10,16.812133196660703,62.90652962130717,8.510620037476526,1.509413332138701,5.666283599166389
RX J2129.7+0005,RXJ2129,11,19.19753427098196,71.83206581503023,8.753507312855424,1.5999785951702412,5.4942048269735
