galaxy,R_kpc,V_obs_kms,V_bar_kms,V_pred_kms,Sigma_req,Sigma_pred,dSigma,need_Sigma_lt_1,f_bulge,f_bulge_r,f_disk_r,f_gas_r,R_d_kpc,R_over_Rd,g_bar_SI,Omega_bar_SI,tau_dyn_Myr,dlnVbar_dlnR,dlnGbar_dlnR,h_term,C_term,A_use
CamB,0.16,1.99,3.2389581658304882,3.611873575266325,0.3774813289676241,1.243524664227126,-0.866043335259502,1,0.0,0.0,0.6702269120233347,0.32977308797666544,0.73,0.21917808219178084,2.1246860823071936e-12,6.559782416215344e-16,48.30661415796066,0.9509939864557402,0.9019879729114834,6.575908946928919,0.031583994002910794,1.17251960642002
CamB,0.41,4.84,7.925783872904939,12.023572778534138,0.3729119257920294,2.3013497292690097,-1.9284378034769802,1,0.0,0.0,0.7138147395533609,0.28618526044663917,0.73,0.5616438356164384,4.964833314891802e-12,6.264154302597837e-16,50.586378117932746,0.7761598082128085,0.5523196164256134,4.180783222302669,0.26547049705084147,1.17251960642002
CamB,0.57,6.79,10.03099695942532,17.139115001418716,0.45819606065936597,2.9193662850546565,-2.4611702243952904,1,0.0,0.0,0.6872210445344854,0.31277895546551465,0.73,0.7808219178082191,5.720281747791385e-12,5.702605404955783e-16,55.567737137293044,0.6874430393298709,0.3748860786597348,3.8660147811201955,0.42342279847607484,1.17251960642002
CamB,0.73,8.87,11.830135248592892,21.585279113552023,0.5621701996611697,3.32916958309268,-2.7669993834315108,1,0.0,0.0,0.6725100945251985,0.3274899054748017,0.73,1.0,6.212417546320547e-12,5.251349554147716e-16,60.34275092009536,0.5564189967197173,0.11283799343942746,3.6918629799000744,0.5380658414691188,1.17251960642002
CamB,0.9,10.9,13.034297065818317,24.9226331845496,0.699322926384799,3.656054166193014,-2.956731239808215,1,0.0,0.0,0.6446414182111202,0.35535858178887997,0.73,1.2328767123287672,6.116976308777993e-12,4.69298518968039e-16,67.52224124574113,0.37100312057847695,-0.25799375884304254,3.724030679262259,0.6082800372791297,1.17251960642002
CamB,1.06,12.9,13.688038573879021,27.159861432780733,0.888171799678057,3.937065670848848,-3.048893871170791,1,0.0,0.0,0.6198084567661388,0.3801915432338611,0.73,1.452054794520548,5.727705156580541e-12,4.1844601223660783e-16,75.72801959482196,0.15289022847197842,-0.6942195430560361,3.8632267261535436,0.6484005084383982,1.17251960642002
CamB,1.22,14.7,13.740656825639741,28.342087186859725,1.1445102410865353,4.2545014204159575,-3.1099911793294224,0,0.0,0.0,0.6046220015131963,0.39537799848680377,0.73,1.6712328767123288,5.014864857686219e-12,3.649654395216828e-16,86.82490006604131,0.033050190499660737,-0.9338996190006768,4.157815283492025,0.667573610624103,1.17251960642002
CamB,1.47,16.8,13.845266339077773,30.045109513592873,1.4723665224417994,4.709176341159743,-3.236809818717944,0,0.0,0.0,0.6594192540719094,0.3405807459280906,0.73,2.0136986301369864,4.22560962168406e-12,3.0520247990877766e-16,103.8264427716978,-0.21067510361615938,-1.4213502072323223,4.565171179633154,0.6929474494339267,1.17251960642002
CamB,1.79,20.1,12.605639610904321,29.603752707482343,2.5425080780845315,5.515231696775456,-2.9727236186909245,0,0.0,0.0,0.6995125616613747,0.3004874383386253,0.73,2.452054794520548,2.87660890596205e-12,2.2820015443513725e-16,138.86093939097597,-0.47625061474512015,-1.95250122949025,5.608505139578513,0.6866142381996669,1.17251960642002
D564-8,0.51,8.54,5.680290485529768,8.368241693510875,2.2603445764387557,2.170337821309122,0.09000675512963374,0,0.0,0.0,0.6268204316038395,0.3731795683961606,1.53,0.3333333333333333,2.0500997547431156e-12,3.6091459758363305e-16,87.79940746698675,0.5152119052632543,0.030423810526506057,6.699555011846847,0.1489859000806139,1.17251960642002
