galaxy,R_kpc,V_obs_kms,V_bar_kms,V_pred_kms,Sigma_req,Sigma_pred,dSigma,need_Sigma_lt_1,f_bulge,f_bulge_r,f_disk_r,f_gas_r,R_d_kpc,R_over_Rd,g_bar_SI,Omega_bar_SI,tau_dyn_Myr,dlnVbar_dlnR,dlnGbar_dlnR,h_term,C_term,A_use,omega2,shear2,theta2,tidal2
D631-7,2.69,38.8,24.510016319864008,54.48194747577674,2.5059722086510177,4.941036311583406,-2.435064102932388,0,0.0,0.0,0.292919626414649,0.7070803735853509,2.69,1.0,7.236673838199616e-12,2.9525373397384045e-16,107.3249350229607,-0.04585983370762747,-1.0917196674152763,3.386691179443797,0.9924639171452204,1.17251960642002,611.7957394445921,232.03226708125013,0.0,90.08261403308217
D631-7,3.14,42.5,24.091859621042126,55.85813828317686,3.111982973641224,5.375665856610692,-2.2636828829694684,0,0.0,0.0,0.25961441217247505,0.7403855878275248,2.69,1.1672862453531598,5.9898380192445035e-12,2.4862497596544626e-16,127.45335697260334,-0.13063981491909082,-1.2612796298381852,3.7680374639886423,0.9903958786063256,1.17251960642002,433.4586462693586,209.92258587763175,0.0,76.02266739201505
D631-7,3.59,45.6,23.620823440346022,56.919692536586645,3.726830306950545,5.8067753452000535,-2.0799450382495084,0,0.0,0.0,0.23868231771938114,0.7613176822806186,2.69,1.3345724907063197,5.0361620545296675e-12,2.1320857281916556e-16,148.6248296446571,-0.1700366925767529,-1.3400733851535023,4.148139916291804,0.9882807012354571,1.17251960642002,317.5934324563704,188.0600580119469,0.0,62.32306871053635
D631-7,4.04,48.8,23.09681471545373,57.699030618826285,4.464115917350197,6.240693488501129,-1.7765775711509315,0,0.0,0.0,0.22141832369395548,0.7785816763060446,2.69,1.5018587360594795,4.278848344166885e-12,1.8525707535351065e-16,171.0492716867154,-0.2466513560255308,-1.4933027120510758,4.534272851068687,0.9857368587407291,1.17251960642002,234.9729931179679,169.7519802684342,0.0,51.34871610126539
D631-7,4.49,51.8,22.382807017887636,58.064678309777214,5.355874832244671,6.72968827867522,-1.3738134464305487,0,0.0,0.0,0.20954517958989408,0.7904548204101058,2.69,1.6691449814126396,3.615653782366518e-12,1.6153710209255708e-16,196.16600399252178,-0.30713218065065107,-1.6142643613013092,4.965462847050493,0.9841269947141497,1.17251960642002,183.12493131566583,147.43593059509993,0.0,41.85198466563971
D631-7,4.94,54.8,21.717368625135045,57.87142246264821,6.367173892348065,7.100908371058396,-0.733734478710331,0,0.0,0.0,0.1995555547074585,0.8004444452925416,2.69,1.8364312267657994,3.093795015231383e-12,1.4245717649470277e-16,222.43939262131357,-0.35925673480927145,-1.7185134696185287,5.396209020783001,0.9642410694873835,1.17251960642002,98.62071630612046,182.62235567427598,0.0,34.73755428690738
D631-7,5.39,56.6,20.97537603953741,57.64352480157202,7.281374214030889,7.552340250413323,-0.27096603638243444,0,0.0,0.0,0.19324384771200712,0.8067561522879929,2.69,2.003717472118959,2.6450557127346313e-12,1.261028983580008e-16,251.28754554132297,-0.41570321650934616,-1.8314064330187136,5.862575819363455,0.9532083882065372,1.17251960642002,65.66727125853481,160.9301708040651,0.0,28.850187125928652
D631-7,5.84,58.4,20.26237276332661,58.26190981976618,8.307016876185486,8.267778477390092,0.03923839879539415,0,0.0,0.0,0.18876788318501087,0.8112321168149891,2.69,2.171003717472119,2.2780950092774264e-12,1.1242982428003738e-16,281.8477038183485,-0.45329209219562117,-1.9065841843912494,6.340722367148642,0.9775586663594426,1.17251960642002,85.36287303963026,97.73630964715325,0.0,23.962329958820767
D631-7,6.29,58.5,19.56233498332957,48.29509212962237,8.94273474825702,6.094872358603892,2.8478623896531285,0,0.0,0.0,0.18595570586196294,0.8140442941380369,2.69,2.3382899628252787,1.9714910766814998e-12,1.0077994668640246e-16,314.4285034465533,-0.4893562417668953,-1.9787124835337693,6.8372963941607745,0.6355193638849028,1.17251960642002,16.570545841429194,474.92843972268895,0.0,29.07469051502316
D631-7,6.74,57.7,18.892824034537558,57.158462662837756,9.32734126970786,9.153081295670344,0.17425997403751659,0,0.0,0.0,0.18461203993513733,0.8153879600648626,2.69,2.505576208178439,1.7160816244896544e-12,9.083245688164582e-17,348.863048539118,-0.5253435595748464,-2.0506871191497,7.347619246289483,0.9463570376624271,1.17251960642002,368.55510503977155,1044.3068928694759,0.0,33.76187361806492
D631-7,7.19,57.3,18.238533384019668,57.32196805015401,9.870278775423944,9.877848490752966,-0.007569715329021065,0,0.0,0.0,0.18453115506933696,0.8154688449306631,2.69,2.672862453531599,1.499184256235482e-12,8.219872862963011e-17,385.50581429073793,-0.5453336607460626,-2.09066732149217,7.878676616557367,0.9610242365196864,1.17251960642002,456.5209644829889,925.498879995546,0.0,31.245338660578394
DDO064,0.1,6.29,0.802433797892387,4.090335620574053,61.44447895635966,25.98360846239621,35.460870493963455,0,0.0,0.0,2.983071905575399,1.983071905575399,0.89,0.11235955056179776,2.0865197666882704e-13,2.6002391376940605e-16,121.86605206677461,1.3983549597755816,1.7967099195511613,21.4021313554624,0.9955842702443641,1.17251960642002,8791.058148002656,1949.3101973560276,0.0,149.39608695652177
DDO064,0.3,13.9,3.729014615149691,11.922464900558236,13.894452215122742,10.222189651257457,3.672262563865285,0,0.0,0.0,1.43166217805121,0.43166217805120993,0.89,0.33707865168539325,1.5020036724994596e-12,4.027883576528074e-16,78.67180669939626,1.279782779535118,1.5595655590702293,7.871050962804424,0.9992662310157657,1.17251960642002,4401.187085279791,161.34593399701515,0.0,144.60166003769712
DDO064,0.49,15.6,6.807705193381982,18.4651084828115,5.251068888991979,7.357025241898445,-2.1059563529064667,0,0.0,0.0,1.008838090963721,0.008838090963720888,0.89,0.550561797752809,3.0648517994365608e-12,4.502033669754111e-16,70.38616353964245,1.192044518393192,1.384089036786385,5.4232131298834565,0.9997171673941144,1.17251960642002,3991.637104991183,56.21886059568901,0.0,139.9018105700527
DDO064,0.69,18.4,10.152994632127017,24.804824844018274,3.2843341258962395,5.968758620867065,-2.684424494970825,0,0.0,0.0,0.9398534971232002,0.06014650287679963,0.89,0.7752808988764044,4.8410916058497e-12,4.768141598864914e-16,66.45794206609237,0.6541980287929068,0.30839605758581,4.239073888836598,0.9996703227578525,1.17251960642002,3400.53074398087,55.82700012229644,0.0,138.42026376146788
DDO064,0.89,22.5,10.881622121724316,27.296992795954978,4.275409869292802,6.292776822358454,-2.017366953065652,0,0.0,0.0,0.9704677910677927,0.029532208932207416,0.89,1.0,4.311231585922653e-12,3.9619383375899556e-16,79.98127460334173,0.5284026516393556,0.05680530327872191,4.515753021528907,0.9996162027465547,1.17251960642002,2944.253514658699,56.276147883997226,0.0,140.74231646442357
DDO064,1.09,26.5,12.623190959499901,30.991142706277074,4.407105465218695,6.0274952312001755,-1.6203897659814803,0,0.0,0.0,0.8449847328076603,0.15501526719233957,0.89,1.2247191011235956,4.73713634228567e-12,3.752724931029122e-16,84.44020917178979,0.9734334598711243,0.9468669197422486,4.289756882683946,0.9995369976170082,1.17251960642002,2606.1247932537176,60.11468079157883,0.0,130.5862610814008
DDO064,1.29,35.3,15.383169374351956,35.86398088592422,5.2657200605640835,5.435322844288936,-0.16960278372485238,0,0.0,0.0,0.6352966232945223,0.3647033767054778,0.89,1.449438202247191,5.944372434651111e-12,3.864205281755554e-16,82.00415222152141,1.3327085704714996,1.6654171409430063,3.7841070267723844,0.999635596264667,1.17251960642002,2439.1379539739064,44.21238410481745,0.0,134.5815399084312
DDO064,1.48,40.5,18.806440386208124,41.28282549123065,4.637637969906319,4.818652678985269,-0.18101470907895045,0,0.0,0.0,0.47550541135516583,0.5244945886448342,0.89,1.6629213483146068,7.743825646774447e-12,4.117645597863088e-16,76.95681199585012,1.1829632634077427,1.365926526815457,3.257908153112837,0.9996574555625967,1.17251960642002,2328.11208718421,39.64239004838423,0.0,139.53821014718497
DDO064,1.68,44.2,21.14650798595362,45.283960409913064,4.368850838642964,4.585761698571952,-0.21691085992898795,0,0.0,0.0,0.4087600642970041,0.5912399357029957,0.89,1.8876404494382022,8.6252584637225e-12,4.0788098297136106e-16,77.68954459015289,0.7935076295511951,0.5870152591024009,3.0609476085958915,0.9990918451985275,1.17251960642002,1890.6034850072074,85.68070026249463,0.0,100.16600692361064
DDO064,1.88,46.3,22.818663413968835,48.40100686824132,4.117006733739026,4.499128400929118,-0.3821216671900922,0,0.0,0.0,0.36663904954066856,0.6333609504593318,0.89,2.1123595505617976,8.974838322692736e-12,3.9331130662099314e-16,80.56744690679479,0.5474072946514639,0.09481458930289932,2.990747986867611,0.9978377880909468,1.17251960642002,1428.3050873537131,154.50414918928553,0.0,43.17542301474501
DDO064,2.08,46.4,23.835574253623513,50.665547468569734,3.7895245246460956,4.518291440602091,-0.7287669159559957,0,0.0,0.0,0.32105948132713624,0.6789405186728636,0.89,2.337078651685393,8.850992696545191e-12,3.7133540825850477e-16,85.33548675748507,0.2791411147820071,-0.4417177704359858,3.015156543694264,0.9951804435469687,1.17251960642002,1012.636608650696,244.95937765603452,0.0,21.50426907955512
DDO064,2.27,46.3,24.145089562890426,50.414259613182224,3.677090685040369,4.359625112955815,-0.6825344279154457,0,0.0,0.0,0.3021627387377744,0.6978372612622256,0.89,2.550561797752809,8.322156192096752e-12,3.4467282345009044e-16,91.93671696201332,0.23475107355977798,-0.530497852880444,3.1252455315710375,0.9168252434732581,1.17251960642002,1545.8794737856388,7011.89515781524,0.0,381.62706291091234
DDO064,2.37,46.4,24.435919258337716,52.09550085674325,3.6056087433198485,4.545096125280128,-0.9394873819602791,0,0.0,0.0,0.29000493456736864,0.7099950654326311,0.89,2.662921348314607,8.16418984880678e-12,3.341061067723531e-16,94.84438378021022,0.25750827009325095,-0.4849834598134315,3.1601209771692638,0.9567626063697644,1.17251960642002,4667.553409000046,10546.406577771793,0.0,488.52245973061434
DDO064,2.98,46.9,25.290333133432625,50.503700530569226,3.4390349170056735,3.9878361145045482,-0.5488011974988747,0,0.0,0.0,0.23153819580787052,0.7684618041921295,0.89,3.3483146067415728,6.954996476836286e-12,2.750061234915925e-16,115.2268444487845,0.15005711287515192,-0.6998857742496996,3.464043511136624,0.7356196477436809,1.17251960642002,40.22470805296985,722.5889495252617,0.0,89.55463430012611
DDO154,0.49,13.8,9.4739458516502,22.07123761373403,2.121760579974631,5.427396824622268,-3.305636244647637,0,0.0,0.0,0.8441591142173221,0.1558408857826777,2.47,0.19838056680161942,5.935670638962003e-12,6.265257087075403e-16,50.577474114188064,0.4176256119047116,-0.16474877619058123,3.7872030972879176,0.997033475255789,1.17251960642002,2683.583693297448,398.98483219034546,0.0,49.54481218274113
DDO154,0.99,21.6,12.70837715839438,30.4240416558265,2.8888654286905773,5.731306355742118,-2.842440927051541,0,0.0,0.0,0.6554141304627132,0.34458586953728676,2.47,0.40080971659919024,5.2862667504598805e-12,4.159670967089685e-16,76.17931337535461,0.3289651189569165,-0.3420697620861688,4.038823460752677,0.9990933906714186,1.17251960642002,1810.6210433561089,81.90540954442092,0.0,47.05345801277923
DDO154,1.48,28.9,14.212957116659432,35.43267527656278,4.134536156090732,6.214969431947888,-2.080433275857156,0,0.0,0.0,0.415088450639244,0.5849115493607558,2.47,0.5991902834008097,4.422942101206845e-12,3.1119084261659964e-16,101.82847138940404,0.3086441171740466,-0.382711765651905,4.453400978623005,0.9987110460605193,1.17251960642002,1355.2024160266978,87.2070312216472,0.0,5.91017148087115
DDO154,1.97,34.3,15.620761825211982,39.78589088589382,4.821518293237686,6.48714720892269,-1.6656289156850042,0,0.0,0.0,0.27288345227742344,0.7271165477225766,2.47,0.7975708502024291,4.01367564668998e-12,2.5694493595132404e-16,123.32637612298372,0.27064106971277724,-0.4587178605744384,4.694075098048576,0.9969570863390156,1.17251960642002,811.2962569656739,123.56660677701545,0.0,29.130027024715265
DDO154,2.47,38.2,16.430736441194593,43.046869086685554,5.4052111889842225,6.8638704880160155,-1.458659299031793,0,0.0,0.0,0.19193381761097847,0.8080661823890216,2.47,1.0,3.5417767585622407e-12,2.1555800442896865e-16,147.00492286507,0.28354006631171913,-0.43291986737656885,5.020706103061132,0.9960920096581258,1.17251960642002,575.2129236959682,112.59192903740654,0.0,22.389839345004777
DDO154,2.96,42.0,17.446856450375236,46.337146975909015,5.795143643345046,7.053817271193648,-1.2586736278486024,0,0.0,0.0,0.1378245477554003,0.8621754522445998,2.47,1.1983805668016194,3.3323203307001095e-12,1.909983234044687e-16,165.90767525704658,0.3678823559181694,-0.26423528816364694,5.187008112957281,0.9953876939406358,1.17251960642002,433.7101564298388,100.23829498550661,0.0,19.53404529551574
DDO154,3.46,44.6,18.56848001318363,49.01865137647892,5.769218777485151,6.9689926758532055,-1.1997738983680541,0,0.0,0.0,0.10159403541504941,0.8984059645849507,2.47,1.4008097165991902,3.229094006495866e-12,1.7390190280535657e-16,182.21817762107253,0.21944744523056592,-0.5611051095388717,5.274746074553421,0.9651156873011026,1.17251960642002,140.53475273197594,253.73756748777524,0.0,19.292937781946993
DDO154,3.95,46.3,18.733780985161538,50.00981457603392,6.108169847064242,7.1262263273956545,-1.0180564803314125,0,0.0,0.0,0.08601241955689136,0.9139875804431087,2.47,1.5991902834008096,2.8791073611327596e-12,1.5368533257718843e-16,206.18810710588542,-0.09386479927129265,-1.1877295985425889,5.605929445971569,0.9320201380331271,1.17251960642002,58.02879215280573,211.38038801114973,0.0,19.703675117120685
DDO154,4.44,47.4,18.224227006926796,51.91806819724214,6.764854348147797,8.1159397846592,-1.3510854365114033,0,0.0,0.0,0.08000678665353698,0.9199932133464631,2.47,1.7975708502024292,2.4239259106806088e-12,1.3300569125699025e-16,238.24610446783083,-0.2785430712718764,-1.557086142543767,6.1379162540584575,0.9887606907742068,1.17251960642002,131.8327742957262,74.6822347531506,0.0,21.215613626697856
DDO154,4.94,48.2,17.617064170854345,21.512609732660785,7.4856066782886215,1.4911424182384145,5.994464260050207,0,0.0,0.0,0.07647885470127608,0.9235211452987242,2.47,2.0,2.035842619535527e-12,1.1556083350730046e-16,274.21131236498985,-0.3735122266700053,-1.7470244533400034,6.723950603361222,0.06229638079664847,1.17251960642002,0.4786563279627304,359.9984924098251,0.0,29.208681575786724
DDO154,5.43,47.4,16.92600514002049,50.914266920120916,7.842377551859201,9.048363792595364,-1.2059862407361628,0,0.0,0.0,0.07487617790031857,0.9251238220996814,2.47,2.198380566801619,1.709673521123735e-12,1.0100868497796435e-16,313.7164672616211,-0.4469260677487483,-1.893852135497525,7.3618591717562625,0.932395093931048,1.17251960642002,205.27924302699907,743.9608209332537,0.0,33.398287095542976
DDO154,5.92,45.5,16.25433480644471,51.42514070484831,7.835818918303096,10.009504406504409,-2.173685488201312,0,0.0,0.0,0.07416180109718497,0.9258381989028152,2.47,2.396761133603239,1.446174747333205e-12,8.89716352317173e-17,356.15944038232686,-0.4686670462535254,-1.9373340925070508,8.026137715010442,0.9573575822828432,1.17251960642002,289.2331830522105,643.9027791917415,0.0,30.531572899430028
DDO161,0.6,16.0,11.214564191264857,25.34865363771918,2.0355190116282995,5.109106929909001,-3.0735879182807015,0,0.0,0.0,0.6301684590763277,0.36983154092367243,3.9,0.15384615384615385,6.792312054439403e-12,6.056688372901737e-16,52.319164967781404,0.7235511896221818,0.4471023792443633,3.5108303651942845,0.9981998113192379,1.17251960642002,6599.745342350299,594.8652889884054,0.0,398.0359497645213
DDO161,0.73,16.6,12.924341375869023,28.640129377796633,1.6496785772869267,4.910583606285792,-3.2609050289988657,0,0.0,0.0,0.6052744694938775,0.3947255305061224,3.9,0.18717948717948718,7.414776409591706e-12,5.737063262222243e-16,55.233987086547515,0.6775287123102185,0.35505742462044054,3.34000713699296,0.9985597739986409,1.17251960642002,8026.219476847333,578.5667538865716,0.0,425.58644903338774
DDO161,0.85,18.6,14.250489465278028,31.28465150841159,1.7035948776926126,4.819512159104413,-3.1159172814118,0,0.0,0.0,0.5741012805768466,0.42589871942315316,3.9,0.21794871794871795,7.741849338568871e-12,5.432690124386423e-16,58.328539063523074,0.7131527090948531,0.4263054181896848,3.2583860377578127,0.9997358068923259,1.17251960642002,6870.161432461738,90.53108192875035,0.0,311.5519999396241
DDO161,0.98,20.0,15.923218895688146,34.32932005562073,1.5776049511553782,4.648027325226982,-3.0704223740716037,0,0.0,0.0,0.572594872231747,0.4274051277682529,3.9,0.2512820512820513,8.383777295753039e-12,5.265127202404588e-16,60.18484757511077,0.7648851519505051,0.5297703039010173,3.111900678583945,0.9997979497902473,1.17251960642002,6365.674701492754,64.0769262290147,0.0,195.31576474056018
DDO161,1.07,21.4,17.01626721698975,36.31201161196492,1.58160836336378,4.553779769108093,-2.972171405744313,0,0.0,0.0,0.5613488844111111,0.4386511155888887,3.9,0.2743589743589744,8.768976263014762e-12,5.153290172981916e-16,61.49098294554768,0.7455660610328938,0.4911321220658049,3.0315957553302537,0.9997677118416661,1.17251960642002,7000.607589909098,81.08143793106393,0.0,189.73304548213474
DDO161,1.54,28.9,21.9869324827271,45.29579887570809,1.7276923089652751,4.244109317819174,-2.5164170088538995,0,0.0,0.0,0.5208185258029578,0.47918147419704227,3.9,0.3948717948717949,1.017214736009292e-11,4.626451356088051e-16,68.4932908077157,0.6319989816674063,0.26399796333480907,2.777543860677895,0.9961263791282174,1.17251960642002,1665.5826275759157,323.6008735073884,0.0,25.437323065567924
DDO161,2.02,32.9,25.72335125911863,52.507388337715966,1.6358244666542139,4.166637695503264,-2.5308132288490497,0,0.0,0.0,0.46925724220436504,0.530742757795635,3.9,0.517948717948718,1.061470197570632e-11,4.126484869246394e-16,76.79196414893444,0.5033265302220524,0.006653060444108405,2.707738162071079,0.9974051306701082,1.17251960642002,1366.2634891535963,177.479568672478,0.0,7.843903408943703
DDO161,2.49,35.2,28.235113776997604,57.93725177298778,1.5541976312359311,4.210529333977039,-2.6563317027411077,0,0.0,0.0,0.4190945516845912,0.5809054483154089,3.9,0.6384615384615385,1.0374897516182682e-11,3.67446633936883e-16,86.23861232450989,0.3583376811254979,-0.2833246377490184,2.7450275155259756,0.9974929311830192,1.17251960642002,1123.014205708806,140.88214565423658,0.0,14.040067198490442
DDO161,2.96,37.6,29.668475693907837,61.887543891166494,1.6061467468672121,4.35126994768294,-2.745123200815728,0,0.0,0.0,0.3842910245746383,0.6157089754253618,3.9,0.7589743589743589,9.636134088560368e-12,3.2479370318775987e-16,97.56373816062067,0.22511099684776958,-0.5497780063044502,2.868231196928017,0.9964950444314024,1.17251960642002,842.5378414853624,147.9268564818492,0.0,35.22040065589559
DDO161,3.43,40.6,30.43407465325667,64.8673888117046,1.779638792791748,4.542894266926664,-2.7632554741349162,0,0.0,0.0,0.34717488441621974,0.6528251155837802,3.9,0.8794871794871796,8.75044544250438e-12,2.8752132411451576e-16,110.21126141380743,0.17470443466574181,-0.6505911306685306,3.035340988723887,0.9954755355707607,1.17251960642002,647.4805013340406,146.89549288937945,0.0,45.02372828123365
DDO161,3.9,42.7,31.130924335779046,67.59918190133786,1.881359186024189,4.715186209436847,-2.833827023412658,0,0.0,0.0,0.3227106930312921,0.677289306968708,3.9,1.0,8.052365937152069e-12,2.586613185750291e-16,122.50802705483497,0.14174580771937606,-0.7165083845612372,3.1854077611638605,0.9947076055087344,1.17251960642002,517.5539588996353,137.43829677034074,0.0,45.92060315874767
