galaxy,R_kpc,f_bulge_r,C_baseline,C_flow,dC,V_obs_kms,V_pred_baseline,V_pred_flow
NGC0055,7.37,0.0,0.960197647714446,0.960197647714446,0.0,82.4,98.23266918333468,98.23266918333468
NGC0055,7.98,0.0,0.9621195395767131,0.9621195395767131,0.0,84.3,100.79451245946932,100.79451245946932
NGC0055,8.59,0.0,0.9639556463416152,0.9639556463416152,0.0,85.4,103.428422377958,103.428422377958
NGC0055,9.21,0.0,0.9652397246005512,0.9652397246005512,0.0,85.3,105.39159686713276,105.39159686713276
NGC0055,9.82,0.0,0.9660572844913088,0.9660572844913088,0.0,86.8,106.69845808740185,106.69845808740185
NGC0055,10.43,0.0,0.966640859243287,0.966640859243287,0.0,85.4,107.66019001965446,107.66019001965446
NGC0055,11.05,0.0,0.966817054973487,0.966817054973487,0.0,85.4,107.9554776618888,107.9554776618888
NGC0055,11.66,0.0,0.9669803940509396,0.9669803940509396,0.0,86.2,108.23130298886645,108.23130298886645
NGC0055,12.28,0.0,0.9675464052068748,0.9675464052068748,0.0,86.1,109.20298075375362,109.20298075375362
NGC0055,12.89,0.0,0.9682556809660442,0.9682556809660442,0.0,87.4,110.45668749378233,110.45668749378233
NGC0055,13.5,0.0,0.9691116229722168,0.9691116229722168,0.0,86.5,112.02613480956911,112.02613480956911
NGC0100,0.23,0.0,0.1625125639745235,0.1625125639745235,0.0,6.81,8.81017056736117,8.81017056736117
NGC0100,0.69,0.0,0.665962392384523,0.665962392384523,0.0,20.0,28.239510585606485,28.239510585606485
NGC0100,1.15,0.0,0.8131096411685917,0.8131096411685917,0.0,33.0,41.716811019834374,41.716811019834374
NGC0100,1.59,0.0,0.865485813601039,0.865485813601039,0.0,42.7,50.73129258848492,50.73129258848492
NGC0100,2.05,0.0,0.8932984486371407,0.8932984486371407,0.0,49.9,57.86859239570355,57.86859239570355
NGC0100,2.51,0.0,0.9108165695722078,0.9108165695722078,0.0,55.5,63.91508492471704,63.91508492471704
NGC0100,2.97,0.0,0.9230445168629796,0.9230445168629796,0.0,61.9,69.26622743034133,69.26622743034133
NGC0100,3.42,0.0,0.9314189947626004,0.9314189947626004,0.0,67.9,73.70562234620819,73.70562234620819
NGC0100,3.88,0.0,0.9359905652586766,0.9359905652586766,0.0,73.1,76.47927022630205,76.47927022630205
NGC0100,4.34,0.0,0.9389079850278552,0.9389079850278552,0.0,76.1,78.40599800593733,78.40599800593733
NGC0100,4.79,0.0,0.9413058451742148,0.9413058451742148,0.0,77.8,80.09362438880416,80.09362438880416
NGC0100,5.24,0.0,0.943262256549853,0.943262256549853,0.0,79.0,81.54741421697655,81.54741421697655
NGC0100,5.7,0.0,0.9442210129077406,0.9442210129077406,0.0,78.5,82.28705404609047,82.28705404609047
NGC0100,6.16,0.0,0.9447339586129992,0.9447339586129992,0.0,79.8,82.69049275604245,82.69049275604245
NGC0100,7.16,0.0,0.94579635079082,0.94579635079082,0.0,83.4,83.54386239743606,83.54386239743606
NGC0100,7.52,0.0,0.9463100374603728,0.9463100374603728,0.0,84.6,83.96536273853481,83.96536273853481
NGC0100,7.98,0.0,0.9469719561301704,0.9469719561301704,0.0,86.1,84.51732657955964,84.51732657955964
NGC0100,8.44,0.0,0.9478176791598124,0.9478176791598124,0.0,87.5,85.2374998854078,85.2374998854078
NGC0100,8.9,0.0,0.9487636956505926,0.9487636956505926,0.0,89.0,86.06372244496238,86.06372244496238
NGC0100,9.35,0.0,0.94978852726819,0.94978852726819,0.0,90.4,86.9845208441717,86.9845208441717
NGC0100,9.62,0.0,0.9506053750465714,0.9506053750465714,0.0,91.2,87.73851556165597,87.73851556165597
NGC0247,1.08,0.0,0.7018823732576555,0.7018823732576555,0.0,34.6,30.687982369663786,30.687982369663786
NGC0247,1.61,0.0,0.8131755734338367,0.8131755734338367,0.0,47.0,41.72586311724747,41.72586311724747
NGC0247,2.15,0.0,0.8602445129041316,0.8602445129041316,0.0,59.1,49.619972258162896,49.619972258162896
NGC0247,2.7,0.0,0.8870684485369834,0.8870684485369834,0.0,64.4,56.05326500978924,56.05326500978924
NGC0247,3.22,0.0,0.9053691995848606,0.9053691995848606,0.0,67.4,61.86237607571443,61.86237607571443
NGC0247,3.77,0.0,0.9189131076057144,0.9189131076057144,0.0,69.8,67.32740729116655,67.32740729116655
NGC0247,4.31,0.0,0.9288433909165096,0.9288433909165096,0.0,71.3,72.25927857716113,72.25927857716113
NGC0247,4.85,0.0,0.9359481438668966,0.9359481438668966,0.0,73.2,76.45220745248244,76.45220745248244
NGC0247,5.38,0.0,0.9408388627963552,0.9408388627963552,0.0,75.1,79.7571015810194,79.7571015810194
NGC0247,5.92,0.0,0.9453020874099384,0.9453020874099384,0.0,78.5,83.1438111187658,83.1438111187658
NGC0247,6.46,0.0,0.9493879207157456,0.9493879207157456,0.0,81.4,86.6213118552314,86.6213118552314
NGC0247,6.99,0.0,0.9531055477441592,0.9531055477441592,0.0,83.5,90.16536822493477,90.16536822493477
NGC0247,7.53,0.0,0.9567064383587032,0.9567064383587032,0.0,87.1,94.01728080552242,94.01728080552242
NGC0247,8.07,0.0,0.9594977699843495,0.9594977699843495,0.0,90.7,97.34474519183183,97.34474519183183
NGC0247,8.62,0.0,0.9619047861533678,0.9619047861533678,0.0,93.1,100.49878946298942,100.49878946298942
NGC0247,9.14,0.0,0.9640923399671592,0.9640923399671592,0.0,95.9,103.63244854490786,103.63244854490786
NGC0247,9.69,0.0,0.966106778421954,0.966106778421954,0.0,98.4,106.77907020616244,106.77907020616244
NGC0247,10.23,0.0,0.9677483480109296,0.9677483480109296,0.0,101.0,109.55576418202324,109.55576418202324
NGC0247,10.76,0.0,0.9690899803131232,0.9690899803131232,0.0,103.0,111.98565808545769,111.98565808545769
NGC0247,11.3,0.0,0.9701228815822496,0.9701228815822496,0.0,104.0,113.96566145961032,113.96566145961032
NGC0247,11.84,0.0,0.97078728784433,0.97078728784433,0.0,105.0,115.29383792586414,115.29383792586414
NGC0247,12.38,0.0,0.9711824832713642,0.9711824832713642,0.0,105.0,116.10532514596986,116.10532514596986
NGC0247,12.91,0.0,0.9712415560437584,0.9712415560437584,0.0,105.0,116.2280447133193,116.2280447133193
NGC0247,13.48,0.0,0.9711001166218156,0.9711001166218156,0.0,106.0,115.9348364502387,115.9348364502387
NGC0247,14.01,0.0,0.9707991897386364,0.9707991897386364,0.0,108.0,115.31803860920046,115.31803860920046
NGC0247,14.54,0.0,0.970432571781949,0.970432571781949,0.0,107.0,114.57923083392662,114.57923083392662
NGC0289,1.5,0.0,0.9784310094540284,0.9784310094540284,0.0,164.0,134.703906212973,134.703906212973
NGC0289,2.52,0.0,0.9865263550872108,0.9865263550872108,0.0,194.0,171.1361638803262,171.1361638803262
NGC0289,3.46,0.0,0.9863014923946628,0.9863014923946628,0.0,175.0,169.70639702379924,169.70639702379924
NGC0289,4.32,0.0,0.9874382750093444,0.9874382750093444,0.0,185.0,177.3210660710968,177.3210660710968
NGC0289,5.43,0.0,0.9882751049592168,0.9882751049592168,0.0,175.0,183.61765706359884,183.61765706359884
NGC0289,6.38,0.0,0.9881348558155604,0.9881348558155604,0.0,167.0,182.5162743730472,182.5162743730472
NGC0289,7.57,0.0,0.9878888603032662,0.9878888603032662,0.0,176.0,180.63068671113527,180.63068671113527
NGC0289,10.6,0.0,0.9876931834474753,0.9876931834474753,0.0,185.0,179.1711826872557,179.1711826872557
NGC0289,13.57,0.0,0.9878097445725648,0.9878097445725648,0.0,183.0,180.0363691804707,180.0363691804707
NGC0289,16.64,0.0,0.9879100452583552,0.9879100452583552,0.0,172.0,180.79081345265857,180.79081345265857
NGC0289,19.71,0.0,0.988258724741031,0.988258724741031,0.0,161.0,183.4880095022772,183.4880095022772
NGC0289,22.68,0.0,0.988812166243836,0.988812166243836,0.0,156.0,188.02426259097172,188.02426259097172
NGC0289,25.75,0.0,0.9892164683982094,0.9892164683982094,0.0,159.0,191.55573412047136,191.55573412047136
NGC0289,28.72,0.0,0.989377751895657,0.989377751895657,0.0,173.0,193.02023730959525,193.02023730959525
NGC0289,31.79,0.0,0.9899046884265152,0.9899046884265152,0.0,177.0,198.04634083445245,198.04634083445245
NGC0289,34.77,0.0,0.99042459068906,0.99042459068906,0.0,179.0,203.4051896664004,203.4051896664004
NGC0289,37.84,0.0,0.9906963055326312,0.9906963055326312,0.0,181.0,206.3823472480192,206.3823472480192
NGC0289,40.81,0.0,0.9909214373881768,0.9909214373881768,0.0,182.0,208.94936761289833,208.94936761289833
NGC0289,43.88,0.0,0.991018355686798,0.991018355686798,0.0,182.0,210.08397145493504,210.08397145493504
NGC0289,46.85,0.0,0.991051642978596,0.991051642978596,0.0,180.0,210.47789270530043,210.47789270530043
NGC0289,49.92,0.0,0.9910735134092314,0.9910735134092314,0.0,177.0,210.73790196679275,210.73790196679275
NGC0289,52.99,0.0,0.9911136151795562,0.9911136151795562,0.0,175.0,211.21714044715836,211.21714044715836
NGC0289,55.96,0.0,0.991152256020586,0.991152256020586,0.0,172.0,211.68198966698196,211.68198966698196
NGC0289,59.03,0.0,0.9911057322739008,0.9911057322739008,0.0,168.0,211.12268022236137,211.12268022236137
NGC0289,62.0,0.0,0.9909446125331576,0.9909446125331576,0.0,158.0,209.2190217700209,209.2190217700209
NGC0289,65.07,0.0,0.9907816369440215,0.9907816369440215,0.0,158.0,207.3442832870595,207.3442832870595
NGC0289,68.05,0.0,0.9906708714604068,0.9906708714604068,0.0,166.0,206.09817875424127,206.09817875424127
NGC0289,71.12,0.0,0.9905614555807868,0.9905614555807868,0.0,165.0,204.88878924951103,204.88878924951103
NGC0300,0.91,0.0,0.7760138274470617,0.7760138274470617,0.0,33.1,37.2266641546172,37.2266641546172
NGC0300,1.36,0.0,0.841029330998211,0.841029330998211,0.0,46.7,46.002037300330414,46.002037300330414
NGC0300,1.82,0.0,0.8753265919848653,0.8753265919848653,0.0,53.9,52.99417568450232,52.99417568450232
NGC0300,2.27,0.0,0.8977612263678044,0.8977612263678044,0.0,58.8,59.26558863803225,59.26558863803225
NGC0300,2.72,0.0,0.9118951632785232,0.9118951632785232,0.0,65.6,64.3431882101163,64.3431882101163
NGC0300,3.17,0.0,0.9204848911021808,0.9204848911021808,0.0,70.8,68.04770753702518,68.04770753702518
NGC0300,3.63,0.0,0.9261394781667118,0.9261394781667118,0.0,82.1,70.82099243760067,70.82099243760067
NGC0300,4.08,0.0,0.9304490333253304,0.9304490333253304,0.0,84.1,73.15174743057123,73.15174743057123
NGC0300,4.54,0.0,0.9348340472412946,0.9348340472412946,0.0,83.4,75.75074033469645,75.75074033469645
NGC0300,4.99,0.0,0.9374228692283948,0.9374228692283948,0.0,81.5,77.4087304124717,77.4087304124717
NGC0300,5.45,0.0,0.9392682527029788,0.9392682527029788,0.0,80.8,78.6532964707077,78.6532964707077
NGC0300,5.9,0.0,0.9415739513758304,0.9415739513758304,0.0,82.8,80.28861298577334,80.28861298577334
NGC0300,6.36,0.0,0.9459272501239736,0.9459272501239736,0.0,88.2,83.6507108571864,83.6507108571864
NGC0300,6.81,0.0,0.9498178237492182,0.9498178237492182,0.0,88.5,87.01124994232423,87.01124994232423
NGC0300,7.26,0.0,0.9526988880076044,0.9526988880076044,0.0,88.4,89.75778970946268,89.75778970946268
NGC0300,7.71,0.0,0.9541685101439282,0.9541685101439282,0.0,88.2,91.25581495904274,91.25581495904274
NGC0300,8.17,0.0,0.9543239051301452,0.9543239051301452,0.0,89.5,91.41835744723038,91.41835744723038
NGC0300,8.62,0.0,0.953981107693204,0.953981107693204,0.0,89.7,91.06087148455195,91.06087148455195
NGC0300,9.07,0.0,0.953915303272798,0.953915303272798,0.0,93.7,90.9926968263453,90.9926968263453
NGC0300,9.53,0.0,0.9540637223177452,0.9540637223177452,0.0,97.0,91.14666582210072,91.14666582210072
NGC0300,9.96,0.0,0.953370960887181,0.953370960887181,0.0,96.2,90.4342044350749,90.4342044350749
NGC0300,10.45,0.0,0.9526365665426216,0.9526365665426216,0.0,94.8,89.69578409650254,89.69578409650254
NGC0300,10.93,0.0,0.9518632126495056,0.9518632126495056,0.0,92.5,88.93623003086569,88.93623003086569
NGC0300,11.32,0.0,0.9510955705818246,0.9510955705818246,0.0,92.8,88.19987651477888,88.19987651477888
NGC0300,11.8,0.0,0.9510521910066824,0.9510521910066824,0.0,93.5,88.15877412575657,88.15877412575657
NGC0801,1.17,0.0,0.9786865845691488,0.9786865845691488,0.0,123.0,135.5268325046008,135.5268325046008
NGC0801,1.56,0.0,0.9837487237568512,0.9837487237568512,0.0,142.0,155.6067206875914,155.6067206875914
NGC0801,1.96,0.0,0.9866574132085054,0.9866574132085054,0.0,205.0,171.98602896336033,171.98602896336033
NGC0801,2.73,0.0,0.989773870008828,0.989773870008828,0.0,228.0,196.76250061438225,196.76250061438225
NGC0801,3.52,0.0,0.9911128630040807,0.9911128630040807,0.0,238.0,211.20812178149896,211.20812178149896
NGC0801,10.59,0.0,0.9927752536118308,0.9927752536118308,0.0,229.0,234.44672151670997,234.44672151670997
NGC0801,17.65,0.0,0.9934342170651836,0.9934342170651836,0.0,225.0,246.01200043794748,246.01200043794748
NGC0801,24.61,0.0,0.9939706938713494,0.9939706938713494,0.0,220.0,256.7929628043041,256.7929628043041
NGC0801,31.67,0.0,0.9945827082441367,0.9945827082441367,0.0,222.0,270.99378757343027,270.99378757343027
NGC0801,38.74,0.0,0.9947036747099612,0.9947036747099612,0.0,219.0,274.08769049312644,274.08769049312644
NGC0801,45.8,0.0,0.9945792234568605,0.9945792234568605,0.0,214.0,270.90619376747543,270.90619376747543
NGC0801,52.86,0.0,0.9945688752484688,0.9945688752484688,0.0,216.0,270.6465767886676,270.6465767886676
NGC0801,59.82,0.0,0.9947219367208606,0.9947219367208606,0.0,216.0,274.56397082427173,274.56397082427173
NGC0891,0.92,0.8601282479658281,0.9925846466225896,0.9925846466225896,0.0,234.0,231.39173699549016,231.39173699549016
NGC0891,2.32,0.3796758622549037,0.9939695286654714,0.9939695286654714,0.0,192.0,256.76800237450476,256.76800237450476
NGC0891,3.24,0.2489280771584767,0.9946169353626212,0.9946169353626212,0.0,212.0,271.85862949546265,271.85862949546265
NGC0891,4.17,0.2192043220285205,0.9940980243468664,0.9940980243468664,0.0,223.0,259.56485824509696,259.56485824509696
NGC0891,5.1,0.205003091769706,0.993538973184988,0.993538973184988,0.0,222.0,248.0114193377042,248.0114193377042
NGC0891,6.03,0.1934096272288608,0.9931399067761346,0.9931399067761346,0.0,224.0,240.64132131008017,240.64132131008017
NGC0891,6.96,0.1809753453170201,0.9929259807474046,0.9929259807474046,0.0,224.0,236.9492368005153,236.9492368005153
NGC0891,7.89,0.1755830904490558,0.9926777744364016,0.9926777744364016,0.0,226.0,232.86949060368028,232.86949060368028
NGC0891,8.8,0.1655878400506347,0.9926417942824528,0.9926417942824528,0.0,226.0,232.29524034316387,232.29524034316387
NGC0891,9.73,0.1644048459187711,0.9924086841979108,0.9924086841979108,0.0,227.0,228.67397670044556,228.67397670044556
NGC0891,10.64,0.1613297483804182,0.9922956854527144,0.9922956854527144,0.0,227.0,226.9778847260837,226.9778847260837
NGC0891,11.58,0.1569751530468223,0.9922599753438612,0.9922599753438612,0.0,224.0,226.4496013157155,226.4496013157155
NGC0891,12.52,0.1562727867410729,0.9921470596455352,0.9921470596455352,0.0,220.0,224.80288014118284,224.80288014118284
NGC0891,13.46,0.1510855307548654,0.9921952741124777,0.9921952741124777,0.0,218.0,225.5016611293921,225.5016611293921
NGC0891,14.4,0.14897165651554,0.992170613572208,0.992170613572208,0.0,217.0,225.1434471470995,225.1434471470995
NGC0891,15.33,0.1490191701245711,0.9920956707616888,0.9920956707616888,0.0,216.0,224.06512336511236,224.06512336511236
NGC0891,16.27,0.1495047731198947,0.9920196152547502,0.9920196152547502,0.0,210.0,222.9863149912653,222.9863149912653
NGC0891,17.11,0.151200158849677,0.9919207452673612,0.9919207452673612,0.0,208.0,221.606671961412,221.606671961412
NGC1003,1.25,0.0,0.8952215169580312,0.8952215169580312,0.0,47.0,58.460052147844706,58.460052147844706
NGC1003,2.08,0.0,0.926586149476328,0.926586149476328,0.0,59.5,71.05324159368483,71.05324159368483
NGC1003,2.9,0.0,0.9464639986346166,0.9464639986346166,0.0,71.6,84.09285165495267,84.09285165495267
NGC1003,3.73,0.0,0.9546165364558958,0.9546165364558958,0.0,77.6,91.72667557348412,91.72667557348412
NGC1003,4.56,0.0,0.959909272334526,0.959909272334526,0.0,83.4,97.86403534566264,97.86403534566264
NGC1003,5.39,0.0,0.963170411943744,0.963170411943744,0.0,89.7,102.2782130029062,102.2782130029062
NGC1003,6.22,0.0,0.9633589163835252,0.9633589163835252,0.0,93.8,102.5510005289512,102.5510005289512
NGC1003,7.04,0.0,0.9641702162501188,0.9641702162501188,0.0,99.0,103.74920034648888,103.74920034648888
NGC1003,7.87,0.0,0.9654861840691392,0.9654861840691392,0.0,103.0,105.78072471966982,105.78072471966982
NGC1003,8.7,0.0,0.9662307817210268,0.9662307817210268,0.0,100.0,106.98180633573055,106.98180633573055
NGC1003,9.54,0.0,0.966652907515155,0.966652907515155,0.0,98.3,107.68030808465444,107.68030808465444
NGC1003,10.34,0.0,0.9666830990006628,0.9666830990006628,0.0,98.4,107.73076885416803,107.73076885416803
NGC1003,11.21,0.0,0.9672089998300442,0.9672089998300442,0.0,94.5,108.620757817759,108.620757817759
NGC1003,11.98,0.0,0.9678459909848466,0.9678459909848466,0.0,94.9,109.72751877950304,109.72751877950304
NGC1003,12.85,0.0,0.9684645336933736,0.9684645336933736,0.0,95.3,110.83380103083148,110.83380103083148
NGC1003,13.72,0.0,0.9689759470825472,0.9689759470825472,0.0,96.9,111.77308239591136,111.77308239591136
NGC1003,14.49,0.0,0.9692962908536024,0.9692962908536024,0.0,97.2,112.37322617439423,112.37322617439423
NGC1003,15.36,0.0,0.9696008017445308,0.9696008017445308,0.0,100.0,112.95238714369626,112.95238714369626
NGC1003,16.13,0.0,0.9696898551292148,0.9696898551292148,0.0,104.0,113.12339113430724,113.12339113430724
NGC1003,17.0,0.0,0.9703273687350468,0.9703273687350468,0.0,104.0,114.36973276863544,114.36973276863544
NGC1003,17.78,0.0,0.9699356997800288,0.9699356997800288,0.0,105.0,113.5993687434485,113.5993687434485
NGC1003,18.65,0.0,0.9698190167071796,0.9698190167071796,0.0,109.0,113.3727421515103,113.3727421515103
NGC1003,19.52,0.0,0.9690426389434604,0.9690426389434604,0.0,110.0,111.89726533929154,111.89726533929154
NGC1003,20.29,0.0,0.968970606072918,0.968970606072918,0.0,107.0,111.7631543542357,111.7631543542357
NGC1003,21.16,0.0,0.9689773456978656,0.9689773456978656,0.0,106.0,111.77568260643136,111.77568260643136
NGC1003,21.93,0.0,0.9685004599151056,0.9685004599151056,0.0,106.0,110.89904464888129,110.89904464888129
NGC1003,22.8,0.0,0.9681602636443084,0.9681602636443084,0.0,108.0,110.28562052646528,110.28562052646528
NGC1003,23.67,0.0,0.9674472774772112,0.9674472774772112,0.0,109.0,109.03099888929616,109.03099888929616
NGC1003,24.44,0.0,0.96805319814247,0.96805319814247,0.0,110.0,110.09457356448098,110.09457356448098
NGC1003,25.31,0.0,0.9679995456648868,0.9679995456648868,0.0,110.0,109.9991933055242,109.9991933055242
NGC1003,26.08,0.0,0.967772329433238,0.967772329433238,0.0,110.0,109.59787613268576,109.59787613268576
NGC1003,26.95,0.0,0.9691028798365028,0.9691028798365028,0.0,113.0,112.00977807981788,112.00977807981788
NGC1003,27.73,0.0,0.9719031706423432,0.9719031706423432,0.0,114.0,117.62857564191536,117.62857564191536
NGC1003,28.6,0.0,0.972740625901125,0.972740625901125,0.0,112.0,119.47322388093654,119.47322388093654
NGC1003,29.47,0.0,0.9746211700483096,0.9746211700483096,0.0,113.0,123.94017871948944,123.94017871948944
NGC1003,30.24,0.0,0.9763212440190364,0.9763212440190364,0.0,115.0,128.42421635770185,128.42421635770185
NGC1090,0.35,0.0,0.8074857040985843,0.8074857040985843,0.0,20.9,40.960563639888605,40.960563639888605
NGC1090,1.07,0.0,0.9423171006263348,0.9423171006263348,0.0,61.7,80.83603273650603,80.83603273650603
NGC1090,1.6,0.0,0.9580630708976194,0.9580630708976194,0.0,81.3,95.59358149887036,95.59358149887036
NGC1090,3.7,0.0,0.9764573308531984,0.9764573308531984,0.0,124.0,128.80383121348316,128.80383121348316
NGC1090,5.09,0.0,0.9807803125410076,0.9807803125410076,0.0,156.0,142.87054614342344,142.87054614342344
NGC1090,6.61,0.0,0.9841330248105542,0.9841330248105542,0.0,166.0,157.51061500831318,157.51061500831318
NGC1090,8.17,0.0,0.9860661522649824,0.9860661522649824,0.0,165.0,168.2470628008224,168.2470628008224
NGC1090,9.11,0.0,0.9865079603602016,0.9865079603602016,0.0,174.0,171.01786817721643,171.01786817721643
NGC1090,10.37,0.0,0.9871167253757888,0.9871167253757888,0.0,164.0,175.06572178604182,175.06572178604182
NGC1090,11.28,0.0,0.9877995262741336,0.9877995262741336,0.0,176.0,179.9600293980279,179.9600293980279
NGC1090,13.62,0.0,0.9887866462297538,0.9887866462297538,0.0,174.0,187.80775875628953,187.80775875628953
NGC1090,15.04,0.0,0.9890034247830588,0.9890034247830588,0.0,168.0,189.67066585672453,189.67066585672453
NGC1090,16.37,0.0,0.989070406577632,0.989070406577632,0.0,166.0,190.257416964732,190.257416964732
NGC1090,17.59,0.0,0.9890195781767016,0.9890195781767016,0.0,167.0,189.81167774246657,189.81167774246657
NGC1090,18.8,0.0,0.988993534430784,0.988993534430784,0.0,167.0,189.58448021076117,189.58448021076117
NGC1090,20.13,0.0,0.98896352840994,0.98896352840994,0.0,165.0,189.32371102257784,189.32371102257784
NGC1090,21.35,0.0,0.9889394217340636,0.9889394217340636,0.0,165.0,189.11497677576335,189.11497677576335
NGC1090,22.57,0.0,0.9889453592642958,0.9889453592642958,0.0,165.0,189.16632536115964,189.16632536115964
NGC1090,23.89,0.0,0.9889722671542824,0.9889722671542824,0.0,165.0,189.39954617489744,189.39954617489744
NGC1090,25.11,0.0,0.9890436502448552,0.9890436502448552,0.0,163.0,190.02239231265665,190.02239231265665
NGC1090,26.33,0.0,0.98913607853384,0.98913607853384,0.0,162.0,190.83793493540225,190.83793493540225
NGC1090,27.65,0.0,0.9892393612074648,0.9892393612074648,0.0,162.0,191.7616081400082,191.7616081400082
NGC1090,28.87,0.0,0.989346329624894,0.989346329624894,0.0,162.0,192.73231650228513,192.73231650228513
NGC1090,30.09,0.0,0.9894125686460734,0.9894125686460734,0.0,160.0,193.3407519763584,193.3407519763584
NGC1705,0.22,0.0,0.6781279893380845,0.6781279893380845,0.0,50.2,29.029812058698603,29.029812058698603
NGC1705,0.66,0.0,0.8413006363073093,0.8413006363073093,0.0,62.2,46.04876759354707,46.04876759354707
NGC1705,1.11,0.0,0.8734310744042895,0.8734310744042895,0.0,72.4,52.53887490797499,52.53887490797499
NGC1705,1.55,0.0,0.8800895655614296,0.8800895655614296,0.0,73.2,54.18323655822312,54.18323655822312
NGC1705,2.0,0.0,0.882607174709076,0.882607174709076,0.0,72.9,54.83943162532819,54.83943162532819
NGC1705,2.45,0.0,0.8815509120000242,0.8815509120000242,0.0,72.6,54.5616926188075,54.5616926188075
NGC1705,2.89,0.0,0.8793192451064831,0.8793192451064831,0.0,71.5,53.98638851477377,53.98638851477377
NGC1705,3.34,0.0,0.8769660846369534,0.8769660846369534,0.0,71.1,53.39603046510116,53.39603046510116
NGC1705,3.78,0.0,0.8747616261945241,0.8747616261945241,0.0,71.4,52.8574426697913,52.8574426697913
NGC1705,4.22,0.0,0.8753544667612053,0.8753544667612053,0.0,71.5,53.00094484729283,53.00094484729283
NGC1705,4.66,0.0,0.8765299115688944,0.8765299115688944,0.0,71.5,53.28837618846239,53.28837618846239
NGC1705,5.11,0.0,0.87830535867762,0.87830535867762,0.0,71.3,53.730023978679,53.730023978679
NGC1705,5.56,0.0,0.8797192702425205,0.8797192702425205,0.0,71.8,54.088385858759395,54.088385858759395
NGC1705,6.0,0.0,0.8850375367801152,0.8850375367801152,0.0,71.5,55.49231089266287,55.49231089266287
NGC2366,0.12,0.0,0.0217308658031997,0.0217308658031997,0.0,4.2,2.9808445961062513,2.9808445961062513
NGC2366,0.36,0.0,0.2513163836883598,0.2513163836883598,0.0,9.41,11.58753961387692,11.58753961387692
NGC2366,0.59,0.0,0.4889015494578206,0.4889015494578206,0.0,15.3,19.560881418807632,19.560881418807632
NGC2366,0.83,0.0,0.6391637798548523,0.6391637798548523,0.0,18.4,26.618342658903256,26.618342658903256
NGC2366,1.07,0.0,0.7206278641769742,0.7206278641769742,0.0,23.4,32.12136386522635,32.12136386522635
NGC2366,1.31,0.0,0.7716063397047489,0.7716063397047489,0.0,28.1,36.76087727077793,36.76087727077793
NGC2366,1.54,0.0,0.8027099849956669,0.8027099849956669,0.0,33.1,40.341939650690264,40.341939650690264
NGC2366,1.79,0.0,0.8292692453070145,0.8292692453070145,0.0,37.5,44.078001489014014,44.078001489014014
NGC2366,2.02,0.0,0.848720770382182,0.848720770382182,0.0,40.5,47.372113250660085,47.372113250660085
NGC2366,2.26,0.0,0.8617042038665553,0.8617042038665553,0.0,42.3,49.923452544285574,49.923452544285574
NGC2366,2.49,0.0,0.8691696828168043,0.8691696828168043,0.0,45.2,51.54993039811896,51.54993039811896
NGC2366,2.74,0.0,0.8766453029460592,0.8766453029460592,0.0,47.4,53.31680361792972,53.31680361792972
NGC2366,2.97,0.0,0.8840691038814598,0.8840691038814598,0.0,48.1,55.22980449164054,55.22980449164054
NGC2366,3.21,0.0,0.8906141895351991,0.8906141895351991,0.0,48.8,57.06821730370323,57.06821730370323
NGC2366,3.44,0.0,0.8958499758857553,0.8958499758857553,0.0,50.7,58.65674393527048,58.65674393527048
NGC2366,3.69,0.0,0.9002050705273837,0.9002050705273837,0.0,52.1,60.068458255816715,60.068458255816715
NGC2366,3.92,0.0,0.9038238787734788,0.9038238787734788,0.0,53.0,61.31098200532733,61.31098200532733
NGC2366,4.16,0.0,0.90631931475216,0.90631931475216,0.0,53.7,62.2079061868339,62.2079061868339
NGC2366,4.4,0.0,0.9086888715449198,0.9086888715449198,0.0,51.2,63.09221075477635,63.09221075477635
NGC2366,4.64,0.0,0.9109791850692036,0.9109791850692036,0.0,51.6,63.9791461480546,63.9791461480546
NGC2366,4.87,0.0,0.9140006516118914,0.9140006516118914,0.0,51.5,65.20121189271295,65.20121189271295
NGC2366,5.11,0.0,0.916668238411051,0.916668238411051,0.0,50.4,66.33317823068708,66.33317823068708
NGC2366,5.35,0.0,0.918322152647042,0.918322152647042,0.0,48.5,67.061827545097,67.061827545097
NGC2366,5.59,0.0,0.9193324268353456,0.9193324268353456,0.0,50.0,67.51756781051543,67.51756781051543
NGC2366,5.82,0.0,0.9196368142588304,0.9196368142588304,0.0,49.0,67.65651096066962,67.65651096066962
NGC2366,6.06,0.0,0.9205318535123548,0.9205318535123548,0.0,49.4,68.06954762805213,68.06954762805213
NGC2403,0.16,0.0,0.5021762308573159,0.5021762308573159,0.0,24.5,20.087239500752705,20.087239500752705
NGC2403,0.26,0.0,0.7012702923827833,0.7012702923827833,0.0,35.3,30.64315722523035,30.64315722523035
NGC2403,0.36,0.0,0.8007269334275652,0.8007269334275652,0.0,43.2,40.091094425946274,40.091094425946274
NGC2403,0.46,0.0,0.8512567441305943,0.8512567441305943,0.0,52.0,47.84555940685249,47.84555940685249
NGC2403,0.56,0.0,0.8784194205166869,0.8784194205166869,0.0,60.9,53.75871207568972,53.75871207568972
NGC2403,0.66,0.0,0.8922004270801729,0.8922004270801729,0.0,65.8,57.5377253608198,57.5377253608198
NGC2403,0.76,0.0,0.902654528358022,0.902654528358022,0.0,71.7,60.902188825181106,60.902188825181106
