galaxy,R_kpc,R_over_Rd,V_obs_kms,V_bar_kms,V_pred_kms,Sigma_req,Sigma_pred,dSigma,need_sigma_lt_1,f_bulge_global,f_bulge_r,f_disk_r,f_gas_r,g_bar_SI,Omega_bar_SI,tau_dyn_Myr,dlnVbar_dlnR,dlnGbar_dlnR,A_use,C_term,h_term,Sigma_term,g_for_h_SI
D564-8,1.02,0.6666666666666666,15.1,8.11829415579406,16.55704080790178,3.459587568486967,4.159449651014614,-0.6998620825276474,False,0.0,0.0,0.5689527771835035,0.43104722281649666,2.093791696847242e-12,2.579103019262851e-16,771.9820661627923,0.35546667049660785,-0.2890666590067852,1.17251960642002,0.4066475649507667,6.6263323483666605,4.159450125290653,2.093791696847242e-12
D564-8,1.53,1.0,19.8,9.028269490882513,21.29490212429079,4.809737251969553,5.563425391755754,-0.7536881397862008,False,0.0,0.0,0.5068608440841055,0.49313915591589463,1.7263214856043948e-12,1.9121288828914288e-16,1041.258931587554,0.15544689530853262,-0.6891062093829348,1.17251960642002,0.5313266298259725,7.32502755071646,5.563425439570874,1.7263214856043948e-12
D564-8,2.04,1.3333333333333333,21.9,9.238011149592753,23.97922627262218,5.619934650287639,6.737726336609183,-1.117791686321544,False,0.0,0.0,0.4485688858266586,0.5514311141733413,1.355597861309138e-12,1.4674131037056586e-16,1356.8239731738156,0.002125204679474635,-0.9957495906410543,1.17251960642002,0.5897449751994718,8.297656812584389,6.737726348618946,1.355597861309138e-12
D564-8,2.56,1.673202614379085,24.0,9.114655780664458,25.58177465749767,6.93333108642048,7.877361826920583,-0.9440307405001036,False,0.0,0.0,0.40172936055067027,0.5982706394493298,1.051585664087816e-12,1.15373052959237e-16,1725.7247048500044,-0.10668260846320798,-0.6509161561408092,1.17251960642002,0.6206471133917385,9.450548619455807,7.877361833031277,1.051585664087816e-12
D564-8,3.07,2.0065359477124183,25.0,8.878223358307675,26.600138500742787,7.929172822347833,8.976678314203287,-1.0475054918554543,False,0.0,0.0,0.371228013196681,0.6287719868033189,8.319894828172205e-13,9.371125834975729e-17,2124.6340223350426,-0.1446696471106756,-0.27687068521300345,1.17251960642002,0.638848153653286,10.64888950592739,8.976678318636363,8.319894828172205e-13
D631-7,0.45,0.16728624535315986,8.41,10.97542937656655,17.54632619729987,0.5871498476050773,2.555814670690006,-1.9686648230849286,True,0.0,0.0,0.41424563579377566,0.5857543642062244,8.674303305249515e-12,7.90338401135346e-16,251.92009837774137,0.6652750909539729,0.33055018190794705,1.17251960642002,0.43492733604526607,3.050851700172888,2.555814861813489,8.674303305249515e-12
D631-7,0.9,0.3345724907063197,17.8,17.40561116421943,31.203314463446144,1.0458308535945733,3.2138300056302276,-2.1679991520356543,False,0.0,0.0,0.3975345537774055,0.6024654462225945,1.0907874270900844e-11,6.266872313753665e-16,317.7057354890754,0.6265486058834941,0.25309721176698474,1.17251960642002,0.7088043372986603,2.663776538605902,3.2138300057859324,1.0907874270900844e-11
D631-7,1.35,0.5018587360594796,26.0,22.234630646808597,40.980275595665944,1.3673725491465247,3.396955912949207,-2.0295833638026823,False,0.0,0.0,0.43587791385876584,0.5641220861412342,1.1866705071889779e-11,5.337037192292215e-16,373.05741105433526,0.41088343867325516,-0.178233122653495,1.17251960642002,0.8076352445277076,2.531189554850705,3.3969559129498026,1.1866705071889779e-11
D631-7,1.8,0.6691449814126395,30.9,24.057781485415482,46.312065030576164,1.6497031627992722,3.7057587348151815,-2.056055572015909,False,0.0,0.0,0.3945189756639369,0.6054810243360631,1.041940033844603e-11,4.3309896819715347e-16,459.71508220053937,0.15330419999485834,-0.6933916000102727,1.17251960642002,0.8428171793571729,2.7380134437808037,3.7057587348152436,1.041940033844603e-11
D631-7,2.25,0.8364312267657993,34.7,24.38059064091762,49.34346671483432,2.025678433789829,4.096103026376203,-2.070424592586374,False,0.0,0.0,0.3337799362463688,0.6662200637536313,8.56071433714985e-12,3.5112825867239316e-16,567.0353292512633,0.04301980859448662,-0.9139603828110268,1.17251960642002,0.8588954615557792,3.0743618509601127,4.0961030263762295,8.56071433714985e-12
D631-7,2.69,1.0,38.8,24.510016319864008,51.7306008957619,2.505972208651017,4.4545911041459005,-1.9486188954948833,False,0.0,0.0,0.292919626414649,0.7070803735853509,7.236673838199616e-12,2.9525373397384045e-16,674.3424548302705,-0.04585983370762747,-1.0917196674152763,1.17251960642002,0.8699633163182358,3.3866911794437966,4.454591104145916,7.236673838199616e-12
D631-7,3.14,1.1672862453531598,42.5,24.091859621042126,53.16848704717907,3.111982973641224,4.870437298666198,-1.7584543250249745,False,0.0,0.0,0.2596144121724751,0.740385587827525,5.9898380192445035e-12,2.4862497596544626e-16,800.8130598809762,-0.13063981491909082,-1.2612796298381852,1.17251960642002,0.876041561357336,3.7680374639886427,4.8704372986662126,5.9898380192445035e-12
D631-7,3.59,1.3345724907063197,45.6,23.620823440346022,54.289731047016566,3.726830306950544,5.282570643213018,-1.5557403362624735,False,0.0,0.0,0.2386823177193812,0.7613176822806188,5.0361620545296675e-12,2.1320857281916556e-16,933.8373459053785,-0.1700366925767529,-1.3400733851535023,1.17251960642002,0.8805033758424604,4.148139916291803,5.2825706432130275,5.0361620545296675e-12
D631-7,4.04,1.5018587360594795,48.8,23.09681471545373,55.13462856736148,4.464115917350196,5.698292331435851,-1.2341764140856544,False,0.0,0.0,0.22141832369395548,0.7785816763060446,4.278848344166885e-12,1.8525707535351065e-16,1074.7342706657396,-0.2466513560255308,-1.4933027120510758,1.17251960642002,0.8837150912177882,4.534272851068688,5.698292331435864,4.278848344166885e-12
D631-7,4.49,1.6691449814126396,51.8,22.382807017887636,55.52305678383321,5.355874832244672,6.153435252098853,-0.7975604198541806,False,0.0,0.0,0.20954517958989408,0.790454820410106,3.615653782366518e-12,1.6153710209255708e-16,1232.5473540539447,-0.30713218065065107,-1.6142643613013092,1.17251960642002,0.8851502037166049,4.965462847050494,6.153435252098868,3.615653782366518e-12
D631-7,4.94,1.8364312267657994,54.8,21.717368625135045,55.82427973094343,6.367173892348063,6.607419042194361,-0.24024514984629786,False,0.0,0.0,0.1995555547074585,0.8004444452925416,3.093795015231383e-12,1.4245717649470277e-16,1397.6279234561885,-0.35925673480927145,-1.7185134696185287,1.17251960642002,0.8862456876026528,5.396209020783001,6.60741904219438,3.093795015231383e-12
D631-7,5.39,2.003717472118959,56.6,20.97537603953741,55.86306908472642,7.2813742140308895,7.093001846424901,0.18837236760598852,False,0.0,0.0,0.19324384771200712,0.8067561522879929,2.6450557127346313e-12,1.261028983580008e-16,1578.8862140224617,-0.41570321650934616,-1.8314064330187136,1.17251960642002,0.8863856648781014,5.862575819363455,7.093001846424926,2.6450557127346313e-12
D631-7,5.84,2.171003717472119,58.4,20.26237276332661,55.81809255413177,8.307016876185488,7.588734895327756,0.7182819808577321,False,0.0,0.0,0.18876788318501087,0.8112321168149891,2.2780950092774264e-12,1.1242982428003738e-16,1770.9013514937515,-0.45329209219562117,-1.9065841843912494,1.17251960642002,0.8862233373389108,6.340722367148641,7.588734895327789,2.2780950092774264e-12
D631-7,6.29,2.3382899628252787,58.5,19.56233498332957,55.67761606429436,8.94273474825702,8.100650236187679,0.8420845120693414,False,0.0,0.0,0.18595570586196297,0.814044294138037,1.9714910766814998e-12,1.0077994668640246e-16,1975.6125530138495,-0.4893562417668953,-1.9787124835337693,1.17251960642002,0.8857141854889886,6.8372963941607745,8.100650236187725,1.9714910766814998e-12
D631-7,6.74,2.505576208178439,57.7,18.892824034537558,55.483575794959,9.327341269707862,8.624523820315865,0.702817449391997,False,0.0,0.0,0.18461203993513736,0.8153879600648627,1.7160816244896544e-12,9.083245688164582e-17,2191.971180798865,-0.5253435595748464,-2.0506871191497,1.17251960642002,0.8850054984748607,7.347619246289485,8.624523820315932,1.7160816244896544e-12
D631-7,7.19,2.672862453531599,57.3,18.238533384019668,55.21969446111283,9.870278775423944,9.166597743289767,0.7036810321341775,False,0.0,0.0,0.18453115506933693,0.815468844930663,1.499184256235482e-12,8.219872862963011e-17,2422.204468183867,-0.5453336607460626,-2.09066732149217,1.17251960642002,0.8840315724449688,7.8786766165573665,9.166597743289865,1.499184256235482e-12
DDO064,0.1,0.11235955056179776,6.29,0.802433797892387,0.8191205507452214,61.444478956359674,1.0420227933734347,60.40245616298624,False,0.0,0.0,0.6006817400006256,0.39931825999937454,2.0865197666882704e-13,2.6002391376940605e-16,765.7069877899406,1.3983549597755816,0.3702853159461805,1.17251960642002,0.0016745872453649549,21.4021313554624,1.0420227933734347,2.0865197666882704e-13
DDO064,0.3,0.33707865168539325,13.9,3.729014615149691,4.474765867247931,13.894452215122742,1.439966744694538,12.454485470428205,False,0.0,0.0,0.768337607654025,0.23166239234597494,1.5020036724994596e-12,4.027883576528074e-16,494.3095399429191,1.279782779535118,1.1192049397853125,1.17251960642002,0.0476723996566197,7.871050962804425,1.4399667447152544,1.5020036724994596e-12
DDO064,0.49,0.550561797752809,15.6,6.807705193381982,10.480001607806562,5.25106888899198,2.369851961968333,2.8812169270236465,False,0.0,0.0,0.9913154192653091,0.008684580734690936,3.0648517994365608e-12,4.502033669754111e-16,442.24930858102095,1.192044518393192,1.384089036786385,1.17251960642002,0.2154254168442519,5.4232131298834565,2.3698522515073757,3.0648517994365608e-12
DDO064,0.69,0.7752808988764044,18.4,10.152994632127017,18.373591906123526,3.28433412589624,3.274913390750663,0.009420735145576842,False,0.0,0.0,0.9398534971232003,0.06014650287679964,4.8410916058497e-12,4.768141598864914e-16,417.5675651350638,0.6541980287929068,0.30839605758581,1.17251960642002,0.4576924746297918,4.2390738888365975,3.2749134162039364,4.8410916058497e-12
DDO064,0.89,1.0,22.5,10.881622121724316,21.225036592768795,4.275409869292803,3.8046053521322527,0.47080451716055016,False,0.0,0.0,0.9704677910677926,0.029532208932207413,4.311231585922653e-12,3.9619383375899556e-16,502.5371694372126,0.5284026516393556,0.05680530327872191,1.17251960642002,0.5296896231715106,4.515753021528906,3.8046053604002736,4.311231585922653e-12
DDO064,1.09,1.2247191011235956,26.5,12.623190959499901,25.646213419611684,4.407105465218696,4.127700706952246,0.27940475826645006,False,0.0,0.0,0.8449847328076604,0.1550152671923396,4.73713634228567e-12,3.752724931029122e-16,530.5534816033606,0.9734334598711243,0.9468669197422486,1.17251960642002,0.6218310372508733,4.289756882683947,4.127700707271777,4.73713634228567e-12
DDO064,1.29,1.449438202247191,35.3,15.383169374351956,31.351399968184527,5.2657200605640835,4.153576691047025,1.1121433695170584,False,0.0,0.0,0.6352966232945223,0.3647033767054778,5.944372434651111e-12,3.864205281755554e-16,515.2472843659816,1.3327085704714996,1.6654171409430063,1.17251960642002,0.7107549160672229,3.784107026772385,4.153576691049497,5.944372434651111e-12
DDO064,1.48,1.6629213483146068,40.5,18.806440386208124,37.488643279427016,4.637637969906318,3.9736191839231054,0.6640187859832123,False,0.0,0.0,0.47550541135516583,0.5244945886448342,7.743825646774447e-12,4.117645597863088e-16,483.5339104197071,1.1829632634077427,1.365926526815457,1.17251960642002,0.7784422509990143,3.257908153112837,3.973619183923118,7.743825646774447e-12
DDO064,1.68,1.8876404494382022,44.2,21.14650798595362,41.88160540828316,4.368850838642964,3.922557513471538,0.44629332517142606,False,0.0,0.0,0.4087600642970042,0.5912399357029958,8.6252584637225e-12,4.0788098297136106e-16,488.137805090322,0.7935076295511951,0.5870152591024009,1.17251960642002,0.8143049160227149,3.060947608595891,3.92255751347154,8.6252584637225e-12
DDO064,1.88,2.1123595505617976,46.3,22.818663413968835,45.25802343102644,4.117006733739025,3.933786278942458,0.183220454796567,False,0.0,0.0,0.36663904954066845,0.6333609504593316,8.974838322692736e-12,3.9331130662099314e-16,506.22019864174445,0.5474072946514639,0.09481458930289932,1.17251960642002,0.8366205740075705,2.9907479868676106,3.933786278942457,8.974838322692736e-12
DDO064,2.08,2.337078651685393,46.4,23.835574253623513,47.71272157786452,3.7895245246460956,4.006979684685317,-0.21745516003922116,False,0.0,0.0,0.32105948132713624,0.6789405186728636,8.850992696545191e-12,3.7133540825850477e-16,536.1786765756484,0.2791411147820071,-0.4417177704359858,1.17251960642002,0.850551305047585,3.015156543694264,4.006979684685316,8.850992696545191e-12
DDO064,2.27,2.550561797752809,46.3,24.145089562890426,49.15090977655986,3.6770906850403686,4.143863875590573,-0.4667731905502044,False,0.0,0.0,0.3021627387377744,0.6978372612622256,8.322156192096752e-12,3.4467282345009044e-16,577.6554292060503,0.23475107355977798,-0.530497852880444,1.17251960642002,0.8579450582357335,3.125245531571038,4.143863875590574,8.322156192096752e-12
DDO064,2.37,2.662921348314607,46.4,24.435919258337716,50.04950394746818,3.605608743319849,4.195098785362284,-0.5894900420424354,False,0.0,0.0,0.2900049345673687,0.7099950654326312,8.16418984880678e-12,3.341061067723531e-16,595.9248386363188,0.25750827009325095,-0.4849834598134315,1.17251960642002,0.8623041332202332,3.1601209771692638,4.195098785362285,8.16418984880678e-12
DDO064,2.98,3.3483146067415728,46.9,25.290333133432625,54.08244920192139,3.439034917005672,4.573025277211372,-1.1339903602057002,False,0.0,0.0,0.23153819580787052,0.7684618041921295,6.954996476836286e-12,2.750061234915925e-16,723.9916160332705,0.15005711287515192,-0.6998857742496996,1.17251960642002,0.8796960392311695,3.464043511136624,4.573025277211373,6.954996476836286e-12
DDO154,0.49,0.19838056680161942,13.8,9.4739458516502,15.450500753060854,2.1217605799746306,2.6596428583641694,-0.5378822783895387,False,0.0,0.0,0.8441591142173223,0.15584088578267774,5.935670638962003e-12,6.265257087075403e-16,317.7876422285223,0.4176256119047116,-0.16474877619058123,1.17251960642002,0.3737455080598797,3.7872030972879167,2.6596430477689115,5.935670638962003e-12
DDO154,0.99,0.40080971659919024,21.6,12.70837715839438,25.080218786287947,2.8888654286905773,3.894775691995966,-1.0059102633053887,False,0.0,0.0,0.6554141304627132,0.34458586953728676,5.2862667504598805e-12,4.159670967089685e-16,478.64874251105743,0.3289651189569165,-0.3420697620861688,1.17251960642002,0.6112796440918759,4.038823460752677,3.894775695877706,5.2862667504598805e-12
DDO154,1.48,0.5991902834008097,28.9,14.212957116659432,30.701163088306437,4.134536156090731,4.66595736347662,-0.5314212073858888,False,0.0,0.0,0.41508845063924404,0.584911549360756,4.422942101206845e-12,3.1119084261659964e-16,639.8071552864603,0.3086441171740466,-0.382711765651905,1.17251960642002,0.7020620468170455,4.453400978623005,4.665957363667527,4.422942101206845e-12
DDO154,1.97,0.7975708502024291,34.3,15.620761825211982,35.55571355502713,4.821518293237686,5.18100935299363,-0.3594910597559444,False,0.0,0.0,0.27288345227742344,0.7271165477225766,4.01367564668998e-12,2.5694493595132404e-16,774.8824744436346,0.27064106971277724,-0.4587178605744384,1.17251960642002,0.7596455396256806,4.694075098048576,5.181009353004585,4.01367564668998e-12
DDO154,2.47,1.0,38.2,16.430736441194593,39.11306340075516,5.4052111889842225,5.666691960641025,-0.26148077165680217,False,0.0,0.0,0.19193381761097847,0.8080661823890216,3.5417767585622407e-12,2.1555800442896865e-16,923.6591714288761,0.28354006631171913,-0.43291986737656885,1.17251960642002,0.7927280425159431,5.020706103061132,5.666691960642638,3.5417767585622407e-12
DDO154,2.96,1.1983805668016194,42.0,17.446856450375236,42.690495266721136,5.795143643345047,5.987258522928071,-0.1921148795830243,False,0.0,0.0,0.13782454775540026,0.8621754522445997,3.3323203307001095e-12,1.909983234044687e-16,1042.4286675233973,0.3678823559181694,-0.26423528816364694,1.17251960642002,0.820020746883982,5.1870081129572805,5.987258522928283,3.3323203307001095e-12
DDO154,3.46,1.4008097165991902,44.6,18.56848001318363,46.277579114622085,5.76921877748515,6.211386514571779,-0.4421677370866286,False,0.0,0.0,0.10159403541504941,0.8984059645849507,3.229094006495866e-12,1.7390190280535657e-16,1144.9105763297628,0.21944744523056592,-0.5611051095388717,1.17251960642002,0.8426197100474312,5.274746074553421,6.2113865145718075,3.229094006495866e-12
DDO154,3.95,1.5991902834008096,46.3,18.733780985161538,48.14927853775132,6.108169847064241,6.605849742383907,-0.49767989531966617,False,0.0,0.0,0.08601241955689136,0.9139875804431087,2.8791073611327596e-12,1.5368533257718843e-16,1295.5180850828701,-0.09386479927129265,-1.1877295985425889,1.17251960642002,0.8528520775220447,5.605929445971569,6.605849742383919,2.8791073611327596e-12
DDO154,4.44,1.7975708502024292,47.4,18.224227006926796,48.76690680633987,6.764854348147798,7.1606457180423595,-0.3957913698945612,False,0.0,0.0,0.08000678665353698,0.9199932133464631,2.4239259106806088e-12,1.3300569125699025e-16,1496.9444230850472,-0.2785430712718764,-1.557086142543767,1.17251960642002,0.8560224650746489,6.1379162540584575,7.160645718042372,2.4239259106806088e-12
DDO154,4.94,2.0,48.2,17.617064170854345,49.07926132203052,7.4856066782886215,7.7612015684194855,-0.275594890130864,False,0.0,0.0,0.07647885470127606,0.923521145298724,2.035842619535527e-12,1.1556083350730046e-16,1722.9204889141363,-0.3735122266700053,-1.7470244533400034,1.17251960642002,0.8575891063530507,6.723950603361223,7.7612015684195015,2.035842619535527e-12
DDO154,5.43,2.198380566801619,47.4,16.92600514002049,49.06174605565852,7.842377551859201,8.401891398275378,-0.5595138464161771,False,0.0,0.0,0.07487617790031857,0.9251238220996814,1.709673521123735e-12,1.0100868497796435e-16,1971.1386977185034,-0.4469260677487483,-1.893852135497525,1.17251960642002,0.8575018977039653,7.3618591717562625,8.4018913982754,1.709673521123735e-12
DDO154,5.92,2.396761133603239,45.5,16.25433480644471,48.935683363111025,7.8358189183030955,9.063854235845039,-1.2280353175419432,False,0.0,0.0,0.07416180109718495,0.9258381989028149,1.446174747333205e-12,8.89716352317173e-17,2237.81576282354,-0.4686670462535254,-1.9373340925070508,1.17251960642002,0.8568719928186568,8.026137715010442,9.063854235845072,1.446174747333205e-12
DDO161,0.6,0.15384615384615385,16.0,11.214564191264857,19.41506836558195,2.0355190116283,2.997181518920355,-0.961662507292055,False,0.0,0.0,0.6301684590763277,0.36983154092367243,6.792312054439403e-12,6.056688372901737e-16,328.73100860946903,0.7235511896221818,0.4471023792443633,1.17251960642002,0.4851629626734555,3.510830365194285,2.9971817961194764,6.792312054439403e-12
DDO161,0.73,0.18717948717948718,16.6,12.924341375869023,23.324186013835426,1.649678577286927,3.2568379596572057,-1.6071593823702788,False,0.0,0.0,0.6052744694938775,0.3947255305061224,7.414776409591706e-12,5.737063262222243e-16,347.0453761191423,0.6775287123102185,0.35505742462044054,1.17251960642002,0.576279110204449,3.340007136992961,3.256837997775734,7.414776409591706e-12
DDO161,0.85,0.21794871794871795,18.6,14.250489465278028,26.37604969095074,1.7035948776926126,3.4257837247967577,-1.722188847104145,False,0.0,0.0,0.5741012805768467,0.4258987194231532,7.741849338568871e-12,5.432690124386423e-16,366.4890196331787,0.7131527090948531,0.4263054181896848,1.17251960642002,0.6349352366113808,3.258386037757812,3.425783731823662,7.741849338568871e-12
DDO161,0.98,0.2512820512820513,20.0,15.923218895688146,29.872132927184087,1.5776049511553785,3.519417065581257,-1.9418121144258786,False,0.0,0.0,0.572594872231747,0.42740512776825296,8.383777295753039e-12,5.265127202404588e-16,378.1525499987789,0.7648851519505051,0.5297703039010173,1.17251960642002,0.6904849643624967,3.1119006785839454,3.519417066399488,8.383777295753039e-12
DDO161,1.07,0.2743589743589744,21.4,17.01626721698975,32.111156018807804,1.58160836336378,3.5610927687910237,-1.9794844054272436,False,0.0,0.0,0.5613488844111112,0.4386511155888888,8.768976263014762e-12,5.153290172981916e-16,386.35924056749576,0.7455660610328938,0.4911321220658049,1.17251960642002,0.720499868824683,3.0315957553302537,3.5610927689968253,8.768976263014762e-12
DDO161,1.54,0.3948717948717949,28.9,21.9869324827271,42.03841048410416,1.7276923089652751,3.6556388786311484,-1.9279465696658733,False,0.0,0.0,0.5208185258029577,0.4791814741970422,1.017214736009292e-11,4.626451356088051e-16,430.3560384434179,0.6319989816674063,0.26399796333480907,1.17251960642002,0.8154324288374695,2.777543860677895,3.655638878631741,1.017214736009292e-11
DDO161,2.02,0.517948717948718,32.9,25.72335125911863,49.69556058338225,1.6358244666542137,3.7323304807874256,-2.0965060141332117,False,0.0,0.0,0.46925724220436504,0.530742757795635,1.061470197570632e-11,4.126484869246394e-16,482.4981408500464,0.5033265302220524,0.006653060444108405,1.17251960642002,0.8606101178210721,2.707738162071079,3.732330480787436,1.061470197570632e-11
DDO161,2.49,0.6384615384615385,35.2,28.235113776997604,55.38165686461107,1.5541976312359307,3.847271228860283,-2.2930735976243524,False,0.0,0.0,0.4190945516845912,0.5809054483154089,1.0374897516182682e-11,3.67446633936883e-16,541.8531818689169,0.3583376811254979,-0.2833246377490184,1.17251960642002,0.8846307348423167,2.7450275155259756,3.8472712288602837,1.0374897516182682e-11
DDO161,2.96,0.7589743589743589,37.6,29.668475693907837,59.49710835010967,1.6061467468672124,4.021622021243351,-2.4154752743761385,False,0.0,0.0,0.38429102457463826,0.6157089754253617,9.636134088560368e-12,3.2479370318775987e-16,613.0110461243281,0.22511099684776958,-0.5497780063044502,1.17251960642002,0.8984747326593656,2.868231196928017,4.021622021243351,9.636134088560368e-12
DDO161,3.43,0.8794871794871796,40.6,30.43407465325667,62.588115664273836,1.779638792791748,4.2292518678666235,-2.4496130750748755,False,0.0,0.0,0.3471748844162198,0.6528251155837803,8.75044544250438e-12,2.8752132411451576e-16,692.4777784009633,0.17470443466574181,-0.6505911306685306,1.17251960642002,0.9073489047264157,3.035340988723887,4.2292518678666235,8.75044544250438e-12
DDO161,3.9,1.0,42.7,31.130924335779046,65.41706428162396,1.8813591860241892,4.415684840453378,-2.5343256544291886,False,0.0,0.0,0.3227106930312921,0.6772893069687079,8.052365937152069e-12,2.586613185750291e-16,769.7406356024983,0.14174580771937606,-0.7165083845612372,1.17251960642002,0.914518814747344,3.18540776116386,4.415684840453378,8.052365937152069e-12
DDO161,4.37,1.1205128205128205,45.5,31.52709469646704,67.7243100546297,2.0828351146130264,4.614464149103746,-2.5316290344907197,False,0.0,0.0,0.3014566917686738,0.6985433082313262,7.370391270237924e-12,2.3377958994311835e-16,851.6659979349239,0.10264668373602959,-0.7947066325279195,1.17251960642002,0.9197847370858747,3.351487541205256,4.614464149103746,7.370391270237924e-12
DDO161,4.86,1.2461538461538462,48.9,31.84605784080661,69.87609333818374,2.3577967195683094,4.814441050306255,-2.4566443307379453,False,0.0,0.0,0.27692064674669387,0.7230793532533061,6.762062307140438e-12,2.123359299585184e-16,937.6751631465266,0.09031264695472885,-0.8193747060905991,1.17251960642002,0.9242806914645688,3.5197102541486363,4.814441050306256,6.762062307140438e-12
DDO161,5.34,1.3692307692307693,51.5,32.106294554183606,71.80389219239271,2.5729662325648133,5.001676523335225,-2.4287102907704115,False,0.0,0.0,0.2497230465841006,0.7502769534158994,6.255228699867226e-12,1.94828733328622e-16,1021.9341077883679,0.0674350677549711,-0.8651298644900578,1.17251960642002,0.928003154046166,3.6776670910180016,5.001676523335226,6.255228699867226e-12
DDO161,5.81,1.4897435897435898,53.0,32.2432016090214,73.44312153042355,2.701938263163496,5.188310235928616,-2.4863719727651197,False,0.0,0.0,0.22418108738442521,0.7758189126155749,5.798347821431082e-12,1.7983163991409429e-16,1107.1584948056661,0.08092530438476686,-0.8381493912304734,1.17251960642002,0.9309617795625073,3.8369565228313856,5.188310235928616,5.798347821431082e-12
DDO161,6.28,1.6102564102564103,55.0,32.51784433199716,75.18555204851047,2.8607630227134186,5.345954897010903,-2.485191874297484,False,0.0,0.0,0.2057572359336046,0.7942427640663955,5.456170459564665e-12,1.6779004179547844e-16,1186.614686039661,0.11707820468548036,-0.7658435906290606,1.17251960642002,0.933915616459337,3.968784005274403,5.345954897010904,5.456170459564665e-12
