R_kpc,phi_rad,z_kpc,v_R_kms,v_phi_obs_kms,v_z_kms,V_bar_kms,V_pred_kms,resid_kms,d_k_kpc,n_star_kpc3,d_star_kpc,sigma_1d_kms,sigma_R_kms,sigma_phi_kms,sigma_z_kms,omega2,shear2,theta
9.99472693671387,0.0,0.6649678862061965,16.30052274986427,188.185350824007,3.9485797655968145,176.7713151342905,220.12933140938634,-31.943980585379336,0.2849597661541334,660.2991337281031,0.11483821256471943,28.655439298165742,36.90404179056895,26.89565256324888,19.445261037834637,10824.660696061761,17787.401591123056,-71.46243693055933
9.339260099731176,0.0,-0.1278832801227994,-48.25392422264158,197.0751808794329,8.427584912853934,180.7194121729552,220.66039439860288,-23.58521351916997,0.1539910054911581,4184.131261841869,0.06205806546066322,25.71331642303685,33.6112768765184,21.97343864303754,19.260684965606334,3500.2804045169873,1989.5353052481992,101.29469288810384
9.875888825306356,0.0,0.0030546138300939,53.78025493512194,180.15476372430047,20.935719371739093,177.47600137400448,220.2195403813735,-40.064776657073025,0.15332269374303492,4239.08419300049,0.06178873717047591,22.68251385099889,32.56069749173489,17.285719681041822,13.582863385989057,6166.897655154718,38986.68235978017,-104.2759981570243
11.442386045903223,0.0,0.2314127937946868,-44.65068466900019,184.04551109662793,-9.348143164458952,168.60580799301775,219.2240270371794,-35.17851594055148,0.18401882403437173,2451.910489451989,0.07415921593274495,22.284736764966976,29.306129265468215,21.10433001966636,13.623014348824901,1994.207424112697,3764.4667328068977,-68.77077312531028
12.41211404451038,0.0,0.0365113478502377,-11.878969060133306,199.4339428092152,2.8455970848514545,163.57290413046758,218.78213177578266,-19.34818896656745,0.15469562978100776,4127.216300195471,0.06234202763212378,20.663904207633557,26.924412177046904,19.094790120682642,13.836756501230203,2641.5242704696466,944.9903621206904,-22.459946851856113
10.654409013264274,0.0,-0.3506541525229339,-14.451112543433265,232.48859252887203,-15.427344464577008,172.95331066078862,219.67468250859224,12.813910020279792,0.13197674784793664,6646.593181191369,0.05318636391203358,26.666988213775664,34.14339401796598,22.829914361773866,21.128379879890154,30015.871841693996,19721.896329900712,114.89599050090726
10.654409013264274,0.0,-0.3506541525229339,-14.498708270029203,232.443828911143,-15.421565072468074,172.95331066078862,219.67468250859224,12.769146402550746,0.13197674784793664,6646.593181191369,0.05318636391203358,26.666988213775664,34.14339401796598,22.829914361773866,21.128379879890154,29933.356536239145,19699.246571326854,114.9724661721996
13.256668674572497,0.0,-0.0200996717523163,-37.915809964012475,165.3708900036154,-16.476082230630198,159.46497800907267,218.4748329336186,-53.1039429300032,0.18765364910909552,2312.1729832882834,0.07562404312642297,21.83738327047214,26.606427813106315,21.763859799014817,15.781201791349071,67177.35819825559,50959.54927785311,86.34651476452424
10.99823329113898,0.0,-0.0268895359425582,-36.423462045073755,161.86694092840142,-24.773230133978604,171.02764053091315,219.4665968594065,-57.59965593100509,0.12317913515282068,8174.852267201889,0.049640943692263566,21.76062494325979,26.84269094305844,18.920363057628435,18.494977655207855,353418.0280350622,325219.09579234465,459.0685132808032
12.782185446743746,0.0,0.0413517683463314,-15.761354458692043,196.35580645088177,26.069799807340125,161.74212733866813,218.63989165267992,-22.28408520179815,0.16119473114268462,3647.8656752802763,0.06496115240796392,24.720912958397527,31.12309882364734,23.16052675128183,18.119418663595155,29241.04615880142,9820.714844821132,94.82823364133868
