candidate_id,q_R80,route_fraction,gate_power,fold,training_galaxies,test_galaxies,training_equal_galaxy_RMSE_km_s,test_equal_galaxy_RMSE_km_s
q1.5__f0.2__n1__RAR,1.5,0.2,1.0,3,106,25,9.430944187120177,13.735415883844677
q1.5__f0.2__n1__RAR,1.5,0.2,1.0,4,104,27,10.232761373211263,10.979256805082356
q1.5__f0.2__n2__RAR,1.5,0.2,2.0,0,109,22,10.802772088373903,7.9632303813376275
q1.5__f0.2__n2__RAR,1.5,0.2,2.0,1,97,34,10.570021466489992,9.818971675541789
q1.5__f0.2__n2__RAR,1.5,0.2,2.0,2,108,23,10.800204093580899,8.123444779072425
q1.5__f0.2__n2__RAR,1.5,0.2,2.0,3,106,25,9.414785511860572,13.740053187630469
q1.5__f0.2__n2__RAR,1.5,0.2,2.0,4,104,27,10.24254255315524,10.894728208124674
q1.5__f0.2__n4__RAR,1.5,0.2,4.0,0,109,22,10.795983557062579,7.973662296979424
q1.5__f0.2__n4__RAR,1.5,0.2,4.0,1,97,34,10.571421128559383,9.796188035315357
q1.5__f0.2__n4__RAR,1.5,0.2,4.0,2,108,23,10.790964015532456,8.148086361002186
q1.5__f0.2__n4__RAR,1.5,0.2,4.0,3,106,25,9.39427564475253,13.781572996138307
q1.5__f0.2__n4__RAR,1.5,0.2,4.0,4,104,27,10.254857482850563,10.828958479315386
q1.5__f0.2__n6__RAR,1.5,0.2,6.0,0,109,22,10.784454600693497,8.01083159916793
q1.5__f0.2__n6__RAR,1.5,0.2,6.0,1,97,34,10.572651135952146,9.771280259078166
q1.5__f0.2__n6__RAR,1.5,0.2,6.0,2,108,23,10.783449236855287,8.157316248893238
q1.5__f0.2__n6__RAR,1.5,0.2,6.0,3,106,25,9.382472272310908,13.795272011909432
q1.5__f0.2__n6__RAR,1.5,0.2,6.0,4,104,27,10.259266145867441,10.788775381361171
q1.5__f0.2__n8__RAR,1.5,0.2,8.0,0,109,22,10.775044675454867,8.045177537930059
q1.5__f0.2__n8__RAR,1.5,0.2,8.0,1,97,34,10.573742985156775,9.752870635824616
q1.5__f0.2__n8__RAR,1.5,0.2,8.0,2,108,23,10.778155208921874,8.163568201028298
q1.5__f0.2__n8__RAR,1.5,0.2,8.0,3,106,25,9.376189555763364,13.798912738506525
q1.5__f0.2__n8__RAR,1.5,0.2,8.0,4,104,27,10.261501136247922,10.763426209981874
q1.5__f0.25__n0__RAR,1.5,0.25,0.0,0,109,22,10.785324040252686,9.151241253325797
q1.5__f0.25__n0__RAR,1.5,0.25,0.0,1,97,34,10.78722143314346,9.753284474933311
q1.5__f0.25__n0__RAR,1.5,0.25,0.0,2,108,23,10.945395980379619,8.29625975867804
q1.5__f0.25__n0__RAR,1.5,0.25,0.0,3,106,25,9.583732183813515,13.835816372236854
q1.5__f0.25__n0__RAR,1.5,0.25,0.0,4,104,27,10.490602663320674,10.673851328195465
q1.5__f0.25__n1__RAR,1.5,0.25,1.0,0,109,22,10.776720828062253,8.095569788444315
q1.5__f0.25__n1__RAR,1.5,0.25,1.0,1,97,34,10.552774327205219,9.850097982722858
q1.5__f0.25__n1__RAR,1.5,0.25,1.0,2,108,23,10.790526667368916,8.144941853290232
q1.5__f0.25__n1__RAR,1.5,0.25,1.0,3,106,25,9.417811696900808,13.710088712281516
q1.5__f0.25__n1__RAR,1.5,0.25,1.0,4,104,27,10.26835000754771,10.775821453577105
q1.5__f0.25__n2__RAR,1.5,0.25,2.0,0,109,22,10.79508683730464,8.081015505726622
q1.5__f0.25__n2__RAR,1.5,0.25,2.0,1,97,34,10.552111799555101,9.908688676021425
q1.5__f0.25__n2__RAR,1.5,0.25,2.0,2,108,23,10.793899509220891,8.22499938354859
q1.5__f0.25__n2__RAR,1.5,0.25,2.0,3,106,25,9.424145538787823,13.747025725966791
q1.5__f0.25__n2__RAR,1.5,0.25,2.0,4,104,27,10.310252406945208,10.686650114236786
q1.5__f0.25__n4__RAR,1.5,0.25,4.0,0,109,22,10.805402330283828,8.109392543899833
q1.5__f0.25__n4__RAR,1.5,0.25,4.0,1,97,34,10.569629398911449,9.906469224621986
q1.5__f0.25__n4__RAR,1.5,0.25,4.0,2,108,23,10.800943020365889,8.272352846352355
q1.5__f0.25__n4__RAR,1.5,0.25,4.0,3,106,25,9.416304070473158,13.819656930967183
q1.5__f0.25__n4__RAR,1.5,0.25,4.0,4,104,27,10.345925799654626,10.613201219312366
q1.5__f0.25__n6__RAR,1.5,0.25,6.0,0,109,22,10.797782323013802,8.166701391157316
q1.5__f0.25__n6__RAR,1.5,0.25,6.0,1,97,34,10.577670464965031,9.88578834921142
q1.5__f0.25__n6__RAR,1.5,0.25,6.0,2,108,23,10.799187236190205,8.289871863800268
q1.5__f0.25__n6__RAR,1.5,0.25,6.0,3,106,25,9.409893035196301,13.841884666273328
q1.5__f0.25__n6__RAR,1.5,0.25,6.0,4,104,27,10.359230162384435,10.56761288944661
q1.5__f0.25__n8__RAR,1.5,0.25,8.0,0,109,22,10.78932807578305,8.217759312348152
q1.5__f0.25__n8__RAR,1.5,0.25,8.0,1,97,34,10.582729819666392,9.868110257552994
q1.5__f0.25__n8__RAR,1.5,0.25,8.0,2,108,23,10.796812130654747,8.300488456639295
q1.5__f0.25__n8__RAR,1.5,0.25,8.0,3,106,25,9.407098170691246,13.847787345153208
q1.5__f0.25__n8__RAR,1.5,0.25,8.0,4,104,27,10.36603540301845,10.539262003478916
q1.5__f0.35__n0__RAR,1.5,0.35,0.0,0,109,22,11.120534150030373,10.303908240072335
q1.5__f0.35__n0__RAR,1.5,0.35,0.0,1,97,34,11.22697980179699,10.274187710968706
q1.5__f0.35__n0__RAR,1.5,0.35,0.0,2,108,23,11.37167162903962,8.96700511705403
q1.5__f0.35__n0__RAR,1.5,0.35,0.0,3,106,25,10.095015140672693,14.160490095317778
q1.5__f0.35__n0__RAR,1.5,0.35,0.0,4,104,27,11.088415397866504,10.59047199131179
q1.5__f0.35__n1__RAR,1.5,0.35,1.0,0,109,22,10.856962464241494,8.500379291627585
q1.5__f0.35__n1__RAR,1.5,0.35,1.0,1,97,34,10.625165081383315,10.127332058423274
q1.5__f0.35__n1__RAR,1.5,0.35,1.0,2,108,23,10.89053612892239,8.414945358366598
q1.5__f0.35__n1__RAR,1.5,0.35,1.0,3,106,25,9.553712628666245,13.802731482887845
q1.5__f0.35__n1__RAR,1.5,0.35,1.0,4,104,27,10.501063979482568,10.487283498590314
q1.5__f0.35__n2__RAR,1.5,0.35,2.0,0,109,22,10.96396314037293,8.559743661915043
q1.5__f0.35__n2__RAR,1.5,0.35,2.0,1,97,34,10.697579595771414,10.31010572939329
q1.5__f0.35__n2__RAR,1.5,0.35,2.0,2,108,23,10.97896753216383,8.588600094707951
q1.5__f0.35__n2__RAR,1.5,0.35,2.0,3,106,25,9.640852984735238,13.946134824156134
q1.5__f0.35__n2__RAR,1.5,0.35,2.0,4,104,27,10.645062181073458,10.416588513588238
q1.5__f0.35__n4__RAR,1.5,0.35,4.0,0,109,22,11.033257498757578,8.640777417756752
q1.5__f0.35__n4__RAR,1.5,0.35,4.0,1,97,34,10.768010614783941,10.381408292932228
q1.5__f0.35__n4__RAR,1.5,0.35,4.0,2,108,23,11.043113229639223,8.699877611434076
q1.5__f0.35__n4__RAR,1.5,0.35,4.0,3,106,25,9.681725430573312,14.107392705876894
q1.5__f0.35__n4__RAR,1.5,0.35,4.0,4,104,27,10.752090448682699,10.342798713925063
q1.5__f0.35__n6__RAR,1.5,0.35,6.0,0,109,22,11.042511212027899,8.748061220041357
q1.5__f0.35__n6__RAR,1.5,0.35,6.0,1,97,34,10.797907178732826,10.38249655212426
q1.5__f0.35__n6__RAR,1.5,0.35,6.0,2,108,23,11.062843217838322,8.74027538430481
q1.5__f0.35__n6__RAR,1.5,0.35,6.0,3,106,25,9.696854147727885,14.153014669097832
q1.5__f0.35__n6__RAR,1.5,0.35,6.0,4,104,27,10.792368098265298,10.294453325794182
q1.5__f0.35__n8__RAR,1.5,0.35,8.0,0,109,22,11.040480135659116,8.839337602180576
q1.5__f0.35__n8__RAR,1.5,0.35,8.0,1,97,34,10.815521887395574,10.373283999882393
q1.5__f0.35__n8__RAR,1.5,0.35,8.0,2,108,23,11.071839229050124,8.762439996479122
q1.5__f0.35__n8__RAR,1.5,0.35,8.0,3,106,25,9.707482791780455,14.165114884716992
q1.5__f0.35__n8__RAR,1.5,0.35,8.0,4,104,27,10.81297583469512,10.26585334953367
q2__f0.05__n0__RAR,2.0,0.05,0.0,0,109,22,11.052338798248673,8.237523019893354
q2__f0.05__n0__RAR,2.0,0.05,0.0,1,97,34,10.901311071974295,9.822413967209156
q2__f0.05__n0__RAR,2.0,0.05,0.0,2,108,23,11.105226073388847,8.044558855591136
q2__f0.05__n0__RAR,2.0,0.05,0.0,3,106,25,9.665781401025866,14.006226213515895
q2__f0.05__n0__RAR,2.0,0.05,0.0,4,104,27,10.36171098588024,11.613674307231275
q2__f0.05__n1__RAR,2.0,0.05,1.0,0,109,22,11.129830715074265,8.103906904375732
q2__f0.05__n1__RAR,2.0,0.05,1.0,1,97,34,10.930343650485744,9.938280301653618
q2__f0.05__n1__RAR,2.0,0.05,1.0,2,108,23,11.150813100521574,8.124562260218482
q2__f0.05__n1__RAR,2.0,0.05,1.0,3,106,25,9.72377803462859,14.034937883139202
q2__f0.05__n1__RAR,2.0,0.05,1.0,4,104,27,10.398620326071837,11.70838324155386
q2__f0.05__n2__RAR,2.0,0.05,2.0,0,109,22,11.110364124356991,8.077027016731112
q2__f0.05__n2__RAR,2.0,0.05,2.0,1,97,34,10.9095328899399,9.919511064448226
q2__f0.05__n2__RAR,2.0,0.05,2.0,2,108,23,11.126619189994607,8.128442171437534
q2__f0.05__n2__RAR,2.0,0.05,2.0,3,106,25,9.702443747849895,14.01664567533883
q2__f0.05__n2__RAR,2.0,0.05,2.0,4,104,27,10.38306539607395,11.671725832919588
q2__f0.05__n4__RAR,2.0,0.05,4.0,0,109,22,11.096318754906227,8.0699793629766
q2__f0.05__n4__RAR,2.0,0.05,4.0,1,97,34,10.8997310270924,9.896111588650285
q2__f0.05__n4__RAR,2.0,0.05,4.0,2,108,23,11.111549401350608,8.1276201709733
q2__f0.05__n4__RAR,2.0,0.05,4.0,3,106,25,9.68515928983389,14.015247643471048
q2__f0.05__n4__RAR,2.0,0.05,4.0,4,104,27,10.374006575360287,11.644809335133443
q2__f0.05__n6__RAR,2.0,0.05,6.0,0,109,22,11.088628775962057,8.073920720904054
q2__f0.05__n6__RAR,2.0,0.05,6.0,1,97,34,10.895939340838773,9.882461268338103
q2__f0.05__n6__RAR,2.0,0.05,6.0,2,108,23,11.1044631564333,8.127102534257912
q2__f0.05__n6__RAR,2.0,0.05,6.0,3,106,25,9.676550525515829,14.015921698311185
q2__f0.05__n6__RAR,2.0,0.05,6.0,4,104,27,10.370529860653896,11.629381367290286
q2__f0.05__n8__RAR,2.0,0.05,8.0,0,109,22,11.083848872211899,8.07895787218383
q2__f0.05__n8__RAR,2.0,0.05,8.0,1,97,34,10.894069351967925,9.873812360155217
q2__f0.05__n8__RAR,2.0,0.05,8.0,2,108,23,11.10035127349987,8.12736663738047
q2__f0.05__n8__RAR,2.0,0.05,8.0,3,106,25,9.671709892745422,14.016158108088698
q2__f0.05__n8__RAR,2.0,0.05,8.0,4,104,27,10.368788855228876,11.619812103223513
q2__f0.1__n0__RAR,2.0,0.1,0.0,0,109,22,10.83311856125575,8.392338800408378
q2__f0.1__n0__RAR,2.0,0.1,0.0,1,97,34,10.744393570640408,9.615352716759249
q2__f0.1__n0__RAR,2.0,0.1,0.0,2,108,23,10.91623400193972,7.998950505044669
q2__f0.1__n0__RAR,2.0,0.1,0.0,3,106,25,9.492891677689025,13.84074335159944
q2__f0.1__n0__RAR,2.0,0.1,0.0,4,104,27,10.262763256114953,11.20121588021571
q2__f0.1__n1__RAR,2.0,0.1,1.0,0,109,22,10.942600836714004,8.028882550515329
q2__f0.1__n1__RAR,2.0,0.1,1.0,1,97,34,10.748036412397337,9.798609029398559
q2__f0.1__n1__RAR,2.0,0.1,1.0,2,108,23,10.957882072059855,8.080522875008107
q2__f0.1__n1__RAR,2.0,0.1,1.0,3,106,25,9.548160569632147,13.865294352592645
q2__f0.1__n1__RAR,2.0,0.1,1.0,4,104,27,10.280002697903443,11.351850177579637
q2__f0.1__n2__RAR,2.0,0.1,2.0,0,109,22,10.917096576397997,7.988356718924628
q2__f0.1__n2__RAR,2.0,0.1,2.0,1,97,34,10.718216945964048,9.779141015005298
q2__f0.1__n2__RAR,2.0,0.1,2.0,2,108,23,10.922793621429818,8.101663486387972
q2__f0.1__n2__RAR,2.0,0.1,2.0,3,106,25,9.518320634202272,13.844013806057946
q2__f0.1__n2__RAR,2.0,0.1,2.0,4,104,27,10.26403670610824,11.284871130769396
q2__f0.1__n4__RAR,2.0,0.1,4.0,0,109,22,10.898762544528827,7.9829279352331435
q2__f0.1__n4__RAR,2.0,0.1,4.0,1,97,34,10.707011324605526,9.745674597774475
q2__f0.1__n4__RAR,2.0,0.1,4.0,2,108,23,10.901915215084493,8.111605191214641
q2__f0.1__n4__RAR,2.0,0.1,4.0,3,106,25,9.493014781190698,13.85194546485871
q2__f0.1__n4__RAR,2.0,0.1,4.0,4,104,27,10.25704352768019,11.234577593229453
q2__f0.1__n6__RAR,2.0,0.1,6.0,0,109,22,10.886992814193674,7.997912135323504
q2__f0.1__n6__RAR,2.0,0.1,6.0,1,97,34,10.703163515207772,9.723483003359872
q2__f0.1__n6__RAR,2.0,0.1,6.0,2,108,23,10.8916976401294,8.115271609269561
q2__f0.1__n6__RAR,2.0,0.1,6.0,3,106,25,9.480324414999934,13.85604781537184
q2__f0.1__n6__RAR,2.0,0.1,6.0,4,104,27,10.254600467674216,11.2057451135139
q2__f0.1__n8__RAR,2.0,0.1,8.0,0,109,22,10.879166127001135,8.013554198155319
q2__f0.1__n8__RAR,2.0,0.1,8.0,1,97,34,10.70159029494791,9.708661388311569
q2__f0.1__n8__RAR,2.0,0.1,8.0,2,108,23,10.8856942746004,8.118112543647579
q2__f0.1__n8__RAR,2.0,0.1,8.0,3,106,25,9.473405506974892,13.857262818626438
q2__f0.1__n8__RAR,2.0,0.1,8.0,4,104,27,10.25348454924173,11.188083376402208
q2__f0.15__n0__RAR,2.0,0.15,0.0,0,109,22,10.724981033846598,8.729436222882693
q2__f0.15__n0__RAR,2.0,0.15,0.0,1,97,34,10.706654175765005,9.540731562045206
q2__f0.15__n0__RAR,2.0,0.15,0.0,2,108,23,10.846074387659193,8.100951181150338
q2__f0.15__n0__RAR,2.0,0.15,0.0,3,106,25,9.454105783991057,13.769420780282452
q2__f0.15__n0__RAR,2.0,0.15,0.0,4,104,27,10.294063072661988,10.875680715316069
q2__f0.15__n1__RAR,2.0,0.15,1.0,0,109,22,10.814588964493492,8.047052527813738
q2__f0.15__n1__RAR,2.0,0.15,1.0,1,97,34,10.625228429135772,9.734537020614132
q2__f0.15__n1__RAR,2.0,0.15,1.0,2,108,23,10.828477797997415,8.100193396149406
q2__f0.15__n1__RAR,2.0,0.15,1.0,3,106,25,9.438896758348328,13.753412406013556
q2__f0.15__n1__RAR,2.0,0.15,1.0,4,104,27,10.230282748172307,11.035698643117748
q2__f0.15__n2__RAR,2.0,0.15,2.0,0,109,22,10.798361681711384,8.008311432809569
q2__f0.15__n2__RAR,2.0,0.15,2.0,1,97,34,10.600004382483682,9.734567224968341
q2__f0.15__n2__RAR,2.0,0.15,2.0,2,108,23,10.797849344319252,8.152691553770982
q2__f0.15__n2__RAR,2.0,0.15,2.0,3,106,25,9.415388950896498,13.746240178095949
q2__f0.15__n2__RAR,2.0,0.15,2.0,4,104,27,10.230766672733212,10.94649810747095
q2__f0.15__n4__RAR,2.0,0.15,4.0,0,109,22,10.786835094430767,8.014008110938429
q2__f0.15__n4__RAR,2.0,0.15,4.0,1,97,34,10.596893584249091,9.706252846672314
q2__f0.15__n4__RAR,2.0,0.15,4.0,2,108,23,10.781793721114578,8.185444181882767
q2__f0.15__n4__RAR,2.0,0.15,4.0,3,106,25,9.392772562476573,13.775276273350995
q2__f0.15__n4__RAR,2.0,0.15,4.0,4,104,27,10.238084635173502,10.877444215740828
q2__f0.15__n6__RAR,2.0,0.15,6.0,0,109,22,10.77515059880953,8.047254875517758
q2__f0.15__n6__RAR,2.0,0.15,6.0,1,97,34,10.597169704919812,9.681553352847821
q2__f0.15__n6__RAR,2.0,0.15,6.0,2,108,23,10.772991215317218,8.198122873447069
q2__f0.15__n6__RAR,2.0,0.15,6.0,3,106,25,9.38123137933549,13.785803548318944
q2__f0.15__n6__RAR,2.0,0.15,6.0,4,104,27,10.24160468545199,10.837855807821017
q2__f0.15__n8__RAR,2.0,0.15,8.0,0,109,22,10.766307565621092,8.079036154535721
q2__f0.15__n8__RAR,2.0,0.15,8.0,1,97,34,10.598307755629762,9.663570273692812
q2__f0.15__n8__RAR,2.0,0.15,8.0,2,108,23,10.767653479461082,8.205887028401468
q2__f0.15__n8__RAR,2.0,0.15,8.0,3,106,25,9.375419026347636,13.788803193538898
q2__f0.15__n8__RAR,2.0,0.15,8.0,4,104,27,10.243690811935357,10.814022909880666
q2__f0.2__n0__RAR,2.0,0.2,0.0,0,109,22,10.73777097420917,9.238481552922174
q2__f0.2__n0__RAR,2.0,0.2,0.0,1,97,34,10.796006833868034,9.60950039217822
q2__f0.2__n0__RAR,2.0,0.2,0.0,2,108,23,10.903983475753154,8.352296171460562
q2__f0.2__n0__RAR,2.0,0.2,0.0,3,106,25,9.558526009441946,13.79945727285267
q2__f0.2__n0__RAR,2.0,0.2,0.0,4,104,27,10.46167912964141,10.650856421460482
q2__f0.2__n1__RAR,2.0,0.2,1.0,0,109,22,10.751048931932765,8.16241954974939
q2__f0.2__n1__RAR,2.0,0.2,1.0,1,97,34,10.567148835773326,9.75140003170142
q2__f0.2__n1__RAR,2.0,0.2,1.0,2,108,23,10.768302421188162,8.18598599983252
q2__f0.2__n1__RAR,2.0,0.2,1.0,3,106,25,9.40175436457641,13.70381904707343
q2__f0.2__n1__RAR,2.0,0.2,1.0,4,104,27,10.253943978381937,10.7662240298086
q2__f0.2__n2__RAR,2.0,0.2,2.0,0,109,22,10.760949506606961,8.142139409517116
q2__f0.2__n2__RAR,2.0,0.2,2.0,1,97,34,10.561635968461708,9.792392483148697
q2__f0.2__n2__RAR,2.0,0.2,2.0,2,108,23,10.759188734807882,8.284002203212282
q2__f0.2__n2__RAR,2.0,0.2,2.0,3,106,25,9.400970647901921,13.729339214294026
q2__f0.2__n2__RAR,2.0,0.2,2.0,4,104,27,10.288860050858109,10.664855070706064
q2__f0.2__n4__RAR,2.0,0.2,4.0,0,109,22,10.768318505397852,8.16857015585997
q2__f0.2__n4__RAR,2.0,0.2,4.0,1,97,34,10.576916359130621,9.785550348343456
q2__f0.2__n4__RAR,2.0,0.2,4.0,2,108,23,10.759616824759535,8.351386460236592
q2__f0.2__n4__RAR,2.0,0.2,4.0,3,106,25,9.392774518477129,13.791988608542454
q2__f0.2__n4__RAR,2.0,0.2,4.0,4,104,27,10.32329494383408,10.582859683452813
q2__f0.2__n6__RAR,2.0,0.2,6.0,0,109,22,10.761298335196296,8.226773031041196
q2__f0.2__n6__RAR,2.0,0.2,6.0,1,97,34,10.58578153615682,9.764971583352933
q2__f0.2__n6__RAR,2.0,0.2,6.0,2,108,23,10.757200866663322,8.377722865032078
q2__f0.2__n6__RAR,2.0,0.2,6.0,3,106,25,9.388077210890948,13.812087760602617
q2__f0.2__n6__RAR,2.0,0.2,6.0,4,104,27,10.337870073758834,10.53586035948987
q2__f0.2__n8__RAR,2.0,0.2,8.0,0,109,22,10.753699160928786,8.279678411115349
q2__f0.2__n8__RAR,2.0,0.2,8.0,1,97,34,10.592194526162647,9.747210585622279
q2__f0.2__n8__RAR,2.0,0.2,8.0,2,108,23,10.755324176136387,8.392633461745943
q2__f0.2__n8__RAR,2.0,0.2,8.0,3,106,25,9.386822574270159,13.817716430517617
q2__f0.2__n8__RAR,2.0,0.2,8.0,4,104,27,10.34580485651141,10.508268509386967
q2__f0.25__n0__RAR,2.0,0.25,0.0,0,109,22,10.878073045899907,9.902778346889189
q2__f0.25__n0__RAR,2.0,0.25,0.0,1,97,34,11.016498587225682,9.827086826397512
q2__f0.25__n0__RAR,2.0,0.25,0.0,2,108,23,11.095429701693494,8.747535024233477
q2__f0.25__n0__RAR,2.0,0.25,0.0,3,106,25,9.809537469078087,13.936434705878291
q2__f0.25__n0__RAR,2.0,0.25,0.0,4,104,27,10.766944079027027,10.53961341682522
q2__f0.25__n1__RAR,2.0,0.25,1.0,0,109,22,10.756527276880611,8.375860893936927
q2__f0.25__n1__RAR,2.0,0.25,1.0,1,97,34,10.578284185212617,9.852911605609398
q2__f0.25__n1__RAR,2.0,0.25,1.0,2,108,23,10.78221428801176,8.338911325544116
q2__f0.25__n1__RAR,2.0,0.25,1.0,3,106,25,9.4413173768124,13.720563544176722
q2__f0.25__n1__RAR,2.0,0.25,1.0,4,104,27,10.354223522696309,10.550040491839745
q2__f0.25__n2__RAR,2.0,0.25,2.0,0,109,22,10.810407374877476,8.390813081559857
q2__f0.25__n2__RAR,2.0,0.25,2.0,1,97,34,10.60864364368705,9.95652205002966
q2__f0.25__n2__RAR,2.0,0.25,2.0,2,108,23,10.812802012679068,8.496032490541713
q2__f0.25__n2__RAR,2.0,0.25,2.0,3,106,25,9.480515168812142,13.798410788937218
q2__f0.25__n2__RAR,2.0,0.25,2.0,4,104,27,10.441931100136552,10.448592127226487
q2__f0.25__n4__RAR,2.0,0.25,4.0,0,109,22,10.84924925013318,8.446928631395245
q2__f0.25__n4__RAR,2.0,0.25,4.0,1,97,34,10.652978978158801,9.987568534519458
q2__f0.25__n4__RAR,2.0,0.25,4.0,2,108,23,10.841895733214287,8.609009819729318
q2__f0.25__n4__RAR,2.0,0.25,4.0,3,106,25,9.498865218706028,13.90751652666639
q2__f0.25__n4__RAR,2.0,0.25,4.0,4,104,27,10.516190210632011,10.360722491353469
q2__f0.25__n6__RAR,2.0,0.25,6.0,0,109,22,10.851676039717663,8.535722371956963
q2__f0.25__n6__RAR,2.0,0.25,6.0,1,97,34,10.674968258948924,9.977880673554983
q2__f0.25__n6__RAR,2.0,0.25,6.0,2,108,23,10.85101800625984,8.6531961237426
q2__f0.25__n6__RAR,2.0,0.25,6.0,3,106,25,9.506827555412428,13.940372658055983
q2__f0.25__n6__RAR,2.0,0.25,6.0,4,104,27,10.546783574946177,10.310373113914263
q2__f0.25__n8__RAR,2.0,0.25,8.0,0,109,22,10.847704258652358,8.613801506486656
q2__f0.25__n8__RAR,2.0,0.25,8.0,1,97,34,10.689238926403545,9.963855623348277
q2__f0.25__n8__RAR,2.0,0.25,8.0,2,108,23,10.855491653746617,8.677221908922403
q2__f0.25__n8__RAR,2.0,0.25,8.0,3,106,25,9.513628866456942,13.94948230149933
q2__f0.25__n8__RAR,2.0,0.25,8.0,4,104,27,10.563125482603983,10.281931584900912
q2__f0.35__n0__RAR,2.0,0.35,0.0,0,109,22,11.548163622625772,11.622232885539008
q2__f0.35__n0__RAR,2.0,0.35,0.0,1,97,34,11.847120506893619,10.701242306692155
q2__f0.35__n0__RAR,2.0,0.35,0.0,2,108,23,11.880091279166855,9.924011640305906
q2__f0.35__n0__RAR,2.0,0.35,0.0,3,106,25,10.736940731062033,14.543791236930934
q2__f0.35__n0__RAR,2.0,0.35,0.0,4,104,27,11.77451095042839,10.696936819639694
q2__f0.35__n1__RAR,2.0,0.35,1.0,0,109,22,10.987667691932462,9.086251988295327
q2__f0.35__n1__RAR,2.0,0.35,1.0,1,97,34,10.820912202537551,10.315359036944919
q2__f0.35__n1__RAR,2.0,0.35,1.0,2,108,23,11.045780493804305,8.84347549086961
q2__f0.35__n1__RAR,2.0,0.35,1.0,3,106,25,9.761101153950166,13.965928553023145
q2__f0.35__n1__RAR,2.0,0.35,1.0,4,104,27,10.790436606484858,10.304038856471427
q2__f0.35__n2__RAR,2.0,0.35,2.0,0,109,22,11.183743392997847,9.21756398202852
q2__f0.35__n2__RAR,2.0,0.35,2.0,1,97,34,10.972701015046937,10.604767390026142
q2__f0.35__n2__RAR,2.0,0.35,2.0,2,108,23,11.211261465788862,9.154984213139088
q2__f0.35__n2__RAR,2.0,0.35,2.0,3,106,25,9.931460010601185,14.208870721457643
q2__f0.35__n2__RAR,2.0,0.35,2.0,4,104,27,11.036604262994606,10.246234106608618
q2__f0.35__n4__RAR,2.0,0.35,4.0,0,109,22,11.32232895018059,9.354807094723867
q2__f0.35__n4__RAR,2.0,0.35,4.0,1,97,34,11.106163726354156,10.756524661468898
q2__f0.35__n4__RAR,2.0,0.35,4.0,2,108,23,11.333352954427765,9.386610713932061
q2__f0.35__n4__RAR,2.0,0.35,4.0,3,106,25,10.037422904058632,14.448609097960865
q2__f0.35__n4__RAR,2.0,0.35,4.0,4,104,27,11.22528110823633,10.172259461188743
q2__f0.35__n6__RAR,2.0,0.35,6.0,0,109,22,11.357590859933891,9.51642613520768
q2__f0.35__n6__RAR,2.0,0.35,6.0,1,97,34,11.167138843182709,10.787286745882083
q2__f0.35__n6__RAR,2.0,0.35,6.0,2,108,23,11.380342210623207,9.476507594217242
q2__f0.35__n6__RAR,2.0,0.35,6.0,3,106,25,10.086824446810903,14.516123448563503
q2__f0.35__n6__RAR,2.0,0.35,6.0,4,104,27,11.301056559507,10.129841233791028
q2__f0.35__n8__RAR,2.0,0.35,8.0,0,109,22,11.367881063416302,9.65277136580217
q2__f0.35__n8__RAR,2.0,0.35,8.0,1,97,34,11.204276622905136,10.790557332557963
q2__f0.35__n8__RAR,2.0,0.35,8.0,2,108,23,11.40575210681952,9.52332330497783
q2__f0.35__n8__RAR,2.0,0.35,8.0,3,106,25,10.119296110430374,14.53462907301738
q2__f0.35__n8__RAR,2.0,0.35,8.0,4,104,27,11.340889719068022,10.110063333591198
