candidate_id,q_R80,route_fraction,gate_power,fold,training_galaxies,test_galaxies,training_equal_galaxy_RMSE_km_s,test_equal_galaxy_RMSE_km_s
q0.75__f0.15__n8__RAR,0.75,0.15,8.0,1,97,34,10.822161836486854,9.907436371468496
q0.75__f0.15__n8__RAR,0.75,0.15,8.0,2,108,23,11.056452828539443,8.06342536544967
q0.75__f0.15__n8__RAR,0.75,0.15,8.0,3,106,25,9.62146868681221,13.978851511117737
q0.75__f0.15__n8__RAR,0.75,0.15,8.0,4,104,27,10.327246828068686,11.556781484461057
q0.75__f0.2__n0__RAR,0.75,0.2,0.0,0,109,22,10.96461237516017,8.057094410369233
q0.75__f0.2__n0__RAR,0.75,0.2,0.0,1,97,34,10.770446827563022,9.822245175944355
q0.75__f0.2__n0__RAR,0.75,0.2,0.0,2,108,23,10.995103014304876,8.011075404489105
q0.75__f0.2__n0__RAR,0.75,0.2,0.0,3,106,25,9.56159400604549,13.91616822081896
q0.75__f0.2__n0__RAR,0.75,0.2,0.0,4,104,27,10.296536934811881,11.39607460946638
q0.75__f0.2__n1__RAR,0.75,0.2,1.0,0,109,22,11.030683267957327,7.865597777120922
q0.75__f0.2__n1__RAR,0.75,0.2,1.0,1,97,34,10.775254620234863,9.943185730374545
q0.75__f0.2__n1__RAR,0.75,0.2,1.0,2,108,23,11.02628240025577,8.057530463870625
q0.75__f0.2__n1__RAR,0.75,0.2,1.0,3,106,25,9.607648033950639,13.91292556113199
q0.75__f0.2__n1__RAR,0.75,0.2,1.0,4,104,27,10.310118557356267,11.496731057601378
q0.75__f0.2__n2__RAR,0.75,0.2,2.0,0,109,22,11.01429259761128,7.822751314592037
q0.75__f0.2__n2__RAR,0.75,0.2,2.0,1,97,34,10.749914334503666,9.941315614425823
q0.75__f0.2__n2__RAR,0.75,0.2,2.0,2,108,23,11.004601881681284,8.050544664927408
q0.75__f0.2__n2__RAR,0.75,0.2,2.0,3,106,25,9.585504950010707,13.899803752172172
q0.75__f0.2__n2__RAR,0.75,0.2,2.0,4,104,27,10.297163609077074,11.454113609257528
q0.75__f0.2__n4__RAR,0.75,0.2,4.0,0,109,22,11.001913112244246,7.812973368610989
q0.75__f0.2__n4__RAR,0.75,0.2,4.0,1,97,34,10.743162909553673,9.91317590644766
q0.75__f0.2__n4__RAR,0.75,0.2,4.0,2,108,23,10.992090796645941,8.041494875540092
q0.75__f0.2__n4__RAR,0.75,0.2,4.0,3,106,25,9.564757343557446,13.91281194098569
q0.75__f0.2__n4__RAR,0.75,0.2,4.0,4,104,27,10.289380356455876,11.427556040408046
q0.75__f0.2__n6__RAR,0.75,0.2,6.0,0,109,22,10.992345395700621,7.8187065366382145
q0.75__f0.2__n6__RAR,0.75,0.2,6.0,1,97,34,10.740111760808338,9.891482321995099
q0.75__f0.2__n6__RAR,0.75,0.2,6.0,2,108,23,10.983734086595335,8.038433935388941
q0.75__f0.2__n6__RAR,0.75,0.2,6.0,3,106,25,9.552669479831676,13.917884958887685
q0.75__f0.2__n6__RAR,0.75,0.2,6.0,4,104,27,10.284595395225356,11.410158848074627
q0.75__f0.2__n8__RAR,0.75,0.2,8.0,0,109,22,10.985553796374203,7.825244767057033
q0.75__f0.2__n8__RAR,0.75,0.2,8.0,1,97,34,10.737895106201009,9.877494947061995
q0.75__f0.2__n8__RAR,0.75,0.2,8.0,2,108,23,10.977937237956416,8.037702807722278
q0.75__f0.2__n8__RAR,0.75,0.2,8.0,3,106,25,9.545315538765088,13.919131596431821
q0.75__f0.2__n8__RAR,0.75,0.2,8.0,4,104,27,10.281531136423032,11.398035884854538
q0.75__f0.25__n0__RAR,0.75,0.25,0.0,0,109,22,10.913431444356327,8.089017646880265
q0.75__f0.25__n0__RAR,0.75,0.25,0.0,1,97,34,10.721146453436948,9.810355904559382
q0.75__f0.25__n0__RAR,0.75,0.25,0.0,2,108,23,10.948363005328291,8.01122998557481
q0.75__f0.25__n0__RAR,0.75,0.25,0.0,3,106,25,9.521394999594529,13.873854481918464
q0.75__f0.25__n0__RAR,0.75,0.25,0.0,4,104,27,10.284419159139507,11.257473486443377
q0.75__f0.25__n1__RAR,0.75,0.25,1.0,0,109,22,10.97575004611685,7.809173305379681
q0.75__f0.25__n1__RAR,0.75,0.25,1.0,1,97,34,10.70550937374599,9.934452139443936
q0.75__f0.25__n1__RAR,0.75,0.25,1.0,2,108,23,10.964930252531078,8.042646468568876
q0.75__f0.25__n1__RAR,0.75,0.25,1.0,3,106,25,9.553157270995237,13.854507672739265
q0.75__f0.25__n1__RAR,0.75,0.25,1.0,4,104,27,10.27675867816423,11.3674631037589
q0.75__f0.25__n2__RAR,0.75,0.25,2.0,0,109,22,10.962829828558247,7.762324425306291
q0.75__f0.25__n2__RAR,0.75,0.25,2.0,1,97,34,10.680071151695694,9.943069231395654
q0.75__f0.25__n2__RAR,0.75,0.25,2.0,2,108,23,10.945542948671077,8.039757644610264
q0.75__f0.25__n2__RAR,0.75,0.25,2.0,3,106,25,9.53284398491921,13.846061339684477
q0.75__f0.25__n2__RAR,0.75,0.25,2.0,4,104,27,10.268735588034215,11.318808856778315
q0.75__f0.25__n4__RAR,0.75,0.25,4.0,0,109,22,10.951970074236579,7.753219142899961
q0.75__f0.25__n4__RAR,0.75,0.25,4.0,1,97,34,10.675148220904022,9.915148923209204
q0.75__f0.25__n4__RAR,0.75,0.25,4.0,2,108,23,10.934518139694102,8.031650576649472
q0.75__f0.25__n4__RAR,0.75,0.25,4.0,3,106,25,9.511035253210595,13.867675702386506
q0.75__f0.25__n4__RAR,0.75,0.25,4.0,4,104,27,10.264061743249393,11.28756845214775
q0.75__f0.25__n6__RAR,0.75,0.25,6.0,0,109,22,10.941431958006552,7.762649593855149
q0.75__f0.25__n6__RAR,0.75,0.25,6.0,1,97,34,10.672527435821893,9.890643379024576
q0.75__f0.25__n6__RAR,0.75,0.25,6.0,2,108,23,10.925721507796391,8.028507875465815
q0.75__f0.25__n6__RAR,0.75,0.25,6.0,3,106,25,9.497515667630095,13.875334304784523
q0.75__f0.25__n6__RAR,0.75,0.25,6.0,4,104,27,10.259783451519128,11.26655405511211
q0.75__f0.25__n8__RAR,0.75,0.25,8.0,0,109,22,10.933590437983833,7.772501758416397
q0.75__f0.25__n8__RAR,0.75,0.25,8.0,1,97,34,10.67036269677267,9.874500339380468
q0.75__f0.25__n8__RAR,0.75,0.25,8.0,2,108,23,10.919332140064009,8.027815422761751
q0.75__f0.25__n8__RAR,0.75,0.25,8.0,3,106,25,9.48924214656119,13.8772387361527
q0.75__f0.25__n8__RAR,0.75,0.25,8.0,4,104,27,10.256776708864331,11.251892194510612
q0.75__f0.35__n0__RAR,0.75,0.35,0.0,0,109,22,10.87856776840601,8.258479343740257
q0.75__f0.35__n0__RAR,0.75,0.35,0.0,1,97,34,10.688733844926542,9.878246087211494
q0.75__f0.35__n0__RAR,0.75,0.35,0.0,2,108,23,10.92796556270125,8.082350062604123
q0.75__f0.35__n0__RAR,0.75,0.35,0.0,3,106,25,9.520161164835894,13.845894280827713
q0.75__f0.35__n0__RAR,0.75,0.35,0.0,4,104,27,10.33726755322998,11.032814580610763
q0.75__f0.35__n1__RAR,0.75,0.35,1.0,0,109,22,10.905902367689473,7.754904820138061
q0.75__f0.35__n1__RAR,0.75,0.35,1.0,1,97,34,10.603669081384577,9.971873196466563
q0.75__f0.35__n1__RAR,0.75,0.35,1.0,2,108,23,10.88542069741763,8.04927658189264
q0.75__f0.35__n1__RAR,0.75,0.35,1.0,3,106,25,9.48890844427079,13.774167748664313
q0.75__f0.35__n1__RAR,0.75,0.35,1.0,4,104,27,10.255078856176215,11.138914556371079
q0.75__f0.35__n2__RAR,0.75,0.35,2.0,0,109,22,10.910284838995295,7.709845584786176
q0.75__f0.35__n2__RAR,0.75,0.35,2.0,1,97,34,10.58673527388123,10.015867846270096
q0.75__f0.35__n2__RAR,0.75,0.35,2.0,2,108,23,10.881244207691413,8.062524219362201
q0.75__f0.35__n2__RAR,0.75,0.35,2.0,3,106,25,9.48252137141238,13.785684974836151
q0.75__f0.35__n2__RAR,0.75,0.35,2.0,4,104,27,10.267921993508502,11.085050136347174
q0.75__f0.35__n4__RAR,0.75,0.35,4.0,0,109,22,10.908762482650245,7.706410088556283
q0.75__f0.35__n4__RAR,0.75,0.35,4.0,1,97,34,10.590277335223604,9.998142387457127
q0.75__f0.35__n4__RAR,0.75,0.35,4.0,2,108,23,10.879496665907316,8.060693870238055
q0.75__f0.35__n4__RAR,0.75,0.35,4.0,3,106,25,9.464391632279058,13.831490551129173
q0.75__f0.35__n4__RAR,0.75,0.35,4.0,4,104,27,10.276215502133413,11.047388660047329
q0.75__f0.35__n6__RAR,0.75,0.35,6.0,0,109,22,10.898252651568855,7.7260772620185945
q0.75__f0.35__n6__RAR,0.75,0.35,6.0,1,97,34,10.590127898787733,9.971635885350599
q0.75__f0.35__n6__RAR,0.75,0.35,6.0,2,108,23,10.872082358762151,8.058302065879971
q0.75__f0.35__n6__RAR,0.75,0.35,6.0,3,106,25,9.450246471726224,13.846023880457444
q0.75__f0.35__n6__RAR,0.75,0.35,6.0,4,104,27,10.275209367799784,11.020277194420016
q0.75__f0.35__n8__RAR,0.75,0.35,8.0,0,109,22,10.889227927858954,7.744614004443696
q0.75__f0.35__n8__RAR,0.75,0.35,8.0,1,97,34,10.588885188285081,9.953080486057635
q0.75__f0.35__n8__RAR,0.75,0.35,8.0,2,108,23,10.86569302575884,8.05797010672378
q0.75__f0.35__n8__RAR,0.75,0.35,8.0,3,106,25,9.441425889589187,13.849692623520776
q0.75__f0.35__n8__RAR,0.75,0.35,8.0,4,104,27,10.27341066170894,11.001307220431043
q1__f0.05__n0__RAR,1.0,0.05,0.0,0,109,22,11.191963014408424,8.166746460469929
q1__f0.05__n0__RAR,1.0,0.05,0.0,1,97,34,10.9985295642097,9.980551805102884
q1__f0.05__n0__RAR,1.0,0.05,0.0,2,108,23,11.225070768624741,8.109069803981187
q1__f0.05__n0__RAR,1.0,0.05,0.0,3,106,25,9.782776729086214,14.108383338739783
q1__f0.05__n0__RAR,1.0,0.05,0.0,4,104,27,10.443376558325355,11.82900161321799
q1__f0.05__n1__RAR,1.0,0.05,1.0,0,109,22,11.232200073341422,8.122576801129378
q1__f0.05__n1__RAR,1.0,0.05,1.0,1,97,34,11.01765022739989,10.041786952820061
q1__f0.05__n1__RAR,1.0,0.05,1.0,2,108,23,11.252465025450208,8.151899305605387
q1__f0.05__n1__RAR,1.0,0.05,1.0,3,106,25,9.8182164138105,14.120975468569211
q1__f0.05__n1__RAR,1.0,0.05,1.0,4,104,27,10.466719427557884,11.878614274008005
q1__f0.05__n2__RAR,1.0,0.05,2.0,0,109,22,11.220712461322426,8.104770004025308
q1__f0.05__n2__RAR,1.0,0.05,2.0,1,97,34,11.004599919258547,10.032125686833309
q1__f0.05__n2__RAR,1.0,0.05,2.0,2,108,23,11.238984325109092,8.14729568880486
q1__f0.05__n2__RAR,1.0,0.05,2.0,3,106,25,9.805383126559448,14.109956458913143
q1__f0.05__n2__RAR,1.0,0.05,2.0,4,104,27,10.456400639554467,11.859864071416705
q1__f0.05__n4__RAR,1.0,0.05,4.0,0,109,22,11.212694915727457,8.099827608230042
q1__f0.05__n4__RAR,1.0,0.05,4.0,1,97,34,10.999246867863217,10.017542204676845
q1__f0.05__n4__RAR,1.0,0.05,4.0,2,108,23,11.230881555135944,8.142749184318212
q1__f0.05__n4__RAR,1.0,0.05,4.0,3,106,25,9.79518700212816,14.109697462238739
q1__f0.05__n4__RAR,1.0,0.05,4.0,4,104,27,10.450150515340164,11.847714063784279
q1__f0.05__n6__RAR,1.0,0.05,6.0,0,109,22,11.208239225782433,8.100712391932218
q1__f0.05__n6__RAR,1.0,0.05,6.0,1,97,34,10.997104541710053,10.008726039196873
q1__f0.05__n6__RAR,1.0,0.05,6.0,2,108,23,11.22673849873125,8.14134699443475
q1__f0.05__n6__RAR,1.0,0.05,6.0,3,106,25,9.789904115372,14.110255286735208
q1__f0.05__n6__RAR,1.0,0.05,6.0,4,104,27,10.447473019798574,11.840279934172306
q1__f0.05__n8__RAR,1.0,0.05,8.0,0,109,22,11.205387912060962,8.102226833893702
q1__f0.05__n8__RAR,1.0,0.05,8.0,1,97,34,10.995832169950281,10.00327079945372
q1__f0.05__n8__RAR,1.0,0.05,8.0,2,108,23,11.22414151057626,8.141001852852735
q1__f0.05__n8__RAR,1.0,0.05,8.0,3,106,25,9.786764646349944,14.110380923624058
q1__f0.05__n8__RAR,1.0,0.05,8.0,4,104,27,10.445994568295722,11.835252709497922
q1__f0.1__n0__RAR,1.0,0.1,0.0,0,109,22,11.045135558429998,8.126974513410017
q1__f0.1__n0__RAR,1.0,0.1,0.0,1,97,34,10.863740153925441,9.85555141779124
q1__f0.1__n0__RAR,1.0,0.1,0.0,2,108,23,11.084135286790948,8.026686208399042
q1__f0.1__n0__RAR,1.0,0.1,0.0,3,106,25,9.644073129085747,13.98805679032163
q1__f0.1__n0__RAR,1.0,0.1,0.0,4,104,27,10.344551861891723,11.581422728170308
q1__f0.1__n1__RAR,1.0,0.1,1.0,0,109,22,11.112461420868689,8.008388764558672
q1__f0.1__n1__RAR,1.0,0.1,1.0,1,97,34,10.886831532769277,9.962096823306469
q1__f0.1__n1__RAR,1.0,0.1,1.0,2,108,23,11.12408488120436,8.093279299407742
q1__f0.1__n1__RAR,1.0,0.1,1.0,3,106,25,9.697773596608444,14.002933001772048
q1__f0.1__n1__RAR,1.0,0.1,1.0,4,104,27,10.374622004880907,11.670167989530704
q1__f0.1__n2__RAR,1.0,0.1,2.0,0,109,22,11.094025674220862,7.976917804591126
q1__f0.1__n2__RAR,1.0,0.1,2.0,1,97,34,10.864564482833776,9.949230164655246
q1__f0.1__n2__RAR,1.0,0.1,2.0,2,108,23,11.101760969924541,8.087622236467205
q1__f0.1__n2__RAR,1.0,0.1,2.0,3,106,25,9.676372245979001,13.986154499624673
q1__f0.1__n2__RAR,1.0,0.1,2.0,4,104,27,10.359028693609153,11.63509785426427
q1__f0.1__n4__RAR,1.0,0.1,4.0,0,109,22,11.080894987443946,7.969276248544633
q1__f0.1__n4__RAR,1.0,0.1,4.0,1,97,34,10.856183145590212,9.924426743789287
q1__f0.1__n4__RAR,1.0,0.1,4.0,2,108,23,11.088470919967042,8.08071576980696
q1__f0.1__n4__RAR,1.0,0.1,4.0,3,106,25,9.65853054256812,13.989225832078084
q1__f0.1__n4__RAR,1.0,0.1,4.0,4,104,27,10.349807045092643,11.611904605949213
q1__f0.1__n6__RAR,1.0,0.1,6.0,0,109,22,11.072923986284076,7.972842689548159
q1__f0.1__n6__RAR,1.0,0.1,6.0,1,97,34,10.852775380843545,9.908378921403276
q1__f0.1__n6__RAR,1.0,0.1,6.0,2,108,23,11.081291093276992,8.078546187175178
q1__f0.1__n6__RAR,1.0,0.1,6.0,3,106,25,9.649053946287008,13.991223770665826
q1__f0.1__n6__RAR,1.0,0.1,6.0,4,104,27,10.345635176589255,11.597513835860779
q1__f0.1__n8__RAR,1.0,0.1,8.0,0,109,22,11.067653069836759,7.977250671073944
q1__f0.1__n8__RAR,1.0,0.1,8.0,1,97,34,10.850706127596196,9.898255480985762
q1__f0.1__n8__RAR,1.0,0.1,8.0,2,108,23,11.076686875943505,8.07812779015818
q1__f0.1__n8__RAR,1.0,0.1,8.0,3,106,25,9.643425209134529,13.991705678171252
q1__f0.1__n8__RAR,1.0,0.1,8.0,4,104,27,10.343270028359312,11.587793932733817
q1__f0.15__n0__RAR,1.0,0.15,0.0,0,109,22,10.932686907116612,8.148881400356492
q1__f0.15__n0__RAR,1.0,0.15,0.0,1,97,34,10.76459842758502,9.775333291874524
q1__f0.15__n0__RAR,1.0,0.15,0.0,2,108,23,10.980991750317658,7.983939218047906
q1__f0.15__n0__RAR,1.0,0.15,0.0,3,106,25,9.546227698981976,13.89840548827812
q1__f0.15__n0__RAR,1.0,0.15,0.0,4,104,27,10.286788639560289,11.35927888315411
q1__f0.15__n1__RAR,1.0,0.15,1.0,0,109,22,11.012682166081971,7.925014759067105
q1__f0.15__n1__RAR,1.0,0.15,1.0,1,97,34,10.775328739070375,9.909458415229082
q1__f0.15__n1__RAR,1.0,0.15,1.0,2,108,23,11.017367661999442,8.053786904203267
q1__f0.15__n1__RAR,1.0,0.15,1.0,3,106,25,9.599420229173536,13.904500244138998
q1__f0.15__n1__RAR,1.0,0.15,1.0,4,104,27,10.305747854661545,11.475385287268848
q1__f0.15__n2__RAR,1.0,0.15,2.0,0,109,22,10.992276144158447,7.884656528713432
q1__f0.15__n2__RAR,1.0,0.15,2.0,1,97,34,10.748095032604883,9.900366069546266
q1__f0.15__n2__RAR,1.0,0.15,2.0,2,108,23,10.991317272262018,8.050920833336262
q1__f0.15__n2__RAR,1.0,0.15,2.0,3,106,25,9.574196499450936,13.887636505043169
q1__f0.15__n2__RAR,1.0,0.15,2.0,4,104,27,10.290369810827848,11.42680175814986
q1__f0.15__n4__RAR,1.0,0.15,4.0,0,109,22,10.977221657585883,7.876817558829423
q1__f0.15__n4__RAR,1.0,0.15,4.0,1,97,34,10.739237520573926,9.870155717090185
q1__f0.15__n4__RAR,1.0,0.15,4.0,2,108,23,10.976052920764836,8.044020255332464
q1__f0.15__n4__RAR,1.0,0.15,4.0,3,106,25,9.551566650304718,13.8978711985605
q1__f0.15__n4__RAR,1.0,0.15,4.0,4,104,27,10.281736673298587,11.393858577525396
q1__f0.15__n6__RAR,1.0,0.15,6.0,0,109,22,10.96678155606735,7.884971697289356
q1__f0.15__n6__RAR,1.0,0.15,6.0,1,97,34,10.735521776923603,9.848671276459658
q1__f0.15__n6__RAR,1.0,0.15,6.0,2,108,23,10.967061594881358,8.041760722768537
q1__f0.15__n6__RAR,1.0,0.15,6.0,3,106,25,9.53912070835365,13.902247656585876
q1__f0.15__n6__RAR,1.0,0.15,6.0,4,104,27,10.277353986535207,11.373079102763402
q1__f0.15__n8__RAR,1.0,0.15,8.0,0,109,22,10.95957818318869,7.893719780290305
q1__f0.15__n8__RAR,1.0,0.15,8.0,1,97,34,10.733174784189208,9.83478740508011
q1__f0.15__n8__RAR,1.0,0.15,8.0,2,108,23,10.961106644337486,8.041554269125127
q1__f0.15__n8__RAR,1.0,0.15,8.0,3,106,25,9.531733919581272,13.90333137604942
q1__f0.15__n8__RAR,1.0,0.15,8.0,4,104,27,10.27474433796761,11.3590652953288
q1__f0.2__n0__RAR,1.0,0.2,0.0,0,109,22,10.857047574890997,8.23402539929368
q1__f0.2__n0__RAR,1.0,0.2,0.0,1,97,34,10.703415604692456,9.742852784530708
q1__f0.2__n0__RAR,1.0,0.2,0.0,2,108,23,10.918179547975797,7.982839626332085
q1__f0.2__n0__RAR,1.0,0.2,0.0,3,106,25,9.492066953988184,13.841213618117363
q1__f0.2__n0__RAR,1.0,0.2,0.0,4,104,27,10.272321653114595,11.165203542168614
q1__f0.2__n1__RAR,1.0,0.2,1.0,0,109,22,10.934126404020498,7.874460683376497
q1__f0.2__n1__RAR,1.0,0.2,1.0,1,97,34,10.684435676664286,9.885253294055063
q1__f0.2__n1__RAR,1.0,0.2,1.0,2,108,23,10.933722065585327,8.034347300846235
q1__f0.2__n1__RAR,1.0,0.2,1.0,3,106,25,9.524633381861003,13.826769738201866
q1__f0.2__n1__RAR,1.0,0.2,1.0,4,104,27,10.26135991983807,11.295577989256065
q1__f0.2__n2__RAR,1.0,0.2,2.0,0,109,22,10.917144261327755,7.830572164639819
q1__f0.2__n2__RAR,1.0,0.2,2.0,1,97,34,10.656890190039165,9.887351150577642
q1__f0.2__n2__RAR,1.0,0.2,2.0,2,108,23,10.909517409868482,8.038374236665158
q1__f0.2__n2__RAR,1.0,0.2,2.0,3,106,25,9.500787407814208,13.815885430869557
q1__f0.2__n2__RAR,1.0,0.2,2.0,4,104,27,10.252085157589528,11.236691144821895
q1__f0.2__n4__RAR,1.0,0.2,4.0,0,109,22,10.903619331385125,7.825248795855084
q1__f0.2__n4__RAR,1.0,0.2,4.0,1,97,34,10.650320610631196,9.856926754181506
q1__f0.2__n4__RAR,1.0,0.2,4.0,2,108,23,10.895766196494735,8.033996314377388
q1__f0.2__n4__RAR,1.0,0.2,4.0,3,106,25,9.476513775697535,13.837331940398924
q1__f0.2__n4__RAR,1.0,0.2,4.0,4,104,27,10.247840621363073,11.195492487760724
q1__f0.2__n6__RAR,1.0,0.2,6.0,0,109,22,10.891855500790756,7.839952871265147
q1__f0.2__n6__RAR,1.0,0.2,6.0,1,97,34,10.647327356987255,9.831985570272602
q1__f0.2__n6__RAR,1.0,0.2,6.0,2,108,23,10.886297828551356,8.03235665590024
q1__f0.2__n6__RAR,1.0,0.2,6.0,3,106,25,9.462448054520216,13.845073284350248
q1__f0.2__n6__RAR,1.0,0.2,6.0,4,104,27,10.244613780251665,11.168990831271472
q1__f0.2__n8__RAR,1.0,0.2,8.0,0,109,22,10.883259747569205,7.854510930191941
q1__f0.2__n8__RAR,1.0,0.2,8.0,1,97,34,10.645261045794983,9.81535764795331
q1__f0.2__n8__RAR,1.0,0.2,8.0,2,108,23,10.87971016699972,8.03265564003968
q1__f0.2__n8__RAR,1.0,0.2,8.0,3,106,25,9.454109023974265,13.847017112022849
q1__f0.2__n8__RAR,1.0,0.2,8.0,4,104,27,10.242443158880345,11.151151953643367
q1__f0.25__n0__RAR,1.0,0.25,0.0,0,109,22,10.820445030923695,8.38261061778467
q1__f0.25__n0__RAR,1.0,0.25,0.0,1,97,34,10.682247427371683,9.760561549654046
q1__f0.25__n0__RAR,1.0,0.25,0.0,2,108,23,10.897960648164618,8.024857794893373
q1__f0.25__n0__RAR,1.0,0.25,0.0,3,106,25,9.484004184430175,13.818146518843077
q1__f0.25__n0__RAR,1.0,0.25,0.0,4,104,27,10.30296906785854,11.00188373075776
q1__f0.25__n1__RAR,1.0,0.25,1.0,0,109,22,10.87801697131032,7.85844664846648
q1__f0.25__n1__RAR,1.0,0.25,1.0,1,97,34,10.615414391282668,9.890695928177797
q1__f0.25__n1__RAR,1.0,0.25,1.0,2,108,23,10.874503690539607,8.035786664160277
q1__f0.25__n1__RAR,1.0,0.25,1.0,3,106,25,9.474814682140444,13.77080482498856
q1__f0.25__n1__RAR,1.0,0.25,1.0,4,104,27,10.242618857596055,11.132121646318817
q1__f0.25__n2__RAR,1.0,0.25,2.0,0,109,22,10.870232204426717,7.816867709474792
q1__f0.25__n2__RAR,1.0,0.25,2.0,1,97,34,10.592591200158314,9.911724697632403
q1__f0.25__n2__RAR,1.0,0.25,2.0,2,108,23,10.858130957940103,8.051018719139462
q1__f0.25__n2__RAR,1.0,0.25,2.0,3,106,25,9.457954684149277,13.772319321241108
q1__f0.25__n2__RAR,1.0,0.25,2.0,4,104,27,10.245668522141264,11.066566880943045
q1__f0.25__n4__RAR,1.0,0.25,4.0,0,109,22,10.861921314235602,7.8169155786720745
q1__f0.25__n4__RAR,1.0,0.25,4.0,1,97,34,10.591260614813619,9.886564650704102
q1__f0.25__n4__RAR,1.0,0.25,4.0,2,108,23,10.849618094347383,8.051794872383736
q1__f0.25__n4__RAR,1.0,0.25,4.0,3,106,25,9.435432943308896,13.809204676983136
q1__f0.25__n4__RAR,1.0,0.25,4.0,4,104,27,10.249797719564405,11.018819683105733
q1__f0.25__n6__RAR,1.0,0.25,6.0,0,109,22,10.850066754389765,7.840123898273775
q1__f0.25__n6__RAR,1.0,0.25,6.0,1,97,34,10.590081827625658,9.860292506544157
q1__f0.25__n6__RAR,1.0,0.25,6.0,2,108,23,10.841100453220703,8.051504744465007
q1__f0.25__n6__RAR,1.0,0.25,6.0,3,106,25,9.42120442045134,13.821334964966717
q1__f0.25__n6__RAR,1.0,0.25,6.0,4,104,27,10.249153683298015,10.987367506719796
q1__f0.25__n8__RAR,1.0,0.25,8.0,0,109,22,10.840666540455388,7.86193377063386
q1__f0.25__n8__RAR,1.0,0.25,8.0,1,97,34,10.588887297089553,9.842025443947161
q1__f0.25__n8__RAR,1.0,0.25,8.0,2,108,23,10.834650899343409,8.052605111990102
q1__f0.25__n8__RAR,1.0,0.25,8.0,3,106,25,9.412782223712256,13.824407237580678
q1__f0.25__n8__RAR,1.0,0.25,8.0,4,104,27,10.248134951271151,10.966247109750446
q1__f0.35__n0__RAR,1.0,0.35,0.0,0,109,22,10.871796423361861,8.864652140150808
q1__f0.35__n0__RAR,1.0,0.35,0.0,1,97,34,10.766464936026392,9.953181889370613
q1__f0.35__n0__RAR,1.0,0.35,0.0,2,108,23,10.99247070944859,8.241063941964924
q1__f0.35__n0__RAR,1.0,0.35,0.0,3,106,25,9.61309947071575,13.880239765652695
q1__f0.35__n0__RAR,1.0,0.35,0.0,4,104,27,10.504402913149596,10.778144299091842
q1__f0.35__n1__RAR,1.0,0.35,1.0,0,109,22,10.837686850907241,7.935041605330601
q1__f0.35__n1__RAR,1.0,0.35,1.0,1,97,34,10.547734490682759,9.994360219239054
q1__f0.35__n1__RAR,1.0,0.35,1.0,2,108,23,10.834337802445285,8.104002349272902
q1__f0.35__n1__RAR,1.0,0.35,1.0,3,106,25,9.455102669778588,13.728192542180025
q1__f0.35__n1__RAR,1.0,0.35,1.0,4,104,27,10.286051474008355,10.860010398607303
q1__f0.35__n2__RAR,1.0,0.35,2.0,0,109,22,10.86686364023303,7.91682870609805
q1__f0.35__n2__RAR,1.0,0.35,2.0,1,97,34,10.550760845244838,10.077124905920062
q1__f0.35__n2__RAR,1.0,0.35,2.0,2,108,23,10.85293216590421,8.155137623460652
q1__f0.35__n2__RAR,1.0,0.35,2.0,3,106,25,9.47032313639949,13.77493782497577
q1__f0.35__n2__RAR,1.0,0.35,2.0,4,104,27,10.333333882622284,10.79378573820933
q1__f0.35__n4__RAR,1.0,0.35,4.0,0,109,22,10.880727828268778,7.936325299801277
q1__f0.35__n4__RAR,1.0,0.35,4.0,1,97,34,10.569327837747615,10.079499626356581
q1__f0.35__n4__RAR,1.0,0.35,4.0,2,108,23,10.866763381429779,8.174362477079304
q1__f0.35__n4__RAR,1.0,0.35,4.0,3,106,25,9.462230922519884,13.855868599925692
q1__f0.35__n4__RAR,1.0,0.35,4.0,4,104,27,10.366570879203994,10.738937990160093
q1__f0.35__n6__RAR,1.0,0.35,6.0,0,109,22,10.872655720907439,7.982034712907628
q1__f0.35__n6__RAR,1.0,0.35,6.0,1,97,34,10.575220372087646,10.057272185685608
q1__f0.35__n6__RAR,1.0,0.35,6.0,2,108,23,10.864690532437685,8.178969065349449
q1__f0.35__n6__RAR,1.0,0.35,6.0,3,106,25,9.4523442366137,13.879938497983108
q1__f0.35__n6__RAR,1.0,0.35,6.0,4,104,27,10.375477074899575,10.700337122657672
q1__f0.35__n8__RAR,1.0,0.35,8.0,0,109,22,10.86356085765513,8.022304263363365
q1__f0.35__n8__RAR,1.0,0.35,8.0,1,97,34,10.577628012706121,10.03925719692449
q1__f0.35__n8__RAR,1.0,0.35,8.0,2,108,23,10.860977366564217,8.182538449753029
q1__f0.35__n8__RAR,1.0,0.35,8.0,3,106,25,9.446531794967711,13.886096663329656
q1__f0.35__n8__RAR,1.0,0.35,8.0,4,104,27,10.37894589799914,10.674594656999053
q1.25__f0.05__n0__RAR,1.25,0.05,0.0,0,109,22,11.148327562194146,8.17844249183588
q1.25__f0.05__n0__RAR,1.25,0.05,0.0,1,97,34,10.964791175671731,9.935994087604257
q1.25__f0.05__n0__RAR,1.25,0.05,0.0,2,108,23,11.187036233314522,8.082250222879155
q1.25__f0.05__n0__RAR,1.25,0.05,0.0,3,106,25,9.744798912101626,14.075116577250709
q1.25__f0.05__n0__RAR,1.25,0.05,0.0,4,104,27,10.415998184289606,11.762032444551622
q1.25__f0.05__n1__RAR,1.25,0.05,1.0,0,109,22,11.200086525071715,8.111692969279915
