feature,galaxies,spearman_rho,p_value,BH_FDR_q
concentration_R50_over_R80,131,0.23305396893183153,0.0073875060978869835,0.024510544881174507
baryonic_bulge_fraction,131,-0.22865923749285277,0.008615643128843125,0.024510544881174507
gas_fraction,131,0.22678695350451075,0.00919145433044044,0.024510544881174507
log10_effective_surface_brightness,131,-0.2123161801824127,0.014908092764321755,0.02981618552864351
log10_R80_kpc,131,0.19333262157689637,0.026931918596464707,0.04309106975434353
hubble_type,131,0.18166910154172422,0.03783081195591776,0.05044108260789035
log10_g_R80_over_a0,131,-0.1273154326589441,0.14730132085411599,0.16834436669041827
log10_baryonic_mass_solar,131,-0.09084503282976565,0.30210059839166264,0.30210059839166264
