omitted_system,systems_retained,mean_phase90_improvement_fraction,change_from_all_system_mean
none,5,0.01684975864045688,0.0
MACS0329,4,0.020773079110952497,0.003923320470495616
MACS0429,4,0.021861785871217843,0.005012027230760961
MACS1115,4,0.019527192592747905,0.0026774339522910237
MACS1931,4,0.021627281214914362,0.004777522574457481
RXJ2129,4,0.00045945441245179297,-0.01639030422800509
