cluster,baryonic_seed_fraction_of_cropped_baryon_sum,trace_integral_mismatch_fraction,minimum_full_trace_over_RMS,baryon_weighted_directional_disorder,baryon_weighted_high_field_activation,cropped_trace_RMS,minimum_raw_directional_variance
AS295,0.29284014886028137,6.817928065996335e-16,1.2953848340612617e-05,0.2945668034734116,0.9930833945422763,0.011747260405376575,79.44551404509377
PLCKG287,0.2904019409746468,5.97715939676643e-16,4.328530490282136e-05,0.2935004788754866,0.9878381046927566,0.01709178103921005,152.56634041459438
