cluster,AQUAL_baseline_normalized_RMSE,prediction_normalized_RMSE,fraction_of_AQUAL_baseline
AS295,0.8994511868959854,0.8943514181495176,0.994330132840152
PLCKG287,0.9156408971721106,0.7264501649939288,0.7933788969425858
