galaxy,split,hubble_type,distance_mpc,inclination_deg,photometric_position_angle_deg,photometric_axis_ratio,cells_per_axis,half_extent_kpc,spacing_kpc,things_beam_geometric_arcsec,things_beam_kpc,cells_per_things_beam,things_beam_position_angle_deg,irac_background_method,irac_inconsistent_sip_ignored,irac_background_mjy_sr,irac_noise_mjy_sr,irac_foreground_pixels_replaced,irac_foreground_threshold_mjy_sr,irac_second_moment_cap_mjy_sr,hi_background_method,hi_background_native,hi_noise_native,hi_detection_threshold_native,finite_footprint_fraction_inside_hi_r995,target_gas_mass_solar,gas_mass_solar,gas_mass_relative_error,target_stellar_mass_solar,stellar_mass_solar,stellar_mass_relative_error,total_mass_solar,total_mass_closure_relative_error,outer_cell_mass_fraction,gas_centroid_x_kpc,gas_centroid_y_kpc,stellar_centroid_x_kpc,stellar_centroid_y_kpc,gas_star_centroid_offset_kpc,hi_coordinate_roundtrip_arcsec,irac_coordinate_roundtrip_arcsec,map_sha256,velocity_arrays_opened,gravity_parameters
NGC2403,development,6,3.16,63.0,112.38697377523488,0.6664145655459985,257,18.131999999999998,0.14165625000000048,8.181175388218982,0.12533640814860486,0.8847926452140618,25.16,outer_15_percent_border,True,0.004150610417127609,0.012265204453468322,32232,0.1082522441247247,1.6421872166204992,physical_outer_annulus,0.0,1.1845590024014934,3.55367700720448,0.8715473092099739,4350640000.0,4350640000.000001,2.1920322444657567e-16,5020500000.0,5020500000.0,0.0,9371140000.000002,1.0176716134923284e-16,0.0009018896914184066,0.4141090137186904,0.9043688960670163,-1.1345907683286358,1.0648439112522858,1.5569917293974778,1.8918226720378346e-11,2.1131862074199727e-11,f2c0d2a2e2c4393616e31e554e7bbaa6b0b348f08aee2dc21ae407692e8e51c5,0,0
NGC3198,development,5,13.8,73.0,34.39948613321605,0.39198099100356565,157,42.791999999999994,0.5486153846153812,10.345226682949,0.6921393751954826,1.2616113120501025,-80.43,physical_outer_annulus,True,0.0011173263192176819,0.01399420330133289,2810,0.13378237958582676,1.1966426488757151,physical_outer_annulus,0.0,0.539579975473943,1.618739926421829,0.9309773189661669,14781840000.0,14781839999.999998,1.290332348890598e-16,19139500000.0,19139500000.0,0.0,33921340000.000008,2.2491430265579126e-16,0.0013115777410531444,-0.09058895308593154,0.7040172300415803,-0.8937275738624183,-0.198441603962459,1.208082609449655,1.413441163535546e-10,3.434999055980598e-11,d1ff1a55a22563e5f535680769669e6260837049ed3ee9bbd3072bad4a57eaad,0,0
NGC5055,development,4,9.9,55.0,100.60532313717738,0.68567740717568,237,42.072,0.35654237288135704,9.33490463959863,0.44804283776707843,1.2566327927485048,-40.01,outer_15_percent_border,True,-0.0006131567060947418,0.013998104691971092,10995,0.14341024689354412,4.484127258211378,physical_outer_annulus,0.0,2.736857156845496,8.210571470536488,0.8024423159211349,15941920000.0,15941920000.0,0.0,76461000000.0,76461000000.0,0.0,92402920000.0,0.0,0.0010489886554301208,0.21442708781635506,0.4016565436837473,-0.5222869881846995,0.061864191882798264,0.8112992494268114,1.7069689369427706e-10,5.7249984266343304e-11,9794abcb69e33b69971e1aefb1619b2b8a9c413fd9eed9665fdbb51209f1041f,0,0
NGC7793,development,7,3.61,47.0,154.93832278328426,0.7914921360875572,175,15.768,0.1812413793103449,13.013498156299098,0.22775908828080257,1.2566616362525251,10.66,physical_outer_annulus,True,0.0018314849585294724,0.013548246252536773,7109,0.13172640726287427,1.0650847757607698,physical_outer_annulus,0.0,0.6067358922673589,1.8202076768020767,0.9934324898589917,1170960000.0,1170960000.0,0.0,3525000000.0,3525000000.0000014,4.0581885804521275e-16,4695960000.000001,1.0154199741972353e-16,0.0,0.08965066578578741,-0.34759907810151097,-1.0992118629113918,0.029988565855770657,1.2473838787676639,2.2253280484546696e-10,1.1449996853268661e-10,1f257980e831830c6dfb502171ce9c20f9f276a3a301e442d2927bd7078cbe33,0,0
