galaxy,rms_gr,rms_model,delta_rms,K_rough,F_missing,scale,K_total_mean,Xi_mean,M_baryon,R_disk,sigma_v
F568-3,33.872109024328516,12.674663771771687,-21.19744525255683,0.6319662457412042,5.0,5.0,0.9335585960301478,0.1316828505062858,38799195385.86704,17.98,14.4525
F568-V1,55.10144891123267,36.763754937139474,-18.3376939740932,0.6141424925608554,5.0,5.0,0.9036080141951802,0.09891948941615855,51406490004.649,17.63,16.8
F571-8,47.869589054996254,46.744783412763844,-1.1248056422324098,0.6547395892804384,5.0,5.0,0.8784131474179886,0.18761882400708335,46975313807.53139,15.55,17.099999999999998
F571-V1,33.703220222549966,15.84860271565244,-17.854617506897526,0.642802030127293,5.0,5.0,1.0754409233609221,0.1560855827566297,18729686192.46862,13.59,11.55
F574-1,36.44732159054748,15.541894651767757,-20.905426938779726,0.6346235763759511,5.0,5.0,0.9637486681092577,0.13732588766929194,26712029288.70293,12.6,14.325
F579-V1,38.60867712662157,17.281794906986082,-21.32688221963549,0.6386154622904161,5.0,5.0,0.951785268724455,0.14621256256817786,43418493723.84938,15.16,16.65
F583-1,32.7530184892085,22.472775014060232,-10.280243475148268,0.6167200910206455,5.0,5.0,0.7697142118064534,0.10315050553530282,21402432880.055798,16.26,11.2875
F583-4,19.018287399996733,5.627331772109281,-13.390955627887452,0.6572040838251257,5.0,5.0,0.7954165298488579,0.1948017830273636,6264180753.138076,7.29,9.12
IC2574,18.897457874966218,7.145143377192816,-11.752314497773401,0.6401268277960875,5.0,5.0,0.927024831807651,0.14970995585748356,9259220083.682009,10.23,9.36
IC4202,35.22311818624543,108.66343611964258,73.44031793339715,0.642543119172375,5.0,5.0,1.2682119595736445,0.155458031885919,358433844723.38446,25.9,36.6
KK98-251,7.801556034620339,3.476780449105701,-4.324775585514638,0.6773922397682298,5.0,5.0,0.4922306428541239,0.2636286244444947,603474476.9874477,3.13,4.32
NGC0024,32.600734022504845,17.394314002017953,-15.206420020486892,0.6347807516756175,5.0,5.0,0.5662911807920994,0.13766637784185273,29713425732.21757,11.27,15.975
NGC0055,22.25378039182271,5.459833481366105,-16.793946910456604,0.6527558413190407,5.0,5.0,1.0663648436735353,0.18201117864577168,23074463912.13389,13.5,12.8625
NGC0100,26.631135883562084,11.777988838717677,-14.853147044844407,0.6449758455036075,5.0,5.0,0.8608772168631386,0.16144511112744406,16289648640.16736,9.62,12.802499999999998
NGC0247,32.17495623382241,7.6211760178508285,-24.553780215971578,0.6350121624875775,5.0,5.0,1.057775918329622,0.13816906795618317,37262552301.25523,14.54,15.75
NGC0289,55.649949442799354,63.351570914508635,7.701621471709281,0.6488010899418026,5.0,5.0,1.600002532981266,0.17127978181527662,477770339377.03406,71.12,25.5
NGC0300,36.12032545823501,17.0731533146091,-19.047172143625907,0.6378446367752869,5.0,5.0,0.9764091050788873,0.14445729387056727,23800019874.47699,11.8,13.9725
NGC0801,37.740963726026024,132.39651658526626,94.65555285924023,0.6542705578431113,5.0,5.0,1.3405283372648549,0.18627911594156346,679141938633.194,59.82,33.15
NGC0891,69.84503892878418,179.6928224751805,109.84778354639631,0.6674342332811409,5.0,5.0,1.1828778022149622,0.22733964394787268,190751443514.64435,17.11,32.85
NGC1003,48.153251971836,26.283073744771933,-21.870178227064066,0.6332625208732295,5.0,5.0,1.3460310555464658,0.13440896825661974,86607866108.7866,30.24,16.65
NGC1090,25.712295442140153,65.85394307177118,40.14164762963103,0.6526792216647918,5.0,5.0,1.3278913816082827,0.18179764904011306,188121952580.19528,30.09,24.6
NGC1705,38.06804446988434,28.903708624920238,-9.164335844964103,0.6402094437843142,5.0,5.0,0.6882763292721166,0.14990328663520724,7130055788.005579,6.0,10.725
NGC2366,16.360956127974482,7.3909351299278185,-8.970020998046664,0.6593009106729648,5.0,5.0,0.7060849589874258,0.20110698235631835,3635211157.601116,6.06,7.619999999999999
NGC2403,37.895599436401874,24.89983446392334,-12.995764972478533,0.6392496939447799,5.0,5.0,0.9137118844204045,0.1476711581194479,87759999418.87495,20.87,20.175
NGC2683,33.117970053884335,76.63164214221192,43.51367208832758,0.6579461078692804,5.0,5.0,1.4647089103689763,0.1970124241407163,233940505578.80057,34.62,25.575
NGC2841,87.87483219228517,73.27389887590284,-14.600933316382324,0.6311774518045496,5.0,5.0,1.4389294409839422,0.1300484410603333,1197358788935.379,63.64,42.675
NGC2903,61.46052574802574,115.71613824044783,54.255612492422095,0.6656545938421128,5.0,5.0,1.1412206477522853,0.22135010299952856,195364797768.4798,24.96,27.525
NGC2915,48.7574283509878,38.87629743450553,-9.88113091648227,0.6247405310073384,5.0,5.0,0.8621144936805728,0.11737813830320575,15730756950.255692,10.04,12.315
NGC2955,44.136667183471666,173.3878111938565,129.25114401038482,0.6504924430885359,5.0,5.0,1.2152282090794773,0.17579760313635515,595943800557.8801,35.43,40.35
NGC2976,3.6845505539647445,14.444274157015158,10.759723603050414,0.6622876138778581,5.0,5.0,0.3879053687629042,0.21040532289061278,3235034937.238495,2.27,11.745
NGC2998,35.122227450196725,71.15470320883468,36.03247575863795,0.6366262344346821,5.0,5.0,1.1852666295964005,0.14172148883479513,443795037192.0038,42.28,31.875
NGC3109,29.986977397240718,23.21482584938516,-6.772151547855557,0.6155200239847618,5.0,5.0,0.6924582405738725,0.10116079926726514,6055087430.264995,6.45,9.5325
NGC3198,37.60592238748666,36.53753657207909,-1.0683858154075665,0.6439129653964124,5.0,5.0,1.1752227045925239,0.1588042392200273,225956108786.61087,44.08,22.275
NGC3521,52.51577662137675,136.9798894240089,84.46411280263214,0.6671135061479274,5.0,5.0,0.8592530447837341,0.22624955117238035,181853556485.35565,17.74,31.5
NGC3726,35.31058676501566,87.45803108195548,52.147444316939826,0.659469511577799,5.0,5.0,1.4060210010232683,0.201621859011782,195943960948.3961,32.52,24.15
NGC3741,25.07618692122832,20.927720983036835,-4.148465938191485,0.6226550538096834,5.0,5.0,0.6545601788555745,0.11351821862576986,3686731752.673176,7.0,7.14
NGC3769,38.65390422651838,41.28253591027482,2.6286316837564385,0.6585235376499885,5.0,5.0,1.3316137134482162,0.19874829839475214,123350555555.55556,37.16,17.925
NGC3877,29.10908735068305,99.36628055788528,70.25719320720222,0.6615880131877936,5.0,5.0,0.9896265335167852,0.2081932634259141,74463598326.35983,11.35,25.2
NGC3893,33.81205976768977,78.58437366856866,44.77231390087889,0.656084328987936,5.0,5.0,1.2023181398907852,0.19150805162420284,147485835076.70853,19.05,27.375
NGC3917,26.009308864899815,21.647812116448517,-4.361496748451298,0.64335919639152,5.0,5.0,1.0643028056451334,0.15744378654948235,64832017666.20177,14.86,20.55
NGC3949,32.027021331325585,94.78149802028777,62.754476688962185,0.6736874986402227,5.0,5.0,0.8968387387236479,0.24956017246514992,40508700604.37006,7.07,23.55
NGC3953,18.26639069797791,132.29264802675206,114.02625732877415,0.6571212568136795,5.0,5.0,1.218054967792312,0.19455641477125402,175608163644.81638,15.68,32.925
NGC3972,21.173242996045843,18.824212069934166,-2.349030926111677,0.6587808188928713,5.0,5.0,0.8890772768201256,0.19952616281836008,25882305904.230595,8.72,16.95
NGC3992,51.50181558835592,85.98241535965347,34.480599771297555,0.6380063252714944,5.0,5.0,1.6532850661344156,0.14482389951449598,657929818688.9819,46.02,37.2
NGC4010,17.706376631874576,31.504069260529583,13.797692628655007,0.6563034816492042,5.0,5.0,0.9517724335484458,0.1921487107528311,34175350418.41005,10.47,17.775
NGC4013,39.2720830188511,79.66348688815263,40.391403869301534,0.6523658642510165,5.0,5.0,1.5068416155671736,0.18092670480676648,228386992096.69925,31.01,26.7
NGC4051,29.682131008832762,106.03262490025558,76.35049389142281,0.6731637524552356,5.0,5.0,1.0775139395240179,0.2476267854427658,66330941422.59414,12.19,22.95
NGC4068,6.0332781675934655,3.9329833903381783,-2.100294777255287,0.7140191478759529,5.0,5.0,0.47143416784886955,0.44636381152969423,378910698.5123199,2.33,3.9675
NGC4085,33.53583468853068,78.20996655729535,44.67413186876467,0.6776658164969076,5.0,5.0,0.797681766636788,0.264695271944731,23244955834.495583,6.2,19.05
NGC4088,50.78967092195533,150.7809119759181,99.99124105396277,0.6728012970229488,5.0,5.0,1.2874662140917763,0.2462967002212849,148573744769.87448,21.48,25.875
NGC4100,29.35765118897049,60.41884023465988,31.061189045689392,0.6542559660852931,5.0,5.0,1.3221210424990903,0.18623757552779693,155607347745.2348,22.76,25.725
NGC4138,31.520891576041766,67.61499693112282,36.094105355081055,0.6602921632815617,5.0,5.0,1.2446618748892642,0.20415114577660395,113345774058.5774,18.58,24.3
NGC4157,40.01023827592091,115.31007068969065,75.29983241376974,0.6605031595521274,5.0,5.0,1.4038506845545535,0.2048044493675745,234293770920.5021,29.61,27.675
NGC4183,33.263626959210285,9.095361007986414,-24.168265951223873,0.647171385069893,5.0,5.0,1.1958817725358204,0.16702576074538272,59121803812.18039,21.02,16.5
NGC4214,33.48453104145477,21.945122252992505,-11.539408788462268,0.6486682954592816,5.0,5.0,0.6758871904044091,0.17092953468112312,8396591422.594143,5.63,12.015
NGC4217,64.40844387153237,139.83114039758095,75.42269652604858,0.667199285498714,5.0,5.0,1.149394209709109,0.2265406376656454,132299623430.96236,16.72,27.675
NGC4389,57.39781645079807,103.30219645516699,45.904380004368925,0.7265833197611586,5.0,5.0,0.8027040934903873,0.5314282390077031,7208739121.338913,5.32,11.4525
NGC4559,23.931662308749097,37.46896346122527,13.537301152476175,0.6582153822730177,5.0,5.0,1.2223287376830658,0.19782021389237037,72551715481.17155,20.97,18.3
NGC5005,57.02955192190641,170.10928466570545,113.07973274379904,0.6573124931350783,5.0,5.0,0.9055763959049065,0.19512335756417742,185823598326.35983,11.47,39.6
NGC5033,61.16313286997931,85.91512558192842,24.751992711949114,0.6524341232848738,5.0,5.0,1.4678647130159164,0.1811161031075593,404297695839.1447,44.59,29.625
NGC5055,58.26922066188828,136.86809359344244,78.59887293155415,0.6695363130953123,5.0,5.0,1.4249744012070216,0.2346020257177362,408857147257.0898,54.59,26.925
NGC5371,35.62745617971017,176.8200514247633,141.19259524505313,0.6650038256037148,5.0,5.0,1.4981176321495375,0.21919559900784438,487648200836.8201,46.24,31.95
NGC5585,24.178154775922287,13.385380574715745,-10.792774201206543,0.6429661377639521,5.0,5.0,0.7325615170457005,0.15648452803991375,20521498140.39981,10.96,13.4625
NGC5907,43.258327077427516,83.42251941896612,40.1641923415386,0.6445043144961226,5.0,5.0,1.6454534336883968,0.1602686885086672,543314221873.5472,50.33,32.325
NGC5985,80.13943130227766,43.467663934483326,-36.67176736779433,0.6226270372880752,5.0,5.0,1.3619924350617927,0.11346715115714959,685782547652.2549,34.72,43.725
NGC6015,43.27900492409794,30.964648486836673,-12.314356437261267,0.6429066728440178,5.0,5.0,1.1825940872859362,0.15633986306290987,162186752092.0502,29.23,23.175
NGC6195,43.84749983065521,186.16186071629807,142.31436088564286,0.6565916373368224,5.0,5.0,1.3226085917132806,0.19299402498867804,535629815783.35657,36.43,37.725
NGC6503,41.67287570412551,26.469485616684054,-15.203390087441456,0.6521602078818602,5.0,5.0,1.2630088651601692,0.1803571472800534,72242561599.25616,23.5,17.25
NGC6674,77.68970787051921,54.67039303280744,-23.019314837711775,0.6313985157747518,5.0,5.0,1.6900870741411245,0.13050464205108234,985732040911.2042,72.41,36.3
NGC6946,27.29685221130175,93.23906444438765,65.9422122330859,0.6712048117395508,5.0,5.0,1.2138930290195984,0.24051435669667018,116885076708.50768,20.4,23.55
NGC7331,70.71859232887839,193.37592543397642,122.65733310509803,0.6604996082481955,5.0,5.0,1.4606554100114435,0.20479343798574462,480100998953.975,36.31,35.775
NGC7793,11.486837363798388,19.15488248543555,7.668045121637162,0.6504610379458377,5.0,5.0,0.5483725716510092,0.1757127481996317,21337907949.7908,7.87,16.2
NGC7814,53.457344257273526,76.58684907112436,23.129504813850836,0.6505113546779908,5.0,5.0,1.1694432213369983,0.17584871898123,207902343096.2343,19.53,32.1
PGC51017,4.522399935416963,9.44357573523376,4.921175799816797,0.7433640416486761,5.0,5.0,0.6323007428240587,0.6677376846482214,306214801.2552302,3.63,2.8575
UGC00128,65.11324314929104,31.61850227391869,-33.494740875372344,0.6162689414767495,5.0,5.0,1.523135908812216,0.10239840729174715,212779157949.7908,53.75,19.575
UGC00191,23.831490758619328,10.361333730093426,-13.470157028525902,0.6698389557561251,5.0,5.0,0.6955899834463956,0.23566462942049085,7696709623.4309635,9.98,8.64
UGC00731,36.16596928486053,25.53371770605139,-10.63225157880914,0.6271657320670584,5.0,5.0,0.9260133845127235,0.12201510576250046,12337943253.138077,10.91,10.4625
UGC01230,43.73505435771638,17.78729166975699,-25.94776268795939,0.6326050450236269,5.0,5.0,1.1831765999353394,0.13301998792666295,91868117154.81172,36.54,15.6
UGC01281,18.461825570134042,12.341004452252289,-6.1208211178817535,0.6336623560308187,5.0,5.0,0.5430654017003956,0.1352600273282324,3326205596.2343097,4.99,8.032499999999999
UGC02259,39.096000450093676,23.795431378513147,-15.30056907158053,0.6394120554028893,5.0,5.0,0.8482559412747595,0.14804665343359807,13113616631.799166,8.14,12.4875
UGC02455,35.37808204018852,57.00831075137471,21.63022871118619,0.7652087447573892,5.0,5.0,0.7119492701277719,0.8920509044936099,1217433304.2770803,4.03,5.4075
UGC02487,109.51773009092928,77.77903202557766,-31.738698065351613,0.6231067895834611,4.958842402739442,4.958842402739442,1.7188122094472902,0.11434448641742383,2065669775685.728,80.38,49.875
UGC02885,69.35716763455243,96.7662398417375,27.409072207185076,0.6278940289372107,5.0,5.0,1.6686313257589807,0.12343943464833321,1528989372384.9373,74.07,44.7
UGC02916,39.97364888805376,118.53511980144036,78.5614709133866,0.6591974888606004,5.0,5.0,1.1239330345075313,0.20079173672924602,387687006043.7006,38.0,31.425
UGC02953,62.22481167957494,132.14640444758572,69.92159276801078,0.6500128519050992,5.0,5.0,1.1333201303396472,0.17450578477113607,1003127361692.2365,62.39,39.45
UGC03205,33.64653417615317,80.66313321323025,47.016599037077086,0.6477523207467263,5.0,5.0,1.1762668776369025,0.16853114428383956,438271399349.14,40.04,32.55
UGC03546,72.11935937530671,140.7507990449529,68.6314396696462,0.6750082140989463,5.0,5.0,1.0365721043794827,0.2544960057642779,257038170037.192,29.23,29.175
UGC03580,39.24452840755697,53.14083246636627,13.8963040588093,0.6593657809679309,5.0,5.0,0.8484686309913655,0.20130494427087103,95162887029.28873,27.06,18.45
UGC04278,27.66685900630416,15.570682343245283,-12.096176663058879,0.626020246718245,5.0,5.0,0.7092329041078298,0.11980479127855444,10920530822.873083,6.69,12.57
UGC04305,4.955072428351265,16.299408350118377,11.344335921767112,0.7172331232979895,5.0,5.0,0.7487636391288209,0.4668676401004823,1431401952.580196,5.52,5.010000000000001
UGC04325,35.331222541708,20.61871156674006,-14.712510974967941,0.6401378107242032,5.0,5.0,0.7073393607656393,0.14973564421435304,10385237656.903769,5.59,13.41
UGC04483,7.079526352533245,5.010785783989607,-2.068740568543638,0.6966803434713602,5.0,5.0,0.30185858246218333,0.3490808027246738,121686285.44862856,1.21,3.12
UGC04499,21.50254779202607,5.977379190695631,-15.52516860133044,0.6621432671652936,5.0,5.0,0.87334968493965,0.2099471904165194,8510109205.020922,8.18,10.035
UGC05005,33.6105146121397,13.570750678097694,-20.039763934042007,0.6516136255754735,5.0,5.0,1.1830606387268703,0.17885124336583594,37959142149.00047,28.61,11.3325
UGC05253,44.104843857397995,118.95448480447962,74.84964094708162,0.6638842530602482,5.0,5.0,1.005958449010219,0.21553314635211876,591395746745.6997,53.29,32.775
UGC05414,12.492346698655776,2.4852289926885005,-10.007117705967275,0.6807915276619345,5.0,5.0,0.6565515924542522,0.27716080690931233,2284489330.5439334,4.11,7.334999999999999
UGC05716,34.860659179032254,21.62281334668482,-13.237845832347436,0.6343509192630129,5.0,5.0,0.9888916537964505,0.13673702564628518,14947543398.419336,12.37,10.815
UGC05721,36.993423389983725,26.983467146874265,-10.00995624310946,0.638452801760858,5.0,5.0,0.6159937577024033,0.14584057389896307,9666780764.760578,6.74,11.7825
UGC05750,20.787271481906608,4.9793104648078685,-15.807961017098739,0.6617424107752624,5.0,5.0,0.9630057709649023,0.20867964340340447,16449251307.531382,22.85,8.3475
UGC05764,27.9551391121523,22.910932268730562,-5.044206843421737,0.6369585764454789,5.0,5.0,0.5510066700684896,0.14246306688791166,2099467468.6192477,3.62,7.4925
UGC05829,20.89128746050334,10.493531052377726,-10.397756408125613,0.660302993488306,5.0,5.0,0.7943021953313018,0.20418463341191187,3999527917.247792,6.91,7.484999999999999
UGC05918,18.378285164393436,12.870907566813363,-5.5073775975800725,0.6594215791046903,5.0,5.0,0.6482364844801094,0.2014753613519708,1504923430.962343,4.46,5.714999999999999
UGC05986,38.97404649965343,15.790998457858318,-23.183048041795114,0.6365349441157662,5.0,5.0,0.8717264053065376,0.1415183954997236,27930332403.533245,9.41,16.95
UGC06399,28.750319030139067,11.83991261375674,-16.91040641638233,0.6481071290714527,5.0,5.0,0.8384561055829233,0.169456557557722,10959800674.105068,7.85,11.625
UGC06446,37.554663229842475,23.047489040541173,-14.507174189301303,0.6335671561770723,5.0,5.0,0.8851755321473449,0.13505695336265408,15857130590.42306,10.22,12.254999999999995
UGC06614,50.98495587013215,93.42545757778909,42.44050170765694,0.648971628965973,5.0,5.0,1.5442310810562876,0.17173052800010163,562155957112.9708,64.59,29.025
UGC06628,8.072900058646603,27.67618689246704,19.603286833820437,0.7173502033135607,5.0,5.0,0.9360213461246808,0.46763030761649177,3063773221.7573223,7.69,6.21
UGC06667,45.27733630984675,35.818482186267104,-9.458854123579648,0.6122583072236571,5.0,5.0,0.7920784895870887,0.0959262036626048,10903306950.255695,7.85,11.595
UGC06786,51.9524574240025,57.34107410596872,5.388616681966219,0.6387101017229818,5.0,5.0,1.0576716798632237,0.14642938640509764,400692991631.79913,34.05,33.75
UGC06787,64.96642478114666,90.86100651966574,25.89458173851908,0.6430283766058276,5.0,5.0,1.0461862834353377,0.1566360703807939,538141979893.073,37.19,37.425
UGC06818,20.175495852306163,12.955571862612056,-7.219923989694108,0.6775139884278368,5.0,5.0,0.835551259064766,0.26410283128560763,4988708379.8233385,6.98,8.3175
UGC06917,30.603998657699744,4.894962630810124,-25.70903602688962,0.6515461613155255,5.0,5.0,0.9978119373080083,0.17866615750777085,24581501046.02511,10.47,15.075
UGC06923,15.1054378478316,12.140807408128286,-2.964630439703315,0.6720896175654274,5.0,5.0,0.7556737495929308,0.24370377579348976,6873391073.919109,5.16,11.355
UGC06930,31.485550365605146,5.905439774420756,-25.58011059118439,0.6493928534530353,5.0,5.0,1.1686876908328983,0.17284843127921454,42567468619.246864,16.61,15.75
UGC06973,88.38568001480633,168.69473114378064,80.30905112897432,0.6827357051589731,5.0,5.0,0.973072178609977,0.2851783496823391,55245606694.56067,7.85,26.1
UGC06983,42.45443781782275,15.088498912846054,-27.365938904976694,0.6389589533910239,5.0,5.0,1.121750288530972,0.14700090001047403,42907689446.76895,15.68,16.275
UGC07089,14.928726535103594,9.12582660774536,-5.802899927358235,0.6677416022184463,5.0,5.0,0.9478097399432834,0.2283887680331874,10166727010.6927,9.16,10.364999999999998
UGC07125,14.698599189568334,9.277492073881346,-5.421107115686988,0.6682369516859231,5.0,5.0,1.2221029496341222,0.2300886870345026,18204804160.85542,18.68,9.7125
UGC07151,15.566865119323268,2.4418095593132496,-13.125055560010018,0.669914610575955,5.0,5.0,0.7189244021508195,0.2359309356625574,5902978556.485356,5.5,10.1925
UGC07261,22.262552465739894,7.6932099162246725,-14.569342549515222,0.6642054073744708,5.0,5.0,0.8093684582975119,0.21657806157881465,7510587447.698744,6.67,10.44
UGC07323,10.345457337040719,10.874298856156104,0.5288415191153852,0.6837310490561294,5.0,5.0,0.7597422856193358,0.2893632776216112,5284605997.2106,5.82,9.375
UGC07399,50.95226232229807,38.12489990239573,-12.827362419902336,0.6261406251629446,5.0,5.0,0.7139552772852797,0.1200353652955805,12430363272.89633,6.13,14.01
UGC07524,26.756759638805764,10.956533456712112,-15.800226182093652,0.6383507219923478,5.0,5.0,0.9049943606097474,0.14560756269960654,15626210622.96606,10.69,11.895
UGC07559,6.78682547264883,2.551670325593896,-4.235155147054934,0.7020263938141991,5.0,5.0,0.5083639224842358,0.37681206300503856,400618619.24686193,2.53,3.915
UGC07577,1.7651840058788588,3.6856324066535033,1.9204484007746445,0.7659266774158802,5.0,5.0,0.42733504081459245,0.9004557110475595,44976313.34263133,1.69,1.6049999999999998
UGC07603,25.74568614409514,17.743453479513335,-8.002232664581804,0.6499690054385262,5.0,5.0,0.5950831637116513,0.17438810802244017,3496891562.0641565,4.11,9.075
UGC07608,30.63714273310021,23.631474948629116,-7.005667784471093,0.6393295363481293,5.0,5.0,0.6517933421424966,0.14785570336529416,3132900000.000001,4.78,7.965
UGC07690,13.006404800319592,2.9519505689873276,-10.054454231332265,0.6810289048694701,5.0,5.0,0.64976382228207,0.27812872413938333,3218375941.422594,4.13,8.684999999999999
UGC07866,7.480355756414136,3.069823675088375,-4.410532081325761,0.7002029337755199,5.0,5.0,0.4830146050787345,0.36713826732648025,364556020.4556021,2.32,3.9
UGC08286,36.6726781610861,22.790430665781045,-13.882247495305052,0.6345279668580114,5.0,5.0,0.8040107123959315,0.13711913890144647,12720188284.518827,8.04,12.375
UGC08490,38.25426280569027,24.227384108087033,-14.026878697603234,0.6411201431995367,5.0,5.0,0.8890277759975146,0.15204936616927597,14483503806.36913,10.15,11.7525
UGC08550,24.99854471571737,16.899913521922553,-8.098631193794816,0.6548046254098729,5.0,5.0,0.6939104488918648,0.1878052715344697,3421030590.4230604,5.36,7.86
UGC08699,38.29257854611432,65.50013131533441,27.207552769220094,0.6579624038110792,5.0,5.0,1.0168630516779815,0.19706122541503027,196795868200.8368,25.7,27.225
UGC08837,7.952404742389242,4.651321534051449,-3.3010832083377935,0.7061613369891081,5.0,5.0,0.6720809663916535,0.3996039307423863,981064156.2064158,4.2,4.755
UGC09037,31.128091400079775,86.91191614116771,55.78382474108793,0.6600022640517307,5.0,5.0,1.4063312877296748,0.20325659528839257,157154762900.97632,27.96,23.325
UGC09133,61.91748044477971,128.12026413670336,66.20278369192364,0.6594800031188547,4.697873072173929,4.697873072173929,1.3724195293795527,0.20165393745390173,1291619408995.816,108.31,33.975
UGC10310,22.50539817651381,7.205867775963217,-15.299530400550594,0.6569364389296907,5.0,5.0,0.8591692023778125,0.19400990939956575,8615544769.87448,7.74,10.38
UGC11455,39.82149446522485,164.97999989334124,125.1585054281164,0.6417188807905307,5.0,5.0,1.2854246830787313,0.15347532687278068,721094635053.4636,41.93,40.8
UGC11557,20.837740296482337,51.12976773433572,30.292027437853385,0.6943274023493791,5.0,5.0,0.8843593879255462,0.3374686606988662,13009370153.417015,10.56,10.92
UGC11820,27.350315053297003,13.683519299427914,-13.666795753869089,0.6599931955627432,5.0,5.0,0.7842971820428712,0.20322866938066605,9895831517.317528,15.82,7.78125
UGC11914,20.216150253791284,117.55693695771713,97.34078670392584,0.6480355124566565,5.0,5.0,0.7613929580676256,0.1692693991143587,184297647605.7648,9.83,42.6
UGC12506,78.84357368691505,27.80173285483528,-51.04184083207977,0.6240714580660928,5.0,5.0,1.508677778723208,0.11612710483068728,630847770804.2772,49.99,34.95
UGC12632,28.541353368849645,14.705473813413153,-13.835879555436492,0.6415498208816056,5.0,5.0,0.9285663904146256,0.15307147735121418,12055222280.33473,10.66,10.4625
UGC12732,38.50841686062227,20.204383870816862,-18.304032989805407,0.6337441780560178,5.0,5.0,1.0654805299541077,0.13543478415680016,25741984193.398422,15.4,12.72
UGCA281,6.731165308050977,4.109552110880271,-2.6216131971707055,0.6928025561083548,5.0,5.0,0.2800219411859336,0.330130163264772,169707112.97071132,1.08,3.9
UGCA442,26.097011285652165,18.775468455318194,-7.321542830333971,0.6413413228115811,5.0,5.0,0.7195611423234973,0.15257473536162758,3963401046.025105,6.33,7.784999999999999
UGCA444,14.062050109758859,10.858202402010345,-3.2038477077485137,0.6483416753586155,5.0,5.0,0.4495395131062345,0.17007081087316853,756744246.8619248,2.62,5.2875
