galaxy,n_points,corr_Kreq_Krough,rms_diff_K,mean_abs_diff_K,rel_error,Kreq_mean,Kreq_median,Kreq_max,Krough_mean,Krough_median,Krough_max,Xi_mean,Xi_median,Xi_max,sigma_v
CamB,4,0.0,0.41319735247440054,0.3953198645551246,1.1737819814892712,-0.08878059035430988,-0.19973166462223785,0.4960219391371128,0.11705661366809961,0.11705661323317784,0.11705661807168255,1.3150213059208644,1.3256440364084425,1.3577592773924212,1.635
D512-2,4,0.0,0.9545131997146675,0.9094474983622205,0.5912399116053721,1.5382038331830996,1.523968084434843,1.8937545180933895,0.6287563348208792,0.628756334821627,0.6287563352493315,0.025788237525741955,0.02770351639123562,0.028137660464877565,25.0
D564-8,6,0.0,2.7996370904707906,2.3587281041103387,0.9192956058792882,2.565799389255496,2.5357691167980594,4.782534156272754,0.20707128514515707,0.20707128512443373,0.20707129311331474,0.2916049396953968,0.3048429596243545,0.3199426687306796,3.1275
D631-7,15,0.0,3.786231694267033,2.910463521908896,0.9162685728762261,3.1365146079008825,2.654862409341705,7.3326459867120874,0.40261381125659884,0.40261381125164375,0.40261381710501964,0.16064071669299995,0.16222807809909867,0.18722689300783057,8.355
DDO064,14,0.0,2.285468154498572,1.824224282894995,0.8360906081429822,2.1818499874633557,1.8461914734336273,6.729627820650585,0.35762570456836074,0.35762570453275766,0.3576257085078456,0.1737974810374267,0.19132790706586472,0.25260028614037905,6.7875
DDO154,12,0.0,3.9982482538668225,3.5029485825905087,0.9157394255255128,3.8252678490721106,4.1651668330917655,6.296075318348422,0.3566770973434732,0.35667709734765213,0.3566771041424903,0.15924942658994803,0.16110085823589265,0.1768820872989922,6.757499999999999
DDO161,31,0.0,1.4471692405263024,1.1315177796174687,0.8293740095407001,1.3643033982269268,1.3725862366468493,3.5603611874613934,0.44115558534400684,0.4411555851903145,0.4411555953041083,0.16245302587142602,0.17940257607611243,0.18864051114860694,9.967499999999998
DDO168,10,0.0,1.591199806202977,1.2948025248358377,0.8133577432789515,1.591922540278526,1.9503172333026482,2.7273286007965765,0.3703109784475504,0.3703109784452529,0.3703109827071641,0.2108101698882543,0.2296550925184668,0.23523219461270167,7.199999999999999
DDO170,8,0.0,1.9790206281402731,1.8502569235779793,0.8193184109352407,2.258287985333976,2.2304366110377227,3.5768292606464778,0.4080310617559967,0.4080310617582366,0.4080310711295211,0.18299986913769914,0.19133573288708303,0.20825737970103697,8.565
ESO079-G014,15,0.0,0.4084112643032424,0.3072599550871768,0.6055312334246332,0.44238141627370714,0.5486772204549455,0.8621423646525541,0.6195503822339776,0.6195503819605506,0.6195503853472424,0.1338054269703863,0.1328026761680438,0.18922535363319634,23.775
ESO116-G012,15,0.0,1.1129205997254508,0.8625638104972637,0.6922019679612391,1.2461158020653942,1.1249659293657164,2.817659059185645,0.5455661831838765,0.545566182800691,0.5455661864764494,0.14059207281906802,0.14975195856846116,0.16961443636285195,16.275
ESO444-G084,7,0.0,6.406673134819048,5.325364970111133,0.9316054772026584,5.716330679057044,4.080471227993763,12.9623615853481,0.3909657089459098,0.3909657084841166,0.39096571376462186,0.13670079521207606,0.14313450177154882,0.168130499030382,7.919999999999999
ESO563-G021,27,0.0,0.5112164802581272,0.45672432698203125,0.8031826655929334,0.5286803112343053,0.35355830174353375,1.5089981415051965,0.7305392644106343,0.7305392643509436,0.7305392663618736,0.11656914543921078,0.118105130159598,0.1407094270368276,46.875
F561-1,6,0.0,0.482797145009642,0.4469640823030299,2.653197596342949,-0.07959249937992983,-0.07111185931481073,0.16593464762416543,0.36737158292310007,0.36737158293090505,0.36737159233186156,0.38043912180306516,0.3820508665951554,0.48304825263325335,7.1025
F563-1,17,0.0,5.18264850705472,4.874060170600074,0.9020033066723885,5.403594570602116,5.856132164296836,7.749624450489716,0.5412664916667924,0.541266491637066,0.5412664988449589,0.08720115871812284,0.09511786598544407,0.1042232749401243,15.9375
F563-V1,6,0.0,0.2881954776842153,0.24846940270805198,2.1899946175321605,0.011020965374731443,0.008422791948730801,0.24825673758827627,0.25949036808278336,0.25949036806761455,0.2594903830167429,0.45941008530062577,0.523017997812637,0.571778151902836,4.1925
F563-V2,10,0.0,3.1844671897853924,3.1162992975205173,0.8535570831686216,3.6509559336699775,3.632711883673361,4.656087080454222,0.5346566361494605,0.5346566352063432,0.5346566400623793,0.10342022722432373,0.1136800102571908,0.14784094118302585,15.435
F565-V2,7,0.0,4.20376591631678,3.981386053404939,0.8989017280846543,4.429167203725735,4.970311644987622,5.970767270931056,0.4477811503207958,0.4477811503207958,0.4477811554524853,0.12276546215942438,0.12537116026673484,0.1590892580058603,10.275
F567-2,5,0.0,0.333946538340846,0.2514523461196154,0.381648611630825,0.6588582755355322,0.662645414371041,1.0904544867418298,0.6287563358241903,0.6287563358235921,0.6287563369721134,0.04369743582474485,0.04396376819235598,0.05217037190790664,25.0
F568-1,12,0.0,3.4395085469992215,3.0767351383984707,0.844439547075853,3.6435232682465766,3.652378131083871,5.822090730120251,0.5667881298481062,0.5667881295093335,0.5667881338126359,0.09554062199019275,0.09170447426104178,0.1426466909258216,18.075
F568-3,18,0.0,1.281147916074824,1.1549308326522123,0.7457686324823798,1.5297496040985448,1.697063969449894,2.6743496382003142,0.5209568322313771,0.5209568308258892,0.5209568411133274,0.1316828505062858,0.1375355402078713,0.18146587639372247,14.4525
F568-V1,15,0.0,3.3639371627961845,3.1832648972437436,0.8522094301808761,3.7353082288330413,3.994153448390496,4.813547377425858,0.5520433315892981,0.5520433312981592,0.5520433384409827,0.09891948941615855,0.10759901824790034,0.12304029355934984,16.8
F571-8,9,0.0,2.145161650685691,1.5368249972813213,0.8601542103015777,1.6386735571600481,1.002822378009534,5.480560365954142,0.5556342838734194,0.5556342831043426,0.5556342886652589,0.18530660542134444,0.18448570750170462,0.2420763113639866,17.099999999999998
F571-V1,7,0.0,2.0022750448028157,1.7702770094200522,0.7890859506466239,2.2434527036875793,2.4452526173809015,3.5830087756237834,0.47317569426752754,0.47317569427561745,0.4731757008558648,0.1560855827566297,0.1589694579985074,0.176378507222983,11.55
F574-1,14,0.0,1.5036182584690356,1.37607076449162,0.7334096790802389,1.8762647995283281,2.1495457002662017,2.4476342442914856,0.5190984168393012,0.5190984168438524,0.5190984216384088,0.13732588766929194,0.1482640685158716,0.17167467077980725,14.325
F574-2,4,0.0,0.9294332081764827,0.928093988238498,3.1004919776753,-0.2993376518698069,-0.29891481562658645,-0.24267213103968377,0.6287563363686911,0.6287563363679434,0.6287563373429901,0.048850617108175176,0.05041165067971608,0.05852320862566034,25.0
F579-V1,14,0.0,1.6131743681010065,1.3302901024651332,0.7074098439499233,1.8805083274460384,1.4378949532816232,4.316087579111054,0.5502182249809043,0.5502182246997969,0.5502182303470627,0.14621256256817786,0.1647494895968717,0.18264095588713972,16.65
F583-1,25,0.0,3.647046852369964,3.238291028458855,0.8837397767291306,3.6366235269063996,4.163097228618141,7.24488659219606,0.4682026289689679,0.46820262794270395,0.4682026425096383,0.10315050553530282,0.10545946483315499,0.1811836028107449,11.2875
F583-4,12,0.0,1.089005509889676,0.9622933267238215,0.6952785344658603,1.3840400343483814,1.2733698773024207,2.638183609266261,0.4217467076245602,0.4217467086583885,0.4217467129270107,0.1948017830273636,0.2297657790690159,0.2410519308644038,9.12
IC2574,34,0.0,1.2589730618779034,1.098918856862118,0.7410620780787031,1.4828971679554888,1.506507452436918,2.602569435886918,0.42742289294737656,0.4274228929483001,0.42742290030293806,0.14970995585748356,0.16344476078181785,0.20137270287198852,9.36
IC4202,29,0.0,0.5878677603065686,0.5578248310672719,3.3084730258806307,0.1356610625135713,0.1162068077476448,0.6173310790286386,0.6934858935808433,0.6934858936014545,0.6934858953287084,0.15907108834638736,0.1600420402336,0.1762071079731426,36.6
KK98-251,15,0.0,0.8120994223123332,0.7532855074052731,0.7396062575034565,1.0184953139093103,0.905071445401209,1.5531825720688412,0.265209806504037,0.2652098061522127,0.2652098137604165,0.2636286244444947,0.29312717674132555,0.39395271455851755,4.32
NGC0024,29,0.0,1.324158979118698,0.9274123124622549,0.6527628411228003,1.412063890067276,1.1512004785214907,4.9750935386079185,0.5417496554280745,0.5417496548658316,0.54174966120374,0.13766637784185273,0.14574197280336526,0.17935086783455928,15.975
NGC0055,21,0.0,0.5804461806522171,0.5351836651183494,0.6265171842410252,0.8422082893179912,1.138822125012254,1.3098876852507848,0.49629802808536877,0.496298028089448,0.49629803392406213,0.18201117864577168,0.1943303102731741,0.20216635965577312,12.8625
NGC0100,20,0.0,1.2517740586509933,0.9759567398077633,0.7853022917214453,1.2025776392816434,1.0281134997447994,3.003636536398843,0.4952998365421628,0.49529983639062247,0.49529984080735234,0.1678308712020129,0.17048743030503144,0.19583599450604466,12.802499999999998
NGC0247,26,0.0,0.9758604848673128,0.929172907334456,0.6329503740183342,1.4680027779042617,1.4161855909615697,2.194426513946536,0.5388298705698055,0.5388298705661521,0.5388298751392915,0.13816906795618317,0.15071249911582654,0.16682584389856314,15.75
NGC0289,28,0.0,1.066620948415181,0.9330367980493113,0.8040926494034227,1.0149720269924845,1.1847800109969535,2.762701345638746,0.6323430706399408,0.6323430702094754,0.632343081995726,0.17127978181527662,0.14638381749514995,0.28002286901888845,25.5
NGC0300,25,0.0,1.8283594939531072,1.5014939830453256,0.7573875657460201,1.982464528007358,1.8477450037664145,4.109547327041481,0.5138578516469273,0.5138578516525731,0.51385785616922,0.14445729387056727,0.15078691024294055,0.15962858035726984,13.9725
NGC0801,11,0.0,0.7382462617007904,0.6796680744853437,2.7772575367044796,-0.0021076830164870053,-0.09730358949655427,0.5813086604895532,0.6775603914688567,0.6775603911595987,0.6775603973851059,0.19025283264281354,0.19308415607964527,0.2348516034227489,33.15
