galaxy,n_points,corr_Kreq_Krough,rms_diff_K,mean_abs_diff_K,rel_error,Kreq_mean,Kreq_median,Kreq_max,Krough_mean,Krough_median,Krough_max,Xi_mean,Xi_median,Xi_max,sigma_v
NGC0891,14,0.0,0.8678436791773758,0.8514253347081934,4.348438506548886,-0.17535880648518082,-0.15834183227141246,0.07853652216609808,0.6760665282230124,0.6760665282731205,0.6760665293523689,0.21014658392118615,0.20781024503513246,0.2569037649823075,32.85
NGC1003,36,0.0,2.915029656815648,2.3255082737485986,0.8600376972376398,2.669356565518999,2.404582627578672,5.9951354527532805,0.5502182307106617,0.5502182307079202,0.5502182396491669,0.13440896825661974,0.1295980151661575,0.19137391668399173,16.65
NGC1090,22,0.0,0.5104309591978086,0.41915308893493053,1.2315296974385437,0.2605141170760435,0.16149299861169408,0.826404412781409,0.6258173808079772,0.625817380951085,0.6258173849897468,0.18960533034851085,0.1894744625463417,0.22431785285852038,24.6
NGC1705,14,0.0,4.519605091837017,3.8109937200153263,0.8929007161202189,4.268104674139627,4.148834339551408,7.773537613587472,0.4571109541243001,0.4571109541297571,0.45711095780324873,0.14990328663520724,0.14267881952793532,0.2128939924871077,10.725
NGC2366,26,0.0,1.1505241356905893,1.036077604649173,0.8152907320513376,1.2291124362809003,1.6106945566263313,2.15112675819321,0.382577458776221,0.3825774587754051,0.38257746507642887,0.20110698235631835,0.223332875971413,0.23010797705387162,7.619999999999999
NGC2403,73,0.0,1.334699504013681,1.0347995129979108,1.0173928562890062,0.9576354463660387,0.18099905559151352,3.855174215772146,0.5884394475709638,0.5884394461525497,0.5884394536785524,0.1476711581194479,0.1478525585373793,0.18791755986487735,20.175
NGC2683,11,0.0,0.5490805042001169,0.4821248056562178,0.9670669607097055,0.4089592994224883,0.3947756255136299,1.1880573963700378,0.632872971247155,0.6328729710207912,0.6328729759864533,0.1970124241407163,0.18474301537835447,0.29387012177969135,25.575
NGC2841,50,0.0,1.2597120714256402,0.9474748927408433,0.8119747933670813,1.1655281254454581,0.46049194446278374,3.9117810069856835,0.7169421888243552,0.716942187740971,0.7169421932295676,0.1300484410603333,0.1518051699029871,0.1655216765587052,42.675
NGC2903,29,0.0,0.7079483977683478,0.5947182772501566,1.2534954556855504,0.17432305455871486,0.12947352415719005,1.1246842769986305,0.64595855821848,0.6459585581023988,0.6459585614687604,0.2193740381961755,0.2042948073301596,0.3316899798759749,27.525
NGC2915,28,0.0,6.7245643152504035,6.140986041189671,0.9339787600874113,6.542360310891799,7.547197887314021,10.091944881309628,0.486988318057084,0.4869883180559894,0.4869883226738059,0.11334094272294906,0.10209398408316898,0.17659554122365465,12.315
NGC2955,24,0.0,0.9040677870037531,0.8840837349815255,3.992473779511656,-0.17552348405709498,-0.2560196500420438,0.1678707618538,0.7085602509244304,0.7085602505335482,0.7085602537414264,0.17579760313635515,0.18410518328208528,0.20172037433005902,40.35
NGC2976,25,0.0,0.5789976554383207,0.5641929913718683,4.902643601641506,-0.08740243025606324,-0.08358103928695115,0.19309088239598582,0.4767905611158051,0.47679056108448936,0.4767905623966653,0.22287774563227564,0.22516045651368966,0.3386707557353179,11.745
NGC2998,13,0.0,0.795113423868384,0.5362930848849072,0.8516703493878073,0.6058008722261982,0.3539620031040418,3.0793846233186892,0.6710776887707948,0.6710776880906506,0.6710776937605702,0.14172148883479513,0.14516200339008467,0.19652871571454789,31.875
NGC3109,25,0.0,4.587874141905475,4.278070353885837,0.9083948875554257,4.709483081084392,4.507577283716517,7.44997084956041,0.43141272719855417,0.43141272719366763,0.43141273192749086,0.10116079926726514,0.11725062852752552,0.1289764689001143,9.5325
NGC3198,40,0.0,0.9268549842250813,0.7787148437099928,1.001796164091238,0.7191350168123637,0.2269831218752949,2.6473275288127947,0.6073864126493549,0.6073864103101495,0.6073864234234995,0.16254259321442643,0.15557089002410657,0.2161919906888924,22.275
NGC3521,41,0.0,0.9836288584001912,0.9534436966030786,2.582976191003074,-0.2776897323972519,-0.38346960112854556,0.8054616900927904,0.6691022860852572,0.6691022859364439,0.6691022886211155,0.22624955117238035,0.2355242135039372,0.25480743854121735,31.5
NGC3726,12,0.0,0.7898256786437223,0.7548630119260044,1.4760624091528587,0.18604401658629985,-0.12889904337936586,1.4404093069295323,0.6224341781985926,0.6224341773300646,0.6224341835289809,0.201621859011782,0.2154038551905495,0.24710972220825345,24.15
NGC3741,21,0.0,7.230294343676302,6.217864038536062,0.9460696950149702,6.572310762409183,7.258998728526446,12.647491071025836,0.368506337135236,0.36850633597634874,0.3685063462735103,0.11351821862576986,0.11395390369736122,0.12246776897246525,7.14
NGC3769,11,0.0,1.3669493236401156,0.9967002754697212,0.7903059161114226,1.1561335303978146,0.7155495618375041,3.080805218718001,0.5651214357047135,0.5651214333861944,0.5651214468734731,0.19264466085049364,0.18893470336023496,0.2893654629647973,17.925
NGC3877,11,0.0,0.7927812599460708,0.7761519158536806,4.0239785989868775,-0.14594949189372056,-0.22644911660101796,0.1395371747498455,0.63020242395996,0.6302024239594242,0.6302024252475045,0.22124462075694362,0.24174726524376788,0.2564846626671352,25.2
NGC3893,10,0.0,0.6210532432816196,0.4932451452139168,1.2733007345645841,0.18510528076763572,0.17045986112110112,0.7366654330526292,0.6449969060639973,0.6449969059774633,0.6449969083040132,0.19150805162420284,0.19247473362789444,0.23700346008890538,27.375
NGC3917,16,0.0,0.2470670270206009,0.19430102731734425,0.3324525053215623,0.5844474750743959,0.5224371459101194,1.127611698905707,0.5920046299241205,0.592004629921722,0.5920046327253563,0.16347844980034576,0.1766117517363966,0.19022591629770774,20.55
NGC3949,7,0.0,0.888555326917984,0.8699777690547299,3.1390504043884886,-0.25218668203809075,-0.3248559112848891,0.08736040666708145,0.6177910870166394,0.6177910870142567,0.6177910879149052,0.24956017246514992,0.2543190587500003,0.2801438211247791,23.55
NGC3953,8,0.0,0.8214849980333264,0.8201560536638086,5.70685117814432,-0.14371428797806785,-0.15400694021351607,-0.061653526730510166,0.6764417656857407,0.6764417656866363,0.6764417667764684,0.19455641477125402,0.1960245145574341,0.2090918219502017,32.925
NGC3972,10,0.0,0.33459800139731133,0.24158796665866755,0.5007845258127898,0.41747270174212153,0.4444411002200388,0.9013506514794398,0.5538485681589438,0.5538485681625326,0.5538485705042048,0.19952616281836008,0.21316060969371153,0.24919643804196795,16.95
NGC3992,9,0.0,0.38837615290979655,0.35511546678993944,0.6083171848679031,0.5837669485977998,0.5296072160660132,1.2587330015452718,0.6960412537440117,0.6960412537380152,0.6960412563654539,0.14482389951449598,0.14973373936775256,0.17307058231931968,37.2
NGC4010,12,0.0,0.5023765424774582,0.36410881332568873,0.9812871636004693,0.20614482274754023,0.3567488896856741,0.6043354913858965,0.5634372655392438,0.5634372655410796,0.5634372681819849,0.1921487107528311,0.21179663404193866,0.2223172819828658,17.775
NGC4013,36,0.0,0.6302182758147641,0.5673606486804217,0.9510152311523961,0.49528070384261,0.3289917417041852,1.5331824595743364,0.6405796479438952,0.6405796479406565,0.6405796513271895,0.18092670480676648,0.16614378272369001,0.2620299548676884,26.7
NGC4051,7,0.0,0.9082110959584769,0.9026080408330416,3.116538846718853,-0.289618735791894,-0.30094298510520223,-0.1447277143587805,0.6129893050411475,0.6129893050421463,0.6129893068634449,0.2476267854427658,0.25124434519972927,0.286308268546729,22.95
NGC4068,5,0.0,0.46012406708198716,0.38787608689937747,0.8861670813177167,0.259651235828405,0.3165805149047012,0.9385474249631505,0.24912381543984777,0.24912381542048423,0.24912381953524232,0.5078378967157883,0.5335738970699493,0.6060668036775889,3.9675
NGC4085,5,0.0,0.8422761007259252,0.8357164225872143,3.2329329132729003,-0.2585010097661341,-0.282492897885247,-0.07476077043293994,0.5772154128210802,0.5772154128201047,0.5772154136737031,0.28457670971259336,0.2869909981322368,0.300577850826908,19.05
NGC4088,9,0.0,0.9096973356283199,0.8859352412492308,3.0536092262602628,-0.25096327644320293,-0.31451181075332946,0.1753104677553987,0.6349719648060279,0.6349719648927572,0.6349719670098259,0.24177987104186865,0.23230505970032367,0.29889806586126505,25.875
NGC4100,24,0.0,0.4131815420215438,0.33756047884669216,0.8085252607055021,0.38766077486205025,0.4099656197088739,0.9379356206150478,0.633926565660149,0.6339265656574293,0.633926568525212,0.18623757552779693,0.18012590793541555,0.253912617754836,25.725
NGC4138,7,0.0,0.5297437781292762,0.4454140341737368,1.0263297905284092,0.3145353284123203,0.32416337915676596,1.038670923556527,0.6235711412264069,0.6235711412318077,0.6235711437301288,0.20415114577660395,0.18704880475918673,0.3061070083156019,24.3
NGC4157,15,0.0,0.6727086018833003,0.5734370811318689,1.5061325620070705,0.1363338832888877,0.040014285910520586,0.9325624853070897,0.6469131402269385,0.6469131402261117,0.6469131432487576,0.2050393105381701,0.1950924248917571,0.27856962709485666,27.675
NGC4183,23,0.0,0.789661934808326,0.6046597297428078,0.5286991366556586,1.143674516980765,0.967834535876704,2.417241706545192,0.5483728974725035,0.5483728973678991,0.5483729039778671,0.16702576074538272,0.16962512874322877,0.20858900678574802,16.5
NGC4214,14,0.0,2.3861918711603938,1.8870666197801884,0.8172360154643916,2.3090840149866243,2.068230852953332,4.865156015248197,0.48168802290186236,0.4816880229049,0.4816880257807187,0.17092953468112312,0.16378364022295183,0.22764891793409672,12.015
NGC4217,13,0.0,0.7109689092559374,0.671316280206523,3.3743987463497738,-0.024403141482674008,0.027941943165092242,0.3418235079940264,0.646913138723849,0.6469131387209879,0.646913140052539,0.20959696572965109,0.20378217234250534,0.26391255509810774,27.675
NGC4559,32,0.0,0.5499185861471996,0.486288159258629,0.9410034938949959,0.3675890094200851,0.3600777495532138,1.0488706506622005,0.5692560696481641,0.5692560696506177,0.569256074971471,0.19782021389237037,0.1947824436391552,0.23908221472327193,18.3
NGC5005,18,0.0,1.021801369482126,1.0164110127731647,3.2713282179620276,-0.31070285371926654,-0.3238439498432176,-0.06847124976291441,0.7057081590538982,0.7057081589713713,0.7057081598281398,0.19512335756417742,0.19879006061691934,0.2084739368043684,39.6
NGC5033,20,0.0,0.6926030378500395,0.6024802578564851,0.6873011865492382,0.7887729265690306,0.9061097833818703,1.9839985485786316,0.6587156542635577,0.6587156541975925,0.6587156589516904,0.16967106314722863,0.1580774570129466,0.2877812697733804,29.625
NGC5055,22,0.0,0.7107426574687901,0.6067901638815765,1.1391681259168331,0.2294891954716269,0.20078573301328728,1.1605057733499162,0.6420686676965112,0.6420686673093002,0.6420686751848046,0.2192903521786533,0.19872101732139386,0.3193899383725261,26.925
NGC5371,19,0.0,0.868081058062074,0.8526503432518817,3.77041025735818,-0.18118142745968774,-0.21971364269786675,0.274571531831697,0.6714689157921939,0.67146891557361,0.6714689205095579,0.21919559900784438,0.21482077291691942,0.26532163823596383,31.95
NGC5585,24,0.0,1.0767647267551943,0.9177518942100432,0.977355713889567,0.7168707807869389,0.42143586336203276,2.5184380388356082,0.5059970186175734,0.5059970176708333,0.5059970246295383,0.15648452803991375,0.1630992051272019,0.19407483670345996,13.4625
NGC5907,19,0.0,0.44376257926226936,0.39482380556305785,0.7541463273634613,0.523537397501337,0.4465452362293687,1.3021927843348222,0.6734061465532895,0.6734061465532895,0.6734061507532503,0.1602686885086672,0.15696498872833534,0.20214325411939038,32.325
NGC5985,33,0.0,0.3231824576868017,0.2571654563260789,0.2723872372782354,0.9441171285987681,0.9057503950056625,1.38318836970564,0.72051663739908,0.7205166373530604,0.7205166393390641,0.11346715115714959,0.11634633984063394,0.12654167594666402,43.725
NGC6015,44,0.0,0.931296992665721,0.7588879533367834,0.8239373332523607,0.9062870402958488,0.46410291718869634,2.790114442053145,0.6148091272814017,0.6148091269865068,0.6148091330620612,0.15633986306290987,0.15143911495543522,0.21404826719337414,23.175
NGC6195,23,0.0,0.9480405646155037,0.9362577001028335,3.557882575879179,-0.23802773077514788,-0.2788621251085577,0.1829485692897177,0.6982299693276858,0.6982299690738106,0.6982299724047258,0.19299402498867804,0.19969080096917308,0.20482825924901935,37.725
NGC6503,31,0.0,1.4429048794474892,1.180127430760684,0.7815494237634536,1.4445134318454211,1.5198560822673288,3.4479810785108276,0.557400815093546,0.5574008150813796,0.5574008216844251,0.1803571472800534,0.16150501360821967,0.31760242372363584,17.25
NGC6674,15,0.0,0.9961747560025557,0.7449976551542669,0.6207685071020119,1.1938829086847755,0.9603025085113948,2.857500745001403,0.6921859861119729,0.6921859861183226,0.6921859913121131,0.13050464205108234,0.12578069475718942,0.17929741675263158,36.3
NGC6789,4,0.0,2.660097339019098,2.2653735084294286,0.7827477105697968,2.8941298426543627,2.485440502784619,5.104953061864492,0.6287563342249342,0.628756334224934,0.6287563343161578,0.023780197479654406,0.026829842843894995,0.03112475144122841,25.0
NGC6946,57,0.0,0.7140029007220884,0.6565838205210465,2.5888650913602143,-0.03879273147784344,-0.11478690251320622,0.4769195179764665,0.617791089043203,0.617791089052391,0.6177910923614401,0.2390059442639161,0.23796036388000777,0.29715788424931866,23.55
NGC7331,28,0.0,0.740051018539684,0.6569868183225138,2.236457646308471,0.03288757842302994,-0.016149292264236115,0.6720113035567932,0.6898743967455437,0.6898743967506806,0.6898743989478693,0.18378266843655705,0.17928000658440002,0.2642623259236278,35.775
NGC7793,42,0.0,0.5318515699939445,0.4622058130725939,2.146580346838464,0.09306764512750128,-0.009016961434628323,0.6433758448703288,0.5446201009343651,0.5446201006044471,0.5446201043935008,0.18517651709994537,0.19401448729564863,0.2429001363199651,16.2
NGC7814,18,0.0,0.6465747449886585,0.5555314418403089,0.8704631210291599,0.49150339375726204,0.46143851265043345,1.598541527997118,0.6722475657226271,0.6722475657245062,0.6722475675009768,0.17584871898123,0.16005258181859955,0.3040961101607252,32.1
PGC51017,6,0.0,0.8297605250627096,0.6668634382872188,1.2380385681272301,0.11423497102582804,-0.23555335306998132,1.958640285662792,0.19232746553630817,0.19232746553630825,0.19232747674004014,0.6677376846482214,0.711593113139825,0.7772773347848965,2.8575
UGC00128,22,0.0,3.3200904143912586,3.034162549259534,0.8440572604022962,3.59473544225351,3.185458869287235,6.359475578232442,0.5825553144860491,0.582555314491755,0.5825553266835262,0.10239840729174715,0.10431392719319904,0.1179690049639474,19.575
UGC00191,9,0.0,1.1186214443056375,0.9785077276929653,0.7047521303249461,1.388442383624717,1.5322389626502844,2.2592323296566565,0.40993465593175177,0.40993465284194786,0.409934667630551,0.23566462942049085,0.22684000562296755,0.31117351451443875,8.64
UGC00634,4,0.0,2.5500000789716704,2.239023600070041,0.7807515391119615,2.8677799375416413,2.935462809868431,4.4632471967071075,0.6287563374716005,0.6287563374716005,0.6287563394904857,0.0629017266188493,0.0632042967990882,0.06663938217908034,25.0
UGC00731,12,0.0,6.905124242776198,5.913451527675611,0.9290325421435847,6.365171573033735,5.826915306067117,13.17908998517617,0.4517200453581236,0.4517200453515061,0.45172005197571263,0.12201510576250046,0.12006971365952504,0.1802785804085404,10.4625
UGC00891,5,0.0,2.3867128582051236,1.972236667036751,0.7919750241252831,2.490276343266049,2.3127666281035055,4.68335726301331,0.6287563354335735,0.6287563354347698,0.6287563363141064,0.033803593393286036,0.03425468000513363,0.037880277647229316,25.0
UGC01230,11,0.0,1.7903407676267646,1.6678948819487596,0.7915443714374052,2.082750612988294,2.4284344185388385,3.1728417894313,0.5368552582956595,0.5368552547834007,0.5368552740525481,0.13301998792666295,0.14266076970815456,0.15763901847041376,15.6
UGC01281,23,0.0,1.9484156597250388,1.7004659605865213,0.8118716124750296,2.094501069451818,2.1015002439104213,3.5939967337725527,0.39403510886529675,0.3940351085333961,0.39403511427835547,0.143106119956,0.15839118353971027,0.19157900852777,8.032499999999999
UGC02023,5,0.0,0.6506182043540194,0.589253912066554,1.495473054056837,0.19422458763686423,-0.005095003518648666,1.0155617475360605,0.6287563347827446,0.6287563347827447,0.6287563352343768,0.04287559827403951,0.04799623324253895,0.05273383875609233,25.0
UGC02259,8,0.0,2.4550750681232745,2.3851729188446766,0.8295838298994652,2.8751439370916,2.662412355462264,4.071409936754215,0.4899710182469237,0.4899710182456751,0.48997102180157126,0.14804665343359807,0.15823772866888558,0.16705360170201616,12.4875
UGC02487,17,0.0,0.9188302232694293,0.7339942765006802,0.6079249638288258,1.2073764365224389,1.1815887810196508,2.7914122653904885,0.7392198936860612,0.7392198936138074,0.7392198968530455,0.11434448641742383,0.11135524843720389,0.15013283254296514,49.875
UGC02885,19,0.0,0.5718654788529405,0.5129182299880028,0.745937278603415,0.6488813658468423,0.5248983626398762,1.6371648993696373,0.7237272229224957,0.7237272229923642,0.7237272264931386,0.12343943464833321,0.12118383728910055,0.1502401723660797,44.7
UGC02916,43,0.0,0.7820176972592875,0.7185356356920237,2.527749976190096,-0.026346361045284098,-0.052247803983954344,1.1736516539701563,0.6687033048312759,0.6687033043105021,0.6687033102965145,0.20079173672924602,0.199643007913231,0.2586608843562064,31.425
UGC02953,115,0.0,1.0850732091179442,0.8934136098775369,1.4576617483621783,0.3114274683468452,-0.13573170500854448,7.051385465680783,0.7051285196600537,0.7051285185855543,0.7051285256751247,0.17450578477113607,0.1963976806723984,0.21672616955174975,39.45
UGC03205,48,0.0,0.6420755982372911,0.5708531357950669,1.6089434069679889,0.28739824803413755,0.18552909841197074,2.351387061552018,0.6745535969572832,0.6745535963403606,0.6745536021758842,0.16853114428383956,0.1682884281473171,0.20363135365733273,32.55
UGC03546,23,0.0,0.8067422982546963,0.7191463899855599,1.7515654370464688,0.01783414764493681,-0.07871423635621244,1.3087150923598223,0.656087860379073,0.656087860052384,0.6560878644352732,0.22397415825249273,0.2146529263775628,0.3085327239923367,29.175
UGC03580,30,0.0,1.1706147930219508,0.8955930265250683,0.9425690839765374,0.670255407838963,0.544932006981073,3.5515770107233804,0.5708803626870026,0.5708803622375569,0.5708803720443535,0.18139651506599772,0.17626766852102882,0.2380450021647993,18.45
UGC04278,25,0.0,1.6525743534553778,1.2822065160775455,0.7264477813437915,1.765036041139399,1.464527795195894,3.795432470457701,0.49138120182458,0.49138120182497524,0.4913812050168943,0.11980479127855444,0.12215876407083998,0.1861006356686455,12.57
