name,quality,n_points,rdisk_catalog_kpc,rdisk_used_kpc,rdisk_heuristic_kpc,rms_locked_kms,wrms_locked_kms,rms_window_catalog_kms,wrms_window_catalog_kms,rms_window_heuristic_kms,wrms_window_heuristic_kms,rms_acceleration_only_kms,wrms_acceleration_only_kms,rms_mond_kms,wrms_mond_kms
F567-2,3,5,3.08,3.08,3.83,19.792099202695272,15.371491282944117,20.076991708922645,15.714023034314017,19.68357344154176,15.327731322460446,21.924864622578337,17.56069752951942,19.373344966921394,15.2566446610428
F568-1,1,12,5.18,5.18,3.96,29.075384966418344,26.476318623049526,31.033920268124415,28.461938319469006,30.21890964675103,27.650337071359203,27.27138587366448,24.72815766201607,30.05800204867938,27.484220117299103
F568-3,1,18,4.99,4.99,3.64,7.696964123535438,8.244837215101127,8.131065944233296,7.609765447075286,7.967983373345167,7.993251461807033,8.54685110982835,10.491362520690881,7.985346773018619,9.530093554768932
F568-V1,1,15,2.85,2.85,4.3,25.120342725625097,30.720378397360275,25.391207841832337,31.08368982527666,26.40892614470389,32.23807026737879,23.16924009164881,28.514597618566615,25.827411917193523,31.183914000316364
F571-8,1,13,3.56,3.56,3.44,25.348526745084484,26.552602835739613,24.317173316132322,25.65358587335084,24.32297058649038,25.652453870053854,25.169261719127146,26.228728580677846,27.9348912491535,29.29244952136947
F571-V1,2,7,2.47,2.47,5.83,7.101413511575816,7.329315407201465,7.498351211597781,7.7400305954690785,5.634956900700581,6.03282973435475,9.252680551750158,9.266237814036044,6.314856160858179,6.017443678616977
F574-1,1,14,4.46,4.46,4.22,8.374856556525524,7.98848412739678,9.431927984153946,9.048348486544912,9.313651601937107,8.929116145422062,7.578871689915483,7.2239532983105805,8.824610426524464,8.513538536515558
F574-2,3,5,3.76,3.76,4.32,39.20789731550472,41.42710934404713,39.17790744810589,41.30618352516606,38.85076814092502,40.980442495831866,41.61047554619794,43.702729123384614,38.699659717100474,40.64206677353439
F579-V1,1,14,3.37,3.37,3.9,18.939451184864286,20.107911846752163,20.164121749614164,21.349647846612374,20.519323678109757,21.713727900106832,17.39485206529183,18.445600535131522,18.494440542818275,19.455984873446155
F583-1,1,25,2.36,2.36,2.31,11.282622421364808,11.154143852038937,10.47423496271028,10.113171871796835,10.460538950877268,10.09243869015151,10.039418729140102,9.293537570436602,10.323493534732554,10.049745508913986
F583-4,1,12,1.93,1.93,3.92,5.915302092351433,6.043648064143434,6.262976433654427,6.436492559092819,5.181127961813167,5.326917846502679,7.734761439724427,7.879258623633181,5.333115174984885,5.40320543207684
IC2574,2,34,2.78,2.78,3.98,12.934659044215753,10.195370177333213,13.899179559926154,11.771565448186776,13.132107923810135,10.972694218113922,15.940205094242382,14.214416725141275,13.48669801531149,12.391015440615146
IC4202,1,18,4.78,4.78,8.66,7.663866896949306,8.100049414646339,9.173366876441932,9.917126041838053,10.673947610869941,11.604203798340444,7.448466979851741,7.81762331581969,4.890941529207347,4.497165190380253
KK98-251,2,15,1.34,1.34,1.07,8.088563688031432,8.088563688031432,10.450813290543866,10.450813290543866,10.777288204755893,10.777288204755893,12.274802574704939,12.274802574704939,10.846370197160487,10.846370197160487
NGC0024,1,29,1.34,1.34,1.17,22.065397628605762,19.279093978466303,22.469443355038948,19.256615046404573,22.237398314518725,19.06867422645901,20.45113624831715,17.64426922001459,20.9282676629855,19.233268214455897
NGC0055,2,21,6.11,6.11,5.52,19.087338891942498,17.721232576917124,16.177037090388968,14.188473151807619,16.554025160856835,14.619651953621839,20.757017887200682,19.49883227244149,17.39234268288286,16.64262553861019
NGC0100,1,21,1.66,1.66,3.42,5.005489957093042,5.557761677953669,5.0660655543771265,5.596457344585234,3.829884623631503,4.074615828662432,6.87797890717962,7.588251800846741,6.002679810462169,6.345446591184252
NGC0247,2,26,3.74,3.74,5.38,7.4959952259877305,4.91510150575922,7.143674015806111,5.669394890901767,6.917874783699995,6.647025080066966,8.327247662816921,4.168246158212512,5.405792901199021,3.7612448883353324
NGC0289,2,28,6.74,6.74,16.64,28.77532234453398,27.153881037977385,28.106369124199897,26.075702718978814,26.481343539487472,24.01677062247061,29.36937461296901,27.801326679108648,23.450412720673405,21.558289942452557
NGC0300,2,25,1.75,1.75,4.54,4.749141355551504,4.469567722300741,4.48028479891198,4.078371657705348,6.003253239226483,5.748471241174445,4.008207818353581,3.6001751842924916,5.662339852940226,5.6412346376136755
NGC0801,1,13,8.72,8.72,3.52,39.262247139169816,44.52897626643816,38.00311350652715,42.501004657941195,38.939054889014564,43.93529868725577,39.58371177129211,44.94005660900871,35.002028603913274,39.90308128313053
NGC0891,1,16,2.55,2.55,6.96,20.465471287335166,13.530181704024379,19.84508818062998,12.885236202085881,18.885665320179424,11.905319089681281,20.590439840462547,13.688628785195519,25.858308839864048,19.195951402663763
NGC1003,1,36,1.61,1.61,11.21,9.633641116354735,10.947515266523052,9.904602602793572,11.421301086688098,5.85233362720429,7.543971078439802,10.889747778314328,12.243212334543902,8.101431111469767,8.607249090665306
NGC1090,1,24,3.53,3.53,10.37,20.94968010261083,25.073412452259685,20.01334091760269,24.196276813107318,17.96433500981985,21.4853376904023,21.572613339649482,25.78213814975669,18.293757376899997,20.809029906276148
NGC1705,3,14,0.39,0.39,2.0,18.1918715192693,18.241797663335806,16.120825940022847,16.190669911740898,18.01820221776895,18.2135296095882,15.532736933518143,15.613730350464335,17.056308277302186,17.313034047487537
NGC2366,3,26,0.65,0.65,2.02,10.725828065525652,8.730767549488025,12.694459614531251,10.910320619218515,11.36299360009674,9.377267753744054,13.456591633296275,11.794205332285369,11.340451753431852,9.814518762715021
NGC2403,1,73,1.39,1.39,2.57,5.779089950018043,6.372950042006453,6.179266119710012,6.604504174849384,7.1066368066120775,7.51245850928277,4.9265812519000995,5.459873118478148,6.409403674212237,7.363195359578839
NGC2683,2,11,2.18,2.18,11.54,18.805471898102265,15.897087594149943,18.998799646696266,16.399564627853188,18.23919349660447,18.11200296859973,19.279434184851205,16.066465146826033,14.216966846576474,11.013124289903244
NGC2841,1,29,3.64,3.64,8.9,48.42335191237021,43.13005472318366,49.4390157958288,44.03834922640949,51.44413414805721,45.971868367062655,47.965980750219984,42.634721326996754,49.975136098794465,46.59330754725783
NGC2903,1,34,2.33,2.33,3.84,22.945810299257648,8.752465145932236,22.85507503171502,9.423088036616594,22.880064040225815,10.053290228862217,22.950309558484488,8.517346501076986,23.583991505916615,7.5054542193932665
NGC2915,2,30,0.55,0.55,3.68,20.612760607674986,20.48477141619445,18.72043343684742,18.382143481291575,20.438627232455346,20.279815993439406,18.482514204767966,18.06205052561636,20.623427460242997,20.407188444145618
NGC2955,1,7,18.76,18.76,6.91,25.68253995562026,26.59777331776051,21.297390304489593,22.691501352194763,23.98521583674089,25.072851077678187,25.99270656461048,26.894707520259853,24.972106608796334,25.4277294160946
NGC2976,2,27,1.01,1.01,0.73,3.0723027328801957,3.2435950902101736,3.3340394677448937,3.436084675661724,3.7129171722925434,3.864448053874502,5.235317896335571,5.448656404338437,5.419915465635696,5.55835571198815
NGC2998,1,13,6.2,6.2,3.63,31.986680480079432,18.68615515482205,34.20270019902876,17.35900460300509,33.53412093218195,18.101595685048864,31.729149347704737,19.18080940377597,27.70929006207592,13.63794062484615
NGC3109,1,25,1.56,1.56,2.32,5.547713902263244,5.04098322084406,4.106357712903754,3.358955383969293,4.404132121641684,3.3336709295366505,3.941132550087239,4.217500611217514,5.055238482320092,4.357903184616119
NGC3198,1,43,3.14,3.14,4.82,12.735061208002866,11.077010929940432,12.315534518441801,11.019237059235667,12.069411962869443,10.820627817218027,13.36616936644499,11.690188181340446,10.907210377442794,7.994749250664337
NGC3521,1,41,2.4,2.4,2.75,10.653098919902398,11.581416766801839,11.59269992222941,12.473655669182087,11.737945000475772,12.610007118598256,10.48076051969294,11.407286466553831,7.258315799664189,8.707942178209892
NGC3726,2,12,3.4,3.4,10.47,25.605099428749917,27.276714649082585,24.225066102668688,25.800004007890646,20.71583586957351,22.16692356847194,26.220424974976417,27.859772168716905,25.488526286798294,27.684331850298996
NGC3741,1,21,0.2,0.2,1.87,4.367537568925126,4.324680732595221,2.3187119410738326,2.306115574572231,1.9275150764846427,1.8841458263872428,2.538906740756557,2.5346147342856633,2.718463850019087,2.6489847126747184
NGC3769,2,12,3.38,3.38,8.72,16.616911290104593,14.50651680719034,15.697516517848163,13.274333061741531,13.39579064830593,10.588969834529777,17.59194943700366,15.441032522896245,15.475859123654532,13.539295484409655
NGC3877,2,13,2.53,2.53,4.37,20.7148885919845,18.588756015649494,20.137825031010415,18.01588525783243,19.83720239329661,17.63649847118365,20.897846714841467,18.792637249797508,23.017641831338484,21.352338299535784
NGC3893,1,10,2.38,2.38,6.98,8.833595598258416,9.692611080761203,9.50718852935614,10.601417002943661,11.251481724365773,12.84173076420469,8.689454472554129,9.405742111462944,6.692916811031235,6.977412696475308
NGC3917,1,17,2.63,2.63,5.24,6.939560254667246,6.912791726371992,6.9586699102919605,6.922360263767074,7.365557710575765,7.347702965153264,7.480331671735464,7.457174776687171,6.686012951428012,6.74671379922099
NGC3949,2,7,3.59,3.59,3.5,5.274792245839291,4.958133793657731,5.315366236463362,3.934637642592081,5.298201301389949,3.9457759481747092,5.27503891410098,5.13747448871131,9.523289234749647,10.727913268943237
NGC3953,1,8,4.89,4.89,6.98,13.845748841093316,13.677899378188577,15.506081123435052,15.498011361839088,16.22552551472185,16.289247269646513,13.72010092928956,13.517774477369182,10.498213789985671,10.039242584305715
NGC3972,1,10,2.18,2.18,3.5,6.575596667429897,6.200406800620815,7.270808147196772,6.830102941827698,8.223512749289236,7.7351562591215295,6.032111987136951,5.733173750730569,6.996658099559345,6.671757052631078
NGC3992,1,9,4.96,4.96,22.94,22.358749393057142,21.19136507992337,23.847613226619355,22.701244484136396,29.32354240113358,28.373703249983734,22.148451038435844,20.959811902886287,19.652835071275064,18.852618726638646
NGC4010,2,12,2.81,2.81,4.37,11.173624434086992,10.59201249544386,9.778123008389493,9.282049967383541,8.825526382263304,8.344574419692107,12.0789243835142,11.499336612235108,11.464004296744218,10.571794123292742
NGC4013,2,35,3.53,3.53,14.17,14.557963706039951,13.60198113907168,13.510713643805673,12.520719124008496,9.534002796056264,8.666706743615459,15.148846991302275,14.165924569002891,13.676665866500812,13.80152243869231
NGC4051,2,7,4.65,4.65,5.24,21.289933412550855,21.51513580503868,19.172503046857862,19.3084958281594,18.897450089354777,19.018683006386862,21.71282242508383,21.943522913221226,24.14197209701254,24.800725977420154
NGC4068,2,6,0.59,0.59,1.06,8.856060419641931,9.719076119042645,11.621607039234966,12.281486298914906,10.865324623689817,11.53994204758892,12.74764145320257,13.335340478450691,11.341692433894323,11.80349995029467
NGC4085,2,7,1.65,1.65,2.71,18.235808040209854,16.244781995105836,17.176524780726336,15.236016419763752,16.41522388276121,14.475672029785176,18.69950488474725,16.707298191003492,22.0936301293116,20.23536580335006
NGC4088,1,12,2.58,2.58,8.72,36.59451964985612,38.580447728472166,35.4825209129677,37.49721743586059,32.35716100857805,34.3222652090139,37.01421920042239,39.006062431911666,40.44128543059767,42.40488434679872
NGC4100,1,24,2.15,2.15,9.6,13.612767937105195,13.068378823469109,14.289534758206004,13.819302961345802,16.94283283869385,17.11285330348681,13.501944411892454,12.814035850896085,10.536063150169438,10.399962286380713
NGC4138,2,6,1.51,1.51,7.85,14.099448766410521,17.81101680782601,14.407572805297306,18.31580156601891,15.080416156758618,20.48436642357227,14.345861869357122,17.776060124198004,10.05183326262541,12.609356514058817
NGC4157,1,17,2.32,2.32,10.47,20.598136826392192,21.36132157312576,19.829492964463952,20.578016972203265,16.08254949480424,16.67300157385245,21.093184726253913,21.850623726362787,22.00233964627243,23.06435003803514
NGC4183,1,23,2.79,2.79,6.98,12.913111721079346,13.32630400344583,12.929111232672662,13.27644528238676,12.243074173918282,12.435272604322689,13.682733644704053,14.134812916626483,10.275692329855053,10.67434944580309
NGC4214,2,14,0.51,0.51,1.88,16.073457663011123,15.047148185335127,14.72644678421485,13.811953145707735,16.285500123555604,15.470181298667944,13.969580585448645,13.034981228473614,15.415590739619715,14.326619082934378
NGC4389,3,6,2.79,2.79,2.71,43.00677709360318,43.56328822322456,40.74934750638724,41.27128957120857,40.81825862687529,41.34037239193372,43.61376787115614,44.17566134771055,47.32576226996019,47.90631336020986
NGC4559,1,32,2.1,2.1,7.19,20.831208900877574,20.392659814121505,20.383056355011874,19.969484913347554,17.570553320938924,17.01808364047291,21.782297538572468,21.360452328951347,18.62500429975329,17.932259039919046
NGC5005,1,12,9.45,9.45,3.44,11.731634255101133,11.836784609516126,15.334605886983171,15.458965295595046,13.093404478474374,13.203955723173808,11.575282207339342,11.678639459053775,3.539456535314216,3.5849679612581875
NGC5033,1,15,5.16,5.16,12.56,12.198487010124948,11.672008461830346,12.573138613076031,12.735508702292123,13.347681829351785,14.700304237795123,12.412385680440225,11.614030301928933,9.690112270801933,10.620725583069342
NGC5055,1,28,3.2,3.2,7.18,28.1464837323521,25.15372517272592,27.39899676780304,24.18282210851261,26.03059194682702,22.63632486933831,28.63420533567326,25.57904355659103,27.641435133776504,28.00475435749865
NGC5371,1,19,7.44,7.44,11.55,45.57662088591632,46.02484236173205,44.245702652609076,44.07026997039367,43.36975510536415,42.904836093611706,45.86862570541008,46.34689513670409,44.115356611154105,46.167463202110035
NGC5585,1,24,1.53,1.53,1.46,7.636172456536291,7.358721584970692,7.412888547331559,7.084081608693494,7.483322588211608,7.1535844316687385,9.280906968635895,9.035877500844805,8.217149233919274,8.14866700914453
NGC5907,1,19,5.34,5.34,20.13,24.069965590074986,20.38701812138339,24.38974440575744,19.780532340554554,24.99235122227568,18.076880578821562,24.281337722189715,20.780561433680248,18.865175919462974,15.164928194080407
NGC5985,1,29,7.01,7.01,11.82,71.20615286789514,61.52244842777727,74.54865655083013,64.65337645036654,76.83507007356314,66.85850231794564,70.77202648087871,61.07575650596682,68.85369284022558,60.4677511901642
NGC6015,2,44,2.3,2.3,4.94,13.090061635023178,17.87344539838035,14.109660934312059,19.243211085425017,15.364466321811435,20.99964550105941,12.784468584673398,17.387529411350137,11.295762781330938,14.873194709066496
NGC6195,1,5,13.94,13.94,8.32,38.19365003693411,39.453787811376024,32.94946444275105,34.329587467956365,35.1285133589635,36.47455619467426,38.57441913922329,39.85204223554067,39.062201310005136,39.05466033896703
NGC6503,1,31,2.16,2.16,8.35,4.994358537202582,3.719374479879458,5.427336656304332,3.838231227099596,5.794844882191463,3.2910206004661395,5.736312972301965,4.808361206132803,3.993729502345935,2.410441396983448
NGC6674,1,14,6.04,6.04,27.48,29.13302864977332,12.46365310459966,30.62235490932956,13.105949846295927,35.53385454098013,16.627297088519114,28.97690848530768,12.460020277040593,26.8887158617033,12.8112479739794
NGC6946,1,51,2.44,2.44,6.92,15.599122021788496,9.559816663613466,14.866007326616716,8.546879986673462,12.82047857618262,6.486967750938661,16.15495363522281,9.979081648875109,15.879517806461203,13.574142237684478
NGC7331,1,36,5.02,5.02,11.74,21.313952869196783,20.110699920347287,19.67743482529667,18.266856741319742,17.592823063944365,15.680679810028874,21.571134778524154,20.451246232793373,25.916804924666998,23.629266860182494
NGC7793,1,46,1.21,1.21,0.63,6.283521860733022,6.23432229432422,6.57528385940928,6.522041079023005,6.373695956761482,6.382577305176448,6.359512210423028,6.401781278556163,5.980290952797132,5.946739287032597
PGC51017,3,6,0.53,0.53,1.65,20.00430141601377,20.905398833554802,22.55204524115659,23.800685774247878,21.457266677529397,22.542734111155763,23.146165815993026,24.473566919678067,21.558614017750187,22.779866406475303
UGC00128,1,22,5.95,5.95,18.71,13.803306727733425,11.19399460911528,14.088963189710954,11.174639446671302,14.647060709237802,11.470370292788164,14.282759402440034,11.645871081489398,11.716682060816538,9.516523833521294
UGC00191,1,9,1.58,1.58,1.37,8.49411211342391,8.553853791669164,8.484536592444337,8.91880754764841,8.3822989103671,8.998405754922432,7.884899896430031,9.63564314472604,7.324129703732167,6.8809229294302385
UGC00731,1,12,2.3,2.3,4.55,14.210950665427319,14.056165961305734,12.67645076396962,12.18071829668433,12.990953811168676,12.651193648323616,12.387739426901334,11.691464686885395,11.449813760282957,11.023113823200317
UGC00891,2,5,1.43,1.43,2.97,6.640179174783215,5.249369498651623,8.15916521419914,6.616603556408827,6.800700960653682,5.467735606589722,9.618957594926195,7.778082740679625,7.648115308207537,5.346844660925898
UGC01230,1,11,4.34,4.34,5.48,21.305401844561832,22.882170797622408,21.703827080325972,23.290332174314468,21.783240147969494,23.360167238230623,21.680191284644966,23.28880403953339,19.794329102726348,21.202065989469148
UGC01281,1,23,1.63,1.63,1.46,2.1219786226853516,2.211622191012205,1.9209984228389427,2.01373074077436,2.0626190338929566,2.1544934711923704,3.7143799179713923,3.796214505123579,2.5814965358390225,2.665499198993874
UGC02023,2,5,1.55,1.55,1.51,12.690786844091791,12.690786844091791,13.496233542105326,13.496233542105326,13.546280508164518,13.546280508164518,15.682452996544328,15.682452996544328,13.907371027483354,13.907371027483354
UGC02259,2,8,1.62,1.62,3.05,14.065109825255101,12.474690782215747,13.511402896522435,12.013309394017632,14.84771700620026,13.286651630243567,11.708888899104329,10.385869885356966,13.735930509819564,12.662405016386579
UGC02455,3,8,0.99,0.99,1.51,39.217423875226736,39.217423875226736,39.044445507768415,39.044445507768415,38.35361718775222,38.35361718775222,40.546605480801496,40.546605480801496,40.73045510405713,40.73045510405713
UGC02487,1,12,7.89,7.89,25.12,52.311727749293325,47.961513601282505,54.45367334020379,50.0311697848015,59.59489198594493,55.086619869692186,51.90226781187568,47.54529954805485,56.72729338325213,53.380209485732536
UGC02885,1,16,11.4,11.4,27.24,8.794698912587924,8.794698912587924,10.292577751886919,10.292577751886919,13.51212711613689,13.512127116136892,8.850135592153649,8.85013559215365,6.481805685198783,6.4818056851987835
UGC02953,2,70,3.55,3.55,3.35,34.968280016174546,34.91535248176002,36.100357750095256,36.19366032840253,36.02677577529841,36.108271438575116,34.729571548759615,34.62438803572475,30.049408987861344,29.97147585641733
UGC03205,1,32,3.19,3.19,6.08,17.786470213019577,8.751927812250987,18.990185198945394,9.440938484229937,20.24033363685992,10.286855027559136,17.519870654198968,8.617107168892261,13.5793293911206,7.540484754235881
UGC03546,1,6,3.79,3.79,2.38,10.048962369356774,8.03789937912755,8.716281582458464,6.644961098202186,9.421384369930278,7.340492586987557,10.656650477926352,8.586152459617606,7.612824447570358,6.9510896964649636
UGC03580,2,17,2.43,2.43,1.83,13.283903092179823,13.760725672756466,12.844147748195942,13.315956689900101,13.214361104377804,13.690860851016213,14.383350032336402,14.87329744761109,10.789713570133168,11.118437014898129
UGC04278,1,25,2.21,2.21,2.35,7.461356353645548,8.181328843665616,6.989156110102524,7.670781353934357,7.04245008765021,7.722254307007113,6.616248668744428,7.307115949651761,7.6385913926512865,8.276009426943672
UGC04305,3,22,1.16,1.16,2.01,26.415029485361533,28.42877905702608,27.462199370640246,29.471709167328807,26.68081325037081,28.69562767268302,28.682291032662967,30.66410506333622,26.519810586756893,28.389789809134793
UGC04325,1,8,1.86,1.86,2.09,17.125559367645188,17.10856822255704,17.221126728401583,17.204475950902015,17.47550236089613,17.458741662166418,14.872254073782212,14.856912093446189,16.550260898261424,16.53569496945028
UGC04483,2,8,0.18,0.18,0.4,1.8884607929649604,2.0766514456860916,5.805364947606166,6.097950176660669,5.335164044224848,5.638669416001627,6.256429654520881,6.521695084164395,5.261745632880803,5.4678698446912914
UGC04499,1,9,1.73,1.73,3.63,9.456020278515478,9.71770550163135,9.80245504888809,10.091293141734745,8.372380456276002,8.723700891460135,11.469040858080835,11.620405870459392,8.901623998414648,8.87690640508104
UGC05005,1,11,3.2,3.2,5.47,16.848037461357205,16.989197672226783,16.780367392575197,16.903649085119884,15.571071424811917,15.678524007778854,18.86255499695829,19.034492517984653,15.282071114575078,15.512362613425516
UGC05414,1,6,1.47,1.47,2.05,7.3195239806787,7.328126882689025,8.027097665624112,8.033854783243466,7.33093903555583,7.338188210861612,10.101957512702402,10.105793016558206,8.177765504548148,8.178239840137966
UGC05716,2,12,1.14,1.14,5.16,6.830315571516224,5.419299724099117,7.129348361261111,5.380761223915921,7.227896423878927,5.938647420217554,7.289483646611895,5.5071989682713856,5.598492691282648,4.639807938602825
UGC05721,1,23,0.38,0.38,1.35,17.49199367632494,17.34650886720698,15.906341884160712,15.730539691179308,17.16782578866649,16.965535318765273,15.353756570909296,15.19395301287468,16.7981691831934,16.705642978232948
UGC05750,1,11,3.46,3.46,3.35,15.762301026302433,11.29555982725659,15.94274811458072,11.533581010744179,16.000275436211307,11.595746553863584,18.09189656720419,13.94472753887122,15.39915732100309,11.66482072514964
UGC05764,2,10,1.17,1.17,1.45,11.579610251321663,12.726643763105512,8.866776462350948,10.342142515505245,9.163709298328511,10.683496007870916,7.44993322220572,8.761857725103221,8.49475346758426,10.29464627507691
UGC05829,2,11,1.99,1.99,2.52,9.872956761099395,9.872956761099394,9.546852897560289,9.546852897560287,9.287520576615654,9.287520576615654,10.716950261403305,10.716950261403305,8.558512844445362,8.558512844445364
UGC05918,2,8,1.66,1.66,1.67,6.025238601526124,6.025238601526123,4.928047055179754,4.928047055179754,4.925956455269252,4.925956455269252,5.5565686737197755,5.5565686737197755,4.331570818525533,4.331570818525534
UGC05986,2,15,1.67,1.67,3.77,14.139898911045943,14.317929016252911,14.246267768160621,14.482458694392239,15.93343308076312,16.217903459967985,12.899506310247485,13.10095815105654,15.234754303764284,15.330350783056565
UGC05999,2,5,3.22,3.22,6.94,13.864639643209271,13.864639643209271,13.498388987003187,13.498388987003187,11.784342762929601,11.7843427629296,15.337605475658174,15.337605475658174,12.042549966579571,12.042549966579571
UGC06399,1,9,2.05,2.05,3.5,3.208133489075002,3.436297659164054,3.283868916802936,3.4595066796665592,4.153348181660547,4.4675804034116045,3.1001156068299163,2.7067207491672667,4.0652768287278676,4.163446421816507
UGC06446,1,17,1.49,1.49,3.49,10.004939631578038,10.290045256930965,9.462913639239344,9.565939231270262,10.739292202771967,11.070458103150841,8.43049104643962,8.3216658044674,9.317041287460738,9.872492994505752
UGC06628,2,7,2.82,2.82,3.3,34.304025964866106,34.30402596486611,33.74232255892255,33.74232255892255,33.3857058045588,33.3857058045588,36.12475213416831,36.12475213416832,33.423245863865105,33.423245863865105
UGC06667,1,9,5.15,5.15,3.5,18.869985527026465,19.124202029598923,18.584475048383812,18.865994159193296,17.491441225356372,17.77248481395377,14.689600167225908,14.982312763348924,16.741512333544097,17.036343300519377
UGC06786,1,14,3.6,3.6,4.86,37.40117675430471,38.60263005522132,38.557304320652,39.791769108784315,39.18862372544124,40.43657375664579,36.68407048967769,37.88390827568474,40.57099010408179,42.127801449508276
UGC06818,2,8,1.39,1.39,2.61,13.113267021238249,14.11644232690371,13.713901040724615,14.727339927160735,12.570197904054359,13.55805501838075,15.280469039097673,16.305998775108293,13.594697102892418,14.547742090366581
UGC06917,1,11,2.76,2.76,4.37,4.261937794875675,4.155320672886261,4.79735188862592,4.694071088896804,5.670028867173493,5.627306499174492,4.035549153045808,3.8782897341530442,4.71142577773261,4.806593263236228
UGC06923,2,6,1.44,1.44,2.87,8.473762405457569,7.391427483942569,8.153392837040334,7.186786752953408,6.663390393638255,5.812306077020371,10.042641732807494,8.903457964676042,8.955028609015848,7.548212806401947
UGC06930,1,10,3.94,3.94,6.98,12.872119285572635,12.154488637314566,12.329841879884365,11.531351296187939,11.655409280869145,10.770023031170865,13.77176078096286,13.070849931063403,10.5238127386699,9.804259284163397
UGC06973,3,9,1.07,1.07,4.37,39.120103888708634,43.985724267991195,38.896771931550326,43.719304379984884,38.27319804968738,42.93562915024792,39.169280313986256,44.04702593697648,42.87398977089548,48.392605878647196
UGC06983,1,17,3.21,3.21,6.11,9.136276134572691,8.986229307411495,9.809717608533976,9.912444296534368,10.984409153270281,11.609886753706718,8.73963728873569,8.006673593240578,9.228773408561947,9.846640976344098
