permutation,mean_galaxy_rms_kms
0,16.562206584058934
1,16.421333505395516
2,16.49186509580725
3,16.430481725302577
4,16.444514788481815
5,16.53236652317193
6,16.50516700348077
7,16.454514809657862
8,16.449870106678716
9,16.442225597758185
10,16.468172129020566
11,16.57143041746919
12,16.533290481271358
13,16.44800715680722
14,16.472593697426962
15,16.442066296049706
16,16.251555628156556
17,16.553067193717357
18,16.551420366044933
19,16.250872423676107
20,16.450818253304874
21,16.34350144336123
22,16.330418366636994
23,16.552388032567112
24,16.437112584560982
25,16.5797479326888
26,16.523875052498532
27,16.412032458877064
28,16.554070181884132
29,16.555308299157602
30,16.538670634877906
31,16.390398367648235
32,16.421262614676618
33,16.300732649975764
34,16.490870935734414
35,16.54223110235263
36,16.347869402686467
37,16.54444136758878
38,16.431089833489267
39,16.54042889573728
40,16.474275457424994
41,16.599727780949156
42,16.477121850179824
43,16.444443858391722
44,16.361222517736987
45,16.49578893016616
46,16.514068837105196
47,16.56225375309174
48,16.264921296142365
49,16.44303026961638
50,16.239109015885465
51,16.26331211881492
52,16.31190278579544
53,16.58641268491199
54,16.39110694776478
55,16.41327862916146
56,16.481514162827168
57,16.572038028182916
58,16.35946279374605
59,16.428778507204274
60,16.484664154650876
61,16.557604644806943
62,16.64520675766918
63,16.333326936736523
64,16.375776777832876
65,16.375730996844933
66,16.48689832428028
67,16.61659164327728
68,16.578216757728725
69,16.640492790491617
70,16.49071123848714
71,16.386854764415382
72,16.480315462716344
73,16.376729227561427
74,16.54358908451225
75,16.581634721645717
76,16.594680217592053
77,16.494456350793445
78,16.489747778308306
79,16.40461706296254
80,16.61128320004071
81,16.412734651738287
82,16.521756368631266
83,16.53377331940301
84,16.269336827325425
85,16.47030716173183
86,16.422944335002164
87,16.45596722487857
88,16.54514883531679
89,16.56922334436061
90,16.491185560647082
91,16.40559403574655
92,16.45369266106779
93,16.398882766368974
94,16.348197071630285
95,16.29020353730699
96,16.521053950412696
97,16.458897889433057
98,16.479053581272282
99,16.540821991295697
100,16.48669816096807
101,16.515623698265554
102,16.451530057140605
103,16.36646367463966
104,16.42584796631752
105,16.492995192431994
106,16.50683222513708
107,16.526199044771154
108,16.45775438272116
109,16.406869606708497
110,16.440393533685228
111,16.484911427138275
112,16.64484823753938
113,16.44775109035418
114,16.3893753116035
115,16.36621822178237
116,16.37538851446243
117,16.555829126682756
118,16.25846362714675
119,16.450160162532384
120,16.565288696462517
121,16.36819391253692
122,16.624835963842582
123,16.517395307661577
124,16.408250553234723
125,16.327122795646584
126,16.44515143286019
127,16.463929491179513
128,16.653197686614615
129,16.618985177511213
130,16.576325411118507
131,16.452992776790698
132,16.43115610251696
133,16.554671087779592
134,16.54673587579722
135,16.500196641509106
136,16.50425430742362
137,16.351849590919073
138,16.562939341891855
139,16.521309462866206
140,16.39102727622141
141,16.431965772842666
142,16.400638805461845
143,16.47730876666304
144,16.651141584177733
145,16.609643969112994
146,16.283159824250323
147,16.524605522001426
148,16.304303362243505
149,16.588613533889557
150,16.431774977620893
151,16.503009979383656
152,16.423071392058826
153,16.548102399101193
154,16.64084578267389
155,16.31755350050744
156,16.36969637194739
157,16.532570616673876
158,16.41748446131143
159,16.35593613606779
160,16.417563944683664
161,16.456900923118795
162,16.59311674617414
163,16.30372315444248
164,16.461172013170383
165,16.463740405796436
166,16.498833258153056
167,16.499688662801013
168,16.31279358919014
169,16.525280698556926
170,16.45029670103523
171,16.502656856322783
172,16.55519007623417
173,16.356132377948875
174,16.52601511666754
175,16.31804570252256
176,16.555461713712972
177,16.63205678166146
178,16.466185064289565
179,16.296511596152055
180,16.278794767488552
181,16.55672191250096
182,16.250359899565655
183,16.474894924117258
184,16.282571496593597
185,16.556437965371018
186,16.39019232402792
187,16.38330643944007
188,16.436154630840594
189,16.43365558836507
190,16.363790214411182
191,16.467854636924784
192,16.527566955291093
193,16.658749730807187
194,16.504168822427946
195,16.562937876257248
196,16.50659590588673
197,16.402416708912124
198,16.420243970592455
199,16.4862819609856
200,16.604405853935997
