sample,bulge_threshold,n_galaxies,n_points,mean_rms_locked_kms,mean_rms_window_catalog_kms,mean_rms_mond_kms,mean_locked_minus_mond_kms,locked_win_fraction_vs_mond
20_percent,0.2,155,2511,15.49000097665372,15.663131520463702,15.379375599182188,0.11062537747152809,0.45161290322580644
30_percent_primary,0.3,164,2745,16.365710303623107,16.512551335593148,16.056310332161605,0.3093999714614994,0.4329268292682927
40_percent,0.4,166,2850,16.6182373164957,16.788176193813758,16.176846581035047,0.4413907354606561,0.41566265060240964
all_valid_points,,171,3373,17.41547872502288,17.57756626327037,17.154025922937112,0.26145280208576993,0.4269005847953216
