cluster,radius_kpc,log_gbar,log_gtot,err_log_gbar,err_log_gtot,gbar,gtot,dataset,group_id,normalized_cluster,overlaps_fox_calibration,B_model,log_gtot_pred,residual_dex,sigma_residual_dex,ratio_predicted_observed,held_out_cluster,model
MACS1720,200.0,-10.531,-9.515,0.004,0.08,2.944421633798757e-11,3.0549211132155093e-10,Tian2020_CLASH,MACS1720,macs1720,False,5.343243608394776,-9.60760709484969,-0.09260709484968999,0.0800124534353838,0.8079656642481303,MACS1720,radial_B_diagnostic
MACS1720,400.0,-10.693,-9.67,0.005,0.059,2.0276827195212838e-11,2.1379620895022325e-10,Tian2020_CLASH,MACS1720,macs1720,False,4.780006571834143,-9.711346040801054,-0.041346040801053974,0.059033205949405115,0.9091885530630548,MACS1720,radial_B_diagnostic
MACS1931,14.3,-9.997,-9.308,0.039,0.175,1.0069316688518044e-10,4.920395356814511e-10,Tian2020_CLASH,MACS1931,macs1931,False,5.212329292374938,-9.454958518699836,-0.14695851869983656,0.17533679995478932,0.7129211209818572,MACS1931,constant_B
MACS1931,100.0,-10.171,-9.409,0.002,0.127,6.74528027697923e-11,3.899419866765428e-10,Tian2020_CLASH,MACS1931,macs1931,False,5.212329292374938,-9.503382959104155,-0.09438295910415384,0.12700126573521708,0.8046685747966241,MACS1931,constant_B
MACS1931,200.0,-10.387,-9.507,0.002,0.095,4.102041029866064e-11,3.11171633710602e-10,Tian2020_CLASH,MACS1931,macs1931,False,5.212329292374938,-9.568366747775395,-0.06136674777539497,0.09500218248673747,0.8682269297968145,MACS1931,constant_B
MACS1931,400.0,-10.589,-9.668,0.002,0.069,2.576321157002573e-11,2.1478304741305376e-10,Tian2020_CLASH,MACS1931,macs1931,False,5.212329292374938,-9.638046616613234,0.029953383386764898,0.06900392660599439,1.0714042959008852,MACS1931,constant_B
MACS1931,600.0,-10.728,-9.793,0.003,0.07,1.8706821403658015e-11,1.610645635178273e-10,Tian2020_CLASH,MACS1931,macs1931,False,5.212329292374938,-9.691316411607925,0.10168358839207414,0.07001017418188729,1.2638152408583172,MACS1931,constant_B
MACS1931,14.3,-9.997,-9.308,0.039,0.175,1.0069316688518044e-10,4.920395356814511e-10,Tian2020_CLASH,MACS1931,macs1931,False,8.176782523184874,-9.30713327050137,0.0008667294986306473,0.17516469505315108,1.0019977111946672,MACS1931,radial_B_diagnostic
MACS1931,100.0,-10.171,-9.409,0.002,0.127,6.74528027697923e-11,3.899419866765428e-10,Tian2020_CLASH,MACS1931,macs1931,False,6.003910526800596,-9.45446756248273,-0.04546756248272921,0.12700108599471874,0.9006010262587434,MACS1931,radial_B_diagnostic
MACS1931,200.0,-10.387,-9.507,0.002,0.095,4.102041029866064e-11,3.11171633710602e-10,Tian2020_CLASH,MACS1931,macs1931,False,5.378053140676715,-9.556810212124105,-0.049810212124105746,0.09500213949307224,0.8916405023443827,MACS1931,radial_B_diagnostic
MACS1931,400.0,-10.589,-9.668,0.002,0.069,2.576321157002573e-11,2.1478304741305376e-10,Tian2020_CLASH,MACS1931,macs1931,False,4.817436145131164,-9.668295064000842,-0.0002950640008432259,0.06900405017303989,0.9993208207768726,MACS1931,radial_B_diagnostic
MACS1931,600.0,-10.728,-9.793,0.003,0.07,1.8706821403658015e-11,1.610645635178273e-10,Tian2020_CLASH,MACS1931,macs1931,False,4.516993057229191,-9.74739795795487,0.045602042045128854,0.07001060831411435,1.1107134784621164,MACS1931,radial_B_diagnostic
MS2137,14.3,-9.921,-9.567,0.036,0.171,1.1994993031493807e-10,2.7101916318908416e-10,Tian2020_CLASH,MS2137,ms2137,False,5.216035716623667,-9.433273054700356,0.13372694529964413,0.17131371824215644,1.3605889680955177,MS2137,constant_B
MS2137,100.0,-10.254,-9.625,0.002,0.136,5.5718574893193044e-11,2.371373705661655e-10,Tian2020_CLASH,MS2137,ms2137,False,5.216035716623667,-9.52712774170264,0.09787225829735924,0.136001283124311,1.2527726350361346,MS2137,constant_B
MS2137,200.0,-10.511,-9.692,0.003,0.105,3.0831879502493595e-11,2.032357010936221e-10,Tian2020_CLASH,MS2137,ms2137,False,5.216035716623667,-9.60976027751774,0.08223972248226019,0.10500525504777188,1.2084807099297832,MS2137,constant_B
MS2137,14.3,-9.921,-9.567,0.036,0.171,1.1994993031493807e-10,2.7101916318908416e-10,Tian2020_CLASH,MS2137,ms2137,False,8.396693185273403,-9.283614757891629,0.28338524210837157,0.17113356478209893,1.9203714561135903,MS2137,radial_B_diagnostic
MS2137,100.0,-10.254,-9.625,0.002,0.136,5.5718574893193044e-11,2.371373705661655e-10,Tian2020_CLASH,MS2137,ms2137,False,6.071861803713303,-9.472781795092109,0.15221820490789106,0.13600112228683248,1.4197706855217607,MS2137,radial_B_diagnostic
MS2137,200.0,-10.511,-9.692,0.003,0.105,3.0831879502493595e-11,2.032357010936221e-10,Tian2020_CLASH,MS2137,ms2137,False,5.409373596035017,-9.595906805190808,0.09609319480919254,0.10500516751412238,1.2476512177190069,MS2137,radial_B_diagnostic
RXJ1347,14.3,-9.899,-9.304,0.031,0.112,1.261827534590673e-10,4.965923214503358e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,5.165663860315949,-9.429682814587574,-0.1256828145875737,0.11237144075694051,0.7487161230018012,RXJ1347,constant_B
RXJ1347,100.0,-9.987,-9.362,0.001,0.096,1.0303861204416158e-10,4.3451022417157143e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,5.165663860315949,-9.454931589809524,-0.09293158980952398,0.09600041187158528,0.8073621961560447,RXJ1347,constant_B
RXJ1347,200.0,-10.172,-9.42,0.001,0.08,6.729766562843168e-11,3.801893963205613e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,5.165663860315949,-9.50673102284808,-0.08673102284807932,0.08000050767311977,0.8189718554003234,RXJ1347,constant_B
RXJ1347,400.0,-10.377,-9.529,0.001,0.061,4.197589839910069e-11,2.9580124665515466e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,5.165663860315949,-9.568458993846434,-0.039458993846434254,0.06100084318659953,0.9131476507682635,RXJ1347,constant_B
RXJ1347,600.0,-10.51,-9.623,0.001,0.052,3.090295432513592e-11,2.382319469358694e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,5.165663860315949,-9.61309253821774,0.009907461782258764,0.052001182841178925,1.0230749751843757,RXJ1347,constant_B
RXJ1347,14.3,-9.899,-9.304,0.031,0.112,1.261827534590673e-10,4.965923214503358e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,8.242627842558512,-9.285574425772673,0.0184255742273276,0.11215827275556302,1.0433393186009243,RXJ1347,radial_B_diagnostic
RXJ1347,100.0,-9.987,-9.362,0.001,0.096,1.0303861204416158e-10,4.3451022417157143e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,5.979371676113561,-9.4091178099051,-0.047117809905099506,0.096000328872351,0.8971853844027387,RXJ1347,radial_B_diagnostic
RXJ1347,200.0,-10.172,-9.42,0.001,0.08,6.729766562843168e-11,3.801893963205613e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,5.332994495476343,-9.495841294961263,-0.07584129496126302,0.08000049042991589,0.8397668079983839,RXJ1347,radial_B_diagnostic
RXJ1347,400.0,-10.377,-9.529,0.001,0.061,4.197589839910069e-11,2.9580124665515466e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,4.756491455849218,-9.598531068619918,-0.0695310686199182,0.0610008909597708,0.8520575545853368,RXJ1347,radial_B_diagnostic
RXJ1347,600.0,-10.51,-9.623,0.001,0.052,3.090295432513592e-11,2.382319469358694e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,4.4485984031720545,-9.66920906150009,-0.04620906150009141,0.05200127217331341,0.8990646838838271,RXJ1347,radial_B_diagnostic
RXJ1532,14.3,-10.126,-9.334,0.039,0.267,7.481695005111553e-11,4.6344691973628843e-10,Tian2020_CLASH,RXJ1532,rxj1532,False,5.2267874090413065,-9.489803674979226,-0.15580367497922687,0.26722123697240274,0.6985481149267974,RXJ1532,constant_B
RXJ1532,100.0,-10.127,-9.5,0.002,0.222,7.464487584100654e-11,3.1622776601683795e-10,Tian2020_CLASH,RXJ1532,rxj1532,False,5.2267874090413065,-9.490082469421067,0.009917530578933409,0.22200070042818595,1.0230986946967118,RXJ1532,constant_B
RXJ1532,200.0,-10.354,-9.643,0.002,0.191,4.425883723626274e-11,2.275097430772067e-10,Tian2020_CLASH,RXJ1532,rxj1532,False,5.2267874090413065,-9.55684917045254,0.08615082954746,0.19100103593991366,1.2194130249363757,RXJ1532,constant_B
RXJ1532,400.0,-10.602,-9.857,0.002,0.157,2.5003453616964296e-11,1.3899526312133555e-10,Tian2020_CLASH,RXJ1532,rxj1532,False,5.2267874090413065,-9.641779455140586,0.2152205448594131,0.15700175140370182,1.6414231144984914,RXJ1532,constant_B
RXJ1532,600.0,-10.754,-10.014,0.002,0.138,1.761976046411631e-11,9.682778562612506e-11,Tian2020_CLASH,RXJ1532,rxj1532,False,5.2267874090413065,-9.700631045582497,0.313368954417502,0.13800235189618068,2.05763791777688,RXJ1532,constant_B
RXJ1532,14.3,-10.126,-9.334,0.039,0.267,7.481695005111553e-11,4.6344691973628843e-10,Tian2020_CLASH,RXJ1532,rxj1532,False,8.19896318047269,-9.332277875564886,0.0017221244351137699,0.2671289620305364,1.0039732104075862,RXJ1532,radial_B_diagnostic
RXJ1532,100.0,-10.127,-9.5,0.002,0.222,7.464487584100654e-11,3.1622776601683795e-10,Tian2020_CLASH,RXJ1532,rxj1532,False,6.027682768089729,-9.441688750249245,0.05831124975075497,0.2220005905325719,1.1436977053111084,RXJ1532,radial_B_diagnostic
RXJ1532,200.0,-10.354,-9.643,0.002,0.191,4.425883723626274e-11,2.275097430772067e-10,Tian2020_CLASH,RXJ1532,rxj1532,False,5.401739103324603,-9.544800194549076,0.09819980545092477,0.1910010126215775,1.253717839057279,RXJ1532,radial_B_diagnostic
RXJ1532,400.0,-10.602,-9.857,0.002,0.157,2.5003453616964296e-11,1.3899526312133555e-10,Tian2020_CLASH,RXJ1532,rxj1532,False,4.840796449152436,-9.671318848470614,0.18568115152938525,0.15700180327428662,1.5334907177362793,RXJ1532,radial_B_diagnostic
RXJ1532,600.0,-10.754,-10.014,0.002,0.138,1.761976046411631e-11,9.682778562612506e-11,Tian2020_CLASH,RXJ1532,rxj1532,False,4.540072507118124,-9.756032234658884,0.25796776534111565,0.1380024448355612,1.8112056544316202,RXJ1532,radial_B_diagnostic
RXJ2129,14.3,-10.133,-9.344,0.035,0.125,7.362070974947376e-11,4.5289757990362134e-10,Tian2020_CLASH,RXJ2129,rxj2129,False,5.309446827826032,-9.486489680887109,-0.14248968088710967,0.12537469923628475,0.7202948656987813,RXJ2129,constant_B
RXJ2129,100.0,-10.39,-9.494,0.004,0.086,4.073802778041122e-11,3.2062693245054674e-10,Tian2020_CLASH,RXJ2129,rxj2129,False,5.309446827826032,-9.562518413832036,-0.06851841383203627,0.08600957040857438,0.8540466355730089,RXJ2129,constant_B
RXJ2129,200.0,-10.561,-9.631,0.004,0.065,2.7478941531023972e-11,2.3388372386593535e-10,Tian2020_CLASH,RXJ2129,rxj2129,False,5.309446827826032,-9.620739578248436,0.010260421751564053,0.06501598003403684,1.0239067870197702,RXJ2129,constant_B
RXJ2129,400.0,-10.738,-9.843,0.003,0.057,1.8281002161427447e-11,1.435489433353656e-10,Tian2020_CLASH,RXJ2129,rxj2129,False,5.309446827826032,-9.688007994512272,0.15499200548772762,0.057012557131703244,1.4288676556092161,RXJ2129,constant_B
RXJ2129,600.0,-10.854,-10.002,0.003,0.062,1.3995873225726206e-11,9.954054173515254e-11,Tian2020_CLASH,RXJ2129,rxj2129,False,5.309446827826032,-9.735561218440397,0.26643878155960365,0.06201283245405405,1.8468804390591582,RXJ2129,constant_B
RXJ2129,14.3,-10.133,-9.344,0.035,0.125,7.362070974947376e-11,4.5289757990362134e-10,Tian2020_CLASH,RXJ2129,rxj2129,False,8.070950728781112,-9.339514484894439,0.004485515105560722,0.1252288640178108,1.0103818010031067,RXJ2129,radial_B_diagnostic
RXJ2129,100.0,-10.39,-9.494,0.004,0.086,4.073802778041122e-11,3.2062693245054674e-10,Tian2020_CLASH,RXJ2129,rxj2129,False,6.058521727880953,-9.513263830734907,-0.019263830734907117,0.08600882599232146,0.9566127594567497,RXJ2129,radial_B_diagnostic
RXJ2129,200.0,-10.561,-9.631,0.004,0.065,2.7478941531023972e-11,2.3388372386593535e-10,Tian2020_CLASH,RXJ2129,rxj2129,False,5.4698498433123905,-9.609277286753565,0.02172271324643482,0.065015789090126,1.0512904354222659,RXJ2129,radial_B_diagnostic
RXJ2129,400.0,-10.738,-9.843,0.003,0.057,1.8281002161427447e-11,1.435489433353656e-10,Tian2020_CLASH,RXJ2129,rxj2129,False,4.938375836913806,-9.716574353248426,0.1264256467515743,0.05701281018636241,1.3379061397507348,RXJ2129,radial_B_diagnostic
RXJ2129,600.0,-10.854,-10.002,0.003,0.062,1.3995873225726206e-11,9.954054173515254e-11,Tian2020_CLASH,RXJ2129,rxj2129,False,4.651755859881846,-9.788343895425243,0.21365610457475803,0.062013211831051844,1.6355209237799615,RXJ2129,radial_B_diagnostic
RXJ2248,30.3,-10.209,-9.387,0.033,0.145,6.180164001384164e-11,4.102041029866064e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,5.252400958760111,-9.511589441336156,-0.12458944133615546,0.14530964147651848,0.7506034542061943,RXJ2248,constant_B
RXJ2248,100.0,-10.313,-9.449,0.005,0.119,4.864072056914609e-11,3.556313185689855e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,5.252400958760111,-9.542366103662017,-0.09336610366201725,0.11900980366960727,0.8065548300998245,RXJ2248,constant_B
RXJ2248,200.0,-10.354,-9.526,0.003,0.093,4.425883723626274e-11,2.978516429429191e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,5.252400958760111,-9.555064132947017,-0.02906413294701693,0.0930047707045632,0.9352675515237919,RXJ2248,constant_B
RXJ2248,400.0,-10.431,-9.661,0.003,0.065,3.7068072178257674e-11,2.1827299118430035e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,5.252400958760111,-9.579893610637328,0.081106389362672,0.065007589650813,1.2053311748619862,RXJ2248,constant_B
RXJ2248,600.0,-10.525,-9.773,0.003,0.058,2.985382618917957e-11,1.6865530253887423e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,5.252400958760111,-9.612037811372439,0.16096218862756118,0.05800965903316267,1.4486457233041012,RXJ2248,constant_B
RXJ2248,30.3,-10.209,-9.387,0.033,0.145,6.180164001384164e-11,4.102041029866064e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,7.234144402126403,-9.397121755884358,-0.010121755884357597,0.14522677338897824,0.9769632876922089,RXJ2248,radial_B_diagnostic
RXJ2248,100.0,-10.313,-9.449,0.005,0.119,4.864072056914609e-11,3.556313185689855e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,6.020127422979988,-9.492613184119621,-0.04361318411962145,0.11900884325252732,0.9044546915956923,RXJ2248,radial_B_diagnostic
RXJ2248,200.0,-10.354,-9.526,0.003,0.093,4.425883723626274e-11,2.978516429429191e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,5.411172564102885,-9.544159911077955,-0.018159911077955115,0.09300467357759208,0.9590474367277064,RXJ2248,radial_B_diagnostic
RXJ2248,400.0,-10.431,-9.661,0.003,0.065,3.7068072178257674e-11,2.1827299118430035e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,4.863815408080794,-9.608413074499012,0.05258692550098765,0.06500793479664148,1.12872183239059,RXJ2248,radial_B_diagnostic
RXJ2248,600.0,-10.525,-9.773,0.003,0.058,2.985382618917957e-11,1.6865530253887423e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,4.569671232041621,-9.664653820867056,0.10834617913294409,0.058010304632254504,1.2833531447171724,RXJ2248,radial_B_diagnostic
