candidate_id,family,feature,fixed_slope,parameter_count,predicted_sign,mean_fold_improvement_fraction,median_fold_improvement_fraction,fold_wins,q_min,q_median,q_max,cv_equal_galaxy_RMSE_km_s,cv_pooled_RMSE_km_s,improvement_vs_constant_fraction,rank
quadratic_log__pair_count_L3p0kpc,quadratic_log_response_diagnostic,pair_count_L3p0kpc,,3,nonmonotonic,0.04241443360281999,0.05648207788529569,3,1.0532157326239666,1.2520533171067196,2.7186180978065275,11.913269846547411,12.119324102970209,0.05558504357788141,107
inverse_hillfloor_m1__pair_count_L0p3kpc,inverse_hill_free_floor,pair_count_L0p3kpc,1.0,3,inverse,0.045299507367946384,0.06341088058514965,3,1.0870243470817962,1.2752288321915355,2.035194598432251,11.917157999625049,12.135434635945817,0.055276813346662124,108
inverse_hillfloor_m1__pair_surface_L1p0R80,inverse_hill_free_floor,pair_surface_L1p0R80,1.0,3,inverse,0.0358659637520177,0.05985870580262803,3,1.0659974671318744,1.2646478743739513,1.719537862835114,11.933951133096961,12.327105782012369,0.05394555109705701,109
inverse_hillfloor_m1__pair_count_L0p1kpc,inverse_hill_free_floor,pair_count_L0p1kpc,1.0,3,inverse,0.04410098014133826,0.05924684922239093,3,1.087179618084805,1.2750476785622809,1.9907108558356401,11.946091833490216,12.146069723942787,0.052983106765608246,110
inverse_hill0_m2__pair_count_L10p0kpc,inverse_hill_zero_floor,pair_count_L10p0kpc,2.0,2,inverse,0.04685767740102209,0.04041341308449564,4,0.9828209569605695,1.3243250746926423,1.4425980874069482,11.946278887050713,12.12094775209794,0.052968278243929356,111
quadratic_log__pair_count_L1p0kpc,quadratic_log_response_diagnostic,pair_count_L1p0kpc,,3,nonmonotonic,0.037844202357111695,0.05733272259929978,3,1.1046172527060294,1.2314559764107447,2.8109340829189127,11.957821926193851,12.138357669117104,0.05205321303095556,112
quadratic_log__pair_surface_L10p0kpc,quadratic_log_response_diagnostic,pair_surface_L10p0kpc,,3,nonmonotonic,0.03593772308535448,0.04869772202482231,3,1.0129272443216624,1.259616718668183,2.6755704680595,11.966279641514598,12.2482024500322,0.051382734400910235,113
inverse_hill0_m1__pair_surface_L10p0kpc,inverse_hill_zero_floor,pair_surface_L10p0kpc,1.0,2,inverse,0.03895937655136941,0.03642301424873112,2,0.9754277591836117,1.3089127733959125,1.647827326057038,11.979940163362265,12.376331250004462,0.050299807436974486,114
free_loglinear__outward_radial_column,unconstrained_log_linear,outward_radial_column,,2,learned,0.0520090338072437,0.040906264573661644,3,0.9644505401498575,1.227775723422571,1.8180383816215486,11.987357478291193,11.567795738043774,0.04971180571741285,115
inverse_loglinear__outward_radial_column,inverse_log_linear,outward_radial_column,,2,inverse,0.052009034419297356,0.04090626223416066,3,0.9644505245436437,1.2277757232477173,1.8180384333499697,11.987357488291407,11.567795753921361,0.04971180492465388,116
inverse_loglinear__enclosed_mean_volume_density,inverse_log_linear,enclosed_mean_volume_density,,2,inverse,0.03749897408620917,0.05188810214185746,3,0.7687128820314727,1.2202398295677446,1.489772502575867,11.987628687974965,11.940878674033657,0.04969030578624534,117
free_loglinear__enclosed_mean_volume_density,unconstrained_log_linear,enclosed_mean_volume_density,,2,learned,0.03749897365999025,0.0518881015599027,3,0.7687128750365559,1.2202398300049593,1.4897725023227866,11.987628689318965,11.940878670884217,0.049690305679700786,118
inverse_loglinear__pair_count_L1p0kpc,inverse_log_linear,pair_count_L1p0kpc,,2,inverse,0.0403684255297983,0.04685716367402726,3,1.0440797535054802,1.291569104269592,1.7824377499775002,11.990400333913488,12.257918644135158,0.04947058576714358,119
free_loglinear__pair_count_L1p0kpc,unconstrained_log_linear,pair_count_L1p0kpc,,2,learned,0.040368425574470124,0.04685716281201863,3,1.0440797480435382,1.2915691058735828,1.7824377255446155,11.990400338083159,12.257918641006146,0.049470585436596215,120
inverse_hillfloor_m2__pair_surface_L0p3R80,inverse_hill_free_floor,pair_surface_L0p3R80,2.0,3,inverse,0.025492730198608426,0.045205966821232846,3,1.0894408831156202,1.2393602023419446,2.23399322253662,12.000477501553679,12.307471178888543,0.04867172634732375,121
inverse_hill0_m1__pair_count_L3p0kpc,inverse_hill_zero_floor,pair_count_L3p0kpc,1.0,2,inverse,0.03974733201256281,0.03696790387578741,2,0.9975800388536521,1.3104305422301668,1.569308451549827,12.003045488430422,12.298250464120198,0.048468151237758494,122
quadratic_log__pair_surface_L0p1R80,quadratic_log_response_diagnostic,pair_surface_L0p1R80,,3,nonmonotonic,0.02784870755629945,0.0418147239847208,2,1.1174229233382034,1.220420676919134,2.559283642860705,12.015295912908856,12.161855772050357,0.04749700861705253,123
inverse_hillfloor_m1__pair_surface_L3p0R80,inverse_hill_free_floor,pair_surface_L3p0R80,1.0,3,inverse,0.031791219578818974,0.05261015956309495,3,1.0667288995058508,1.2611592081948446,1.69834218062998,12.022674946252353,12.398543277213989,0.04691204163961471,124
quadratic_log__enclosed_mean_volume_density,quadratic_log_response_diagnostic,enclosed_mean_volume_density,,3,nonmonotonic,0.03402808084907555,0.03516049878717831,3,0.9530465274071406,1.2050704431187378,1.6449704548199422,12.028675584487948,11.934784599239277,0.0464363458339484,125
inverse_hillfloor_m2__pair_surface_L3p0kpc,inverse_hill_free_floor,pair_surface_L3p0kpc,2.0,3,inverse,0.02589332942747849,0.040206678384906935,3,1.100086085919459,1.2569139760732981,2.504736053924626,12.030060389480337,12.299113121157125,0.046326566523701374,126
quadratic_log__pair_surface_L0p3R80,quadratic_log_response_diagnostic,pair_surface_L0p3R80,,3,nonmonotonic,0.022939477137887937,0.031696536742434056,3,1.133988991804022,1.2227532694410603,2.6908966813637774,12.031593871300151,12.198656839141957,0.0462050009766527,127
inverse_hillfloor_m1__enclosed_mean_volume_density,inverse_hill_free_floor,enclosed_mean_volume_density,1.0,3,inverse,0.03456399637887239,0.03563373649788554,3,0.9702260160533469,1.2076656115052855,1.6760125027610182,12.042631652987907,11.9530259196486,0.045329989645094604,128
inverse_hillfloor_m1__pair_surface_L3p0kpc,inverse_hill_free_floor,pair_surface_L3p0kpc,1.0,3,inverse,0.02880544834376267,0.04509167716587903,3,1.0698792707775355,1.2748423425941677,2.1646434974326514,12.056964792521367,12.392628629236166,0.044193741451085344,129
inverse_hillfloor_m1__mean_surface_R80,inverse_hill_free_floor,mean_surface_R80,1.0,3,inverse,0.028962420945284673,0.04868471255578921,3,1.0649855619601611,1.2605435659046182,1.6903614116443495,12.075076617931446,12.431499268862826,0.04275794095082708,130
inverse_hillfloor_m1__acceleration_R80,inverse_hill_free_floor,acceleration_R80,1.0,3,inverse,0.028962410693169516,0.04868470587806284,3,1.0649855299224935,1.2605435662543107,1.6903614377161322,12.075076741041137,12.431499513516966,0.042757931191404475,131
quadratic_log__pair_surface_L1p0kpc,quadratic_log_response_diagnostic,pair_surface_L1p0kpc,,3,nonmonotonic,0.02298513123420337,0.04980415564513102,3,1.1205498942562775,1.2277976752039232,2.2535206709044107,12.077665455930866,12.278809562767831,0.042552712885157495,132
free_loglinear__local_face_on_surface_density,unconstrained_log_linear,local_face_on_surface_density,,2,learned,0.042374448819299304,0.04047910613750133,3,0.9343543130094065,1.2098534140709951,1.7538853071115705,12.084036808036805,11.697342266630658,0.04204762903336978,133
inverse_loglinear__local_face_on_surface_density,inverse_log_linear,local_face_on_surface_density,,2,inverse,0.042374444678783735,0.04047910571897978,3,0.9343543010320794,1.209853412771866,1.7538853084896464,12.084036847386857,11.697342298076443,0.04204762591392586,134
inverse_hill0_m0.5__enclosed_mean_volume_density,inverse_hill_zero_floor,enclosed_mean_volume_density,0.5,2,inverse,0.0293030517801883,0.05689010621233226,3,0.5670119200450031,1.2319285310573411,1.4099232548009681,12.088204813272649,12.13605232805874,0.04171721374572168,135
inverse_hillfloor_m1__pair_surface_L0p3R80,inverse_hill_free_floor,pair_surface_L0p3R80,1.0,3,inverse,0.021410388907157102,0.04273573376498402,2,1.0375115729858053,1.257979049364962,1.756351339711912,12.105945125044563,12.49385691223267,0.040310864692540194,136
inverse_hill0_m0.5__pair_count_L1p0kpc,inverse_hill_zero_floor,pair_count_L1p0kpc,0.5,2,inverse,0.03187020372832855,0.030652633933219597,2,1.0183682272164012,1.2983140676578682,1.6328166257174441,12.108807533149681,12.39078736928552,0.04008394957513928,137
inverse_hillfloor_m2__pair_surface_L0p1R80,inverse_hill_free_floor,pair_surface_L0p1R80,2.0,3,inverse,0.019814160155918137,0.043911479059396186,3,1.1130698150124732,1.2387631014696052,1.9632904899893329,12.118484499093736,12.439076539599085,0.039316815825289675,138
inverse_hillfloor_m2__pair_surface_L1p0kpc,inverse_hill_free_floor,pair_surface_L1p0kpc,2.0,3,inverse,0.019794719116885906,0.038283040194591555,3,1.1160423580421492,1.2494137567098322,1.9948348534382974,12.143231079975378,12.421218443771476,0.03735505038171538,139
inverse_hill0_m4__pair_count_L30p0kpc,inverse_hill_zero_floor,pair_count_L30p0kpc,4.0,2,inverse,0.03473880143570918,0.0350277463540864,4,1.0192939306775939,1.3061306602281948,1.3307111325004923,12.148852584755021,12.076782715450646,0.03690941007809778,140
free_loglinear__pair_count_L0p3kpc,unconstrained_log_linear,pair_count_L0p3kpc,,2,learned,0.02990063025996545,0.027490330710598698,3,1.0228476123290602,1.2881935790928996,1.6517928086274531,12.150629961492008,12.395203614812901,0.03676850995619774,141
inverse_loglinear__pair_count_L0p3kpc,inverse_log_linear,pair_count_L0p3kpc,,2,inverse,0.029900629244625943,0.02749033102072146,3,1.0228476127724624,1.2881935794139068,1.6517928093331669,12.1506299691526,12.395203606426874,0.036768509348910405,142
inverse_hillfloor_m2__pair_surface_L0p3kpc,inverse_hill_free_floor,pair_surface_L0p3kpc,2.0,3,inverse,0.020191993694079147,0.04332714032843071,3,1.1264251500228366,1.2417587870955225,1.9085251649141575,12.160418890917343,12.413229367507816,0.035992500390752746,143
inverse_hillfloor_m2__pair_surface_L0p1kpc,inverse_hill_free_floor,pair_surface_L0p1kpc,2.0,3,inverse,0.020884999289061124,0.043618626014503226,3,1.1258659284436925,1.2443060189154984,1.8898982976736367,12.162717854908378,12.398124121123702,0.035810251855684316,144
inverse_hill0_m4__pair_surface_L100p0kpc,inverse_hill_zero_floor,pair_surface_L100p0kpc,4.0,2,inverse,0.03276518855595348,0.031008078084193536,4,1.0061705467557829,1.3036233598400448,1.3376640609386885,12.170830668881509,12.04603615760879,0.03516711500462777,145
inverse_hillfloor_m2__enclosed_mean_volume_density,inverse_hill_free_floor,enclosed_mean_volume_density,2.0,3,inverse,0.024925640533579096,0.021892880587072117,3,0.9724921227718828,1.207476411615544,1.7390859313184843,12.17717566407658,12.134008099374066,0.03466412057590773,146
quadratic_log__pair_surface_L3p0kpc,quadratic_log_response_diagnostic,pair_surface_L3p0kpc,,3,nonmonotonic,0.01427174852412838,0.020433844953713753,3,1.1045498514041976,1.2261996949965988,2.938369986007568,12.180198236441086,12.323626820012269,0.034424508564707024,147
quadratic_log__local_volume_density,quadratic_log_response_diagnostic,local_volume_density,,3,nonmonotonic,0.031604618944031104,0.038887033062518006,3,0.7306131520668105,1.2113313394351928,1.3497897559186656,12.18030471675241,12.08418920526798,0.034416067423032826,148
inverse_hill0_m4__pair_surface_L30p0kpc,inverse_hill_zero_floor,pair_surface_L30p0kpc,4.0,2,inverse,0.03232324847335366,0.031803315170025215,3,1.0133360407721714,1.302177628037724,1.3217439418965722,12.18225668040913,12.204865788930087,0.03426132706244789,149
inverse_hill0_m4__pair_count_L100p0kpc,inverse_hill_zero_floor,pair_count_L100p0kpc,4.0,2,inverse,0.03153368375938351,0.032962696203297226,4,0.9943867653194916,1.3025336279300965,1.3390820193384225,12.183961809634729,12.05015099045464,0.03412615430433619,150
inverse_loglinear__pair_surface_L1p0R80,inverse_log_linear,pair_surface_L1p0R80,,2,inverse,0.01595351073360568,0.033500275467133134,2,1.0166773745774909,1.2824184478103016,1.594928606764464,12.19267924002829,12.669166864632976,0.033435086969230476,151
free_loglinear__pair_surface_L1p0R80,unconstrained_log_linear,pair_surface_L1p0R80,,2,learned,0.015953510793126097,0.03350027296361102,2,1.0166773725364004,1.2824184478628526,1.594928608485933,12.192679254309981,12.669166868528048,0.033435085837060896,152
inverse_hill0_m0.5__local_volume_density,inverse_hill_zero_floor,local_volume_density,0.5,2,inverse,0.02996742952680942,0.037572635199957405,3,0.7741981537524694,1.2043567505862203,1.4277323951590861,12.194259328906956,12.003830071599273,0.03330982668479898,153
inverse_hill0_m4__pair_surface_L300p0kpc,inverse_hill_zero_floor,pair_surface_L300p0kpc,4.0,2,inverse,0.030500704309065374,0.03436804054997167,4,0.9855206455160623,1.301645487453885,1.3400747632656909,12.195148361020482,12.05484351922914,0.03323934937373585,154
inverse_hill0_m4__pair_count_L300p0kpc,inverse_hill_zero_floor,pair_count_L300p0kpc,4.0,2,inverse,0.030317170739415672,0.034576383174068304,4,0.984077860641655,1.3014912090620554,1.3402225776479262,12.197131958186889,12.055830910033107,0.03308210129192446,155
inverse_hill0_m4__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,4.0,2,inverse,0.030131196979665986,0.03478284800733822,4,0.9826355950712334,1.301335684029846,1.3403689665965746,12.199145671045155,12.056856347289617,0.0329224658126831,156
inverse_hillfloor_m2__local_volume_density,inverse_hill_free_floor,local_volume_density,2.0,3,inverse,0.027731974344773563,0.03696759983894804,3,0.7215514102705256,1.214935979621678,1.3449753383545944,12.21224048569,12.162776187253018,0.03188438483563283,157
inverse_hill0_m1__local_volume_density,inverse_hill_zero_floor,local_volume_density,1.0,2,inverse,0.025635905323225905,0.0403946476594792,3,0.5389104797037417,1.2188044789061432,1.3528370139745558,12.225586503624307,12.210344589450179,0.030826389918352404,158
free_loglinear__pair_surface_L3p0R80,unconstrained_log_linear,pair_surface_L3p0R80,,2,learned,0.015003733809378,0.03599366896706885,3,1.0279656568744737,1.2722635662816375,1.5805852865311112,12.231136823223938,12.69344324291725,0.03038639276305133,159
inverse_loglinear__pair_surface_L3p0R80,inverse_log_linear,pair_surface_L3p0R80,,2,inverse,0.015003731961166639,0.035993669955645236,3,1.0279656510807524,1.27226356587872,1.5805852988659888,12.231136830432717,12.693443278631769,0.030386392191581124,160
inverse_hillfloor_m1__local_volume_density,inverse_hill_free_floor,local_volume_density,1.0,3,inverse,0.02444281529466022,0.03813895225732511,3,0.5389105639613986,1.20707772935736,1.3614282810880063,12.232313854117672,12.161592871374744,0.030293084578603913,161
inverse_loglinear__pair_count_L0p1kpc,inverse_log_linear,pair_count_L0p1kpc,,2,inverse,0.024804246386827322,0.016359367764074095,2,1.011147920152812,1.2830536350761972,1.5827314587919707,12.240231810762946,12.466222559536057,0.029665394886653762,162
free_loglinear__pair_count_L0p1kpc,unconstrained_log_linear,pair_count_L0p1kpc,,2,learned,0.02480424497922329,0.01635936820285988,2,1.0111478928503903,1.2830536415645333,1.582731487813534,12.240231819677923,12.466222606063287,0.029665394179926086,163
free_loglinear__local_volume_density,unconstrained_log_linear,local_volume_density,,2,learned,0.025439167585155742,0.031839881043938756,3,0.9432099036891677,1.1952514403059484,1.5303191542782388,12.252154347599866,11.968627171358062,0.028720245296967928,164
inverse_loglinear__local_volume_density,inverse_log_linear,local_volume_density,,2,inverse,0.02543916606293134,0.03183988069559429,3,0.9432098953043206,1.1952514394675091,1.530319155528703,12.252154361194647,11.968627185098123,0.028720244219252566,165
quadratic_log__pair_surface_L0p3kpc,quadratic_log_response_diagnostic,pair_surface_L0p3kpc,,3,nonmonotonic,0.010170253000498869,0.024338516343397232,2,1.1118395430204755,1.2322415886918647,1.9253988794223134,12.25455516207187,12.78217894852033,0.028529922646330363,166
inverse_loglinear__pair_surface_L3p0kpc,inverse_log_linear,pair_surface_L3p0kpc,,2,inverse,0.015442999841864063,0.013821401943475475,2,1.02444682921527,1.2886026033823041,1.7478171355960823,12.26574186958132,12.657334851871509,0.02764310533914882,167
free_loglinear__pair_surface_L3p0kpc,unconstrained_log_linear,pair_surface_L3p0kpc,,2,learned,0.015442999344673747,0.01382140043424468,2,1.0244468342777642,1.2886026069231535,1.7478171217206593,12.265741883212604,12.657334840216842,0.027643104258539553,168
inverse_loglinear__acceleration_R80,inverse_log_linear,acceleration_R80,,2,inverse,0.013085030123497543,0.033401213714932876,3,1.0218396455339014,1.270242863354047,1.5551596206156397,12.273016176740116,12.703799319593488,0.0270664404463975,169
inverse_loglinear__mean_surface_R80,inverse_log_linear,mean_surface_R80,,2,inverse,0.01308503091605065,0.03340121200683166,3,1.0218396463115025,1.2702428580787688,1.5551596134433459,12.273016182295452,12.703799317317888,0.027066440006002668,170
free_loglinear__acceleration_R80,unconstrained_log_linear,acceleration_R80,,2,learned,0.013085030284936017,0.03340121238378635,3,1.0218396525302154,1.27024285819425,1.5551596202283133,12.273016187407936,12.703799311951276,0.02706643960071453,171
free_loglinear__mean_surface_R80,unconstrained_log_linear,mean_surface_R80,,2,learned,0.01308502754029739,0.03340121096918036,3,1.0218396463626844,1.2702428601090856,1.5551596265662064,12.27301621546305,12.703799350582438,0.027066437376667807,172
inverse_hillfloor_m1__pair_surface_L1p0kpc,inverse_hill_free_floor,pair_surface_L1p0kpc,1.0,3,inverse,0.012978200351388386,0.020904166987041728,2,1.0789097846586497,1.2664339708243848,1.667149874858154,12.28975899212489,12.596970949064938,0.02573916712298019,173
inverse_hill0_m1__enclosed_mean_volume_density,inverse_hill_zero_floor,enclosed_mean_volume_density,1.0,2,inverse,0.011812539473395667,0.0484524914906716,3,0.31699315308029813,1.2413342352627663,1.3263386122617107,12.293853593105245,12.501148655589866,0.025414570899085387,174
inverse_hillfloor_m1__pair_surface_L0p1R80,inverse_hill_free_floor,pair_surface_L0p1R80,1.0,3,inverse,0.008567586762408458,0.026530573371421007,2,1.0719382157904924,1.2580491529084459,1.6211418491768486,12.304834604307985,12.658561741111585,0.02454406000240561,175
inverse_hill0_m1__pair_count_L1p0kpc,inverse_hill_zero_floor,pair_count_L1p0kpc,1.0,2,inverse,0.018397689579614684,0.018359977749762335,2,0.9878358195156921,1.2952093623764447,1.4818470704320579,12.30790784058087,12.590956011146885,0.02430043165031437,176
inverse_hill0_m0.5__pair_count_L0p3kpc,inverse_hill_zero_floor,pair_count_L0p3kpc,0.5,2,inverse,0.018278121702991673,0.00810183897973521,2,0.9904129553753096,1.289155026186486,1.5310292147617077,12.314346819509378,12.573055485624797,0.023789986736155844,177
inverse_hill0_m2__local_face_on_surface_density,inverse_hill_zero_floor,local_face_on_surface_density,2.0,2,inverse,0.018394351649254403,0.03586236125353165,3,0.23165523205133082,1.256962624857513,1.2891526753588265,12.319573889348682,12.52855363068519,0.023375614947546253,178
inverse_hill0_m0.5__pair_surface_L1p0R80,inverse_hill_zero_floor,pair_surface_L1p0R80,0.5,2,inverse,0.005100105572725638,0.020103878754849813,2,0.9925954418867763,1.2897747574738858,1.5564270879421034,12.333766788791122,12.84899973211559,0.02225048417479547,179
inverse_hill0_m0.5__pair_surface_L3p0R80,inverse_hill_zero_floor,pair_surface_L3p0R80,0.5,2,inverse,0.006719672825723694,0.027981169020177943,2,1.0097540217726184,1.276583253296875,1.5363132673384805,12.334370079107618,12.839109187932394,0.022202658816577014,180
inverse_hill0_m2__pair_count_L3p0kpc,inverse_hill_zero_floor,pair_count_L3p0kpc,2.0,2,inverse,0.016378177369223063,0.024957685666265494,2,0.9472860231748791,1.3012702062318515,1.4030630534401944,12.342397436864925,12.645440121851928,0.02156629643880814,181
inverse_hillfloor_m2__disk_surface_density,inverse_hill_free_floor,disk_surface_density,2.0,3,inverse,0.011295105055436544,0.02677695879103531,3,1.105053433486294,1.2280898758666203,1.507771318918914,12.354366923609776,12.637745730104557,0.020617424932652395,182
inverse_hill0_m4__pair_count_L10p0kpc,inverse_hill_zero_floor,pair_count_L10p0kpc,4.0,2,inverse,0.01725512225311332,0.025777728575787806,3,0.9399739377222154,1.293750256862665,1.3272477172380073,12.361786072489753,12.536413660169716,0.02002927782808528,183
inverse_hill0_m0.5__mean_surface_R80,inverse_hill_zero_floor,mean_surface_R80,0.5,2,inverse,0.00545378565128074,0.025215148247152153,3,1.0013563211551606,1.2735467390216622,1.5037197026865732,12.368525700910952,12.834156895029293,0.019494999165409532,184
inverse_hill0_m0.5__acceleration_R80,inverse_hill_zero_floor,acceleration_R80,0.5,2,inverse,0.005453786621179096,0.025215150879371095,3,1.001356336751178,1.2735467328995025,1.5037196782304445,12.368525744251386,12.834156878694944,0.019494995729631315,185
inverse_hillfloor_m1__pair_surface_L0p3kpc,inverse_hill_free_floor,pair_surface_L0p3kpc,1.0,3,inverse,0.008502934613344587,0.013157944899138019,2,1.0859607733570784,1.2626321501325177,1.5384121106988817,12.368818617750385,12.619739294433638,0.019471778416806473,186
inverse_hillfloor_m1__disk_surface_density,inverse_hill_free_floor,disk_surface_density,1.0,3,inverse,0.01041057406540738,0.024379112501691225,3,1.1047628679317794,1.2284034369029095,1.6201304848183153,12.369275488384755,12.638181477137197,0.019435560361998117,187
inverse_loglinear__disk_surface_density,inverse_log_linear,disk_surface_density,,2,inverse,0.010165548234833954,0.024525031298939237,3,1.1025849866731652,1.2293033199176886,1.7238567971908387,12.370801518050161,12.637651636985078,0.01931458557854082,188
free_loglinear__disk_surface_density,unconstrained_log_linear,disk_surface_density,,2,learned,0.010165546080757953,0.024525030732979514,3,1.1025849885039283,1.2293033203616317,1.723856837934079,12.370801538420196,12.637651633528122,0.019314583963722654,189
inverse_hillfloor_m1__pair_surface_L0p1kpc,inverse_hill_free_floor,pair_surface_L0p1kpc,1.0,3,inverse,0.008789237126822613,0.01125948002033833,2,1.0917043657234848,1.261952478887796,1.49458877547674,12.382253982201709,12.598726504586324,0.018406700625717032,190
inverse_hill0_m2__pair_surface_L10p0kpc,inverse_hill_zero_floor,pair_surface_L10p0kpc,2.0,2,inverse,0.01082242550355439,0.013798972834864864,2,0.8986689362663901,1.309151871499859,1.4408122396383196,12.387261621581873,12.849194777717923,0.018009724011579076,191
inverse_hill0_m0.5__disk_surface_density,inverse_hill_zero_floor,disk_surface_density,0.5,2,inverse,0.008933606360793184,0.022247411641433956,3,1.0828131218520767,1.2350943097861642,1.5667843192972282,12.387262858149011,12.716266218983673,0.018009625983706368,192
quadratic_log__disk_surface_density,quadratic_log_response_diagnostic,disk_surface_density,,3,nonmonotonic,0.007856214135590761,0.02146846645751016,3,1.097288189150717,1.229621617472095,1.7591075404811356,12.403174430376643,12.660983732998815,0.0167482487979691,193
free_loglinear__pair_surface_L0p3R80,unconstrained_log_linear,pair_surface_L0p3R80,,2,learned,0.00011542841039161034,0.0035090749172579927,2,0.955753750142577,1.2774584044411084,1.5647932018325206,12.413084727529466,12.841215857032907,0.0159626179028185,194
inverse_loglinear__pair_surface_L0p3R80,inverse_log_linear,pair_surface_L0p3R80,,2,inverse,0.00011542561483599001,0.0035090712973437355,2,0.9557537402813977,1.2774584033533003,1.5647932114838083,12.41308476390782,12.84121592000501,0.015962615018953463,195
direct_hill_m2__pair_proximity_L1p0kpc,direct_hill_wrong_sign_control,pair_proximity_L1p0kpc,2.0,2,direct_wrong_sign,0.029946251156724585,0.033515120580721314,2,1.0313865639073154,1.2527776983261592,1.297240913617147,12.419755821729487,12.452843752018888,0.015433772235814103,196
inverse_hill0_m2__outward_radial_column,inverse_hill_zero_floor,outward_radial_column,2.0,2,inverse,0.005819260507127333,0.028410207977841884,3,0.49738431127288496,1.2760345959002288,1.3386889458108386,12.419904056136602,12.249689742028743,0.015422021071529346,197
free_loglinear__R80,unconstrained_log_linear,R80,,2,learned,0.018349101196615758,0.02783087209157653,3,1.0158123532916687,1.2574722528151137,1.6534717234972427,12.421874822339387,12.487368126370567,0.015265790154115777,198
inverse_loglinear__R80,inverse_log_linear,R80,,2,inverse,0.01834910008566154,0.027830870423558807,3,1.0158123543322333,1.25747225170752,1.6534717125678364,12.421874833580254,12.487368126606777,0.015265789263004925,199
inverse_hill0_m0.5__pair_surface_L3p0kpc,inverse_hill_zero_floor,pair_surface_L3p0kpc,0.5,2,inverse,0.004673365761369147,0.0009877414820316788,2,0.9990336848576878,1.2926779906120984,1.63251503363584,12.423880435868874,12.833941776769164,0.015106796742697437,200
direct_hill_m2__pair_proximity_L3p0kpc,direct_hill_wrong_sign_control,pair_proximity_L3p0kpc,2.0,2,direct_wrong_sign,0.029461049983544707,0.030380048429056228,2,1.0462701995386277,1.2605264368017493,1.289740462630899,12.43877144044102,12.432008951201384,0.013926324243104027,201
inverse_hill0_m1__disk_surface_density,inverse_hill_zero_floor,disk_surface_density,1.0,2,inverse,0.0053449071287949845,0.017136460240196882,3,1.0635192469472527,1.2427002700271434,1.4383076818954281,12.441202420066809,12.831380208534277,0.013733610273981789,202
inverse_hill0_m0.5__pair_count_L0p1kpc,inverse_hill_zero_floor,pair_count_L0p1kpc,0.5,2,inverse,0.010030331311662616,0.0047305947487161215,2,0.9724682997061057,1.2782195365416023,1.4809116622323115,12.44489384626163,12.695230094640122,0.013440975409345635,203
inverse_hill0_m1__pair_surface_L3p0R80,inverse_hill_zero_floor,pair_surface_L3p0R80,1.0,2,inverse,-0.001895695164055411,0.017429961740947186,2,0.9922122938792222,1.2770500183157574,1.4557920288272328,12.458166727454055,12.987381269843825,0.012388778348891072,204
inverse_hill0_m1__acceleration_R80,inverse_hill_zero_floor,acceleration_R80,1.0,2,inverse,-0.0011959580154381755,0.015820530907748653,2,0.9837723447221923,1.2719664069718786,1.4215843129367913,12.47038677966071,12.939604911717332,0.011420043465783403,205
inverse_hill0_m1__mean_surface_R80,inverse_hill_zero_floor,mean_surface_R80,1.0,2,inverse,-0.0011959638127999328,0.0158205330533589,2,0.9837723192484729,1.2719664017068082,1.421584296757526,12.470386848000956,12.939605044248024,0.011420038048164938,206
inverse_hill0_m2__local_volume_density,inverse_hill_zero_floor,local_volume_density,2.0,2,inverse,-0.0012797299827569664,0.036316854812182775,3,0.19545678223752747,1.2360962871215815,1.2834352141281897,12.481296695566234,12.82070549332226,0.010555168592033204,207
direct_hill_m1__pair_proximity_L3p0kpc,direct_hill_wrong_sign_control,pair_proximity_L3p0kpc,1.0,2,direct_wrong_sign,0.027306914001229504,0.029241842855404487,2,1.0545764613381057,1.259565092353267,1.3353117348074899,12.484815452151638,12.441259306076232,0.010276221972837174,208
free_loglinear__pair_proximity_L3p0kpc,unconstrained_log_linear,pair_proximity_L3p0kpc,,2,learned,0.024611209023391256,0.031678929472301,3,1.0795903147569215,1.2584329240639842,1.4135468287401003,12.493221848291592,12.416859881036851,0.009609811629879839,209
direct_hill_m1__pair_proximity_L1p0kpc,direct_hill_wrong_sign_control,pair_proximity_L1p0kpc,1.0,2,direct_wrong_sign,0.025135619031073225,0.026740123126081594,2,1.0510673746088166,1.2541399791071448,1.3308391385390752,12.509084331044338,12.491390207884365,0.008352325973074781,210
quadratic_log__mean_volume_R80,quadratic_log_response_diagnostic,mean_volume_R80,,3,nonmonotonic,-0.0011488377782312986,0.0006794906844028725,2,1.145316452918174,1.2364720014123365,1.5878634460636791,12.51618383170597,12.654522058723321,0.007789518725833888,211
quadratic_log__R80,quadratic_log_response_diagnostic,R80,,3,nonmonotonic,0.008503064296424584,0.02763161616295351,3,0.971205853807072,1.2538154929055683,1.837652993147468,12.527927095762273,12.602497128831473,0.006858580842713513,212
inverse_hill0_m1__pair_surface_L1p0R80,inverse_hill_zero_floor,pair_surface_L1p0R80,1.0,2,inverse,-0.008547527344262201,0.0006720352512552541,2,0.9589037856542622,1.2954871519869067,1.4811988269345313,12.527991798693133,13.060090730876755,0.00685345156952355,213
inverse_hillfloor_m2__mean_volume_R80,inverse_hill_free_floor,mean_volume_R80,2.0,3,inverse,-0.0016163610865723987,-0.000681808770006398,2,1.1539518403433737,1.2267354691226822,1.556340610759222,12.529773043818404,12.768978767531044,0.006712244784230492,214
