candidate_id,family,feature,fixed_slope,parameter_count,predicted_sign,split,feature_log10_center,feature_log10_IQR,parameters_json,train_q_min,train_q_median,train_q_max,test_q_min,test_q_median,test_q_max,train_galaxies,train_points,train_pooled_RMSE_km_s,train_equal_galaxy_RMSE_km_s,train_mean_residual_km_s,train_median_galaxy_mean_residual_km_s,test_galaxies,test_points,test_pooled_RMSE_km_s,test_equal_galaxy_RMSE_km_s,test_mean_residual_km_s,test_median_galaxy_mean_residual_km_s,heldout_fold,baseline_fold_RMSE_km_s,fold_improvement_fraction
inverse_hillfloor_m2__potential_depth,inverse_hill_free_floor,potential_depth,2.0,3,inverse,development_fold_2,-7.208863988714665,0.9127903581886541,"[0.6386994880925259, 0.15952813676221353, 0.7198683231858497]",0.9480509367964827,1.3301183102368028,1.49051748827614,0.8976343189150335,1.274279804257386,1.4761917281823547,79,575,9.4490184777499,9.319615575189623,-1.6842094461644341,2.0282773985198015e-05,26,182,13.764801420536259,14.267472548726074,-3.497257741280696,-0.6680260185767775,2,16.650058754416158,0.14309776564951404
inverse_hillfloor_m2__potential_depth,inverse_hill_free_floor,potential_depth,2.0,3,inverse,development_fold_3,-7.135972790073392,0.9849633259121289,"[0.44439133794136976, 0.2059143609024761, 0.6827093540992858]",0.8513446284026598,1.355729557171505,1.5825849468232003,0.9180693434402268,1.3994750425263935,1.5802939555248678,79,582,10.781510711409572,11.066000903398438,-1.443036123766922,0.8074251053885974,26,175,9.123418657995126,9.55619014744164,1.2468632133618571,3.249540589376284,3,11.107839500755686,0.13968957268499282
inverse_loglinear__potential_depth,inverse_log_linear,potential_depth,,2,inverse,development_fold_0,-7.167481648323096,0.9328574926484992,"[0.26883157984381556, -0.28257877427125566]",0.9675284869602337,1.308434755702408,2.211049023069209,1.0117870864296785,1.309058290119448,2.324561201258169,78,557,10.952321172239472,11.199236009074651,-0.5400262704594966,0.6985518230390447,27,200,9.32507768754991,9.223268490309685,-1.1699258240373545,3.236974542565799,0,9.519050126200368,0.031072599888571695
inverse_loglinear__potential_depth,inverse_log_linear,potential_depth,,2,inverse,development_fold_1,-7.1592197760921445,0.8892378798546412,"[0.261197332482536, -0.23933678977399472]",0.9952396808230507,1.2984838732000328,2.168538125119472,1.06103830227788,1.3406907433509971,2.0017511373970844,79,557,10.747560063068757,11.023630447732318,-0.8341234952037616,1.1909314097610577,26,200,10.007826713349747,9.693030107810463,-0.7929593107914841,0.3980360992094859,1,12.053047246842993,0.19580252949316868
inverse_loglinear__potential_depth,inverse_log_linear,potential_depth,,2,inverse,development_fold_2,-7.208863988714665,0.9127903581886541,"[0.24861492836457266, -0.22461446159687806]",1.023400395951626,1.2822481805876995,2.0244302340768856,0.9932537281110321,1.2290380272373713,1.6812361504168918,79,575,9.54897120246686,9.335569434055396,-1.5749106723712734,0.4361607257536188,26,182,13.960278092328618,14.246586181052507,-3.1876515590264214,-1.4074037839764295,2,16.650058754416158,0.1443521977197929
inverse_loglinear__potential_depth,inverse_log_linear,potential_depth,,2,inverse,development_fold_3,-7.135972790073392,0.9849633259121289,"[0.2591399999230992, -0.2862616901417246]",0.978922749207036,1.295815330475298,2.2697933359584432,1.0141100593400583,1.3440194709563151,2.163343735361696,79,582,10.981934068617857,11.062370975023116,-1.2269801948559609,0.666165919447144,26,175,8.886219776683186,9.580250626143883,1.1489764965139642,1.9459933398748397,3,11.107839500755686,0.13752349181025514
free_loglinear__potential_depth,unconstrained_log_linear,potential_depth,,2,learned,development_fold_0,-7.167481648323096,0.9328574926484992,"[0.2688315809702492, -0.2825787760294131]",0.9675284862330623,1.308434757176273,2.2110490327771006,1.0117870859508171,1.3090582915978977,2.3245612121885304,78,557,10.952321166164447,11.19923600907465,-0.5400262201945198,0.6985518808185972,27,200,9.325077689051989,9.223268507252135,-1.169925780950883,3.2369746162631663,0,9.519050126200368,0.03107259810872509
free_loglinear__potential_depth,unconstrained_log_linear,potential_depth,,2,learned,development_fold_1,-7.1592197760921445,0.8892378798546412,"[0.26119732867907824, -0.23933678502831396]",0.9952396822863507,1.2984838682613042,2.1685380948193504,1.06103830249103,1.3406907374013355,2.0017511126039698,79,557,10.74756008771758,11.023630447732321,-0.8341236601747449,1.1909311680147994,26,200,10.007826736588127,9.693030103079316,-0.7929594891081285,0.3980359040636188,1,12.053047246842993,0.1958025298856957
free_loglinear__potential_depth,unconstrained_log_linear,potential_depth,,2,learned,development_fold_2,-7.208863988714665,0.9127903581886541,"[0.24861492735551577, -0.22461446986147687]",1.0234003864282153,1.2822481792938383,2.0244302660508504,0.9932537177754219,1.2290380240806156,1.681236165479304,79,575,9.548971229457077,9.335569434055397,-1.574910772173523,0.4361608090535469,26,182,13.96027807855721,14.24658616660768,-3.187651712639754,-1.4074042087796395,2,16.650058754416158,0.14435219858734705
free_loglinear__potential_depth,unconstrained_log_linear,potential_depth,,2,learned,development_fold_3,-7.135972790073392,0.9849633259121289,"[0.25914000027590683, -0.2862616834169525]",0.9789227560016196,1.2958153309324656,2.269793306870059,1.0141100655375819,1.3440194702772894,2.1633437100786135,79,582,10.981934057151205,11.062370975023114,-1.2269801501698971,0.6661658298649797,26,175,8.886219788984688,9.580250611707653,1.1489765133952832,1.9459935139352555,3,11.107839500755686,0.13752349310989853
quadratic_log__potential_depth,quadratic_log_response_diagnostic,potential_depth,,3,nonmonotonic,development_fold_0,-7.167481648323096,0.9328574926484992,"[0.28771641291404754, -0.2877028777975141, -0.05880758611804941]",0.9169543329277329,1.3333791214025428,1.8573633087669257,0.9775114225945731,1.334025387006886,1.8768534292650545,78,557,10.888681247431956,11.158633956846854,-0.5415595677189652,1.2103765770016337,27,200,9.162026438498112,9.162751008503436,-1.2011393637830465,1.9642045018195045,0,9.519050126200368,0.0374301125609422
quadratic_log__potential_depth,quadratic_log_response_diagnostic,potential_depth,,3,nonmonotonic,development_fold_1,-7.1592197760921445,0.8892378798546412,"[0.283974053646565, -0.24491729692662603, -0.06887948148999398]",0.9293610751572345,1.3283984632096142,1.6513335107905,1.0286788376549427,1.3709073552021036,1.6514027038695807,79,557,10.614251797724537,10.954807723358254,-0.8893128666854427,0.9496487774187017,26,200,10.00740065269281,9.749543525257382,-0.9129410919086627,1.1871876630293614,1,12.053047246842993,0.19111380503291064
quadratic_log__potential_depth,quadratic_log_response_diagnostic,potential_depth,,3,nonmonotonic,development_fold_2,-7.208863988714665,0.9127903581886541,"[0.26537655756152195, -0.22735816897235037, -0.05122505434624766]",0.9856200084190371,1.3039218849902072,1.6751131870572913,0.9423788700211538,1.2468858675278827,1.5921423713328453,79,575,9.476470999624297,9.29554298444876,-1.6111087688764159,0.8444907685235231,26,182,13.812843447953524,14.185858002912664,-3.295205312479386,-1.4697074211755239,2,16.650058754416158,0.14799952287555174
quadratic_log__potential_depth,quadratic_log_response_diagnostic,potential_depth,,3,nonmonotonic,development_fold_3,-7.135972790073392,0.9849633259121289,"[0.2752301236786111, -0.29573591806214933, -0.05859808179819719]",0.9317097075223756,1.316833628768294,1.8769367061868754,0.9792392635906131,1.3661679829818085,1.853128535258443,79,582,10.889986895992081,11.033509478337436,-1.2966018484751818,1.195438114174118,26,175,8.856750607771895,9.484323031324987,1.2066317802006081,2.4826283041258366,3,11.107839500755686,0.14615951817815231
direct_hill_m1__potential_depth,direct_hill_wrong_sign_control,potential_depth,1.0,2,direct_wrong_sign,development_fold_0,-7.167481648323096,0.9328574926484992,"[1.2196213871202755, -6.0]",1.200569795662751,1.2166057230361549,1.218583408740695,1.196945628970372,1.2166006405051042,1.21840557034825,78,557,13.541925708651952,13.489842611666901,-2.484510773687,-2.2509523027952634,27,200,9.649743905098825,9.54248784351329,-3.016894984840383,-2.3245613770658315,0,9.519050126200368,-0.002462190765065264
direct_hill_m1__potential_depth,direct_hill_wrong_sign_control,potential_depth,1.0,2,direct_wrong_sign,development_fold_1,-7.1592197760921445,0.8892378798546412,"[1.2322048327761945, -6.0]",1.206710043121524,1.229158054572955,1.2312003530155329,1.213848290769186,1.2287235337870195,1.2308926296815943,79,557,12.754202534630673,12.759140278067523,-2.1191884892074455,-1.8670488916105619,26,200,12.22123120777297,12.100185452118728,-2.1146629905134797,-1.170684111113166,1,12.053047246842993,-0.003910895254150892
direct_hill_m1__potential_depth,direct_hill_wrong_sign_control,potential_depth,1.0,2,direct_wrong_sign,development_fold_2,-7.208863988714665,0.9127903581886541,"[1.212762236266314, -6.0]",1.190227831777785,1.2097635322774298,1.211661613544929,1.2028026023361855,1.2102780781814997,1.21179868294161,79,575,11.153644711821837,10.925760698456001,-2.7545046214167246,-2.083304984576453,26,182,16.509029815873067,16.686299829614676,-3.354738634739956,-2.5397134991646997,2,16.650058754416158,-0.0021766334721735614
direct_hill_m1__potential_depth,direct_hill_wrong_sign_control,potential_depth,1.0,2,direct_wrong_sign,development_fold_3,-7.135972790073392,0.9849633259121289,"[1.231312684377067, -6.0]",1.2100576799233087,1.2282681085826237,1.2301678797631037,1.213292979279331,1.2278549413462867,1.2300177312266318,79,582,12.944692974797787,13.0380567349196,-2.4309402152991733,-1.893066966619818,26,175,11.439992320477236,11.139609933511355,-1.2342695310409428,-0.1837495689904564,3,11.107839500755686,-0.002860181113843785
direct_hill_m2__potential_depth,direct_hill_wrong_sign_control,potential_depth,2.0,2,direct_wrong_sign,development_fold_0,-7.167481648323096,0.9328574926484992,"[1.217149139836516, -6.0]",1.2168427162858306,1.217141661459684,1.2171482567371463,1.2167124603990567,1.2171416361235585,1.2171479278553456,78,557,13.504981975604554,13.452572933828352,-2.460443896582636,-2.211599764643653,27,200,9.631608967385525,9.519231756662405,-2.9936502568365224,-2.19153205331425,0,9.519050126200368,-1.9080733857812504e-05
direct_hill_m2__potential_depth,direct_hill_wrong_sign_control,potential_depth,2.0,2,direct_wrong_sign,development_fold_1,-7.1592197760921445,0.8892378798546412,"[1.2295829201501656, -6.0]",1.2290343135603936,1.2295753653780164,1.2295821017184492,1.2293017874034327,1.2295730492780192,1.2295815227554356,79,557,12.721427845614496,12.725761788085347,-2.098454417185351,-1.8064170801044153,26,200,12.178735542703702,12.05346068745492,-2.0913072630405662,-1.2211852210735137,1,12.053047246842993,-3.430174987784085e-05
direct_hill_m2__potential_depth,direct_hill_wrong_sign_control,potential_depth,2.0,2,direct_wrong_sign,development_fold_2,-7.208863988714665,0.9127903581886541,"[1.2102563511763398, -6.0]",1.20982268685557,1.2102489151500047,1.2102553525770292,1.2101733764882807,1.210251252144388,1.2102555859892181,79,575,11.123188141995536,10.892720077665977,-2.734916636090602,-2.1079396657746563,26,182,16.473935198632237,16.650274092537995,-3.3462516468446024,-2.513360976052816,2,16.650058754416158,-1.2933174892149069e-05
direct_hill_m2__potential_depth,direct_hill_wrong_sign_control,potential_depth,2.0,2,direct_wrong_sign,development_fold_3,-7.135972790073392,0.9849633259121289,"[1.2286583218445357, -6.0]",1.2282793495979938,1.2286507727179286,1.2286572577879447,1.2283873654964972,1.2286485782548482,1.2286569600361186,79,582,12.913630629897604,13.004553518120211,-2.4126447461015723,-1.8357569428410159,26,175,11.403941650260899,11.108034417231904,-1.2072978604777989,-0.10207482728156272,3,11.107839500755686,-1.7547649676208366e-05
inverse_hill0_m0.5__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,0.5,2,inverse,development_fold_0,10.407920664137869,1.3657494876327725,"[2.3680106272169263, 0.4337443412815823]",1.0632713567286698,1.3118933550440364,1.84145849629581,1.1413948592645409,1.287947920980956,1.8676521174105583,78,557,12.128419610731678,12.141639510926284,-0.9056335310699166,1.40192164642502,27,200,9.537388139658008,9.313479879172421,-0.3080452338994594,2.1743689640470563,0,9.519050126200368,0.021595668086895725
inverse_hill0_m0.5__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,0.5,2,inverse,development_fold_1,10.46623992697494,1.2551905629065487,"[2.012981355740971, 1.1693388808418097]",1.0814594830457236,1.2926181330968893,1.7286734340449934,1.0993105426927787,1.3432008529552142,1.710921856867779,79,557,11.698046361875873,11.74656504638417,-0.7997256812505402,1.3048478451519827,26,200,10.933964170427059,10.614833048400381,-1.3621712235597363,0.6227556563903138,1,12.053047246842993,0.11932370038782658
inverse_hill0_m0.5__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,0.5,2,inverse,development_fold_2,10.407920664137869,1.3720988748927958,"[2.014004339025894, 1.0740425349082932]",1.06606888892432,1.2710768414137297,1.6846476103588603,1.0664180889332844,1.2286638626136477,1.5484920263202369,79,575,10.242213582144046,9.943785811998048,-1.6708111408172819,0.9225040704542835,26,182,15.303617093939826,15.300575678999786,-3.376060337621952,-0.5645910673800216,2,16.650058754416158,0.08104974855169456
inverse_hill0_m0.5__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,0.5,2,inverse,development_fold_3,10.572625189799018,1.458452399278947,"[2.4596768583101443, 0.13085998890548747]",1.0634943985471537,1.270058242277008,1.8691400610834432,1.0630991659754316,1.3047016454216662,1.8355732612872395,79,582,11.974347329187664,11.83613591609291,-1.3918162357400232,1.4137840192130444,26,175,9.842727043056072,10.284661160273991,0.5094214310570027,1.8979422264259989,3,11.107839500755686,0.07410787133048624
inverse_hill0_m1__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,1.0,2,inverse,development_fold_0,10.407920664137869,1.3657494876327725,"[1.668645744845252, 1.3617949012234911]",1.045997607713522,1.3283275499065552,1.6163988860465106,1.145607146811483,1.3055512864340573,1.6226056346541593,78,557,12.215531765382169,12.238195868878632,-0.9407361304476473,1.0751432030493606,27,200,9.361894140570188,9.221117079577223,-0.3367143395252774,1.8139457570618067,0,9.519050126200368,0.03129861096151909
inverse_hill0_m1__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,1.0,2,inverse,development_fold_1,10.46623992697494,1.2551905629065487,"[1.5740510548719502, 1.5981185595811869]",1.0612358674947195,1.3092252500640011,1.546800850776031,1.0856226096393997,1.3546696396884415,1.5427327182352226,79,557,11.704983727044592,11.787860694572517,-0.7939139489136062,0.9898806487434797,26,200,11.063974756152717,10.787692274381634,-1.4108331663510785,0.2528928734546838,1,12.053047246842993,0.10498216314490838
inverse_hill0_m1__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,1.0,2,inverse,development_fold_2,10.407920664137869,1.3720988748927958,"[1.5482934661064025, 1.5811147265152492]",1.0488535970357027,1.2840962804525051,1.5134544689277694,1.0493244084464348,1.2425568772832873,1.4683722799805037,79,575,10.272794003421863,10.011103003133147,-1.714632080850471,0.0873737425740515,26,182,15.32260779685551,15.352533617401896,-3.398837214485967,-0.12768848483363232,2,16.650058754416158,0.077929162662571
inverse_hill0_m1__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,1.0,2,inverse,development_fold_3,10.572625189799018,1.458452399278947,"[1.7091249879232218, 1.1153042472368444]",1.0396237119947391,1.2871705093680328,1.64767209742783,1.0390903550891954,1.3220245114980447,1.6383565454750604,79,582,11.992493683612045,11.880468631712912,-1.4450731867666824,1.0356378840012799,26,175,9.960162880095519,10.380652703315278,0.4807814422055926,2.0691663369533786,3,11.107839500755686,0.06546608792744413
inverse_hill0_m2__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,2.0,2,inverse,development_fold_0,10.407920664137869,1.3657494876327725,"[1.4296773434298267, 1.3190028234335003]",1.0315096459496402,1.33427192260797,1.4280520340441671,1.1651122492059236,1.3183999333424734,1.4284245692688355,78,557,12.44084636252802,12.49606620213078,-1.1100134708678788,0.991362855674298,27,200,9.102134215133153,9.120082004875165,-0.5007388751204693,0.09834933847203568,0,9.519050126200368,0.041912598004613555
inverse_hill0_m2__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,2.0,2,inverse,development_fold_1,10.46623992697494,1.2551905629065487,"[1.3986930486429014, 1.408839442636311]",1.0430533753750466,1.3198399304772672,1.3980594676923572,1.079602595870612,1.3471060328902877,1.3978518803330242,79,557,11.809902201625583,11.954851979405372,-0.8769570061892794,0.798852929800626,26,200,11.30480766237048,11.133549840309541,-1.4681644899265902,-0.8106438345801952,1,12.053047246842993,0.07628754685038608
inverse_hill0_m2__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,2.0,2,inverse,development_fold_2,10.407920664137869,1.3720988748927958,"[1.3710790105656763, 1.3946939280787094]",1.0315069918506699,1.2916930732585472,1.3700250020687468,1.0322176747013407,1.260299582844278,1.3652071856085692,79,575,10.363068517622082,10.185345155901823,-1.8341242036567873,-0.9951477026109136,26,182,15.456000103488911,15.567015155922515,-3.388767208120283,-0.5659695076211737,2,16.650058754416158,0.0650474340342122
inverse_hill0_m2__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,2.0,2,inverse,development_fold_3,10.572625189799018,1.458452399278947,"[1.4646275040255545, 1.0671716215062754]",1.0054951389694173,1.309664967139305,1.4623876844064303,1.0046692240981376,1.3382916467897745,1.4616248463801524,79,582,12.066405017098562,12.035136908776346,-1.547027372177459,0.6335632970697631,26,175,10.31260442320081,10.66475587599909,0.23832570718574825,2.457052801736547,3,11.107839500755686,0.03988927142190457
inverse_hill0_m4__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,4.0,2,inverse,development_fold_0,10.407920664137869,1.3657494876327725,"[1.3145769660221354, 1.1761213899242446]",1.0401174388552425,1.3027808442967355,1.314573950381985,1.2045811681480751,1.2980903927974747,1.3145751753055717,78,557,12.79018402532539,12.880840659772335,-1.4647297925645897,0.11712017606717635,27,200,9.041874334078408,9.207931922364356,-0.9704930601669858,-0.23233091757242974,0,9.519050126200368,0.032683744671087034
inverse_hill0_m4__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,4.0,2,inverse,development_fold_1,10.46623992697494,1.2551905629065487,"[1.3086303236009775, 1.2213878042059112]",1.050213021991242,1.2988178093496883,1.3086297547394383,1.1044226991965098,1.304580975262217,1.3086293206100816,79,557,12.057187977277097,12.244342512690519,-1.1338887934402693,0.054183137154353744,26,200,11.648168602564523,11.608507344742947,-1.4676459011888374,-0.4779512681950774,1,12.053047246842993,0.0368819513435894
inverse_hill0_m4__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,4.0,2,inverse,development_fold_2,10.407920664137869,1.3720988748927958,"[1.2816193814251784, 1.2006887768013141]",1.0373512810427126,1.271186620097511,1.281617733220233,1.038450171497939,1.2604591270814636,1.2815678689821628,79,575,10.5432600110474,10.473082173796794,-2.0729690703776975,-0.9703334010334039,26,182,15.76961172859783,15.957918380369373,-3.2483611439268754,-1.3346181583364185,2,16.650058754416158,0.041569845743829936
inverse_hill0_m4__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,4.0,2,inverse,development_fold_3,10.572625189799018,1.458452399278947,"[1.3403787920448311, 0.9291384338432037]",0.9840076390241905,1.308557770203627,1.340373330505924,0.9826355950712334,1.3199474647142533,1.3403689665965746,79,582,12.264691591070955,12.367636761261238,-1.7115606714509937,-0.043205899267964774,26,175,10.740352069599291,11.003545261375569,-0.563591652821857,2.4727308248148376,3,11.107839500755686,0.009389246160157572
inverse_hillfloor_m1__baryonic_mass,inverse_hill_free_floor,baryonic_mass,1.0,3,inverse,development_fold_0,10.407920664137869,1.3657494876327725,"[0.8651090319151208, 0.2875094162134697, -0.8970083535616737]",1.0855331586986396,1.2927510061146343,1.9926085589704523,1.1400295027887783,1.2684815358861172,2.026122292881524,78,557,12.0927614685417,12.091458486212433,-0.9304881124335407,1.4803632106483704,27,200,9.722774137686205,9.421497363821999,-0.393118700177822,2.6427230797555032,0,9.519050126200368,0.010248161432605873
inverse_hillfloor_m1__baryonic_mass,inverse_hill_free_floor,baryonic_mass,1.0,3,inverse,development_fold_1,10.46623992697494,1.2551905629065487,"[0.822745825157972, 0.18875437274018755, -0.09930673636524714]",1.091337635101723,1.287119061397337,1.7142260967938214,1.105473720452689,1.341390921655209,1.702468133791317,79,557,11.705513762962987,11.732487050880536,-0.8260695149460453,1.3100098892839611,26,200,10.911913217155519,10.573563246546103,-1.3680909620271553,0.8161078452695121,1,12.053047246842993,0.12274771433293818
inverse_hillfloor_m1__baryonic_mass,inverse_hill_free_floor,baryonic_mass,1.0,3,inverse,development_fold_2,10.407920664137869,1.3720988748927958,"[0.9148415938045229, 0.22576327933869922, -0.8692529390996507]",1.090918086241584,1.2539844322668496,1.8210549095873323,1.0911256796047382,1.2128476120732863,1.6187441121801038,79,575,10.248106719538992,9.914162209420438,-1.674557525402283,0.7261881639470786,26,182,15.328384486178168,15.299471085683736,-3.3440454200676366,-1.0461533685273439,2,16.650058754416158,0.08111609025849231
inverse_hillfloor_m1__baryonic_mass,inverse_hill_free_floor,baryonic_mass,1.0,3,inverse,development_fold_3,10.572625189799018,1.458452399278947,"[0.8087064974827096, 0.26287487070395565, -0.7087752354265326]",1.0821402684315635,1.2588664439093165,1.9171669521730343,1.0818540650612747,1.2935636533074075,1.8852073911750922,79,582,11.982263814437072,11.826517291239066,-1.3868741651513277,1.5122518690511255,26,175,9.795738263956034,10.227179314097132,0.503653459317048,1.821512999013306,3,11.107839500755686,0.07928276120650113
inverse_hillfloor_m2__baryonic_mass,inverse_hill_free_floor,baryonic_mass,2.0,3,inverse,development_fold_0,10.407920664137869,1.3657494876327725,"[1.0396674180218173, 0.16484747593884272, -0.4270256907122434]",1.099433724188865,1.2838187865231387,1.8278927803240888,1.136320681236606,1.257029081707253,1.834464800182531,78,557,12.08822383276659,12.054664927665414,-0.9655875513658841,1.1898130575136314,27,200,9.91278538759127,9.546153708001677,-0.5686584157775569,1.9693534940842525,0,9.519050126200368,-0.00284729898907754
inverse_hillfloor_m2__baryonic_mass,inverse_hill_free_floor,baryonic_mass,2.0,3,inverse,development_fold_1,10.46623992697494,1.2551905629065487,"[1.024064857912105, 0.11473318234216323, -0.07309490015935101]",1.0991311301026152,1.2886892581066085,1.5900011117321016,1.1089467580689665,1.3518180205931691,1.588390976872718,79,557,11.715486586449016,11.712917611932495,-0.873801807121639,1.400722369392728,26,200,10.97155589368637,10.616090285122292,-1.4294979144161033,1.1154220355442743,1,12.053047246842993,0.11921939176809238
inverse_hillfloor_m2__baryonic_mass,inverse_hill_free_floor,baryonic_mass,2.0,3,inverse,development_fold_2,10.407920664137869,1.3720988748927958,"[1.0679408678926305, 0.1334894110618807, -0.5113064661885756]",1.1093657519031412,1.2420941029718813,1.7041741868334528,1.1094739466295016,1.2002344882194662,1.6190767317390804,79,575,10.28903753818025,9.920932871741059,-1.7232701192864932,0.3993877330984387,26,182,15.345914327901726,15.284201863696792,-3.3126602251902058,-0.7037350446445505,2,16.650058754416158,0.08203315741195771
inverse_hillfloor_m2__baryonic_mass,inverse_hill_free_floor,baryonic_mass,2.0,3,inverse,development_fold_3,10.572625189799018,1.458452399278947,"[1.011922206701206, 0.14730495808159108, -0.355478668684112]",1.0948813699881503,1.2539456767977284,1.7278238247790438,1.0946888274277087,1.291905536835866,1.7216047425114347,79,582,12.013670465480915,11.833430297584695,-1.4386988514980463,1.4438714231243825,26,175,9.74747187606045,10.151439772221606,0.5149165631849465,1.7623947735275869,3,11.107839500755686,0.08610132766763645
inverse_loglinear__baryonic_mass,inverse_log_linear,baryonic_mass,,2,inverse,development_fold_0,10.407920664137869,1.3657494876327725,"[0.2611259936413419, -0.22149048000837565]",1.0772359112604522,1.2983912441692727,2.0537172823078547,1.1424300600394495,1.275169046724253,2.113851236609822,78,557,12.108490588660466,12.122845078324755,-0.9223310245589444,1.5076442196632727,27,200,9.623466634365345,9.362487702576667,-0.33020183078815235,2.578712702044482,0,9.519050126200368,0.016447273787620453
inverse_loglinear__baryonic_mass,inverse_log_linear,baryonic_mass,,2,inverse,development_fold_1,10.46623992697494,1.2551905629065487,"[0.24563738721203757, -0.1738085357555962]",1.0988642560088182,1.2784359122716857,1.9539697997907237,1.1125941833596145,1.3288173866649282,1.90640863526927,79,557,11.728231021404854,11.759593460857731,-0.8288140641443894,1.4563094105111816,26,200,10.863607827846902,10.530718920571736,-1.336441441550236,0.7170652355667937,1,12.053047246842993,0.12630236114522775
inverse_loglinear__baryonic_mass,inverse_log_linear,baryonic_mass,,2,inverse,development_fold_2,10.407920664137869,1.3720988748927958,"[0.2306672784828179, -0.18159330084570818]",1.081429156802044,1.2594401268993942,1.8746288873839365,1.0817025339925346,1.219179436044884,1.6034245883715508,79,575,10.23855618049261,9.926834394766894,-1.6634384880000557,0.6931576137965422,26,182,15.32685629570972,15.315228559130395,-3.35593025930344,-0.8539719150964437,2,16.650058754416158,0.08016969879651148
inverse_loglinear__baryonic_mass,inverse_log_linear,baryonic_mass,,2,inverse,development_fold_3,10.572625189799018,1.458452399278947,"[0.23110347361066882, -0.23032565762495347]",1.0785119256813551,1.2599896083784272,2.0786659811463535,1.0781866853315554,1.2931930420152442,2.009551850424844,79,582,11.975020146452236,11.833048533049677,-1.3681108105851898,1.3835898957394932,26,175,9.83002072496261,10.276005126458932,0.4949008577853405,1.8677009559190498,3,11.107839500755686,0.07488714382667871
free_loglinear__baryonic_mass,unconstrained_log_linear,baryonic_mass,,2,learned,development_fold_0,10.407920664137869,1.3657494876327725,"[0.261125989192882, -0.22149047919480241]",1.0772359072072692,1.2983912383934313,2.0537172697130144,1.1424300554943945,1.2751690411360723,2.1138512234221127,78,557,12.108490606974591,12.122845078324755,-0.9223312534721981,1.5076440024685889,27,200,9.623466665693343,9.362487667614129,-0.33020202804567916,2.57871245279724,0,9.519050126200368,0.016447277460522436
free_loglinear__baryonic_mass,unconstrained_log_linear,baryonic_mass,,2,learned,development_fold_1,10.46623992697494,1.2551905629065487,"[0.24563738473295973, -0.17380852874179983]",1.098864259996431,1.2784359091023436,1.953969761496622,1.1125941868395524,1.3288173812980693,1.90640859980299,79,557,11.728231031591786,11.759593460857735,-0.8288141671485347,1.4563093285219508,26,200,10.863607845859297,10.530718938540465,-1.3364415277467792,0.717064957671806,1,12.053047246842993,0.12630235965442393
free_loglinear__baryonic_mass,unconstrained_log_linear,baryonic_mass,,2,learned,development_fold_2,10.407920664137869,1.3720988748927958,"[0.23066727851393914, -0.18159330308883181]",1.0814291548001094,1.2594401269385895,1.8746288966525335,1.081702531993471,1.2191794355935428,1.6034245932041506,79,575,10.238556184797162,9.926834394766894,-1.663438495115508,0.6931576063273639,26,182,15.326856294146474,15.315228555329185,-3.3559302824934845,-0.8539719159761903,2,16.650058754416158,0.08016969902481164
free_loglinear__baryonic_mass,unconstrained_log_linear,baryonic_mass,,2,learned,development_fold_3,10.572625189799018,1.458452399278947,"[0.23110347105923212, -0.23032565003235148]",1.0785119284588085,1.2599896051636437,2.078665941538853,1.078186688118891,1.293193037606908,2.0095518143742837,79,582,11.975020154425387,11.833048533049679,-1.3681109395969215,1.3835897746759998,26,175,9.83002072423383,10.276005090968107,0.4949007081182631,1.8677009255498382,3,11.107839500755686,0.07488714702179367
quadratic_log__baryonic_mass,quadratic_log_response_diagnostic,baryonic_mass,,3,nonmonotonic,development_fold_0,10.407920664137869,1.3657494876327725,"[0.25963758462023684, -0.22115132681751865, 0.004286564472884327]",1.0792242953932683,1.2964601444181794,2.087217127653588,1.142588211177954,1.273351968159799,2.1533673889732174,78,557,12.10770700091726,12.122573448235823,-0.9254039542714448,1.4554198400116145,27,200,9.637326817576781,9.371706314236846,-0.3335194860817132,2.632472608454909,0,9.519050126200368,0.015478835599149754
quadratic_log__baryonic_mass,quadratic_log_response_diagnostic,baryonic_mass,,3,nonmonotonic,development_fold_1,10.46623992697494,1.2551905629065487,"[0.2566064344625214, -0.17993199501960375, -0.027841992698068623]",1.0819869004357696,1.2925363288882779,1.69878635325923,1.0996325247255898,1.3434531325970382,1.6872726137526644,79,557,11.697474968674861,11.743872649639297,-0.8047479278907916,1.1139645437425638,26,200,10.935155845059995,10.615151076629887,-1.3646423216031849,0.6394492465088185,1,12.053047246842993,0.1192973146761479
