galaxy,galaxy_fold,force_equivalent_mass_solar,force_equivalent_r80_kpc,gas_fraction,stellar_bulge_fraction,inclination_adjusted_deg,mean_surface_R80,mean_volume_R80,disk_surface_density,disk_volume_density,acceleration_R80,potential_depth,baryonic_mass,R80,pair_proximity_L0p1kpc,pair_surface_L0p1kpc,pair_count_L0p1kpc,pair_proximity_L0p3kpc,pair_surface_L0p3kpc,pair_count_L0p3kpc,pair_proximity_L1p0kpc,pair_surface_L1p0kpc,pair_count_L1p0kpc,pair_proximity_L3p0kpc,pair_surface_L3p0kpc,pair_count_L3p0kpc,pair_proximity_L10p0kpc,pair_surface_L10p0kpc,pair_count_L10p0kpc,pair_proximity_L30p0kpc,pair_surface_L30p0kpc,pair_count_L30p0kpc,pair_proximity_L100p0kpc,pair_surface_L100p0kpc,pair_count_L100p0kpc,pair_proximity_L300p0kpc,pair_surface_L300p0kpc,pair_count_L300p0kpc,pair_proximity_L0p1R80,pair_surface_L0p1R80,pair_proximity_L0p3R80,pair_surface_L0p3R80,pair_proximity_L1p0R80,pair_surface_L1p0R80,pair_proximity_L3p0R80,pair_surface_L3p0R80
NGC5985,3,334259051339.5852,30.671859295524996,0.1286760421619463,0.0683070793001573,61.9974930221849,113097523.97107127,2765503.785115469,314864731.6939529,22458254.757057987,4.9525246540463907e-11,3.221903643875904e-07,334259051339.5852,30.671859295524996,0.002333101204620975,12411860500.831165,2.6067532907046502e+20,0.0036376426944972422,2150209800.231306,4.0643059313103785e+20,0.006798587436015227,361677919.03494793,7.596001466149454e+20,0.03214301881508542,189997313.83669665,3.591310994287424e+21,0.2435444086905185,129563141.98617056,2.7211000857113005e+22,0.7263281298749823,42933239.853473686,8.115199799018368e+22,0.9657555035111196,5137720.8000016045,1.079030061708239e+23,0.9960521939041207,588766.2337244863,1.1128802852746212e+23,0.03339367761435515,188837112.72358787,0.21528788217280714,135269591.1928902,0.7347507753651226,41549246.71481007,0.9598484560395308,6030915.764751477
NGC6015,4,19663715110.857285,4.494563992239439,0.3487252358028516,0.0,63.364330535571945,309842197.7440993,51702823.39050404,435976819.73979014,94777569.50865002,1.3567946222978961e-10,5.9188593177696535e-08,19663715110.857285,4.494563992239439,0.0001683091488815411,52673651.855783045,6.507870027904532e+16,0.0015116038900571701,52563127.35478204,5.844793177042701e+17,0.016405552050961027,51342445.90841854,6.343398513578142e+18,0.12328237849764231,42869083.65475914,4.76685730588695e+19,0.5363072101920596,16784149.563542224,2.0736945330372244e+20,0.8925162598646781,3103554.1878439137,3.451018471419417e+20,0.988740300861465,309433.9358819657,3.8230799764107985e+20,0.9987300752318983,34728.92368349215,3.861706607014598e+20,0.0033829653913058943,52409271.58672225,0.029220925787085905,50299310.366599575,0.2272388807397354,35204097.11065445,0.6587294971482653,11339010.839737996
NGC6195,0,157396932597.66153,14.321039569892804,0.0748288312861656,0.2743847240961125,58.82729486639298,244285282.2472971,12793342.326254336,204313700.3602816,7328324.977054578,1.0697218121767874e-10,2.6602267987383077e-07,157396932597.66153,14.321039569892804,3.707792402455689e-05,92882053.02310356,9.185608662351575e+17,0.00033295239296836766,92673598.55834419,8.248494125440652e+18,0.0036083649086126367,90391344.60346058,8.939289033422035e+19,0.02712698336272496,75504943.63003106,6.720383082803711e+20,0.15154026458335093,37961593.75277796,3.754227356768832e+21,0.5370387364350728,14947876.42970709,1.3304487236527e+22,0.9215743919088328,2308589.9166662847,2.28308945013011e+22,0.9905234427232309,275701.1928197279,2.4539024109642145e+22,0.007200084362061331,87943732.0295251,0.04777404892199251,64836094.583361775,0.24027016760238706,29347232.854177255,0.6945377400276671,9425852.658558806
NGC6503,1,10110593136.48059,10.662452255704931,0.2268004199452638,0.0,75.17067228507207,28308220.023808435,1991208.4489284928,269748169.35004187,62441705.868065245,1.2396129699173733e-11,2.748242600149145e-08,10110593136.48059,10.662452255704931,0.00026675321240742357,42924616.522432275,2.726860534562093e+16,0.002394789204415972,42817523.82615171,2.448051557161129e+17,0.025876226462380296,41638752.46041378,2.6451737951663534e+18,0.1882101173541633,33650941.67484359,1.923960864750528e+19,0.6950465389896423,11184347.465629205,7.105050243818858e+19,0.9501853078035639,1698879.4663478667,9.713183181512706e+19,0.9952416783453892,160149.40178065817,1.0173767845338446e+20,0.9994683922282978,17869.94931278606,1.0216975044885063e+20,0.029297127725810775,41467476.886393495,0.20793539278467707,32701560.27603148,0.7201424980748001,10192976.14199824,0.955848754747116,1503243.1588258147
NGC6674,2,181220686644.7167,10.324038245644125,0.2806569520446753,0.1102105692902177,48.00864605509288,541201123.4570408,39316092.4954958,425626774.73286533,35234004.53086633,2.369912101174014e-10,1.8890694816505113e-07,181220686644.7167,10.324038245644125,0.004114690267958204,11867658826.45018,1.351302849671939e+20,0.00622986716787466,1996476398.9967067,2.0459467684803615e+20,0.009573713990033154,276126667.95478135,3.144097405682862e+20,0.03499022051199027,112132646.75707531,1.1491116368271506e+21,0.23170449874630653,66828600.954193406,7.609392908036806e+21,0.6663634421460829,21354851.548989367,2.1884000001196464e+22,0.9490999551790362,2737410.04225166,3.1169332089079827e+22,0.9939289007356916,318522.9378295907,3.2641556677895756e+22,0.009793364791393781,265009001.37634712,0.03679200582233639,110621527.14048022,0.24185590041729507,65446342.510277145,0.678612623128331,20403661.890510123
NGC6946,3,25581185333.33088,4.837245524017191,0.1904229219266114,0.0913202879670453,40.852437093097016,347996221.60515946,53955740.90833394,778798289.4755387,159589813.4171186,1.5238705556943753e-10,7.764953014862842e-08,25581185333.33088,4.837245524017191,0.00231478162220876,942433730.487747,1.5147862488989286e+18,0.006733265912888244,304595899.4704573,4.406229303518792e+18,0.028081469766600788,114330112.42098807,1.8376430779992439e+19,0.1696289569068177,76735844.64615983,1.1100468781687221e+20,0.6305521472503146,25672124.173559736,4.12631460654619e+20,0.9253165630945691,4185897.8165590307,6.055244227818835e+20,0.9924327385008878,404056.2958639265,6.494450495091554e+20,0.9991494282760487,45198.9900218556,6.538404314371601e+20,0.010555794176664999,183668824.47605824,0.051622033665397485,99801514.81740369,0.32627581695187297,56771375.75019421,0.7653374306031057,14796363.00571565
NGC7331,4,120801186264.92361,13.565620025942293,0.0828655796852202,0.0499675795306555,75.31662514288463,208949833.6938986,11552171.959020974,977443121.0533984,97354892.53519905,9.149883803757015e-11,1.7608087584512847e-07,120801186264.92361,13.565620025942293,0.0014299836068745833,2749301629.7395425,2.086764581863226e+19,0.002577351453663238,550582578.3909291,3.76111005934759e+19,0.008668027931117758,166652423.16823304,1.2649189539166608e+20,0.05804857303433772,124005334.88645375,8.470985656997166e+20,0.3906061515096241,75098352.44047563,5.70008689966523e+21,0.8458151161113886,18068590.017428003,1.2342917909132217e+22,0.9835918103878744,1891064.0333900142,1.4353483096314704e+22,0.9981464783546169,213227.44357709063,1.4565878297684599e+22,0.014127236098974276,147594181.67175576,0.1000196268759365,116106024.45473735,0.5371787137997573,56121701.45618082,0.909252749809285,10554900.603242783
NGC7793,0,4396225479.023316,4.338357030035291,0.2588633137150718,0.0,54.62455600540919,74349748.95413472,12853324.733199157,356395316.76638824,147270792.05222654,3.255765040547635e-11,2.699505855868598e-08,4396225479.023316,4.338357030035291,0.0008354115168007881,58452157.87973843,1.6145830018388242e+16,0.007460827590240688,58002215.86712532,1.4419391119939808e+17,0.07627267095326541,53366539.9005115,1.4741065397037627e+18,0.41099084483355275,31951387.983593524,7.943137227995251e+18,0.874998644890597,6122199.407971354,1.6910922464685738e+19,0.983982861817479,764971.253796899,1.901723846081557e+19,0.9985321983811044,69865.40230051991,1.9298430556342587e+19,0.9998366484458319,7772.963577241351,1.932364139984786e+19,0.01545668381615948,57460028.06974471,0.1218602024374698,50334863.65958842,0.5844645154232618,21727394.997159757,0.921451817668677,3806095.073166513
NGC7814,1,68880993914.01363,6.05892838535669,0.0277178761547158,0.7717139429425691,89.5,597252386.5553248,73930447.9978803,281125250.3011475,55339616.20101328,2.615359793252311e-10,1.5859655436044608e-07,68880993914.01363,6.05892838535669,0.00461610670784534,5060522688.805751,2.190153983015733e+19,0.03918227108358215,4772727427.07163,1.8590386338223446e+20,0.2671073153174263,2928230899.0226145,1.267315050453337e+21,0.6151531079468775,749307793.7936628,2.9186500980243384e+21,0.9059740719462158,99319678.6105831,4.298476720240642e+21,0.9871427925233762,12024222.562960409,4.683589127556152e+21,0.9988097544171188,1094970.2300940999,4.738944093718102e+21,0.9998674142587839,121792.19068972381,4.743962257425111e+21,0.1337391165657413,3993800327.234488,0.4620455316898286,1533098869.4387453,0.8076443917247937,241183770.22282833,0.9666956224117019,32075625.97544301
UGC00128,2,21354292959.084335,15.256782231948563,0.6261235445301399,0.0,51.14985405011086,29201787.014958233,1435515.0337897616,26530973.389862403,2229493.5621733116,1.2787421426731215e-11,2.5753884755754956e-08,21354292959.084335,15.256782231948563,2.5345371238293126e-05,8613982.49643876,1.155763699197006e+16,0.00022805559248148533,8611990.565504411,1.0399467922992514e+17,0.0025273060753513363,8589406.756578978,1.1524662989500718e+18,0.02223508048047418,8396562.488886165,1.0139326280306887e+19,0.19802867639932858,6730284.343673434,9.030223050612862e+19,0.6785971350838683,2562564.706934362,3.094442483146837e+20,0.9581588863425488,325643.8344565279,4.369260361136954e+20,0.9951571433454074,37579.80164586732,4.5379745692478983e+20,0.005860394862168082,8556700.12942939,0.050089885054092884,8126189.749740889,0.3605880622583886,5264907.897102981,0.8290361235434105,1344963.1281900709
UGC00191,3,4376245809.190093,7.942618288293019,0.6673299284864899,0.0,48.04194091847332,22081290.55016271,2085076.6474617051,56768411.29463488,17964687.11855534,9.669366048262444e-12,1.957716332855398e-08,4376245809.190093,7.942618288293019,0.00026946361884784716,18768172.114303403,5160639874939653.0,0.0024183896442029895,18715679.721201774,4.631585549239638e+16,0.026050952178618,18144518.221803583,4.989155239877985e+17,0.18746744833045123,14507921.539913656,3.59028797001939e+18,0.7006072747589651,4879737.744720919,1.3417699406892691e+19,0.953298826151902,737748.5903325782,1.8257128572709267e+19,0.9955897554585251,69342.941231089,1.906706446335448e+19,0.999507833399936,7735.0928679280105,1.9142101640336e+19,0.01663911601219415,18370657.758156184,0.12866554685166556,15783896.243484449,0.5996189194566313,6620179.789948243,0.9281315536630306,1138574.5836226284
UGC00731,4,4029795617.5941763,9.337294326245265,0.9393884178685094,0.0,58.62115577882735,14712654.965074597,1181765.3849456368,4665354.74527377,1014207.5533203848,6.4426508983209715e-12,2.1812656063262523e-08,4029795617.5941763,9.337294326245265,0.0001343156438716676,8614493.55042738,2181185685025282.0,0.0012075135205085901,8605035.07065115,1.9609117221850228e+16,0.01325139046848758,8498936.865019983,2.151926787036197e+17,0.10763559947909579,7670374.638770687,1.7479217015646623e+18,0.5707611146954894,3660644.2850966994,9.26873398404994e+18,0.9225649076854457,657442.1942904304,1.498176468612108e+19,0.9924967302356883,63654.95808965181,1.6117405225655378e+19,0.999160644787962,7120.2617971462,1.6225622218171445e+19,0.011573321303532245,8513714.156940863,0.09517685084704533,7779467.595416367,0.5370083267266348,3950409.1122505125,0.9121920685125582,745598.1758834975
UGC01281,0,625630697.1534154,4.391215996247735,0.6594921611366393,0.0,89.5,10327580.225800868,1763904.3891189338,12093760.693647794,3709742.544063742,4.522432842827187e-12,6.064178813023038e-09,625630697.1534154,4.391215996247735,0.0006200008801226572,6173486.279700177,242676881408941.16,0.005552466779341134,6143015.917793205,2173311950574459.8,0.05841449434535732,5816460.765432203,2.2864237408835744e+16,0.3582917807873766,3963989.7005426157,1.4024033639877262e+17,0.861182185673848,857498.2033135061,3.370785652802945e+17,0.9824045777666417,108689.1142039306,3.845266786832807e+17,0.9983906424357332,9941.19706997623,3.907838445104151e+17,0.999820926312716,1106.1598581973997,3.913436773137605e+17,0.01182133624449935,6104289.922061728,0.09719953891431304,5576866.866935674,0.5446794706706821,2812610.4653491103,0.9150105722588591,524991.3940255181
UGC02259,1,3612936787.8228254,6.559797686150769,0.4415469927993327,0.0,43.29268137328967,26725731.43493176,3055627.5567029933,50393949.338630415,15553688.067478525,1.1703160173761003e-11,2.4864303911500526e-08,3612936787.8228254,6.559797686150769,0.0004713587889631158,27103919.837642018,6152793446011691.0,0.0042253220406697775,26995899.363497656,5.515444788100913e+16,0.04491717270120059,25828126.614652522,5.863178798835299e+17,0.2942220350600915,18798066.44926562,3.8405720894102374e+18,0.8178570010960267,4702814.738030822,1.0675742797090763e+19,0.9756372243742891,623341.9386967127,1.2735297315703378e+19,0.9977548090061648,57372.57264347108,1.3024005053738707e+19,0.9997500070292913,6387.477763503355,1.3050048996500849e+19,0.01986577689779022,26546370.905830655,0.15321108033661165,22748212.144066878,0.6610122549988905,8833018.001149489,0.9452423234265512,1403460.693157162
UGC02487,2,360915967135.36066,18.72267748220777,0.0840738491417825,0.2911057973798603,42.5949229635231,327733103.7008959,13128454.945039589,471712721.1977445,29893074.85410295,1.435138647633875e-10,2.432816093904625e-07,360915967135.36066,18.72267748220777,0.0009205144277228898,5287578492.457217,1.1990651803428086e+20,0.007558390726188074,4824063955.466062,9.845585105730061e+20,0.042937300381838135,2466385525.154729,5.593027146042836e+21,0.09352846110394195,596935636.6540782,1.2183048706602561e+22,0.3029966091051458,174045979.65455627,3.946843990687479e+22,0.7513985192773779,47957225.87451712,9.78774230899808e+22,0.9690524392802466,5566388.403793644,1.2622909569615145e+23,0.996435013102333,635964.2422317013,1.2979595894450396e+23,0.06922749463772536,1134407083.952943,0.1601429413698368,291578573.39404017,0.5596021954142884,91700082.17047998,0.9095839481569815,16561153.911444575
UGC02885,3,362506607317.43115,50.72462142370903,0.1918540175113819,0.1574254926115939,65.82682436353792,44846486.63736012,663087.5506603372,231666286.09297526,10160802.02162172,1.9638213368464093e-11,2.450703242433272e-07,362506607317.43115,50.72462142370903,0.00013226764847906923,763114474.010714,1.73814292911231e+19,0.0011297617396631968,724236505.4948406,1.484631655554043e+20,0.008134207137009127,469300790.6491359,1.0689246222869565e+21,0.0248259827204702,159147564.83352658,3.262408216978178e+21,0.12035974755234893,69441217.48713759,1.5816599641972414e+22,0.4918564355265333,31530576.18831037,6.463536589479138e+22,0.9005431353043271,5195658.26507054,1.183413102893066e+23,0.9874401069490965,633000.87738452,1.2976053173630542e+23,0.04527312883137291,101517038.3583824,0.2223895892569258,55407731.90499294,0.7155940135346123,16045938.682877442,0.9535174894039583,2375661.6303913216
UGC02916,4,72343668768.8031,16.692285940093385,0.2403514351882046,0.752386217632439,66.04793260842519,82645464.60943837,3713337.9262452303,101932981.34540036,8287234.255723607,3.6190332613122113e-11,1.1304703635477929e-07,72343668768.8031,16.692285940093385,0.0001856140752910762,213713308.22189128,9.714310144022753e+17,0.0016650493581917114,213012585.46731165,8.714212995547518e+18,0.017838944872259687,205394979.76433104,9.336201624769046e+19,0.12349798476459242,157993064.32139766,6.463398448009431e+20,0.46111296349765224,53091866.41074804,2.413283761924381e+21,0.8264306362608048,10572667.150870157,4.3252126761237527e+21,0.9788452155154624,1127027.9418030588,5.122890595230173e+21,0.9975689116643441,127620.68103867455,5.220883051431271e+21,0.0464899175282504,192109041.68883634,0.24274494060080504,111454268.87524475,0.6441276954270189,26617116.328186393,0.9238977082397636,4241997.519392811
UGC02953,0,109815494803.54543,7.394985922534422,0.0736327800507968,0.1975517798271925,65.46824016020905,639203356.5759988,64828050.04011387,1301943607.1492717,183372339.0351087,2.799062500432435e-10,1.3926588608254392e-07,109815494803.54543,7.394985922534422,0.00028199099280314474,492854800.4057022,3.4006542757270426e+18,0.0024994674493308317,485387659.0623574,3.0142184982983148e+19,0.02421202220666359,423169947.85765857,2.9198349926930868e+20,0.14194324432946764,275648715.1022594,1.7117564498825702e+21,0.5898988079747711,103100619.05662584,7.113850990928956e+21,0.9195632861374344,17857590.861502733,1.1089420941142922e+22,0.9919426958267874,1733685.5851523264,1.1962276299351202e+22,0.9990953886780298,194020.7591102087,1.2048533790364472e+22,0.014075035835318286,449840507.49314576,0.08973688584793198,318667325.7926409,0.45285957790421505,144734681.12698215,0.8647426339602542,30708133.011209164
UGC03205,1,85377702209.71358,9.049602586341358,0.1895772426569183,0.2744889180202018,70.91775980162723,331845226.2804899,27502193.310235538,624310477.6812884,97854306.84659691,1.4531455745239007e-10,1.0575120132833716e-07,85377702209.71358,9.049602586341358,0.00023694468720327204,321967154.47973144,1.7271732377553267e+18,0.0021186690212342974,319878610.6311635,1.5443724340600527e+19,0.0220191037855637,299201821.0541219,1.6050499897959917e+20,0.14159619824548653,213783251.23682514,1.0321445357738533e+21,0.5488554805463661,74580037.80456945,4.0008008138277944e+21,0.8865478106358374,13385180.935863148,6.462359087237853e+21,0.9875023924680751,1341846.2304331535,7.19825257371993e+21,0.9985817192497997,150766.79262021466,7.279013686938408e+21,0.018256714109876993,302920171.2465172,0.12187597948632169,224688677.72663766,0.5087902986019232,84419815.8844366,0.8670469466229834,15984743.899883991
UGC03546,2,51718049492.78107,8.633620392759477,0.0492293072147353,0.2844136411246448,59.23370202730759,220854557.5599831,19185568.81524475,544792668.1959049,71872383.66700591,9.671189986034523e-11,8.492233324188708e-08,51718049492.78107,8.633620392759477,0.035102403157538556,28893431198.705925,9.389038604274634e+19,0.06652883814622644,6084567293.903087,1.7794845180516123e+20,0.08673367263943547,713920751.1723933,2.3199146709341186e+20,0.18668717300964865,170739591.84272406,4.99342756233502e+20,0.6207548592582977,51095469.83648652,1.660368183685323e+21,0.9305334105494115,8510434.44238202,2.488950421714774e+21,0.9932203674367465,817537.8826028894,2.6566227760998006e+21,0.9992410138338579,91388.17632943907,2.672726540047662e+21,0.08285014534191924,914891609.6634934,0.16078754103257456,197281451.3105938,0.5561082421337985,61409519.88596001,0.9094192966133292,11158299.799447104
UGC03580,3,7107652650.492209,10.028385171086079,0.3794199851406075,0.3092094487822632,66.60808620007262,22496466.593436874,1682459.3049860266,176996481.73595792,36419029.163777344,9.85117105317225e-12,1.7144373063819566e-08,7107652650.492209,10.028385171086079,0.0004168780897399067,47158002.1058145,2.1060150074369772e+16,0.0036457910831713025,45824274.34596028,1.8418072151331085e+17,0.032064690440164946,36272156.69317146,1.6198673170360192e+18,0.15851793935102257,19924261.63722735,8.00812437587027e+18,0.5595405222231558,6329623.4018321885,2.8267274440024e+19,0.9008499819058026,1132286.4029689992,4.550979358321827e+19,0.9897427924179315,111961.49147147546,5.000054513863334e+19,0.9988447663515765,12554.569243859938,5.046036526766713e+19,0.032211675410027965,36232443.98901631,0.15911087923194672,19885736.551632546,0.5606950556720689,6306828.794515964,0.9013323009328845,1126488.4443067906
UGC04278,4,3383090301.9939713,6.23339518044176,0.6398901953229393,0.0,89.5,27714968.912080586,3334655.6864035246,27219548.05898309,6158268.791625135,1.2136345872462894e-11,2.5252948917495935e-08,3383090301.9939713,6.23339518044176,0.0002541415188931083,13683882.710236894,2908725924013279.5,0.002282515394023749,13655415.766497487,2.6124073419694604e+16,0.0247754021798344,13339957.162623022,2.8356191035692144e+17,0.18549021189895976,11097169.249013443,2.1229911206604178e+18,0.714252612735097,3845789.9444042244,8.174835422427046e+18,0.9572272855672759,572672.4385597273,1.0955753443314694e+19,0.9959913173872534,53627.71272833174,1.1399419416372283e+19,0.9995529648963217,5979.9427211015445,1.1440183540577356e+19,0.00977828643092029,13550245.222318755,0.0814846116307019,12546352.656432576,0.4939353680815039,6844701.68547798,0.8969774965653154,1381094.6351190885
UGC04325,0,5360612956.272675,5.759266333055183,0.4093847621148865,0.0,43.55164298095042,51443469.82412879,6699221.764871785,59847849.83644596,16088131.676463967,2.252702301943031e-11,4.417270329698076e-08,5360612956.272675,5.759266333055183,0.0004419416399148718,37705048.713699214,1.2699710654594242e+16,0.003963387286862827,37571504.476675704,1.1389257587257605e+17,0.042332514941855116,36116749.224252835,1.2164743995302267e+18,0.28434236436003335,26954646.725724563,8.170910880701824e+18,0.8148808825630036,6952303.3355306,2.3416556603500737e+19,0.9753588834461338,924605.596259262,2.8028079921457476e+19,0.9977311528068816,85123.23420577688,2.8670973285438456e+19,0.9997473936362056,9477.250381271555,2.8728912327225344e+19,0.014452276469818032,37173762.42325252,0.11653406691280778,33305093.081733514,0.5937999929032882,15273566.0082441,0.9292412160398131,2655744.02537116
UGC04483,1,38069004.07632704,0.895411370933725,0.8847508347230065,0.0,55.30186217635968,15113896.095113866,12659457.361497372,27232878.487719793,75646884.68811053,6.61835382434128e-12,2.2104549747778924e-09,38069004.07632704,0.895411370933725,0.009654555878914013,5849570.069014673,13991856141942.234,0.07943025601845555,5347306.770757137,115114224772904.19,0.4776311728259659,2893905.26879981,692206533672245.0,0.8891867491696925,598607.4529582106,1288653070502821.5,0.9888567565961683,59913.54712194723,1433099736208425.2,0.9987489210975866,6723.65561409071,1447435946425879.8,0.9998872688361115,605.8187153846021,1449085695828825.5,0.9999874730038603,67.31993642099599,1449230916625882.2,0.007759686392799823,5863954.69357227,0.06488682530986262,5448292.9759726,0.4240542467572619,3204555.912090516,0.8656100838879742,726818.9370425354
UGC04499,2,2092728125.591462,5.892777073594344,0.6522498021608475,0.0,50.17978834843822,19183282.160360187,2441541.813068181,41478752.02024576,11988078.618568143,8.400332253870849e-12,1.7925919030182916e-08,2092728125.591462,5.892777073594344,0.0003101591444414156,10330409.390285758,1358345387201866.2,0.0027837840924070907,10302105.24146015,1.2191613075594306e+16,0.02999963082912612,9991917.813045416,1.3138371344134075e+17,0.21462312066451922,7942677.67520937,9.399443194446433e+17,0.7441546384537507,2478541.1627157005,3.259033430495722e+18,0.9626804567576993,356264.5323847344,4.2160696572117427e+18,0.9965156961622197,33190.751553500646,4.364251460630027e+18,0.9996115764498752,3699.3183807814303,4.3778099024281544e+18,0.010647036421762176,10212255.192514773,0.08765731543788767,9341972.308137203,0.5069289568508741,4862280.607263687,0.8999405899312956,959100.7924562806
UGC05005,3,8621216324.980139,19.83793817455352,0.6817932998518724,0.0,37.14930492174448,6973095.370341847,263627.2722366265,29840653.298452154,4662602.077883149,3.0535086467028363e-12,1.707114035208631e-08,8621216324.980139,19.83793817455352,5.93629815429512e-05,8145249.273370789,4412175622221864.0,0.000533918094151511,8139932.506741566,3.968366038983393e+16,0.005888835775332217,8080125.70684637,4.376899033009232e+17,0.04986071905470633,7601594.557080886,3.705916438183869e+18,0.3493190591685412,4793038.925796645,2.5963268642862236e+19,0.8170579678898529,1245658.6104818373,6.072813652827389e+19,0.979851499015358,134446.32501471465,7.282782611289615e+19,0.9977157374000547,15210.83262079095,7.415559225707962e+19,0.022644692352911045,7895179.97044497,0.16602452442232551,6431693.570069584,0.6661199902075454,2322459.1099041956,0.9453406567318166,366219.4753806973
UGC05253,4,64419703057.87372,14.998765532929042,0.1312914170795333,0.4034395839620666,45.52065637651335,91150239.4156123,4557887.074881087,210355960.45856208,13033206.96769282,3.9914561528643075e-11,1.7471639846287916e-07,64419703057.87372,14.998765532929042,0.0002046645691023384,209836732.85864905,8.49337115064251e+17,0.0018242106885234081,207812342.03223628,7.570288547037721e+18,0.018298913833618775,187613533.2339079,7.59386285199352e+19,0.09505603767831364,108286931.64945993,3.944728741532587e+20,0.33126112757986675,33963256.58090527,1.3746999378819214e+21,0.7619893302430865,8680509.785279606,3.162178105848852e+21,0.9703954562899664,994918.7249256911,4.027042301125685e+21,0.9965908199396849,113530.67583828875,4.1357503920663586e+21,0.03648988101956136,166303069.5590112,0.14741858702173546,74651330.56301369,0.48479564309762996,22094619.46799735,0.8730793236049958,4421188.298634234
UGC05716,0,2283424975.748241,8.209478650160467,0.8438441213298826,0.0,55.598954027381296,10784641.643865405,985261.2544087626,32974293.644238885,14462409.493087234,4.722579394395995e-12,1.2562542002390593e-08,2283424975.748241,8.209478650160467,0.00020964507439225657,7618887.164809098,1093095627541254.8,0.0018814138985067024,7597115.290942738,9809747794050646.0,0.020270376324415765,7366627.165061875,1.0569034256143272e+17,0.1496244015785717,6041806.271511789,7.801460616861244e+17,0.6429942209730517,2336759.1303633098,3.3525909135592776e+18,0.9404860383051824,379766.5611058526,4.903722060798217e+18,0.9943154494757527,36135.25019723531,5.184390205061777e+18,0.9993649537766639,4035.4176067238873,5.210718470052394e+18,0.013808215374543848,7445832.727788407,0.10738862451570927,6434154.622386354,0.550749698311328,2969819.0658773286,0.9143173495421331,547810.275754485
UGC05721,1,3647149757.597978,9.289006126506244,0.7582591087885675,0.0,66.42047465071913,13454427.572808824,1086318.6590880149,262647564.32986602,345588900.4340342,5.891674894444295e-12,1.459322373654314e-08,3647149757.597978,9.289006126506244,0.001149308917644316,66713005.19502335,1.528776398639247e+16,0.009822097859020707,63348374.491761245,1.306506123938644e+17,0.07699720562729964,44693945.20617489,1.0241938343735853e+18,0.343669794075267,22165247.311796904,4.57139296529913e+18,0.8343375537699023,4843011.718132373,1.1098108968963664e+19,0.9779142787900139,630713.324615633,1.3007923686616388e+19,0.9979654961922958,57928.09601476945,1.3274638992292626e+19,0.9997734745625166,6448.115808106012,1.3298688180628423e+19,0.0688713105429048,46331202.97719686,0.3147987567376819,23530205.958541133,0.8135039872633487,5472615.238412959,0.9745061849247525,728412.3824624624
UGC05750,2,5910745542.168889,15.71073754802972,0.5208825505427228,0.0,60.365632508703285,7622531.772882441,363884.8152217262,17873905.05644863,2582934.2567122304,3.337895933169e-12,2.8132357737328222e-08,5910745542.168889,15.71073754802972,9.049399659510739e-05,8512990.797142018,3161580873782758.0,0.0008137988309056351,8506226.587017061,2.8431618844394476e+16,0.00896128931051123,8430103.24455421,3.130797837928396e+17,0.07481056164725615,7819568.722719858,2.613650073597242e+18,0.46433902354830187,4368150.3557710275,1.6222572005186957e+19,0.8828856711389408,922835.6301250687,3.084529976169318e+19,0.9881085302130875,92953.77749662043,3.452146162049594e+19,0.9986635531183781,10438.523802703156,3.4890221536018444e+19,0.02180474180246005,8310366.8594374815,0.16518170071464316,6995015.344422919,0.6775764077617968,2582423.8483599224,0.9487542797105546,401772.75787510537
UGC05764,3,637967018.5040326,3.418665644861349,0.813154469367731,0.0,70.39761867713584,17375411.520163514,3811884.51690518,5791583.39238198,2475035.637770077,7.60866824545358e-12,8.235229480970814e-09,637967018.5040326,3.418665644861349,0.0013504561608437516,13711938.267512657,549638245881278.2,0.012024039505772025,13565201.333835762,4893807125312805.0,0.11910414227455458,12093311.087220797,4.847561419252514e+16,0.5487755741267378,6191139.963027374,2.233527105071351e+17,0.9310644889164967,945361.9573344551,3.7894503155931885e+17,0.9918398462103927,111896.7315294163,4.036807184659965e+17,0.9992600842762793,10146.047673421028,4.0670076958117466e+17,0.9999177329604458,1128.0805721213542,4.0696843385614496e+17,0.015558323868510178,13516613.988967335,0.12451050627197768,12019007.139219519,0.6122824518514332,5319329.7837466765,0.9342391505082417,901821.649907149
UGC05829,4,1396099267.2361841,4.722158388017613,0.8350113708464699,0.0,36.06960820721774,19928991.721227273,3165235.5899047214,10804455.324071225,2714687.267354579,8.726877420845238e-12,1.2336781270918212e-08,1396099267.2361841,4.722158388017613,0.00029525899920116344,6560539.794339882,575487296945799.4,0.0026509909201584466,6544887.134191355,5167028280247013.0,0.02867748615947746,6372025.5660252115,5.589509223349432e+16,0.20957336988546024,5174042.814716596,4.0847802259545984e+17,0.7454869129541055,1656442.842327337,1.4530234458734697e+18,0.9633786340984739,237843.3052984236,1.8777147100432305e+18,0.9965894044352555,22143.82783964003,1.942445595477075e+18,0.9996198819496204,2467.907096438836,1.948352278483911e+18,0.00654226168570934,6519033.9486301895,0.05591959949313695,6191229.085294839,0.3959656348440601,3945597.9293488874,0.8544834856231351,946055.2394949378
