cluster,family_id,image_id,model_model,source_redshift_model,east_arcsec_model,north_arcsec_model,convergence_model,shear_1_model,shear_2_model,shear_magnitude_model,shear_angle_deg_model,rotation_model,jacobian_determinant_model,minimum_eigenvalue_model,maximum_eigenvalue_model,model_halo,source_redshift_halo,east_arcsec_halo,north_arcsec_halo,convergence_halo,shear_1_halo,shear_2_halo,shear_magnitude_halo,shear_angle_deg_halo,rotation_halo,jacobian_determinant_halo,minimum_eigenvalue_halo,maximum_eigenvalue_halo,shear_angle_difference_deg,kappa_needed,shear_magnitude_needed,minimum_eigenvalue_gap,eigenvalue_decomposition_residual,determinant_sign_match,model
AS295,1,1.1,P0707_Weyl_axis_repaired,0.93,-64.84365071685365,33.67271039187706,0.4761953260479559,0.029114142646624597,0.10993924696154345,0.11372893793806063,37.58369733033239,-0.0025373166570918926,0.26144350310530634,0.4100757360139835,0.6375336118901047,glafic_v2_compact_halo,0.93,-64.84365071685365,33.67271039187706,0.42838019124520255,-0.09445328016706167,0.04158006920136348,0.10320040837665141,78.1200119810053,2.2493160556358305e-05,0.31609888197770586,0.4684194003781461,0.6748202171314488,40.536314650672914,-0.047815134802753345,-0.01052852956140922,-0.058343664364162606,-4.163336342344337e-17,True,P0707_Weyl_axis_repaired
AS295,1,1.2,P0707_Weyl_axis_repaired,0.93,-61.85215226109253,42.2039318039953,0.5251005158857671,-0.02705410436687483,0.18137070816649503,0.18337736595313409,49.2419764786353,0.004148630721656499,0.19191947280491953,0.29152211816109874,0.658276850067367,glafic_v2_compact_halo,0.93,-61.85215226109253,42.2039318039953,0.8605022702657497,-0.1672462708377065,0.7245151916905668,0.74356813951348,51.4992026133989,0.00018217714832235998,-0.5334339283100149,-0.6040704097792298,0.8830658692477305,2.2572261347636045,0.33540175437998254,0.560190773560346,0.8955925279403285,0.0,False,P0707_Weyl_axis_repaired
AS295,1,1.3,P0707_Weyl_axis_repaired,0.93,-55.78261639041808,47.15623164640192,0.5081736937640571,0.00120952456739154,0.24844110768187377,0.24844405192291386,44.86053011503382,0.00024074184858946523,0.18016872652645366,0.24338225431302907,0.7402703581588568,glafic_v2_compact_halo,0.93,-55.78261639041808,47.15623164640192,0.434958930548234,0.07194096311504694,0.14712923994935068,0.16377580841502248,31.971506057064293,-3.5606663173481934e-05,0.29244889601303575,0.4012652610367436,0.7288168778667885,12.889024057969523,-0.0732147632158231,-0.08466824350789137,-0.15788300672371453,-5.551115123125783e-17,True,P0707_Weyl_axis_repaired
AS295,2,2.1,P0707_Weyl_axis_repaired,0.93,-65.03352264635711,34.71263105688347,0.48384693463409034,0.023399154108016962,0.11697247286674983,0.11928989823758444,39.34393648960218,-0.0016727286510365147,0.25218670508623175,0.3968631671283252,0.6354429636034942,glafic_v2_compact_halo,0.93,-65.03352264635711,34.71263105688347,0.4471091603223778,-0.13592606350665282,0.04495929142658284,0.14316854621736935,80.84885178630371,3.408073312449744e-05,0.2851910491349275,0.40972229346025285,0.6960593858949915,41.50491529670153,-0.036737774311712545,0.02387864797978491,-0.01285912633192765,-1.3877787807814457e-17,True,P0707_Weyl_axis_repaired
AS295,2,2.2,P0707_Weyl_axis_repaired,0.93,-62.700022354409676,41.88359166178677,0.5203686790958386,-0.02258088166335881,0.17928954459369706,0.18070594073607515,48.589201717192466,0.0027519619114180216,0.19739914026932262,0.29892538016808623,0.6603372616402365,glafic_v2_compact_halo,0.93,-62.700022354409676,41.88359166178677,0.836490175665582,-0.2962534069667955,0.6679894721189239,0.7307366256053903,56.95864585763139,0.00014220308197643305,-0.5072405331255636,-0.5672268012709722,0.8942464499398083,8.369444140438922,0.3161214965697434,0.5500306848693152,0.8661521814390585,-1.1102230246251565e-16,False,P0707_Weyl_axis_repaired
AS295,2,2.3,P0707_Weyl_axis_repaired,0.93,-55.7829361706934,48.046231588959,0.5094944038245721,0.002528119257050321,0.2454969248331107,0.24550994173249252,44.70499540150653,-0.002702492688211322,0.1803279118566499,0.24499565444293536,0.7360155379079204,glafic_v2_compact_halo,0.93,-55.7829361706934,48.046231588959,0.41611401526053715,0.07648740949914856,0.14795014732267298,0.16655200360455313,31.33094847691444,-4.474831420964165e-05,0.3131832752728928,0.4173339811349097,0.750437988344016,13.374046924592088,-0.09338038856403497,-0.07895793812793939,-0.17233832669197435,0.0,True,P0707_Weyl_axis_repaired
AS295,3,3.1,P0707_Weyl_axis_repaired,0.93,-64.03162846201425,33.303047420949945,0.4622796683062971,0.03808888684926348,0.10847219677428965,0.11496512851493801,35.32590220368722,0.005254538631216388,0.2759537845185566,0.4227552031787649,0.6526854602086409,glafic_v2_compact_halo,0.93,-64.03162846201425,33.303047420949945,0.4352608252924153,-0.06315206657521166,0.0354553099203736,0.07242418459513168,75.34447282233121,5.0416840102762706e-05,0.313685075476992,0.49231499011245305,0.6371633593027164,40.01857061864399,-0.0270188430138818,-0.042540943919806326,-0.06955978693368814,-1.3877787807814457e-17,True,P0707_Weyl_axis_repaired
AS295,3,3.2,P0707_Weyl_axis_repaired,0.93,-61.4910242200855,41.50407520647098,0.5267783418576357,-0.029296932193734193,0.1777174177548746,0.18011604817290677,49.68054303265826,0.00020379770864220603,0.19149698845908986,0.29310560996945745,0.6533377063152711,glafic_v2_compact_halo,0.93,-61.4910242200855,41.50407520647098,0.9665414572080246,-0.2552416468254437,0.8053795508684347,0.8448576917038787,53.79224949053364,0.00044486468857574124,-0.7126648472408526,-0.8113991489119033,0.878316234495854,4.111706457875383,0.4397631153503889,0.6647416435309719,1.1045047588813608,0.0,False,P0707_Weyl_axis_repaired
AS295,3,3.3,P0707_Weyl_axis_repaired,0.93,-54.82629247174342,47.04657230479713,0.5272173870327292,0.029920801292349086,0.25828024582177367,0.26000757629679194,41.695976890725184,0.010564193460749216,0.15603106157590418,0.2127750366704788,0.7327901892640627,glafic_v2_compact_halo,0.93,-54.82629247174342,47.04657230479713,0.426146466769727,0.05849768857670856,0.1357167586807595,0.1477870703262944,33.34130856459954,2.277799779903944e-05,0.3074668599640761,0.4260664629039786,0.7216406035565675,8.354668326125648,-0.10107092026300224,-0.11222050597049754,-0.21329142623349978,0.0,True,P0707_Weyl_axis_repaired
AS295,4,4.1,P0707_Weyl_axis_repaired,0.93,-65.11583007633868,37.38259678938245,0.5037036218445192,0.007363064942278452,0.13970530301927742,0.13989920091641814,43.491529781679496,-0.002946728901176421,0.22674699176441268,0.35639717723906256,0.6361955790718989,glafic_v2_compact_halo,0.93,-65.11583007633868,37.38259678938245,0.5144486508729997,-0.25916280136990544,0.11096173635385398,0.28191818768671034,78.41079543007574,-2.538271148821991e-06,0.15628224809693364,0.20363316144028987,0.7674695368137107,34.91926564839624,0.010745029028480513,0.1420189867702922,0.1527640157987727,-2.7755575615628914e-17,True,P0707_Weyl_axis_repaired
