cluster,family_id,image_id,model,source_redshift,east_arcsec,north_arcsec,convergence,shear_1,shear_2,shear_magnitude,shear_angle_deg,rotation,jacobian_determinant,minimum_eigenvalue,maximum_eigenvalue
AS295,1,1.1,P0707_Weyl_axis_repaired,0.93,-64.84365071685365,33.67271039187706,0.4761953260479559,0.029114142646624597,0.10993924696154345,0.11372893793806063,37.58369733033239,-0.0025373166570918926,0.26144350310530634,0.4100757360139835,0.6375336118901047
AS295,1,1.2,P0707_Weyl_axis_repaired,0.93,-61.85215226109253,42.2039318039953,0.5251005158857671,-0.02705410436687483,0.18137070816649503,0.18337736595313409,49.2419764786353,0.004148630721656499,0.19191947280491953,0.29152211816109874,0.658276850067367
AS295,1,1.3,P0707_Weyl_axis_repaired,0.93,-55.78261639041808,47.15623164640192,0.5081736937640571,0.00120952456739154,0.24844110768187377,0.24844405192291386,44.86053011503382,0.00024074184858946523,0.18016872652645366,0.24338225431302907,0.7402703581588568
AS295,1,1.1,baryon_only_GR_axis_repaired,0.93,-64.84365071685365,33.67271039187706,0.03487511292754508,-0.014233344532166292,0.008631441612849677,0.016646016967652687,74.38318617295165,-0.0002962802743367021,0.9311890455477324,0.9484788701048023,0.9817709040401076
AS295,1,1.2,baryon_only_GR_axis_repaired,0.93,-61.85215226109253,42.2039318039953,0.03939585497403275,-0.014459553196233266,0.0157478259650512,0.02137925866956664,66.27897565519153,0.00026696934336545297,0.9223033220124396,0.9392248863564006,0.9819834036955339
AS295,1,1.3,baryon_only_GR_axis_repaired,0.93,-55.78261639041808,47.15623164640192,0.038016754096336314,-0.00450882315976564,0.02308117854497027,0.023517446487891388,50.5266616218631,-3.999377971020124e-05,0.9248586967095402,0.9384657994157724,0.985500692391555
AS295,1,1.1,AQUAL_simple_mu_axis_repaired,0.93,-64.84365071685365,33.67271039187706,0.07768698305868815,-0.030121272556271617,0.021601931402415175,0.03706662246177621,72.17661106612294,-0.0007505121438988738,0.849287929987139,0.8852463944795357,0.959379639403088
AS295,1,1.2,AQUAL_simple_mu_axis_repaired,0.93,-61.85215226109253,42.2039318039953,0.08733000026672677,-0.029470075847859434,0.036458566081187804,0.046879765476961655,64.47459770121094,0.0006123902151378147,0.8307691910237336,0.8657902342563115,0.9595497652102349
AS295,1,1.3,AQUAL_simple_mu_axis_repaired,0.93,-55.78261639041808,47.15623164640192,0.08522988112178354,-0.008166739129045197,0.05181056311989174,0.052450262904986125,49.47882704333127,-4.1532167394109365e-05,0.834053342038585,0.8623198559732302,0.9672203817832026
AS295,1,1.1,QUMOND_simple_nu_axis_repaired,0.93,-64.84365071685365,33.67271039187706,0.07894307119519128,-0.03073017234386244,0.021246271035280095,0.03735970456505337,72.67036864453637,-0.0007491388097191631,0.8469506797831147,0.8836972242397554,0.958416633369862
AS295,1,1.2,QUMOND_simple_nu_axis_repaired,0.93,-61.85215226109253,42.2039318039953,0.08863135515779685,-0.030224321315119873,0.03655523845744746,0.04743200457118015,64.79218082963874,0.0005572722443059064,0.8283433222962276,0.863936640271023,0.9588006494133833
AS295,1,1.3,QUMOND_simple_nu_axis_repaired,0.93,-55.78261639041808,47.15623164640192,0.08646937120180187,-0.008499334450839946,0.05218193552454231,0.05286958559696422,49.62551694851491,-8.78650199709341e-05,0.8317430243914983,0.8606610432012339,0.9664002143951623
AS295,1,1.1,glafic_v2_compact_halo,0.93,-64.84365071685365,33.67271039187706,0.42838019124520255,-0.09445328016706167,0.04158006920136348,0.10320040837665141,78.1200119810053,2.2493160556358305e-05,0.31609888197770586,0.4684194003781461,0.6748202171314488
AS295,1,1.2,glafic_v2_compact_halo,0.93,-61.85215226109253,42.2039318039953,0.8605022702657497,-0.1672462708377065,0.7245151916905668,0.74356813951348,51.4992026133989,0.00018217714832235998,-0.5334339283100149,-0.6040704097792298,0.8830658692477305
AS295,1,1.3,glafic_v2_compact_halo,0.93,-55.78261639041808,47.15623164640192,0.434958930548234,0.07194096311504694,0.14712923994935068,0.16377580841502248,31.971506057064293,-3.5606663173481934e-05,0.29244889601303575,0.4012652610367436,0.7288168778667885
AS295,2,2.1,P0707_Weyl_axis_repaired,0.93,-65.03352264635711,34.71263105688347,0.48384693463409034,0.023399154108016962,0.11697247286674983,0.11928989823758444,39.34393648960218,-0.0016727286510365147,0.25218670508623175,0.3968631671283252,0.6354429636034942
AS295,2,2.2,P0707_Weyl_axis_repaired,0.93,-62.700022354409676,41.88359166178677,0.5203686790958386,-0.02258088166335881,0.17928954459369706,0.18070594073607515,48.589201717192466,0.0027519619114180216,0.19739914026932262,0.29892538016808623,0.6603372616402365
AS295,2,2.3,P0707_Weyl_axis_repaired,0.93,-55.7829361706934,48.046231588959,0.5094944038245721,0.002528119257050321,0.2454969248331107,0.24550994173249252,44.70499540150653,-0.002702492688211322,0.1803279118566499,0.24499565444293536,0.7360155379079204
AS295,2,2.1,baryon_only_GR_axis_repaired,0.93,-65.03352264635711,34.71263105688347,0.03537679140739236,-0.01439257368458513,0.009249153764123719,0.01710827351367216,73.63691542320079,-0.00019900697165731174,0.9302052811366536,0.9475149350789355,0.9817314821062798
AS295,2,2.2,baryon_only_GR_axis_repaired,0.93,-62.700022354409676,41.88359166178677,0.0389301855326476,-0.014085685904374756,0.015467740061536617,0.020920266011883466,66.16126821665925,0.0002298635937592053,0.9232175835875749,0.9401495484554689,0.9819900804792359
AS295,2,2.3,baryon_only_GR_axis_repaired,0.93,-55.7829361706934,48.046231588959,0.03827750883871239,-0.004248353898583801,0.022683814854462803,0.023078214124995885,50.30389636869382,-0.0004371701925132143,0.924377737156051,0.9386442770362917,0.9848007052862835
AS295,2,2.1,AQUAL_simple_mu_axis_repaired,0.93,-65.03352264635711,34.71263105688347,0.07865071738690688,-0.03016439652796521,0.022945478645097772,0.03789968084494852,71.37022348780312,-0.0005770367809132537,0.847448447734959,0.8834496017681446,0.9592489634580417
AS295,2,2.2,AQUAL_simple_mu_axis_repaired,0.93,-62.700022354409676,41.88359166178677,0.08636644375652391,-0.02871189761590731,0.035861519712687695,0.04593932586368494,64.3409490959725,0.0005589351017132316,0.832616165841739,0.8676942303797911,0.9595728821071611
AS295,2,2.3,AQUAL_simple_mu_axis_repaired,0.93,-55.7829361706934,48.046231588959,0.08571713103184742,-0.007680078099969734,0.050990912873372096,0.051566043044638,49.282656922991855,-0.0008608324840952974,0.8332548487259203,0.8627168259235145,0.9658489120127906
AS295,2,2.1,QUMOND_simple_nu_axis_repaired,0.93,-65.03352264635711,34.71263105688347,0.0799628111384445,-0.030840095595530137,0.02261333694830725,0.03824231300901026,71.8747322031143,-0.0005580113128011988,0.8450062657606197,0.8817948758525452,0.9582795018705658
AS295,2,2.2,QUMOND_simple_nu_axis_repaired,0.93,-62.700022354409676,41.88359166178677,0.08764664253282284,-0.02946010943727373,0.035933042776448154,0.04646591881401031,64.67349942417228,0.0005186936765655403,0.8302298363135306,0.8658874386531668,0.9588192762811875
AS295,2,2.3,QUMOND_simple_nu_axis_repaired,0.93,-55.7829361706934,48.046231588959,0.08697018233980636,-0.007999109203682409,0.051366441469657964,0.05198554661930789,49.425684872085185,-0.0009029993987885732,0.8309217662872125,0.8610442710408858,0.9650153642795015
AS295,2,2.1,glafic_v2_compact_halo,0.93,-65.03352264635711,34.71263105688347,0.4471091603223778,-0.13592606350665282,0.04495929142658284,0.14316854621736935,80.84885178630371,3.408073312449744e-05,0.2851910491349275,0.40972229346025285,0.6960593858949915
AS295,2,2.2,glafic_v2_compact_halo,0.93,-62.700022354409676,41.88359166178677,0.836490175665582,-0.2962534069667955,0.6679894721189239,0.7307366256053903,56.95864585763139,0.00014220308197643305,-0.5072405331255636,-0.5672268012709722,0.8942464499398083
AS295,2,2.3,glafic_v2_compact_halo,0.93,-55.7829361706934,48.046231588959,0.41611401526053715,0.07648740949914856,0.14795014732267298,0.16655200360455313,31.33094847691444,-4.474831420964165e-05,0.3131832752728928,0.4173339811349097,0.750437988344016
AS295,3,3.1,P0707_Weyl_axis_repaired,0.93,-64.03162846201425,33.303047420949945,0.4622796683062971,0.03808888684926348,0.10847219677428965,0.11496512851493801,35.32590220368722,0.005254538631216388,0.2759537845185566,0.4227552031787649,0.6526854602086409
AS295,3,3.2,P0707_Weyl_axis_repaired,0.93,-61.4910242200855,41.50407520647098,0.5267783418576357,-0.029296932193734193,0.1777174177548746,0.18011604817290677,49.68054303265826,0.00020379770864220603,0.19149698845908986,0.29310560996945745,0.6533377063152711
AS295,3,3.3,P0707_Weyl_axis_repaired,0.93,-54.82629247174342,47.04657230479713,0.5272173870327292,0.029920801292349086,0.25828024582177367,0.26000757629679194,41.695976890725184,0.010564193460749216,0.15603106157590418,0.2127750366704788,0.7327901892640627
