tier,galaxy,component,mass_relative_error,normalized_l2,pixel_correlation,radial_profile_log10_rmse,concentration_absolute_error,lopsidedness_absolute_error,clumpiness_absolute_error
transported_p0720,NGC2403,gas,0.0,0.29043188769605893,0.9245739860833477,0.3919779996258876,0.0008265590468536921,0.08703827878615916,0.08809685111186036
transported_p0720,NGC2403,stars,1.899560435028882e-16,0.6046244825753272,0.8287398841131557,0.16696201407671224,0.08089269090199602,0.036801529693746504,0.15108764998718227
transported_p0720,NGC2403,total,2.035343226984657e-16,0.5959692240785446,0.8308477522357609,0.14616073813005995,0.19328987228254224,0.05064579272678865,0.09981318016014772
transported_p0720,NGC3198,gas,0.0,0.1611717431277729,0.9767053893379214,0.6634754779399639,0.0017870911875299544,0.03317983769647226,0.04077551606640749
transported_p0720,NGC3198,stars,1.9931018394550541e-16,0.2785186068957317,0.9620240321884943,0.6585224025679131,0.1507273416938073,0.06849542654885415,0.07103365763284834
transported_p0720,NGC3198,total,1.1245715132789568e-16,0.2608516806792761,0.9647318318371663,0.6550458009220324,0.04917051264662797,0.04496010711612006,0.04758566938396909
transported_p0720,NGC5055,gas,1.1964359580354814e-16,0.2717969310678992,0.9482911422169905,0.9126059361285315,0.038710780920053534,0.09401157082571368,0.09611444839445604
transported_p0720,NGC5055,stars,1.9956303295143926e-16,0.33571317616556057,0.9444201795346369,0.7287839205934816,0.296131820240884,0.013108164608506445,0.03989450199151266
transported_p0720,NGC5055,total,1.651331912725269e-16,0.33263922151232006,0.9451684443182687,0.7352348878220083,0.012142048772566305,0.02478291246582831,0.04032307842018937
transported_p0720,NGC7793,gas,2.0360949913025424e-16,0.1750429414098815,0.9824540167880971,0.32989406435089313,0.0011692104745195664,0.04038667774264368,0.05100593112933247
transported_p0720,NGC7793,stars,1.3527295268173762e-16,0.3028294350808833,0.953135819646081,0.4400892094709343,0.09512798170061476,0.07404070848405087,0.09933318220244707
transported_p0720,NGC7793,total,4.061679896788943e-16,0.27687940235977326,0.9602353104535534,0.43493703939426,0.1676104198706252,0.06351827147586889,0.07850574988769014
spiral_medium,NGC2403,gas,2.1920322444657562e-16,0.2559391174040383,0.9419470889460639,0.3816380744772514,0.0069117496529989,0.06814236672983218,0.08050280174167838
spiral_medium,NGC2403,stars,0.0,0.5745336979903289,0.8499698849219424,0.1606734096665875,0.16916218064319466,0.013308838157836567,0.13463916034296425
spiral_medium,NGC2403,total,2.035343226984657e-16,0.5662030334459216,0.8518718100378567,0.1481800829639584,0.11580856586789245,0.03600647187715811,0.08896624970708795
spiral_medium,NGC3198,gas,0.0,0.133222432998921,0.9841396109881136,0.8424031960854403,0.0021800609599151866,0.01878647287744603,0.03205113713479579
spiral_medium,NGC3198,stars,1.9931018394550541e-16,0.21230866802917278,0.9779982832444142,0.6428236411518325,0.0402806924655712,0.03999992836538127,0.05763694951446448
spiral_medium,NGC3198,total,2.2491430265579136e-16,0.1983529902897454,0.9796031394414682,0.6395439064235272,0.008907803136936288,0.02452692668770859,0.03796643942437794
spiral_medium,NGC5055,gas,0.0,0.23711614609217285,0.9604464068626568,0.9100173988900052,0.023697263513160927,0.07654445422159945,0.08716086767758885
spiral_medium,NGC5055,stars,1.9956303295143926e-16,0.30745673098905574,0.9527194547354133,0.49915217160877023,0.3383951283367317,0.0068828171613840305,0.031624422020352316
spiral_medium,NGC5055,total,3.302663825450538e-16,0.30448606688213514,0.9533980332953396,0.5054835999596927,0.13995390111169215,0.007611919255202104,0.03269344502652406
