tier,galaxy,component,realization,status,profile,baseScaleHeightKpc,flaringPerR80,r80Kpc,projection_relative_error
transported_p0720,NGC2403,gas,0,assumed_prior_not_measured,sech_squared,1.0387108865190275,0.43583449565699695,13.446155711139266,1.9173759124191824e-16
transported_p0720,NGC2403,gas,1,assumed_prior_not_measured,sech_squared,1.2725662707733258,0.8812356808408465,13.446155711139266,1.9173759124191824e-16
transported_p0720,NGC2403,gas,2,assumed_prior_not_measured,sech_squared,1.614960025502937,0.7978199184619826,13.446155711139266,2.876063868628774e-16
transported_p0720,NGC2403,stars,0,assumed_prior_not_measured,exponential,0.9634956752967432,0.17063597493668314,11.620993890117171,1.487945621887622e-16
transported_p0720,NGC2403,stars,1,assumed_prior_not_measured,sech_squared,1.393742177940065,0.3842671090902795,11.620993890117171,2.975891243775244e-16
transported_p0720,NGC2403,stars,2,assumed_prior_not_measured,exponential,0.7483556436098044,0.2845749372752613,11.620993890117171,1.487945621887622e-16
transported_p0720,NGC3198,gas,0,assumed_prior_not_measured,sech_squared,7.456982585095413,0.35402184777788903,30.12892600398902,3.350370919711217e-16
transported_p0720,NGC3198,gas,1,assumed_prior_not_measured,exponential,2.2066216301577137,0.43968554677892746,30.12892600398902,3.350370919711217e-16
transported_p0720,NGC3198,gas,2,assumed_prior_not_measured,sech_squared,3.9768192456813067,0.3382217952676173,30.12892600398902,3.350370919711217e-16
transported_p0720,NGC3198,stars,0,assumed_prior_not_measured,exponential,2.3057735397672423,0.09685905565137476,23.666888719907256,1.258470405713926e-16
transported_p0720,NGC3198,stars,1,assumed_prior_not_measured,sech_squared,2.0982374468184086,0.9959340900232369,23.666888719907256,6.29235202856963e-17
transported_p0720,NGC3198,stars,2,assumed_prior_not_measured,sech_squared,2.263345801567705,0.08104973512878633,23.666888719907256,1.258470405713926e-16
transported_p0720,NGC5055,gas,0,assumed_prior_not_measured,sech_squared,3.2416587061494453,0.3756130095780681,33.56993655556604,3.641712009773896e-16
transported_p0720,NGC5055,gas,1,assumed_prior_not_measured,sech_squared,5.673017531001275,0.6878640787039427,33.56993655556604,2.42780800651593e-16
transported_p0720,NGC5055,gas,2,assumed_prior_not_measured,sech_squared,7.284313891762319,0.9723582723091206,33.56993655556604,3.0347600081449132e-16
transported_p0720,NGC5055,stars,0,assumed_prior_not_measured,exponential,2.5847410557548036,0.7938955224253683,19.28297710948995,1.9437550530075217e-16
transported_p0720,NGC5055,stars,1,assumed_prior_not_measured,sech_squared,1.6923761334170022,0.17586974034211011,19.28297710948995,1.9437550530075217e-16
transported_p0720,NGC5055,stars,2,assumed_prior_not_measured,sech_squared,2.357853287191346,0.23206316619891387,19.28297710948995,1.9437550530075217e-16
transported_p0720,NGC7793,gas,0,assumed_prior_not_measured,exponential,0.6046494410152868,0.6591045774092383,6.291451921222253,3.679855087716796e-16
transported_p0720,NGC7793,gas,1,assumed_prior_not_measured,sech_squared,0.7067160395915623,0.5546946068442149,6.291451921222253,2.4532367251445306e-16
transported_p0720,NGC7793,gas,2,assumed_prior_not_measured,sech_squared,0.48923343921710094,0.6387035209859869,6.291451921222253,3.679855087716796e-16
transported_p0720,NGC7793,stars,0,assumed_prior_not_measured,sech_squared,0.8509560370962364,0.3128249889756244,10.265368368373668,2.2634243528751387e-16
transported_p0720,NGC7793,stars,1,assumed_prior_not_measured,exponential,1.594489116449839,0.3302872622834724,10.265368368373668,1.1317121764375693e-16
transported_p0720,NGC7793,stars,2,assumed_prior_not_measured,sech_squared,0.5709328513320049,0.8007541942449491,10.265368368373668,1.1317121764375693e-16
spiral_medium,NGC2403,gas,0,assumed_prior_not_measured,exponential,1.83258649494185,0.9954025126796654,13.363823897378932,2.0792685791352072e-16
spiral_medium,NGC2403,gas,1,assumed_prior_not_measured,sech_squared,1.6370693611913678,0.5156739187833209,13.363823897378932,2.0792685791352072e-16
spiral_medium,NGC2403,gas,2,assumed_prior_not_measured,exponential,1.1601286213835453,0.5204200444783608,13.363823897378932,2.0792685791352072e-16
spiral_medium,NGC2403,stars,0,assumed_prior_not_measured,sech_squared,0.8450448809146771,0.6538268569185155,12.103115305476365,1.4564300664835076e-16
spiral_medium,NGC2403,stars,1,assumed_prior_not_measured,sech_squared,1.1215387958843093,0.9520282613133334,12.103115305476365,1.4564300664835076e-16
spiral_medium,NGC2403,stars,2,assumed_prior_not_measured,sech_squared,0.37499977851648847,0.5571247614667191,12.103115305476365,4.369290199450523e-16
spiral_medium,NGC3198,gas,0,assumed_prior_not_measured,sech_squared,6.595742837810507,0.5394907021395998,30.073932481656634,3.2149344255130746e-16
spiral_medium,NGC3198,gas,1,assumed_prior_not_measured,sech_squared,5.2388157041790855,0.3149633950096772,30.073932481656634,3.2149344255130746e-16
spiral_medium,NGC3198,gas,2,assumed_prior_not_measured,exponential,4.063518015350465,0.4757361059722518,30.073932481656634,3.2149344255130746e-16
spiral_medium,NGC3198,stars,0,assumed_prior_not_measured,sech_squared,1.5102574887320783,0.29981394555745344,22.493230769230767,1.0828868349292387e-16
spiral_medium,NGC3198,stars,1,assumed_prior_not_measured,exponential,1.7622683291385934,0.370048368040936,22.493230769230767,5.4144341746461936e-17
spiral_medium,NGC3198,stars,2,assumed_prior_not_measured,exponential,2.072418959309353,0.22655391396736113,22.493230769230767,2.1657736698584774e-16
spiral_medium,NGC5055,gas,0,assumed_prior_not_measured,exponential,4.437758491453221,0.28591733303279265,32.971977635852994,2.35184648603876e-16
spiral_medium,NGC5055,gas,1,assumed_prior_not_measured,exponential,3.3485875344284435,0.17721370903139488,32.971977635852994,2.35184648603876e-16
spiral_medium,NGC5055,gas,2,assumed_prior_not_measured,exponential,3.3012151389814846,0.3566286799007171,32.971977635852994,3.52776972905814e-16
spiral_medium,NGC5055,stars,0,assumed_prior_not_measured,sech_squared,2.3345971244745067,0.6699547169948771,18.717625646609026,1.8017920779324462e-16
