gamma,trial,seed,training_RMS_arcsec,training_roots_converged,heldout_RMS_arcsec,heldout_roots_converged,optimizer_cost
0.0,0,21292039,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,1,21292040,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,2,21292041,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,3,21292042,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,4,21292043,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,5,21292044,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,6,21292045,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,7,21292046,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,8,21292047,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,9,21292048,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,10,21292049,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,11,21292050,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,12,21292051,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,13,21292052,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,14,21292053,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,15,21292054,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,16,21292055,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,17,21292056,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,18,21292057,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,19,21292058,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,20,21292059,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,21,21292060,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,22,21292061,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
0.0,23,21292062,0.4951909779247956,15,1.8037530525371621,7,48.143511428082356
1.0,0,21293039,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,1,21293040,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,2,21293041,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,3,21293042,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,4,21293043,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,5,21293044,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,6,21293045,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,7,21293046,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,8,21293047,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,9,21293048,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,10,21293049,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,11,21293050,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,12,21293051,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,13,21293052,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,14,21293053,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,15,21293054,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,16,21293055,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,17,21293056,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,18,21293057,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,19,21293058,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,20,21293059,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,21,21293060,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,22,21293061,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
1.0,23,21293062,0.49525425198429246,15,1.8038034563215586,7,48.15544632951513
