system_label,members,mean_alignment_gas_member,mean_alignment_gas_star,dual_misalignment,candidate_gate_H,effective_strength,star_centroid_x_arcsec,star_centroid_y_arcsec,gas_centroid_x_arcsec,gas_centroid_y_arcsec,member_direction_finite,HST_positive_cells,Chandra_exposure_ks,Chandra_soft_events
A383,35,0.9955476338518839,0.9955792010834741,0.004436554456283405,4.7829762768084284e-08,1.1957440692021073e-10,-4.101557555832304,1.4692349574129746,0.1849556430655569,-1.0876648874033716,True,11928,48.7566700906052,24115
MS2137,89,0.6823770626398795,0.6566510787170662,0.33023551129052464,0.5948602376283506,0.0014871505940708765,15.65687084478579,18.41544171625524,0.5353822175079944,0.014893192003183717,True,12764,141.534377124764,74942
